taxon,sp,dec_region,our_term,dec_value,ref_ids,ref_is_stephan,status,matched_source,matched_variable,matched_sp,matched_value,pct_diff
Daubentonia_madagascariensis,daubentonia madagascariensis,Piriform Lobe,Lobus_piriformis_Vol.mm3,1538,24;51;52,TRUE,match_taxonomy_variant,Stephan_etal_1981_TablesI-VI,Lobus_piriformis_Vol.mm3,daubentonia madagascar,1538,0
Daubentonia_madagascariensis,daubentonia madagascariensis,Septum,Septum_Vol.mm3,254,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Septum_Vol.mm3,daubentonia madagascariensis,254,0
Daubentonia_madagascariensis,daubentonia madagascariensis,Striatum,Striatum_Vol.mm3,2765,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Striatum_Vol.mm3,daubentonia madagascariensis,2765,0
Daubentonia_madagascariensis,daubentonia madagascariensis,Schizocortex,Schizo_cortex_Vol.mm3,1044,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Schizo_cortex_Vol.mm3,daubentonia madagascariensis,1044,0
Daubentonia_madagascariensis,daubentonia madagascariensis,Hippocampus,Hippocampus_Vol.mm3,1776,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Hippocampus_Vol.mm3,daubentonia madagascariensis,1776,0
Daubentonia_madagascariensis,daubentonia madagascariensis,Neocortex (GM+WM),Neocortex_Vol.mm3,22127,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Neocortex_Vol.mm3,daubentonia madagascariensis,22127,0
Daubentonia_madagascariensis,daubentonia madagascariensis,LGN,Corpus_geniculatum_laterale_Vol.mm3,58.5,24;51;52,TRUE,match_taxonomy_variant,Stephan_etal_1981_TablesI-VI,Corpus_geniculatum_laterale_Vol.mm3,daubentonia madagascar,58.5,0
Daubentonia_madagascariensis,daubentonia madagascariensis,Paleocortex,Palaeocortex_Vol.mm3,1065,24;51;52,TRUE,match_taxonomy_variant,Stephan_etal_1981_TablesI-VI,Palaeocortex_Vol.mm3,daubentonia madagascar,1065,0
Daubentonia_madagascariensis,daubentonia madagascariensis,Amygdala,Amygdala_Vol.mm3,473,24;51;52,TRUE,match_taxonomy_variant,Stephan_etal_1981_TablesI-VI,Amygdala_Vol.mm3,daubentonia madagascar,473,0
Daubentonia_madagascariensis,daubentonia madagascariensis,BV,Total_brain_net_volume_Vol.mm3,41070,54;55,FALSE,decasien_only,NA,NA,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,Neocortex (GM+WM),Neocortex_Vol.mm3,24070,54;55,FALSE,decasien_only,NA,NA,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,19790,54;55,FALSE,decasien_only,NA,NA,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,BV,Total_brain_net_volume_Vol.mm3,103167.3685,53,FALSE,match,Stephan_etal_1981_TablesI-VI,Total_brain_net_volume_Vol.mm3,erythrocebus patas,103167,0
Erythrocebus_patas,erythrocebus patas,Medulla,Medulla_oblongata_Vol.mm3,2615.67,53,FALSE,match,Sherwood_etal_2005_Table1,Medulla_oblongata_Vol.mm3,erythrocebus patas,2615.67,0
Erythrocebus_patas,erythrocebus patas,Vmo,Trigeminal_motor_nucleus_Vol.mm3,4.66,53,FALSE,value_match_other_structure,Sherwood_etal_2005_Table1,Facial_motor_nucleus_left_Vol.mm3,erythrocebus patas,4.59,1.525
Erythrocebus_patas,erythrocebus patas,VII,Facial_motor_nucleus_Vol.mm3,9.18,53,FALSE,decasien_only,NA,NA,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,XII,Hypoglossal_nucleus_Vol.mm3,4.8,53,FALSE,decasien_only,NA,NA,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,BV,Total_brain_net_volume_Vol.mm3,89000,61,FALSE,match,MacLeod_etal_2003_Table2,Total_brain_net_volume_Vol.mm3,erythrocebus patas,89000,0
Erythrocebus_patas,erythrocebus patas,Cerebellum,Cerebellum_Vol.mm3,7900,61,FALSE,match,MacLeod_etal_2003_Table2,Cerebellum_Vol.mm3,erythrocebus patas,7900,0
Erythrocebus_patas,erythrocebus patas,BV,Total_brain_net_volume_Vol.mm3,103167,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Total_brain_net_volume_Vol.mm3,erythrocebus patas,103167,0
Erythrocebus_patas,erythrocebus patas,Cerebellum,Cerebellum_Vol.mm3,8738,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Cerebellum_Vol.mm3,erythrocebus patas,8738,0
Erythrocebus_patas,erythrocebus patas,Mesencephalon,Mesencephalon_Vol.mm3,1621,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Mesencephalon_Vol.mm3,erythrocebus patas,1621,0
Erythrocebus_patas,erythrocebus patas,Diencephalon,Diencephalon_Vol.mm3,5423,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Diencephalon_Vol.mm3,erythrocebus patas,5423,0
Erythrocebus_patas,erythrocebus patas,Telencephalon,Telencephalon_Vol.mm3,84770,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Telencephalon_Vol.mm3,erythrocebus patas,84770,0
Erythrocebus_patas,erythrocebus patas,MOB,Bulbus_olfactorius_Vol.mm3,51.8,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Bulbus_olfactorius_Vol.mm3,erythrocebus patas,51.8,0
Erythrocebus_patas,erythrocebus patas,Piriform Lobe,Lobus_piriformis_Vol.mm3,1339,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Lobus_piriformis_Vol.mm3,erythrocebus patas,1339,0
Erythrocebus_patas,erythrocebus patas,Septum,Septum_Vol.mm3,330,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Septum_Vol.mm3,erythrocebus patas,330,0
Erythrocebus_patas,erythrocebus patas,Striatum,Striatum_Vol.mm3,3624,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Striatum_Vol.mm3,erythrocebus patas,3624,0
Erythrocebus_patas,erythrocebus patas,Schizocortex,Schizo_cortex_Vol.mm3,693,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Schizo_cortex_Vol.mm3,erythrocebus patas,693,0
Erythrocebus_patas,erythrocebus patas,Hippocampus,Hippocampus_Vol.mm3,1591,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Hippocampus_Vol.mm3,erythrocebus patas,1591,0
Erythrocebus_patas,erythrocebus patas,Neocortex (GM+WM),Neocortex_Vol.mm3,77141,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Neocortex_Vol.mm3,erythrocebus patas,77141,0
Eulemur_fulvus_fulvus,eulemur fulvus,BV,Total_brain_net_volume_Vol.mm3,22512.6225126225,34,FALSE,match,deSousa_etal_2010_Table1,Total_brain_net_volume_Vol.mm3,eulemur fulvus,22490.3,0.099
Eulemur_fulvus_fulvus,eulemur fulvus,V1 (GM),Area_striata_grey_matter_Vol.mm3,1253,34,FALSE,match,Frahm_etal_1984_Table1,Area_striata_grey_matter_Vol.mm3,eulemur fulvus,1253,0
Eulemur_fulvus_fulvus,eulemur fulvus,BV,Total_brain_net_volume_Vol.mm3,22106,53,FALSE,match,Stephan_etal_1981_TablesI-VI,Total_brain_net_volume_Vol.mm3,eulemur fulvus,22106,0
Eulemur_fulvus_fulvus,eulemur fulvus,Medulla,Medulla_oblongata_Vol.mm3,909.39,53,FALSE,match,Sherwood_etal_2005_Table1,Medulla_oblongata_Vol.mm3,eulemur fulvus,909.39,0
Eulemur_fulvus_fulvus,eulemur fulvus,Vmo,Trigeminal_motor_nucleus_Vol.mm3,2.08,53,FALSE,decasien_only,NA,NA,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,VII,Facial_motor_nucleus_Vol.mm3,2.78,53,FALSE,decasien_only,NA,NA,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,XII,Hypoglossal_nucleus_Vol.mm3,3.04,53,FALSE,decasien_only,NA,NA,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,BV,Total_brain_net_volume_Vol.mm3,22106,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Total_brain_net_volume_Vol.mm3,eulemur fulvus,22106,0
Eulemur_fulvus_fulvus,eulemur fulvus,Cerebellum,Cerebellum_Vol.mm3,3328,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Cerebellum_Vol.mm3,eulemur fulvus,3328,0
Eulemur_fulvus_fulvus,eulemur fulvus,Mesencephalon,Mesencephalon_Vol.mm3,590,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Mesencephalon_Vol.mm3,eulemur fulvus,590,0
Eulemur_fulvus_fulvus,eulemur fulvus,Diencephalon,Diencephalon_Vol.mm3,1713,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Diencephalon_Vol.mm3,eulemur fulvus,1713,0
Eulemur_fulvus_fulvus,eulemur fulvus,Telencephalon,Telencephalon_Vol.mm3,15566,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Telencephalon_Vol.mm3,eulemur fulvus,15566,0
Eulemur_fulvus_fulvus,eulemur fulvus,MOB,Bulbus_olfactorius_Vol.mm3,207,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Bulbus_olfactorius_Vol.mm3,eulemur fulvus,207,0
Eulemur_fulvus_fulvus,eulemur fulvus,AOB,Bulbus_olfactorius_accessorius_Vol.mm3,3.21,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Bulbus_olfactorius_accessorius_Vol.mm3,eulemur fulvus,3.21,0
Eulemur_fulvus_fulvus,eulemur fulvus,Piriform Lobe,Lobus_piriformis_Vol.mm3,641,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Lobus_piriformis_Vol.mm3,eulemur fulvus,641,0
Eulemur_fulvus_fulvus,eulemur fulvus,Septum,Septum_Vol.mm3,119,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Septum_Vol.mm3,eulemur fulvus,119,0
Eulemur_fulvus_fulvus,eulemur fulvus,Striatum,Striatum_Vol.mm3,1215,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Striatum_Vol.mm3,eulemur fulvus,1215,0
Eulemur_fulvus_fulvus,eulemur fulvus,Schizocortex,Schizo_cortex_Vol.mm3,422,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Schizo_cortex_Vol.mm3,eulemur fulvus,422,0
Eulemur_fulvus_fulvus,eulemur fulvus,Hippocampus,Hippocampus_Vol.mm3,752,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Hippocampus_Vol.mm3,eulemur fulvus,752,0
Eulemur_fulvus_fulvus,eulemur fulvus,Neocortex (GM+WM),Neocortex_Vol.mm3,12207,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Neocortex_Vol.mm3,eulemur fulvus,12207,0
Eulemur_fulvus_fulvus,eulemur fulvus,Epithalamus,Epithalamus_Vol.mm3,12.2,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Epithalamus_Vol.mm3,eulemur fulvus,12.2,0
Eulemur_fulvus_fulvus,eulemur fulvus,Thalamus,Thalamus_Vol.mm3,1028,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Thalamus_Vol.mm3,eulemur fulvus,1028,0
Eulemur_fulvus_fulvus,eulemur fulvus,Hypothalamus,Hypothalamus_Vol.mm3,239,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Hypothalamus_Vol.mm3,eulemur fulvus,239,0
Eulemur_fulvus_fulvus,eulemur fulvus,Subthalamus,Subthalamus_Vol.mm3,225,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Subthalamus_Vol.mm3,eulemur fulvus,225,0
Eulemur_fulvus_fulvus,eulemur fulvus,Pallidum,Pallidum_Vol.mm3,212,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Pallidum_Vol.mm3,eulemur fulvus,212,0
Eulemur_fulvus_fulvus,eulemur fulvus,Subthalamic Nucleus,Nucleus_subthalamicus_Vol.mm3,13.9,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Nucleus_subthalamicus_Vol.mm3,eulemur fulvus,13.9,0
Eulemur_fulvus_fulvus,eulemur fulvus,Optic Tract,Tractus_opticus_Vol.mm3,108,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Tractus_opticus_Vol.mm3,eulemur fulvus,108,0
Eulemur_fulvus_fulvus,eulemur fulvus,LGN,Corpus_geniculatum_laterale_Vol.mm3,51.6,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Corpus_geniculatum_laterale_Vol.mm3,eulemur fulvus,51.6,0
Eulemur_fulvus_fulvus,eulemur fulvus,Paleocortex,Palaeocortex_Vol.mm3,389,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Palaeocortex_Vol.mm3,eulemur fulvus,389,0
Eulemur_fulvus_fulvus,eulemur fulvus,Amygdala,Amygdala_Vol.mm3,251,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Amygdala_Vol.mm3,eulemur fulvus,251,0
Eulemur_mongoz,eulemur mongoz,BV,Total_brain_net_volume_Vol.mm3,22240,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Total_brain_net_volume_Vol.mm3,eulemur mongoz,22240,0
Eulemur_mongoz,eulemur mongoz,Neocortex (GM+WM),Neocortex_Vol.mm3,12030,54;55,FALSE,match_taxonomy_variant,Stephan_etal_1981_TablesI-VI,Neocortex_Vol.mm3,eulemur fulvus,12207,1.45
Eulemur_mongoz,eulemur mongoz,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,8200,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Neocortex_grey_matter_Vol.mm3,eulemur mongoz,8200,0
Eulemur_mongoz,eulemur mongoz,V1 (GM),Area_striata_grey_matter_Vol.mm3,1060,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Area_striata_grey_matter_Vol.mm3,eulemur mongoz,1060,0
Eulemur_mongoz,eulemur mongoz,LGN,Corpus_geniculatum_laterale_Vol.mm3,50,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Corpus_geniculatum_laterale_Vol.mm3,eulemur mongoz,50,0
Galago_senegalensis,galago senegalensis,BV,Total_brain_net_volume_Vol.mm3,4512,53,FALSE,match,Stephan_etal_1970_Tables1-6,Total_brain_net_volume_Vol.mm3,galago senegalensis,4512,0
Galago_senegalensis,galago senegalensis,Medulla,Medulla_oblongata_Vol.mm3,254.3,53,FALSE,match,Sherwood_etal_2005_Table1,Medulla_oblongata_Vol.mm3,galago senegalensis,254.3,0
Galago_senegalensis,galago senegalensis,Vmo,Trigeminal_motor_nucleus_Vol.mm3,0.58,53,FALSE,value_match_other_structure,Stephan_etal_1981_TablesI-VI,Nucleus_septalis_triangularis_Vol.mm3,galago senegalensis,0.588,1.361
Galago_senegalensis,galago senegalensis,VII,Facial_motor_nucleus_Vol.mm3,1.18,53,FALSE,decasien_only,NA,NA,NA,NA,NA
Galago_senegalensis,galago senegalensis,XII,Hypoglossal_nucleus_Vol.mm3,0.7,53,FALSE,decasien_only,NA,NA,NA,NA,NA
Galago_senegalensis,galago senegalensis,BV,Total_brain_net_volume_Vol.mm3,4512,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Total_brain_net_volume_Vol.mm3,galago senegalensis,4512,0
Galago_senegalensis,galago senegalensis,Cerebellum,Cerebellum_Vol.mm3,672,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Cerebellum_Vol.mm3,galago senegalensis,672,0
Galago_senegalensis,galago senegalensis,Mesencephalon,Mesencephalon_Vol.mm3,205,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Mesencephalon_Vol.mm3,galago senegalensis,205,0
Galago_senegalensis,galago senegalensis,Diencephalon,Diencephalon_Vol.mm3,382,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Diencephalon_Vol.mm3,galago senegalensis,382,0
Galago_senegalensis,galago senegalensis,Telencephalon,Telencephalon_Vol.mm3,2997,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Telencephalon_Vol.mm3,galago senegalensis,2997,0
Galago_senegalensis,galago senegalensis,MOB,Bulbus_olfactorius_Vol.mm3,79.2,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Bulbus_olfactorius_Vol.mm3,galago senegalensis,79.2,0
Galago_senegalensis,galago senegalensis,AOB,Bulbus_olfactorius_accessorius_Vol.mm3,2.58,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Bulbus_olfactorius_accessorius_Vol.mm3,galago senegalensis,2.58,0
Galago_senegalensis,galago senegalensis,Piriform Lobe,Lobus_piriformis_Vol.mm3,163,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Lobus_piriformis_Vol.mm3,galago senegalensis,163,0
Galago_senegalensis,galago senegalensis,Septum,Septum_Vol.mm3,35.7,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Septum_Vol.mm3,galago senegalensis,35.7,0
Galago_senegalensis,galago senegalensis,Striatum,Striatum_Vol.mm3,210,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Striatum_Vol.mm3,galago senegalensis,210,0
Galago_senegalensis,galago senegalensis,Schizocortex,Schizo_cortex_Vol.mm3,107,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Schizo_cortex_Vol.mm3,galago senegalensis,107,0
Galago_senegalensis,galago senegalensis,Hippocampus,Hippocampus_Vol.mm3,261,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Hippocampus_Vol.mm3,galago senegalensis,261,0
Galago_senegalensis,galago senegalensis,Neocortex (GM+WM),Neocortex_Vol.mm3,2139,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Neocortex_Vol.mm3,galago senegalensis,2139,0
Galago_senegalensis,galago senegalensis,LGN,Corpus_geniculatum_laterale_Vol.mm3,16,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Corpus_geniculatum_laterale_Vol.mm3,galago senegalensis,16,0
Galago_senegalensis,galago senegalensis,BV,Total_brain_net_volume_Vol.mm3,3580,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Total_brain_net_volume_Vol.mm3,galago senegalensis,3580,0
Galago_senegalensis,galago senegalensis,Neocortex (GM+WM),Neocortex_Vol.mm3,1570,54;55,FALSE,decasien_only,NA,NA,NA,NA,NA
Galago_senegalensis,galago senegalensis,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,1340,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Neocortex_grey_matter_Vol.mm3,galago senegalensis,1340,0
Galago_senegalensis,galago senegalensis,V1 (GM),Area_striata_grey_matter_Vol.mm3,220,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Area_striata_grey_matter_Vol.mm3,galago senegalensis,220,0
Galago_senegalensis,galago senegalensis,LGN,Corpus_geniculatum_laterale_Vol.mm3,10,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Corpus_geniculatum_laterale_Vol.mm3,galago senegalensis,10,0
Galagoides_demidoff,galagoides demidoff,BV,Total_brain_net_volume_Vol.mm3,3268.0639823497,34,FALSE,match,deSousa_etal_2010_Table1,Total_brain_net_volume_Vol.mm3,galagoides demidoff,3262.5,0.171
Galagoides_demidoff,galagoides demidoff,V1 (GM),Area_striata_grey_matter_Vol.mm3,214,34,FALSE,match,Frahm_etal_1984_Table1,Area_striata_grey_matter_Vol.mm3,galagoides demidoff,214,0
Galagoides_demidoff,galagoides demidoff,BV,Total_brain_net_volume_Vol.mm3,3185.3,43,FALSE,match,Bauernfeind_etal_2013_Table1,Total_brain_net_volume_Vol.mm3,galagoides demidoff,3185.3,0
Galagoides_demidoff,galagoides demidoff,Granular Insula,Granular_insular_cortex_Vol.mm3,10,43,FALSE,decasien_only,NA,NA,NA,NA,NA
Galagoides_demidoff,galagoides demidoff,Dysgranular Insula,Dysgranular_insular_cortex_Vol.mm3,10,43,FALSE,decasien_only,NA,NA,NA,NA,NA
Galagoides_demidoff,galagoides demidoff,Insula (GM),Insula_Vol.mm3,24,43,FALSE,decasien_only,NA,NA,NA,NA,NA
Galagoides_demidoff,galagoides demidoff,BV,Total_brain_net_volume_Vol.mm3,3203,53,FALSE,match,Stephan_etal_1970_Tables1-6,Total_brain_net_volume_Vol.mm3,galagoides demidoff,3203,0
Galagoides_demidoff,galagoides demidoff,Medulla,Medulla_oblongata_Vol.mm3,169.13,53,FALSE,match,Sherwood_etal_2005_Table1,Medulla_oblongata_Vol.mm3,galagoides demidoff,169.13,0
Galagoides_demidoff,galagoides demidoff,Vmo,Trigeminal_motor_nucleus_Vol.mm3,0.44,53,FALSE,decasien_only,NA,NA,NA,NA,NA
Galagoides_demidoff,galagoides demidoff,VII,Facial_motor_nucleus_Vol.mm3,0.96,53,FALSE,decasien_only,NA,NA,NA,NA,NA
Galagoides_demidoff,galagoides demidoff,XII,Hypoglossal_nucleus_Vol.mm3,0.56,53,FALSE,decasien_only,NA,NA,NA,NA,NA
Galagoides_demidoff,galagoides demidoff,BV,Total_brain_net_volume_Vol.mm3,3203,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Total_brain_net_volume_Vol.mm3,galagoides demidoff,3203,0
Galagoides_demidoff,galagoides demidoff,Cerebellum,Cerebellum_Vol.mm3,413,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Cerebellum_Vol.mm3,galagoides demidoff,413,0
Galagoides_demidoff,galagoides demidoff,Mesencephalon,Mesencephalon_Vol.mm3,135,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Mesencephalon_Vol.mm3,galagoides demidoff,135,0
Galagoides_demidoff,galagoides demidoff,Diencephalon,Diencephalon_Vol.mm3,246,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Diencephalon_Vol.mm3,galagoides demidoff,246,0
Galagoides_demidoff,galagoides demidoff,Telencephalon,Telencephalon_Vol.mm3,2240,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Telencephalon_Vol.mm3,galagoides demidoff,2240,0
Galagoides_demidoff,galagoides demidoff,MOB,Bulbus_olfactorius_Vol.mm3,83.1,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Bulbus_olfactorius_Vol.mm3,galagoides demidoff,83.1,0
Galagoides_demidoff,galagoides demidoff,AOB,Bulbus_olfactorius_accessorius_Vol.mm3,1.26,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Bulbus_olfactorius_accessorius_Vol.mm3,galagoides demidoff,1.26,0
Galagoides_demidoff,galagoides demidoff,Piriform Lobe,Lobus_piriformis_Vol.mm3,181,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Lobus_piriformis_Vol.mm3,galagoides demidoff,181,0
Galagoides_demidoff,galagoides demidoff,Septum,Septum_Vol.mm3,25.7,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Septum_Vol.mm3,galagoides demidoff,25.7,0
Galagoides_demidoff,galagoides demidoff,Striatum,Striatum_Vol.mm3,169,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Striatum_Vol.mm3,galagoides demidoff,169,0
Galagoides_demidoff,galagoides demidoff,Schizocortex,Schizo_cortex_Vol.mm3,59.9,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Schizo_cortex_Vol.mm3,galagoides demidoff,59.9,0
Galagoides_demidoff,galagoides demidoff,Hippocampus,Hippocampus_Vol.mm3,152,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Hippocampus_Vol.mm3,galagoides demidoff,152,0
Galagoides_demidoff,galagoides demidoff,Neocortex (GM+WM),Neocortex_Vol.mm3,1568,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Neocortex_Vol.mm3,galagoides demidoff,1568,0
Galagoides_demidoff,galagoides demidoff,Epithalamus,Epithalamus_Vol.mm3,2.09,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Epithalamus_Vol.mm3,galagoides demidoff,2.09,0
Galagoides_demidoff,galagoides demidoff,Thalamus,Thalamus_Vol.mm3,153,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Thalamus_Vol.mm3,galagoides demidoff,153,0
Galagoides_demidoff,galagoides demidoff,Hypothalamus,Hypothalamus_Vol.mm3,45.1,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Hypothalamus_Vol.mm3,galagoides demidoff,45.1,0
Galagoides_demidoff,galagoides demidoff,Subthalamus,Subthalamus_Vol.mm3,18.3,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Subthalamus_Vol.mm3,galagoides demidoff,18.3,0
Galagoides_demidoff,galagoides demidoff,Pallidum,Pallidum_Vol.mm3,17,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Pallidum_Vol.mm3,galagoides demidoff,17,0
Galagoides_demidoff,galagoides demidoff,Subthalamic Nucleus,Nucleus_subthalamicus_Vol.mm3,1.4,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Nucleus_subthalamicus_Vol.mm3,galagoides demidoff,1.4,0
Galagoides_demidoff,galagoides demidoff,Optic Tract,Tractus_opticus_Vol.mm3,11.5,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Tractus_opticus_Vol.mm3,galagoides demidoff,11.5,0
Galagoides_demidoff,galagoides demidoff,LGN,Corpus_geniculatum_laterale_Vol.mm3,10.9,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Corpus_geniculatum_laterale_Vol.mm3,galagoides demidoff,10.9,0
Galagoides_demidoff,galagoides demidoff,Paleocortex,Palaeocortex_Vol.mm3,122,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Palaeocortex_Vol.mm3,galagoides demidoff,122,0
Galagoides_demidoff,galagoides demidoff,Amygdala,Amygdala_Vol.mm3,50.2,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Amygdala_Vol.mm3,galagoides demidoff,50.2,0
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,401600,64,FALSE,match_taxonomy_variant,Bauernfeind_etal_2013_Table1,Total_brain_net_volume_Vol.mm3,gorilla sp,401785,0.046
Gorilla_beringei,gorilla beringei,Thalamus,Thalamus_Vol.mm3,8200,64,FALSE,decasien_only,NA,NA,NA,NA,NA
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,460600,64,FALSE,value_match_other_structure,Stephan_etal_1970_Tables1-6,Brain_Mass.mg,gorilla gorilla,465000,0.946
Gorilla_beringei,gorilla beringei,Thalamus,Thalamus_Vol.mm3,8300,64,FALSE,value_match_other_structure,Sherwood_etal_2005_Table1,Medulla_oblongata_Vol.mm3,gorilla sp,8393.91,1.119
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,486700,64,FALSE,decasien_only,NA,NA,NA,NA,NA
Gorilla_beringei,gorilla beringei,Thalamus,Thalamus_Vol.mm3,10200,64,FALSE,decasien_only,NA,NA,NA,NA,NA
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,445620,65,FALSE,match,Sherwood_etal_2004_TABLEI,Total_brain_net_volume_Vol.mm3,gorilla beringei,444150,0.331
Gorilla_beringei,gorilla beringei,Cerebellum,Cerebellum_Vol.mm3,50939.5833333334,65,FALSE,decasien_only,NA,NA,NA,NA,NA
Gorilla_beringei,gorilla beringei,Striatum,Striatum_Vol.mm3,10759.5833333333,65,FALSE,decasien_only,NA,NA,NA,NA,NA
