Species,Variable,Source,Value,priority
Sciurus carolinensis,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,59752698,11
Sciurus carolinensis,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,530476469,11
Sciurus carolinensis,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,5605837,11
Sciurus carolinensis,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,46,11
Sciurus carolinensis,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,3,11
Sciurus carolinensis,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Herculano-Houzel et al., 2011",11
Sciurus carolinensis,Species_Source,HerculanoHouzel_etal_2015_Table5,Sciurus carolinensis,11
Callithrix jacchus,Order,HerculanoHouzel_etal_2015_Table5,Primata,11
Callithrix jacchus,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,3,11
Callithrix jacchus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,361,11
Callithrix jacchus,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,1.4,11
Callithrix jacchus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,7.78,11
Callithrix jacchus,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,0.654,11
Callithrix jacchus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,635800000,11
Callithrix jacchus,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,115730000,11
Callithrix jacchus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,590740000,11
Callithrix jacchus,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,70810000,11
Callithrix jacchus,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,51.7,11
Callithrix jacchus,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Callithrix jacchus,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Herculano-Houzel et al., 2007",11
Callithrix jacchus,Species_Source,HerculanoHouzel_etal_2015_Table5,Callithrix jacchus,11
Oryctolagus cuniculus,Order,HerculanoHouzel_etal_2015_Table5,Glires,11
Oryctolagus cuniculus,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,1,11
Oryctolagus cuniculus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,4600,11
Oryctolagus cuniculus,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Oryctolagus cuniculus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,9.132,11
Oryctolagus cuniculus,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Oryctolagus cuniculus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,494205000,11
Oryctolagus cuniculus,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Oryctolagus cuniculus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,630795000,11
Oryctolagus cuniculus,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Oryctolagus cuniculus,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,43.9,11
Oryctolagus cuniculus,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Oryctolagus cuniculus,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Herculano-Houzel et al., 2011",11
Oryctolagus cuniculus,Species_Source,HerculanoHouzel_etal_2015_Table5,Oryctolagus cuniculus,11
Otolemur garnettii,Order,HerculanoHouzel_etal_2015_Table5,Primata,11
Otolemur garnettii,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,3,11
Otolemur garnettii,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,946.7,11
Otolemur garnettii,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,102.6,11
Otolemur garnettii,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,10.15,11
Otolemur garnettii,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,0.06,11
Otolemur garnettii,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,9.36e+08,11
Otolemur garnettii,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,115360000,11
Otolemur garnettii,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,666590000,11
Otolemur garnettii,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,63500000,11
Otolemur garnettii,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,58.4,11
Otolemur garnettii,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Otolemur garnettii,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Herculano-Houzel et al., 2007",11
Otolemur garnettii,Species_Source,HerculanoHouzel_etal_2015_Table5,Otolemur garnettii,11
Dendrohyrax dorsalis,Order,HerculanoHouzel_etal_2015_Table5,Afrotheria,11
Dendrohyrax dorsalis,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,1,11
Dendrohyrax dorsalis,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,1150,11
Dendrohyrax dorsalis,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Dendrohyrax dorsalis,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,12.8,11
Dendrohyrax dorsalis,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Dendrohyrax dorsalis,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,504572834,11
Dendrohyrax dorsalis,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Dendrohyrax dorsalis,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,413574000,11
Dendrohyrax dorsalis,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Dendrohyrax dorsalis,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,NA,11
Dendrohyrax dorsalis,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Dendrohyrax dorsalis,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Neves et al., 2014",11
Dendrohyrax dorsalis,Species_Source,HerculanoHouzel_etal_2015_Table5,Dendrohyrax dorsalis,11
Aotus trivirgatus,Order,HerculanoHouzel_etal_2015_Table5,Primata,11
Aotus trivirgatus,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,2,11
Aotus trivirgatus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,925,11
Aotus trivirgatus,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,35,11
Aotus trivirgatus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,15.73,11
Aotus trivirgatus,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Aotus trivirgatus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,1468410000,11
Aotus trivirgatus,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Aotus trivirgatus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,1195130000,11
Aotus trivirgatus,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Aotus trivirgatus,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,55.1,11
Aotus trivirgatus,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Aotus trivirgatus,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Herculano-Houzel et al., 2007",11
Aotus trivirgatus,Species_Source,HerculanoHouzel_etal_2015_Table5,Aotus trivirgatus,11
Procavia capensis,Order,HerculanoHouzel_etal_2015_Table5,Afrotheria,11
Procavia capensis,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,2,11
Procavia capensis,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,2517,11
Procavia capensis,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Procavia capensis,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,16.853,11
Procavia capensis,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,1.495,11
Procavia capensis,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,755653000,11
Procavia capensis,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,72145000,11
Procavia capensis,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,620622000,11
Procavia capensis,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,37616000,11
Procavia capensis,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,NA,11
Procavia capensis,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Procavia capensis,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Neves et al., 2014",11
Procavia capensis,Species_Source,HerculanoHouzel_etal_2015_Table5,Procavia capensis,11
Dasyprocta prymnolopha,Order,HerculanoHouzel_etal_2015_Table5,Glires,11
Dasyprocta prymnolopha,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,3,11
Dasyprocta prymnolopha,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,2843,11
Dasyprocta prymnolopha,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,196,11
Dasyprocta prymnolopha,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,17.628,11
Dasyprocta prymnolopha,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,1.9,11
Dasyprocta prymnolopha,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,795112070,11
Dasyprocta prymnolopha,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Dasyprocta prymnolopha,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,951677930,11
Dasyprocta prymnolopha,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Dasyprocta prymnolopha,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,45.5,11
Dasyprocta prymnolopha,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Dasyprocta prymnolopha,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Herculano-Houzel et al., 2006",11
Dasyprocta prymnolopha,Species_Source,HerculanoHouzel_etal_2015_Table5,Dasyprocta prymnolopha,11
Saimiri sciureus,Order,HerculanoHouzel_etal_2015_Table5,Primata,11
Saimiri sciureus,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,2,11
Saimiri sciureus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,859,11
Saimiri sciureus,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Saimiri sciureus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,30.216,11
Saimiri sciureus,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Saimiri sciureus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,3246430000,11
Saimiri sciureus,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Saimiri sciureus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,2073030000,11
Saimiri sciureus,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Saimiri sciureus,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,61,11
Saimiri sciureus,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Saimiri sciureus,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Herculano-Houzel et al., 2007",11
Saimiri sciureus,Species_Source,HerculanoHouzel_etal_2015_Table5,Saimiri sciureus,11
Macaca fascicularis,Order,HerculanoHouzel_etal_2015_Table5,Primata,11
Macaca fascicularis,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,1,11
Macaca fascicularis,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,5700,11
Macaca fascicularis,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Macaca fascicularis,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,46.162,11
Macaca fascicularis,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Macaca fascicularis,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,3439004620,11
Macaca fascicularis,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Macaca fascicularis,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,3154415380,11
Macaca fascicularis,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Macaca fascicularis,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,52.2,11
Macaca fascicularis,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Macaca fascicularis,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Gabi et al., 2010",11
Macaca fascicularis,Species_Source,HerculanoHouzel_etal_2015_Table5,Macaca fascicularis,11
Sapajus apella,Order,HerculanoHouzel_etal_2015_Table5,Primata,11
Sapajus apella,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,1,11
Sapajus apella,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,3340,11
Sapajus apella,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Sapajus apella,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,52.208,11
Sapajus apella,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Sapajus apella,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,3690520000,11
Sapajus apella,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Sapajus apella,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,3297740000,11
Sapajus apella,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Sapajus apella,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,52.8,11
Sapajus apella,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Sapajus apella,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Herculano-Houzel et al., 2007",11
Sapajus apella,Species_Source,HerculanoHouzel_etal_2015_Table5,Cebus apella,11
Macaca radiata,Order,HerculanoHouzel_etal_2015_Table5,Primata,11
Macaca radiata,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,1,11
Macaca radiata,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,8012,11
Macaca radiata,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Macaca radiata,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,61.47,11
Macaca radiata,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Macaca radiata,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,3755620300,11
Macaca radiata,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Macaca radiata,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,4878879700,11
Macaca radiata,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Macaca radiata,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,43.5,11
Macaca radiata,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Macaca radiata,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Gabi et al., 2010",11
Macaca radiata,Species_Source,HerculanoHouzel_etal_2015_Table5,Macaca radiata,11
Sus scrofa domesticus,Order,HerculanoHouzel_etal_2015_Table5,Artiodactyla,11
Sus scrofa domesticus,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,1,11
Sus scrofa domesticus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,1e+05,11
Sus scrofa domesticus,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Sus scrofa domesticus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,64.18,11
Sus scrofa domesticus,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Sus scrofa domesticus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,2224112553,11
Sus scrofa domesticus,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Sus scrofa domesticus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,4695783705,11
Sus scrofa domesticus,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Sus scrofa domesticus,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,32.1,11
Sus scrofa domesticus,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Sus scrofa domesticus,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Kazu et al., 2014",11
Sus scrofa domesticus,Species_Source,HerculanoHouzel_etal_2015_Table5,Sus scrofa domesticus,11
Hydrochoerus hydrochaeris,Order,HerculanoHouzel_etal_2015_Table5,Glires,11
Hydrochoerus hydrochaeris,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,2,11
Hydrochoerus hydrochaeris,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,47500,11
Hydrochoerus hydrochaeris,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,3536,11
Hydrochoerus hydrochaeris,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,74.734,11
Hydrochoerus hydrochaeris,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,3.756,11
Hydrochoerus hydrochaeris,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,1572560385,11
Hydrochoerus hydrochaeris,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,72641426,11
Hydrochoerus hydrochaeris,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,3197929615,11
Hydrochoerus hydrochaeris,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,974583717,11
Hydrochoerus hydrochaeris,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,33.6,11
Hydrochoerus hydrochaeris,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,5.8,11
Hydrochoerus hydrochaeris,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Herculano-Houzel et al., 2006",11
Hydrochoerus hydrochaeris,Species_Source,HerculanoHouzel_etal_2015_Table5,Hydrochoerus hydrochaeris,11
Macaca mulatta,Order,HerculanoHouzel_etal_2015_Table5,Primata,11
Macaca mulatta,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,1,11
Macaca mulatta,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,3900,11
Macaca mulatta,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Macaca mulatta,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,87.346,11
Macaca mulatta,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Macaca mulatta,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,6376160000,11
Macaca mulatta,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Macaca mulatta,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,7162900000,11
Macaca mulatta,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Macaca mulatta,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,47.1,11
Macaca mulatta,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Macaca mulatta,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Herculano-Houzel et al., 2007",11
Macaca mulatta,Species_Source,HerculanoHouzel_etal_2015_Table5,Macaca mulatta,11
Antidorcas marsupialis,Order,HerculanoHouzel_etal_2015_Table5,Artiodactyla,11
Antidorcas marsupialis,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,1,11
Antidorcas marsupialis,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,25000,11
Antidorcas marsupialis,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Antidorcas marsupialis,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,106.074,11
Antidorcas marsupialis,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Antidorcas marsupialis,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,2724595233,11
Antidorcas marsupialis,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Antidorcas marsupialis,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,5912784575,11
Antidorcas marsupialis,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Antidorcas marsupialis,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,31.5,11
Antidorcas marsupialis,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Antidorcas marsupialis,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Kazu et al., 2014",11
Antidorcas marsupialis,Species_Source,HerculanoHouzel_etal_2015_Table5,Antidorcas marsupialis,11
Papio cynocephalus,Order,HerculanoHouzel_etal_2015_Table5,Primata,11
Papio cynocephalus,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,2,11
Papio cynocephalus,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,8000,11
Papio cynocephalus,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Papio cynocephalus,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,151.194,11
Papio cynocephalus,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Papio cynocephalus,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,10948086440,11
Papio cynocephalus,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Papio cynocephalus,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,9175538564,11
Papio cynocephalus,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Papio cynocephalus,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,54.4,11
Papio cynocephalus,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Papio cynocephalus,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Gabi et al., 2010",11
Papio cynocephalus,Species_Source,HerculanoHouzel_etal_2015_Table5,Papio anubis cynocephalus,11
Damaliscus pygargus phillipsi,Order,HerculanoHouzel_etal_2015_Table5,Artiodactyla,11
Damaliscus pygargus phillipsi,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,1,11
Damaliscus pygargus phillipsi,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,60000,11
Damaliscus pygargus phillipsi,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Damaliscus pygargus phillipsi,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,154.718,11
Damaliscus pygargus phillipsi,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Damaliscus pygargus phillipsi,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,3058814227,11
Damaliscus pygargus phillipsi,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Damaliscus pygargus phillipsi,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,9343246559,11
Damaliscus pygargus phillipsi,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Damaliscus pygargus phillipsi,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,24.7,11
Damaliscus pygargus phillipsi,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Damaliscus pygargus phillipsi,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Kazu et al., 2014",11
Damaliscus pygargus phillipsi,Species_Source,HerculanoHouzel_etal_2015_Table5,Damaliscus dorcas phillipsi,11
Tragelaphus strepsiceros,Order,HerculanoHouzel_etal_2015_Table5,Artiodactyla,11
Tragelaphus strepsiceros,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,1,11
Tragelaphus strepsiceros,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,218000,11
Tragelaphus strepsiceros,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Tragelaphus strepsiceros,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,306.86,11
Tragelaphus strepsiceros,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Tragelaphus strepsiceros,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,4911651549,11
Tragelaphus strepsiceros,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Tragelaphus strepsiceros,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,16977183580,11
Tragelaphus strepsiceros,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Tragelaphus strepsiceros,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,22.4,11
Tragelaphus strepsiceros,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Tragelaphus strepsiceros,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Kazu et al., 2014",11
Tragelaphus strepsiceros,Species_Source,HerculanoHouzel_etal_2015_Table5,Tragelaphus strepsiceros,11
Giraffa camelopardalis,Order,HerculanoHouzel_etal_2015_Table5,Artiodactyla,11
Giraffa camelopardalis,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,1,11
Giraffa camelopardalis,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,470000,11
Giraffa camelopardalis,Body_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Giraffa camelopardalis,WholeBrain_Mass.g,HerculanoHouzel_etal_2015_Table5,537.218,11
Giraffa camelopardalis,WholeBrain_Mass.g_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Giraffa camelopardalis,WholeBrain_N.n,HerculanoHouzel_etal_2015_Table5,10751287650,11
Giraffa camelopardalis,WholeBrain_N.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Giraffa camelopardalis,WholeBrain_O.n,HerculanoHouzel_etal_2015_Table5,37912932350,11
Giraffa camelopardalis,WholeBrain_O.n_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Giraffa camelopardalis,WholeBrain_p.C.N,HerculanoHouzel_etal_2015_Table5,23.5,11
Giraffa camelopardalis,WholeBrain_p.C.N_SD,HerculanoHouzel_etal_2015_Table5,NA,11
Giraffa camelopardalis,WholeBrain_Source,HerculanoHouzel_etal_2015_Table5,"Kazu et al., 2014",11
Giraffa camelopardalis,Species_Source,HerculanoHouzel_etal_2015_Table5,Giraffa camelopardalis,11
Homo sapiens,Order,HerculanoHouzel_etal_2015_Table5,Primata,11
Homo sapiens,WholeBrain_n,HerculanoHouzel_etal_2015_Table5,4,11
Homo sapiens,Body_Mass.g,HerculanoHouzel_etal_2015_Table5,70000,11
