Species_canonical,source_column,variant_name
Tarsius sp.,Species_Baron1990,Tarsius spp.
Tarsius sp.,Species_Frahm1982,Tarsius sp.
Tarsius sp.,Species_Frahm1994,Tarsius spec.
Tarsius sp.,Species_Frahm98,Tarsius spec.
Tarsius sp.,Species_Frahm_1984,Tarsius sp.
Tarsius sp.,Species_Matano1985a,Tarsius spp.
Tarsius sp.,Species_Matano1985b,Tarsius spp.
Tarsius sp.,Species_Sherwood_2005,Tarsius syrichta
Tarsius sp.,Species_Stephan1981,Tarsius sp.
Tarsius sp.,Species_Stephan1982,Tarsius sp.
Tarsius sp.,Species_Stephan1984,Tarsius spp.
Tarsius sp.,Species_Stephan1987,Tarsius spp.
Tarsius sp.,Species_deSousa2010,Tarsius syrichta
Tenrec ecaudatus,Species_Baron1983,Tenrec ecaudatus
Tenrec ecaudatus,Species_Baron1987,Tenrec ecaudatus
Tenrec ecaudatus,Species_Baron1988,Tenrec ecaudatus
Tenrec ecaudatus,Species_Baron1990,Tenrec ecaudatus
Tenrec ecaudatus,Species_Frahm1982,Tenrec ecaudatus
Tenrec ecaudatus,Species_Frahm1994,Tenrec ecaudatus
Tenrec ecaudatus,Species_Matano1985a,Tenrec ecaudatus
Tenrec ecaudatus,Species_Matano1985b,Tenrec ecaudatus
Tenrec ecaudatus,Species_Stephan1981,Tenrec ecaudatus
Tenrec ecaudatus,Species_Stephan1982,Tenrec ecaudatus
Tenrec ecaudatus,Species_Stephan1984,Tenrec ecaudatus
Tenrec ecaudatus,Species_Stephan1987,Tenrec ecaudatus
Trachypithecus francoisi,Species_Bauernfeind2013,Trachypithecus francoisi
Tupaia glis,Species_Baron1983,Tupaia glis
Tupaia glis,Species_Baron1987,Tupaia glis
Tupaia glis,Species_Baron1988,Tupaia glis
Tupaia glis,Species_Baron1990,Tupaia glis
Tupaia glis,Species_Frahm1982,Tupaia glis
Tupaia glis,Species_Frahm_1984,Tupaia glis
Tupaia glis,Species_Matano1985a,Tupaia glis
Tupaia glis,Species_Matano1985b,Tupaia glis
Tupaia glis,Species_Stephan1981,Tupaia glis
Tupaia glis,Species_Stephan1982,Tupaia glis
Tupaia glis,Species_Stephan1984,Tupaia glis
Tupaia glis,Species_Stephan1987,Tupaia glis
Tupaia minor,Species_Baron1983,Tupaia minor
Tupaia minor,Species_Baron1987,Tupaia minor
Tupaia minor,Species_Baron1988,Tupaia minor
Tupaia minor,Species_Baron1990,Tupaia minor
Tupaia minor,Species_Frahm_1984,Tupaia minor
Tupaia minor,Species_Stephan1981,Tupaia minor
Tupaia minor,Species_Stephan1984,Tupaia minor
Tupaia minor,Species_Stephan1987,Tupaia minor
Urogale everetti,Species_Baron1983,Urogale everetti
Urogale everetti,Species_Baron1987,Urogale everetti
Urogale everetti,Species_Baron1988,Urogale everetti
Urogale everetti,Species_Baron1990,Urogale everetti
Urogale everetti,Species_Frahm1982,Urogale everetti
Urogale everetti,Species_Frahm_1984,Urogale everetti
Urogale everetti,Species_Matano1985a,Urogale everetti
Urogale everetti,Species_Matano1985b,Urogale everetti
Urogale everetti,Species_Stephan1981,Urogale everetti
Urogale everetti,Species_Stephan1982,Urogale everetti
Urogale everetti,Species_Stephan1984,Urogale everetti
Urogale everetti,Species_Stephan1987,Urogale everetti
Varecia variegata,Species_Baron1983,Varecia variegata
Varecia variegata,Species_Baron1987,Varecia variegata
Varecia variegata,Species_Baron1988,Varecia variegata
Varecia variegata,Species_Baron1990,Varecia variegata
Varecia variegata,Species_Bauernfeind2013,Varecia variegata
Varecia variegata,Species_Frahm1994,Varecia variegata
Varecia variegata,Species_Frahm_1984,Varecia variegata
Varecia variegata,Species_Matano1985a,Varecia variegata
Varecia variegata,Species_Matano1985b,Varecia variegata
Varecia variegata,Species_Sherwood_2005,Varecia variegata
Varecia variegata,Species_Stephan1981,Lemur variegatus
Varecia variegata,Species_Stephan1982,Varecia variegata
Varecia variegata,Species_Stephan1984,Varecia variegata
Varecia variegata,Species_Stephan1987,Varecia variegata
Varecia variegata,Species_deSousa2010,Varecia variegata
