"Species","Variable","Source","Value"
"Marmosops incanus","OlfactoryBulb_N.n","DosSantos_etal_2017_TableS1","5520000"
"Marmosops incanus","CerebralCortex_N.p.mg","DosSantos_etal_2017_TableS1","50033"
"Marmosops incanus","CerebralCortexGrey_N.p.mg","DosSantos_etal_2017_TableS1",NA
"Marmosops incanus","Hippocampus_N.p.mg","DosSantos_etal_2017_TableS1","43036"
"Marmosops incanus","Cerebellum_N.p.mg","DosSantos_etal_2017_TableS1","521513"
"Marmosops incanus","RoB_N.p.mg","DosSantos_etal_2017_TableS1","26857"
"Marmosops incanus","DiencephalonStriatum_N.p.mg","DosSantos_etal_2017_TableS1","32394"
"Marmosops incanus","Mesencephalon_N.p.mg","DosSantos_etal_2017_TableS1","33356"
"Marmosops incanus","MesencephalonDiencephalonStriatum_N.p.mg","DosSantos_etal_2017_TableS1","32846"
"Marmosops incanus","PonsMedulla_N.p.mg","DosSantos_etal_2017_TableS1","18926"
"Marmosops incanus","OlfactoryBulb_N.p.mg","DosSantos_etal_2017_TableS1","65674"
"Marmosops incanus","WholeBrain_O.p.N","DosSantos_etal_2017_TableS1","0.788"
"Marmosops incanus","CerebralCortex_O.p.N","DosSantos_etal_2017_TableS1","1.84"
"Marmosops incanus","CerebralCortexGrey_O.p.N","DosSantos_etal_2017_TableS1",NA
"Marmosops incanus","Hippocampus_O.p.N","DosSantos_etal_2017_TableS1","1.43"
"Marmosops incanus","Cerebellum_O.p.N","DosSantos_etal_2017_TableS1","0.292"
"Marmosops incanus","RoB_O.p.N","DosSantos_etal_2017_TableS1","2.878"
"Marmosops incanus","DiencephalonStriatum_O.p.N","DosSantos_etal_2017_TableS1","2.695"
"Marmosops incanus","Mesencephalon_O.p.N","DosSantos_etal_2017_TableS1","2.316"
"Marmosops incanus","MesencephalonDiencephalonStriatum_O.p.N","DosSantos_etal_2017_TableS1","2.514"
"Marmosops incanus","PonsMedulla_O.p.N","DosSantos_etal_2017_TableS1","3.713"
"Marmosops incanus","OlfactoryBulb_O.p.N","DosSantos_etal_2017_TableS1","0.958"
"Marmosops incanus","Species_Source","DosSantos_etal_2017_TableS1","Marmosops incanus"
"Metachirus nudicaudatus","Body_Mass.g","DosSantos_etal_2017_TableS1","407"
"Metachirus nudicaudatus","WholeBrain_Mass.g","DosSantos_etal_2017_TableS1","2.008"
"Metachirus nudicaudatus","CerebralCortex_Mass.g","DosSantos_etal_2017_TableS1","0.992"
"Metachirus nudicaudatus","Hippocampus_Mass.g","DosSantos_etal_2017_TableS1","0.144"
"Metachirus nudicaudatus","Cerebellum_Mass.g","DosSantos_etal_2017_TableS1","0.342"
"Metachirus nudicaudatus","RoB_Mass.g","DosSantos_etal_2017_TableS1","0.674"
"Metachirus nudicaudatus","DiencephalonStriatum_Mass.g","DosSantos_etal_2017_TableS1","0.234"
"Metachirus nudicaudatus","Mesencephalon_Mass.g","DosSantos_etal_2017_TableS1","0.158"
"Metachirus nudicaudatus","MesencephalonDiencephalonStriatum_Mass.g","DosSantos_etal_2017_TableS1","0.392"
"Metachirus nudicaudatus","PonsMedulla_Mass.g","DosSantos_etal_2017_TableS1","0.282"
"Metachirus nudicaudatus","OlfactoryBulb_Mass.g","DosSantos_etal_2017_TableS1","0.206"
"Metachirus nudicaudatus","WholeBrain_N.n","DosSantos_etal_2017_TableS1","165590000"
"Metachirus nudicaudatus","CerebralCortex_N.n","DosSantos_etal_2017_TableS1","20190000"
"Metachirus nudicaudatus","CerebralCortexGrey_N.n","DosSantos_etal_2017_TableS1",NA
"Metachirus nudicaudatus","Hippocampus_N.n","DosSantos_etal_2017_TableS1","4190000"
"Metachirus nudicaudatus","Cerebellum_N.n","DosSantos_etal_2017_TableS1","134130000"
"Metachirus nudicaudatus","RoB_N.n","DosSantos_etal_2017_TableS1","11270000"
"Metachirus nudicaudatus","DiencephalonStriatum_N.n","DosSantos_etal_2017_TableS1","3890000"
"Metachirus nudicaudatus","Mesencephalon_N.n","DosSantos_etal_2017_TableS1","3620000"
"Metachirus nudicaudatus","MesencephalonDiencephalonStriatum_N.n","DosSantos_etal_2017_TableS1","7510000"
"Metachirus nudicaudatus","PonsMedulla_N.n","DosSantos_etal_2017_TableS1","3760000"
"Metachirus nudicaudatus","OlfactoryBulb_N.n","DosSantos_etal_2017_TableS1","31380000"
"Metachirus nudicaudatus","CerebralCortex_N.p.mg","DosSantos_etal_2017_TableS1","20354"
"Metachirus nudicaudatus","CerebralCortexGrey_N.p.mg","DosSantos_etal_2017_TableS1",NA
"Metachirus nudicaudatus","Hippocampus_N.p.mg","DosSantos_etal_2017_TableS1","29109"
"Metachirus nudicaudatus","Cerebellum_N.p.mg","DosSantos_etal_2017_TableS1","392196"
"Metachirus nudicaudatus","RoB_N.p.mg","DosSantos_etal_2017_TableS1","16725"
"Metachirus nudicaudatus","DiencephalonStriatum_N.p.mg","DosSantos_etal_2017_TableS1","16618"
"Metachirus nudicaudatus","Mesencephalon_N.p.mg","DosSantos_etal_2017_TableS1","22926"
"Metachirus nudicaudatus","MesencephalonDiencephalonStriatum_N.p.mg","DosSantos_etal_2017_TableS1","19161"
"Metachirus nudicaudatus","PonsMedulla_N.p.mg","DosSantos_etal_2017_TableS1","13338"
"Metachirus nudicaudatus","OlfactoryBulb_N.p.mg","DosSantos_etal_2017_TableS1","152341"
"Metachirus nudicaudatus","WholeBrain_O.p.N","DosSantos_etal_2017_TableS1","0.916"
"Metachirus nudicaudatus","CerebralCortex_O.p.N","DosSantos_etal_2017_TableS1","3.199"
"Metachirus nudicaudatus","CerebralCortexGrey_O.p.N","DosSantos_etal_2017_TableS1",NA
"Metachirus nudicaudatus","Hippocampus_O.p.N","DosSantos_etal_2017_TableS1","1.899"
"Metachirus nudicaudatus","Cerebellum_O.p.N","DosSantos_etal_2017_TableS1","0.24"
"Metachirus nudicaudatus","RoB_O.p.N","DosSantos_etal_2017_TableS1","4.878"
"Metachirus nudicaudatus","DiencephalonStriatum_O.p.N","DosSantos_etal_2017_TableS1","5.707"
"Metachirus nudicaudatus","Mesencephalon_O.p.N","DosSantos_etal_2017_TableS1","3.182"
"Metachirus nudicaudatus","MesencephalonDiencephalonStriatum_O.p.N","DosSantos_etal_2017_TableS1","4.489"
"Metachirus nudicaudatus","PonsMedulla_O.p.N","DosSantos_etal_2017_TableS1","5.653"
"Metachirus nudicaudatus","OlfactoryBulb_O.p.N","DosSantos_etal_2017_TableS1","0.647"
"Metachirus nudicaudatus","Species_Source","DosSantos_etal_2017_TableS1","Metachirus nudicaudatus"
"Didelphis aurita","Body_Mass.g","DosSantos_etal_2017_TableS1","1200"
"Didelphis aurita","WholeBrain_Mass.g","DosSantos_etal_2017_TableS1","4.292"
"Didelphis aurita","CerebralCortex_Mass.g","DosSantos_etal_2017_TableS1","2.136"
"Didelphis aurita","Hippocampus_Mass.g","DosSantos_etal_2017_TableS1","0.386"
"Didelphis aurita","Cerebellum_Mass.g","DosSantos_etal_2017_TableS1","0.778"
"Didelphis aurita","RoB_Mass.g","DosSantos_etal_2017_TableS1","1.378"
"Didelphis aurita","DiencephalonStriatum_Mass.g","DosSantos_etal_2017_TableS1","0.36"
"Didelphis aurita","Mesencephalon_Mass.g","DosSantos_etal_2017_TableS1","0.5"
"Didelphis aurita","MesencephalonDiencephalonStriatum_Mass.g","DosSantos_etal_2017_TableS1","0.86"
"Didelphis aurita","PonsMedulla_Mass.g","DosSantos_etal_2017_TableS1","0.518"
"Didelphis aurita","OlfactoryBulb_Mass.g","DosSantos_etal_2017_TableS1","0.342"
"Didelphis aurita","WholeBrain_N.n","DosSantos_etal_2017_TableS1","392500000"
"Didelphis aurita","CerebralCortex_N.n","DosSantos_etal_2017_TableS1","42500000"
"Didelphis aurita","CerebralCortexGrey_N.n","DosSantos_etal_2017_TableS1","31490000"
"Didelphis aurita","Hippocampus_N.n","DosSantos_etal_2017_TableS1","7230000"
"Didelphis aurita","Cerebellum_N.n","DosSantos_etal_2017_TableS1","334260000"
"Didelphis aurita","RoB_N.n","DosSantos_etal_2017_TableS1","15730000"
"Didelphis aurita","DiencephalonStriatum_N.n","DosSantos_etal_2017_TableS1","5270000"
"Didelphis aurita","Mesencephalon_N.n","DosSantos_etal_2017_TableS1","6240000"
"Didelphis aurita","MesencephalonDiencephalonStriatum_N.n","DosSantos_etal_2017_TableS1","11510000"
"Didelphis aurita","PonsMedulla_N.n","DosSantos_etal_2017_TableS1","4220000"
"Didelphis aurita","OlfactoryBulb_N.n","DosSantos_etal_2017_TableS1","31340000"
"Didelphis aurita","CerebralCortex_N.p.mg","DosSantos_etal_2017_TableS1","19897"
"Didelphis aurita","CerebralCortexGrey_N.p.mg","DosSantos_etal_2017_TableS1","21901"
"Didelphis aurita","Hippocampus_N.p.mg","DosSantos_etal_2017_TableS1","18731"
"Didelphis aurita","Cerebellum_N.p.mg","DosSantos_etal_2017_TableS1","429647"
"Didelphis aurita","RoB_N.p.mg","DosSantos_etal_2017_TableS1","11417"
"Didelphis aurita","DiencephalonStriatum_N.p.mg","DosSantos_etal_2017_TableS1","14636"
"Didelphis aurita","Mesencephalon_N.p.mg","DosSantos_etal_2017_TableS1","12482"
"Didelphis aurita","MesencephalonDiencephalonStriatum_N.p.mg","DosSantos_etal_2017_TableS1","13384"
"Didelphis aurita","PonsMedulla_N.p.mg","DosSantos_etal_2017_TableS1","8152"
"Didelphis aurita","OlfactoryBulb_N.p.mg","DosSantos_etal_2017_TableS1","91646"
"Didelphis aurita","WholeBrain_O.p.N","DosSantos_etal_2017_TableS1","0.648"
"Didelphis aurita","CerebralCortex_O.p.N","DosSantos_etal_2017_TableS1","2.847"
"Didelphis aurita","CerebralCortexGrey_O.p.N","DosSantos_etal_2017_TableS1","2.35"
"Didelphis aurita","Hippocampus_O.p.N","DosSantos_etal_2017_TableS1","3.149"
"Didelphis aurita","Cerebellum_O.p.N","DosSantos_etal_2017_TableS1","0.122"
"Didelphis aurita","RoB_O.p.N","DosSantos_etal_2017_TableS1","5.873"
"Didelphis aurita","DiencephalonStriatum_O.p.N","DosSantos_etal_2017_TableS1","4.139"
"Didelphis aurita","Mesencephalon_O.p.N","DosSantos_etal_2017_TableS1","5.729"
"Didelphis aurita","MesencephalonDiencephalonStriatum_O.p.N","DosSantos_etal_2017_TableS1","5.001"
"Didelphis aurita","PonsMedulla_O.p.N","DosSantos_etal_2017_TableS1","8.251"
"Didelphis aurita","OlfactoryBulb_O.p.N","DosSantos_etal_2017_TableS1","1.273"
"Didelphis aurita","Species_Source","DosSantos_etal_2017_TableS1","Didelphis aurita"
"Notamacropus parma","Body_Mass.g","DosSantos_etal_2017_TableS1","4268"
"Notamacropus parma","WholeBrain_Mass.g","DosSantos_etal_2017_TableS1","15.714"
"Notamacropus parma","CerebralCortex_Mass.g","DosSantos_etal_2017_TableS1","9.914"
"Notamacropus parma","Hippocampus_Mass.g","DosSantos_etal_2017_TableS1","1.238"
"Notamacropus parma","Cerebellum_Mass.g","DosSantos_etal_2017_TableS1","1.69"
"Notamacropus parma","RoB_Mass.g","DosSantos_etal_2017_TableS1","4.11"
"Notamacropus parma","DiencephalonStriatum_Mass.g","DosSantos_etal_2017_TableS1",NA
"Notamacropus parma","Mesencephalon_Mass.g","DosSantos_etal_2017_TableS1",NA
"Notamacropus parma","MesencephalonDiencephalonStriatum_Mass.g","DosSantos_etal_2017_TableS1","2.948"
"Notamacropus parma","PonsMedulla_Mass.g","DosSantos_etal_2017_TableS1","1.162"
"Notamacropus parma","OlfactoryBulb_Mass.g","DosSantos_etal_2017_TableS1",NA
"Notamacropus parma","WholeBrain_N.n","DosSantos_etal_2017_TableS1","711130000"
"Notamacropus parma","CerebralCortex_N.n","DosSantos_etal_2017_TableS1","135620000"
"Notamacropus parma","CerebralCortexGrey_N.n","DosSantos_etal_2017_TableS1","117630000"
"Notamacropus parma","Hippocampus_N.n","DosSantos_etal_2017_TableS1","8480000"
"Notamacropus parma","Cerebellum_N.n","DosSantos_etal_2017_TableS1","558080000"
"Notamacropus parma","RoB_N.n","DosSantos_etal_2017_TableS1","17420000"
"Notamacropus parma","DiencephalonStriatum_N.n","DosSantos_etal_2017_TableS1",NA
"Notamacropus parma","Mesencephalon_N.n","DosSantos_etal_2017_TableS1",NA
"Notamacropus parma","MesencephalonDiencephalonStriatum_N.n","DosSantos_etal_2017_TableS1","12650000"
"Notamacropus parma","PonsMedulla_N.n","DosSantos_etal_2017_TableS1","4770000"
"Notamacropus parma","OlfactoryBulb_N.n","DosSantos_etal_2017_TableS1",NA
"Notamacropus parma","CerebralCortex_N.p.mg","DosSantos_etal_2017_TableS1","13680"
"Notamacropus parma","CerebralCortexGrey_N.p.mg","DosSantos_etal_2017_TableS1","18707"
"Notamacropus parma","Hippocampus_N.p.mg","DosSantos_etal_2017_TableS1","6849"
"Notamacropus parma","Cerebellum_N.p.mg","DosSantos_etal_2017_TableS1","330225"
"Notamacropus parma","RoB_N.p.mg","DosSantos_etal_2017_TableS1","4238"
"Notamacropus parma","DiencephalonStriatum_N.p.mg","DosSantos_etal_2017_TableS1",NA
"Notamacropus parma","Mesencephalon_N.p.mg","DosSantos_etal_2017_TableS1",NA
"Notamacropus parma","MesencephalonDiencephalonStriatum_N.p.mg","DosSantos_etal_2017_TableS1","4290"
"Notamacropus parma","PonsMedulla_N.p.mg","DosSantos_etal_2017_TableS1","4107"
"Notamacropus parma","OlfactoryBulb_N.p.mg","DosSantos_etal_2017_TableS1",NA
"Notamacropus parma","WholeBrain_O.p.N","DosSantos_etal_2017_TableS1","1.733"
"Notamacropus parma","CerebralCortex_O.p.N","DosSantos_etal_2017_TableS1","5.411"
"Notamacropus parma","CerebralCortexGrey_O.p.N","DosSantos_etal_2017_TableS1","3.494"
"Notamacropus parma","Hippocampus_O.p.N","DosSantos_etal_2017_TableS1","13.006"
"Notamacropus parma","Cerebellum_O.p.N","DosSantos_etal_2017_TableS1","0.447"
"Notamacropus parma","RoB_O.p.N","DosSantos_etal_2017_TableS1","19.221"
"Notamacropus parma","DiencephalonStriatum_O.p.N","DosSantos_etal_2017_TableS1",NA
"Notamacropus parma","Mesencephalon_O.p.N","DosSantos_etal_2017_TableS1",NA
"Notamacropus parma","MesencephalonDiencephalonStriatum_O.p.N","DosSantos_etal_2017_TableS1","20.645"
"Notamacropus parma","PonsMedulla_O.p.N","DosSantos_etal_2017_TableS1","15.447"
"Notamacropus parma","OlfactoryBulb_O.p.N","DosSantos_etal_2017_TableS1",NA
"Notamacropus parma","Species_Source","DosSantos_etal_2017_TableS1","Macropus parma"
"Sarcophilus harrisii","Body_Mass.g","DosSantos_etal_2017_TableS1","8200"
"Sarcophilus harrisii","WholeBrain_Mass.g","DosSantos_etal_2017_TableS1","9.802"
"Sarcophilus harrisii","CerebralCortex_Mass.g","DosSantos_etal_2017_TableS1","5.228"
"Sarcophilus harrisii","Hippocampus_Mass.g","DosSantos_etal_2017_TableS1","0.634"
"Sarcophilus harrisii","Cerebellum_Mass.g","DosSantos_etal_2017_TableS1","1.434"
"Sarcophilus harrisii","RoB_Mass.g","DosSantos_etal_2017_TableS1","3.14"
"Sarcophilus harrisii","DiencephalonStriatum_Mass.g","DosSantos_etal_2017_TableS1","1.348"
"Sarcophilus harrisii","Mesencephalon_Mass.g","DosSantos_etal_2017_TableS1","0.652"
"Sarcophilus harrisii","MesencephalonDiencephalonStriatum_Mass.g","DosSantos_etal_2017_TableS1","2"
"Sarcophilus harrisii","PonsMedulla_Mass.g","DosSantos_etal_2017_TableS1","1.14"
"Sarcophilus harrisii","OlfactoryBulb_Mass.g","DosSantos_etal_2017_TableS1","1.004"
"Sarcophilus harrisii","WholeBrain_N.n","DosSantos_etal_2017_TableS1","693690000"
"Sarcophilus harrisii","CerebralCortex_N.n","DosSantos_etal_2017_TableS1","71660000"
"Sarcophilus harrisii","CerebralCortexGrey_N.n","DosSantos_etal_2017_TableS1","50950000"
"Sarcophilus harrisii","Hippocampus_N.n","DosSantos_etal_2017_TableS1","12640000"
"Sarcophilus harrisii","Cerebellum_N.n","DosSantos_etal_2017_TableS1","601070000"
"Sarcophilus harrisii","RoB_N.n","DosSantos_etal_2017_TableS1","20970000"
"Sarcophilus harrisii","DiencephalonStriatum_N.n","DosSantos_etal_2017_TableS1","6180000"
"Sarcophilus harrisii","Mesencephalon_N.n","DosSantos_etal_2017_TableS1","8220000"
"Sarcophilus harrisii","MesencephalonDiencephalonStriatum_N.n","DosSantos_etal_2017_TableS1","14410000"
"Sarcophilus harrisii","PonsMedulla_N.n","DosSantos_etal_2017_TableS1","6560000"
"Sarcophilus harrisii","OlfactoryBulb_N.n","DosSantos_etal_2017_TableS1","100320000"
"Sarcophilus harrisii","CerebralCortex_N.p.mg","DosSantos_etal_2017_TableS1","13706"
"Sarcophilus harrisii","CerebralCortexGrey_N.p.mg","DosSantos_etal_2017_TableS1","14759"
"Sarcophilus harrisii","Hippocampus_N.p.mg","DosSantos_etal_2017_TableS1","19940"
"Sarcophilus harrisii","Cerebellum_N.p.mg","DosSantos_etal_2017_TableS1","419158"
"Sarcophilus harrisii","RoB_N.p.mg","DosSantos_etal_2017_TableS1","6677"
"Sarcophilus harrisii","DiencephalonStriatum_N.p.mg","DosSantos_etal_2017_TableS1","4587"
"Sarcophilus harrisii","Mesencephalon_N.p.mg","DosSantos_etal_2017_TableS1","12613"
"Sarcophilus harrisii","MesencephalonDiencephalonStriatum_N.p.mg","DosSantos_etal_2017_TableS1","7203"
"Sarcophilus harrisii","PonsMedulla_N.p.mg","DosSantos_etal_2017_TableS1","5754"
"Sarcophilus harrisii","OlfactoryBulb_N.p.mg","DosSantos_etal_2017_TableS1","99919"
"Sarcophilus harrisii","WholeBrain_O.p.N","DosSantos_etal_2017_TableS1","1.09"
"Sarcophilus harrisii","CerebralCortex_O.p.N","DosSantos_etal_2017_TableS1","5.112"
"Sarcophilus harrisii","CerebralCortexGrey_O.p.N","DosSantos_etal_2017_TableS1","3.727"
"Sarcophilus harrisii","Hippocampus_O.p.N","DosSantos_etal_2017_TableS1","4.537"
"Sarcophilus harrisii","Cerebellum_O.p.N","DosSantos_etal_2017_TableS1","0.224"
"Sarcophilus harrisii","RoB_O.p.N","DosSantos_etal_2017_TableS1","12.2"
"Sarcophilus harrisii","DiencephalonStriatum_O.p.N","DosSantos_etal_2017_TableS1","18.96"
"Sarcophilus harrisii","Mesencephalon_O.p.N","DosSantos_etal_2017_TableS1","6.675"
"Sarcophilus harrisii","MesencephalonDiencephalonStriatum_O.p.N","DosSantos_etal_2017_TableS1","11.948"
"Sarcophilus harrisii","PonsMedulla_O.p.N","DosSantos_etal_2017_TableS1","12.755"
"Sarcophilus harrisii","OlfactoryBulb_O.p.N","DosSantos_etal_2017_TableS1","1.004"
"Sarcophilus harrisii","Species_Source","DosSantos_etal_2017_TableS1","Sarcophilus harrisii"
"Notamacropus rufogriseus","Body_Mass.g","DosSantos_etal_2017_TableS1","11110"
"Notamacropus rufogriseus","WholeBrain_Mass.g","DosSantos_etal_2017_TableS1","26.994"
"Notamacropus rufogriseus","CerebralCortex_Mass.g","DosSantos_etal_2017_TableS1","16.102"
"Notamacropus rufogriseus","Hippocampus_Mass.g","DosSantos_etal_2017_TableS1","1.796"
"Notamacropus rufogriseus","Cerebellum_Mass.g","DosSantos_etal_2017_TableS1","3.572"
"Notamacropus rufogriseus","RoB_Mass.g","DosSantos_etal_2017_TableS1","7.32"
"Notamacropus rufogriseus","DiencephalonStriatum_Mass.g","DosSantos_etal_2017_TableS1",NA
"Notamacropus rufogriseus","Mesencephalon_Mass.g","DosSantos_etal_2017_TableS1",NA
"Notamacropus rufogriseus","MesencephalonDiencephalonStriatum_Mass.g","DosSantos_etal_2017_TableS1","5.93"
"Notamacropus rufogriseus","PonsMedulla_Mass.g","DosSantos_etal_2017_TableS1","1.39"
"Notamacropus rufogriseus","OlfactoryBulb_Mass.g","DosSantos_etal_2017_TableS1",NA
"Notamacropus rufogriseus","WholeBrain_N.n","DosSantos_etal_2017_TableS1","1.32e+09"
"Notamacropus rufogriseus","CerebralCortex_N.n","DosSantos_etal_2017_TableS1","256780000"
"Notamacropus rufogriseus","CerebralCortexGrey_N.n","DosSantos_etal_2017_TableS1","207740000"
"Notamacropus rufogriseus","Hippocampus_N.n","DosSantos_etal_2017_TableS1","10770000"
"Notamacropus rufogriseus","Cerebellum_N.n","DosSantos_etal_2017_TableS1","1020000000"
"Notamacropus rufogriseus","RoB_N.n","DosSantos_etal_2017_TableS1","42480000"
"Notamacropus rufogriseus","DiencephalonStriatum_N.n","DosSantos_etal_2017_TableS1",NA
"Notamacropus rufogriseus","Mesencephalon_N.n","DosSantos_etal_2017_TableS1",NA
"Notamacropus rufogriseus","MesencephalonDiencephalonStriatum_N.n","DosSantos_etal_2017_TableS1","35060000"
"Notamacropus rufogriseus","PonsMedulla_N.n","DosSantos_etal_2017_TableS1","7420000"
"Notamacropus rufogriseus","OlfactoryBulb_N.n","DosSantos_etal_2017_TableS1",NA
"Notamacropus rufogriseus","CerebralCortex_N.p.mg","DosSantos_etal_2017_TableS1","15947"
"Notamacropus rufogriseus","CerebralCortexGrey_N.p.mg","DosSantos_etal_2017_TableS1","21631"
"Notamacropus rufogriseus","Hippocampus_N.p.mg","DosSantos_etal_2017_TableS1","5999"
"Notamacropus rufogriseus","Cerebellum_N.p.mg","DosSantos_etal_2017_TableS1","286273"
"Notamacropus rufogriseus","RoB_N.p.mg","DosSantos_etal_2017_TableS1","5803"
"Notamacropus rufogriseus","DiencephalonStriatum_N.p.mg","DosSantos_etal_2017_TableS1",NA
"Notamacropus rufogriseus","Mesencephalon_N.p.mg","DosSantos_etal_2017_TableS1",NA
"Notamacropus rufogriseus","MesencephalonDiencephalonStriatum_N.p.mg","DosSantos_etal_2017_TableS1","5912"
"Notamacropus rufogriseus","PonsMedulla_N.p.mg","DosSantos_etal_2017_TableS1","5336"
"Notamacropus rufogriseus","OlfactoryBulb_N.p.mg","DosSantos_etal_2017_TableS1",NA
"Notamacropus rufogriseus","WholeBrain_O.p.N","DosSantos_etal_2017_TableS1","1.629"
"Notamacropus rufogriseus","CerebralCortex_O.p.N","DosSantos_etal_2017_TableS1","4.545"
"Notamacropus rufogriseus","CerebralCortexGrey_O.p.N","DosSantos_etal_2017_TableS1","2.589"
"Notamacropus rufogriseus","Hippocampus_O.p.N","DosSantos_etal_2017_TableS1","14.221"
"Notamacropus rufogriseus","Cerebellum_O.p.N","DosSantos_etal_2017_TableS1","0.289"
"Notamacropus rufogriseus","RoB_O.p.N","DosSantos_etal_2017_TableS1","12.462"
"Notamacropus rufogriseus","DiencephalonStriatum_O.p.N","DosSantos_etal_2017_TableS1",NA
"Notamacropus rufogriseus","Mesencephalon_O.p.N","DosSantos_etal_2017_TableS1",NA
"Notamacropus rufogriseus","MesencephalonDiencephalonStriatum_O.p.N","DosSantos_etal_2017_TableS1","11.579"
"Notamacropus rufogriseus","PonsMedulla_O.p.N","DosSantos_etal_2017_TableS1","16.637"
"Notamacropus rufogriseus","OlfactoryBulb_O.p.N","DosSantos_etal_2017_TableS1",NA
"Notamacropus rufogriseus","Species_Source","DosSantos_etal_2017_TableS1","Macropus rufogriseus"
"Wallabia bicolor","Body_Mass.g","DosSantos_etal_2017_TableS1","12066"
"Wallabia bicolor","WholeBrain_Mass.g","DosSantos_etal_2017_TableS1","30.012"
"Wallabia bicolor","CerebralCortex_Mass.g","DosSantos_etal_2017_TableS1","15.182"
"Wallabia bicolor","Hippocampus_Mass.g","DosSantos_etal_2017_TableS1","1.566"
"Wallabia bicolor","Cerebellum_Mass.g","DosSantos_etal_2017_TableS1","4.42"
"Wallabia bicolor","RoB_Mass.g","DosSantos_etal_2017_TableS1","10.41"
"Wallabia bicolor","DiencephalonStriatum_Mass.g","DosSantos_etal_2017_TableS1",NA
"Wallabia bicolor","Mesencephalon_Mass.g","DosSantos_etal_2017_TableS1",NA
"Wallabia bicolor","MesencephalonDiencephalonStriatum_Mass.g","DosSantos_etal_2017_TableS1","6.396"
"Wallabia bicolor","PonsMedulla_Mass.g","DosSantos_etal_2017_TableS1","4.014"
