Species,Body_Mass.g
Microtus lusitanicus,24.82
Microtus majori,18.2
Microtus maximowiczii,41.49
Microtus mexicanus,35.0
Microtus middendorffii,36.49
Microtus miurus,41.0
Microtus mongolicus,27.5
Microtus montanus,38.015
Microtus montebelli,39.85
Microtus mujanensis,41.55
Microtus multiplex,23.17
Microtus oaxacensis,39.2
Microtus ochrogaster,40.905
Microtus oeconomus,34.38
Microtus oregoni,21.175
Microtus paradoxus,37.99
Microtus pennsylvanicus,33.44
Microtus pinetorum,25.59
Microtus qazvinensis,37.99
Microtus quasiater,40.0
Microtus richardsoni,85.0
Microtus sachalinensis,36.33
Microtus savii,20.0
Microtus schelkovnikovi,26.4
Microtus schidlovskii,37.99
Microtus socialis,48.0
Microtus subterraneus,19.5
Microtus tatricus,40.0
Microtus thomasi,25.67
Microtus townsendii,55.275
Microtus transcaspicus,35.17
Microtus umbrosus,42.0
Microtus xanthognathus,125.75
Millardia gleadowi,30.8
Millardia kathleenae,93.0
Millardia kondana,147.0
Millardia meltada,70.0
Mimetillus moloneyi,8.8
Mimon bennettii,25.2
Mimon cozumelae,18.61
Mimon crenulatum,13.765
Mimon koepckeae,18.61
Miniopterus africanus,9.76
Miniopterus australis,6.625
Miniopterus fraterculus,7.3
Miniopterus fuscus,11.065
Miniopterus gleni,9.0
Miniopterus inflatus,14.625
Miniopterus magnater,14.535
Miniopterus majori,9.0
Miniopterus manavi,7.0
Miniopterus medius,11.555
Miniopterus minor,7.01
Miniopterus natalensis,10.43
Miniopterus paululus,9.76
Miniopterus pusillus,8.605
Miniopterus robustior,12.06
Miniopterus schreibersii,11.62
Miniopterus shortridgei,9.76
Miniopterus tristis,15.675
Minopterus macrocneme,9.83
Miopithecus ogouensis,1577.5
Miopithecus talapoin,1175.0
Mirounga angustirostris,725000.0
Mirounga leonina,1803250.0
Mirza coquereli,311.6
Mogera imaizumii,65.53
Mogera insularis,83.03
Mogera tokudae,129.5
Mogera uchidai,75.85
Mogera wogura,111.5
Molossops aequatorianus,14.51
Molossops mattogrossensis,6.83
Molossops neglectus,11.0
Molossops temminckii,6.35
Molossus aztecus,14.86
Molossus barnesi,14.8
Molossus coibensis,18.73
Molossus currentium,17.79
Molossus molossus,13.405
Molossus pretiosus,27.0
Molossus rufus,25.0
Molossus sinaloae,22.58
Monachus monachus,286500.0
Monachus schauinslandi,198000.0
Monachus tropicalis,200000.0
Monodelphis adusta,35.0
Monodelphis americana,19.5
Monodelphis brevicaudata,69.815
Monodelphis dimidiata,58.0
Monodelphis domestica,150.0
Monodelphis emiliae,40.0
Monodelphis glirina,61.54
Monodelphis iheringi,112.0
Monodelphis kunsi,11.3
Monodelphis maraxina,61.57
Monodelphis osgoodi,112.0
Monodelphis palliolata,61.54
Monodelphis rubida,45.5
Monodelphis scalops,741.0
Monodelphis sorex,48.0
Monodelphis theresa,112.0
Monodelphis umbristriata,61.54
Monodelphis unistriata,55.3
Monodon monoceros,1239164.999
Monophyllus plethodon,14.855
Monophyllus redmani,8.7
Monticolomys koopmani,25.0
Mops brachypterus,16.0
Mops condylurus,27.51
Mops congicus,42.95
Mops demonstrator,18.65
Mops leucostigma,26.79
Mops midas,45.22
Mops mops,30.95
Mops nanulus,18.65
Mops niangarae,18.65
Mops niveiventer,21.7
Mops petersoni,18.65
Mops pumilus,11.535
Mops sarasinorum,24.17
Mops spurrelli,8.08
Mops thersites,22.0
Mops trevori,18.65
Mormoops blainvillei,8.69
Mormoops magna,11.72
Mormoops megalophylla,15.67
Mormopterus acetabulosus,11.0
Mormopterus beccarii,14.525
Mormopterus doriae,12.5
Mormopterus jugularis,11.5
Mormopterus kalinowskii,13.44
Mormopterus loriae,7.0
Mormopterus minutus,13.44
Mormopterus norfolkensis,8.0
Mormopterus phrudus,13.44
Mormopterus planiceps,8.8
Moschiola meminna,2688.697
Moschus anhuiensis,2145.93
Moschus berezovskii,9000.0
Moschus chrysogaster,14500.0
Moschus cupreus,2145.93
Moschus fuscus,12.5
Moschus leucogaster,9572.965
Moschus moschiferus,13000.0
Mosia nigrescens,3.25
Mouse lemur,60.0
Mungos gambianus,1500.0
Mungos mungo,1395.0
Mungotictis decemlineata,650.0
Muntiacus atherodes,15600.0
Muntiacus crinifrons,36140.99
Muntiacus feae,22000.0
Muntiacus gongshanensis,19906.73
Muntiacus muntjak,16712.46
Muntiacus puhoatensis,19506.63
Muntiacus putaoensis,19506.63
Muntiacus reevesi,13500.0
Muntiacus rooseveltorum,10762.64
Muntiacus truongsonensis,19506.63
Muntiacus vuquangensis,36690.82
Murexechinus melanurus,34.51
Murexia longicaudata,206.915
Muriculus imberbis,18.5
Murina aenea,7.38
Murina aurata,5.74
Murina cyclotis,8.58
Murina florium,4.25
Murina fusca,6.23
Murina grisea,6.58
Murina hilgendorfi,5.92
Murina huttoni,8.2
Murina leucogaster,7.55
Murina puta,6.73
Murina rozendaali,4.55
Murina ryukyuana,5.92
Murina silvatica,5.92
Murina suilla,3.63
Murina tenebrosa,5.74
Murina tubinaris,5.45
Murina ussuriensis,5.74
Mus baoulei,9.12
Mus booduga,13.075
Mus bufo,9.2
Mus callewaerti,9.12
Mus caroli,11.25
Mus cervicolor,17.7
Mus cookii,20.47
Mus crociduroides,28.7
Mus famulus,22.88
Mus fernandoni,21.82
Mus fragilicauda,13.76
Mus goundae,8.96
Mus haussa,9.18
Mus indutus,6.15
Mus macedonicus,15.0
Mus mahomet,10.0
Mus mattheyi,9.52
Mus mayori,20.78
Mus minutoides,7.01
Mus musculoides,7.115
Mus musculus,22.414
Mus neavei,9.53
Mus orangiae,9.5
Mus oubanguii,9.16
Mus pahari,25.73
Mus phillipsi,12.3
Mus platythrix,27.2
Mus saxicola,21.4
Mus setulosus,9.4
Mus setzeri,6.65
Mus shortridgei,34.6
Mus sorella,9.5
Mus sp.,24.0
Mus spicilegus,14.0
Mus spretus,12.8
Mus tenellus,9.48
Mus terricolor,9.0
Mus triton,13.55
Mus vulcani,20.2
Muscardinus avellanarius,28.345
Musonycteris harrisoni,13.37
Mustela africana,536.99
Mustela altaica,180.5
Mustela erminea,137.905
Mustela eversmanii,1684.21
Mustela felipei,211.3
Mustela frenata,156.0
Mustela itatsi,57.0
Mustela kathiah,208.08
Mustela lutreola,515.0
Mustela lutreolina,622.3
Mustela nigripes,829.5
Mustela nivalis,81.94
Mustela nudipes,500.0
Mustela putorius,879.79
Mustela putorius furo,1800.0
Mustela sibirica,400.0
Mustela strigidorsa,1500.0
Mustela subpalmata,350.52
Mustela vison,897.5
Mydaus javanensis,2505.0
Mydaus marchei,1414.1
Mylomys dybowskii,114.4
Mylomys rex,114.4
Myocastor coypus,5000.0
Myodes andersoni,24.0
Myodes californicus,18.3
Myodes centralis,24.0
Myodes gapperi,18.365
Myodes glareolus,19.787
Myodes imaizumii,24.0
Myodes regulus,29.84
Myodes rex,24.0
Myodes rufocanus,37.365
Myodes rutilus,18.77
Myodes shanseius,29.22
Myodes smithii,34.94
Myoictis melas,145.5
Myoictis wallacii,200.0
Myomimus personatus,37.48
Myomimus roachi,36.99
Myomimus setzeri,37.74
Myomyscus angolensis,52.89
Myomyscus brockmani,41.0
Myomyscus verreauxii,41.0
Myomyscus yemeni,52.7
Myonycteris brachycephala,53.39
Myonycteris relicta,52.0
Myonycteris torquata,39.315
Myoprocta acouchy,600.0
Myoprocta pratti,966.73
Myopterus daubentonii,23.62
Myopterus whitleyi,11.5
Myopus schisticolor,29.25
Myosciurus pumilio,165.0
Myosorex babaulti,10.35
Myosorex blarina,10.35
Myosorex cafer,13.4
Myosorex eisentrauti,10.35
Myosorex geata,9.35
Myosorex kihaulei,12.1
Myosorex longicaudatus,12.98
Myosorex okuensis,10.35
Myosorex rumpii,10.35
Myosorex schalleri,10.35
Myosorex sclateri,10.35
Myosorex tenuis,10.35
Myosorex varius,13.2
Myosorex zinki,12.1
Myospalax aspalax,237.75
Myospalax myospalax,225.0
Myospalax psilurus,259.21
Myotis,30.0
Myotis abei,7.74
Myotis adversus,10.9
Myotis aelleni,7.26
Myotis albescens,4.65
Myotis alcathoe,7.74
Myotis altarium,11.0
Myotis anjouanensis,7.74
Myotis annamiticus,7.74
Myotis annectans,9.8
Myotis atacamensis,6.77
Myotis ater,7.74
Myotis auriculus,36.99
Myotis australis,5.62
Myotis austroriparius,6.84
Myotis bechsteinii,9.235
Myotis blythii,22.47
Myotis bocagii,7.615
Myotis bombinus,9.46
Myotis brandtii,5.3
Myotis bucharensis,7.74
Myotis californicus,4.6
Myotis capaccinii,7.44
Myotis chiloensis,6.75
Myotis chinensis,42.0
Myotis ciliolabrum,4.89
Myotis cobanensis,7.26
Myotis csorbai,7.74
Myotis dasycneme,14.565
Myotis daubentonii,7.69
Myotis davidii,7.74
Myotis dominicensis,5.9
Myotis elegans,4.05
Myotis emarginatus,7.66
Myotis evotis,6.7
Myotis fimbriatus,7.74
Myotis findleyi,5.9
Myotis formosus,7.0
Myotis fortidens,4.35
Myotis frater,7.55
Myotis gomantongensis,7.74
Myotis goudoti,5.56
Myotis grisescens,10.54
Myotis hajastanicus,7.74
Myotis hasseltii,8.125
Myotis hermani,7.74
Myotis horsfieldii,6.28
Myotis hosonoi,7.74
Myotis ikonnikovi,5.62
Myotis insularum,6.52
Myotis keaysi,5.3
Myotis keenii,6.27
Myotis laniger,7.74
Myotis leibii,5.13
Myotis levis,5.5
Myotis longipes,7.25
Myotis lucifugus,7.825
Myotis macrodactylus,7.2
Myotis macropus,7.74
Myotis macrotarsus,12.5
Myotis martiniquensis,5.9
Myotis melanorhinus,7.74
Myotis moluccarum,7.74
Myotis montivagus,8.3
Myotis morrisi,9.01
Myotis muricola,4.52
Myotis myotis,26.355
Myotis mystacinus,4.92
Myotis nattereri,7.145
Myotis nesopolus,3.5
Myotis nigricans,4.345
Myotis nipalensis,7.74
Myotis occultus,8.79
Myotis oreias,8.31
Myotis oxygnathus,21.23
Myotis oxyotus,5.5
Myotis ozensis,7.74
Myotis peninsularis,7.26
Myotis pequinius,9.52
Myotis planiceps,5.36
Myotis pruinosus,7.25
Myotis punicus,7.74
Myotis ricketti,7.74
Myotis ridleyi,4.5
Myotis riparius,6.75
Myotis rosseti,3.29
Myotis ruber,5.0
Myotis schaubi,9.46
Myotis scotti,6.86
Myotis septentrionalis,7.74
Myotis sicarius,17.43
Myotis siligorensis,3.08
Myotis simus,8.2
Myotis sodalis,6.91
Myotis stalkeri,9.05
Myotis thysanodes,8.13
Myotis tricolor,13.77
Myotis velifer,9.5
Myotis vivesi,25.0
Myotis volans,8.46
Myotis welwitschii,15.5
Myotis yanbarensis,7.74
Myotis yesoensis,7.74
Myotis yumanensis,4.995
Myotomys sloggetti,106.25
Myotomys unisulcatus,102.5
Myoxus glis,138.045
Myrmecobius fasciatus,484.813
Myrmecophaga jubata,20000.0
Myrmecophaga tridactyla,23601.66
Mysateles garridoi,929.09
Mysateles meridionalis,884.61
Mysateles prehensilis,926.71
Mystacina robusta,27.25
Mystacina tuberculata,13.25
Mystromys albicaudatus,83.425
Myzopoda aurita,9.1
Naemorhedus baileyi,27487.5
Naemorhedus caudatus,27000.0
Naemorhedus goral,28500.0
Naemorhedus griseus,27655.49
Nandinia binotata,2452.4
Nanger dama,65712.405
Nanger granti,50476.307
Nanger soemmerringii,41582.93
Nannosciurus melanotis,50.0
Nanonycteris veldkampii,21.89
Napaeozapus insignis,22.75
Nasalis larvatus,12606.667
Nasua narica,5140.025
Nasua nasua,3585.617
Nasuella olivacea,1339.99
Natalus jamaicensis,5.76
Natalus major,5.76
Natalus primus,5.76
Natalus stramineus,5.48
Natalus tumidirostris,6.475
Neacomys dubosti,17.31
Neacomys guianae,14.2
Neacomys minutus,17.31
Neacomys musseri,17.31
Neacomys paracou,17.31
Neacomys pictus,17.5
Neacomys spinosus,19.0
Neacomys tenuipes,19.0
Neamblysomus gunningi,35.84
Neamblysomus julianae,21.99
Necromys amoenus,27.09
Necromys benefactus,38.0
Necromys lactens,32.9
Necromys lasiurus,39.93
Necromys lenguarum,38.0
Necromys obscurus,40.69
Necromys punctulatus,37.3
Necromys temchuki,47.2
Necromys urichi,44.84
Nectogale elegans,32.5
Nectomys apicalis,217.85
Nectomys magdalenae,217.85
Nectomys palmipes,156.08
Nectomys rattus,248.8
Nectomys squamipes,190.75
Nelsonia goldmani,88.08
Nelsonia neotomodon,80.0
Neodon forresti,47.71
Neodon irene,41.87
Neodon juldaschi,47.71
Neodon sikimensis,40.51
Neofelis nebulosa,19582.875
Neofiber alleni,268.25
Neohylomys hainanensis,52.21
Neomys anomalus,16.0
Neomys fodiens,15.2
Neomys teres,15.13
Neonycteris pusilla,12.35
Neophascogale lorentzi,212.0
Neophoca cinerea,189637.5
Neophocaena phocaenoides,32450.0
Neopteryx frosti,153.86
Neoromicia brunneus,9.56
Neoromicia capensis,5.96
Neoromicia flavescens,10.5
Neoromicia guineensis,5.07
Neoromicia helios,3.56
Neoromicia melckorum,5.07
Neoromicia nanus,3.89
Neoromicia rendalli,6.42
Neoromicia somalicus,3.53
Neoromicia tenuipinnis,5.35
Neoromicia zuluensis,4.14
Neotetracus sinensis,290.15
Neotoma albigula,214.565
Neotoma angustapalata,198.0
Neotoma anthonyi,195.4
Neotoma bryanti,182.0
Neotoma bunkeri,375.0
Neotoma chrysomelas,169.5
Neotoma cinerea,315.225
Neotoma devia,200.0
Neotoma floridana,251.225
Neotoma fuscipes,211.565
Neotoma goldmani,198.0
Neotoma lepida,163.75
Neotoma leucodon,220.57
Neotoma macrotis,225.74
Neotoma magister,447.0
Neotoma martinensis,246.0
Neotoma mexicana,203.0
Neotoma micropus,307.9
Neotoma nelsoni,198.0
Neotoma palatina,198.0
Neotoma phenax,227.5
Neotoma stephensi,152.5
Neotomodon alstoni,40.0
Neotomys ebriosus,64.5
Neotragus batesi,2999.99
Neotragus moschatus,4874.975
Neotragus pygmaeus,4000.0
Neovison macrodon,1150.0
Nesiotites hidalgo,9.05
Nesiotites similis,9.05
Nesogale dobsoni,32.6
Nesogale talazaci,50.4
Nesokia bunnii,154.48
Nesokia indica,178.08
Nesolagus netscheri,1500.0
Nesolagus timminsi,1500.0
Nesomys audeberti,212.5
Nesomys lambertoni,155.0
Nesomys rufus,162.5
Nesoromys ceramicus,67.38
Nesoryzomys darwini,55.26
Nesoryzomys fernandinae,32.5
Nesoryzomys indefessus,55.26
Nesoryzomys swarthi,93.95
Neurotrichus gibbsii,9.45
Neusticomys monticolus,39.5
Neusticomys mussoi,40.0
Neusticomys oyapocki,4.7
Neusticomys peruviensis,40.0
Neusticomys venezuelae,47.1
Nilopegamys plumbeus,84.0
Ningaui ridei,8.75
Ningaui timealeyi,5.7
Ningaui yvonnae,7.5
Niviventer andersoni,147.0
Niviventer brahma,97.3
Niviventer cameroni,83.06
Niviventer confucianus,65.0
Niviventer coninga,80.65
Niviventer cremoriventer,69.71
Niviventer culturatus,81.17
Niviventer eha,53.6
Niviventer excelsior,102.0
Niviventer fraternus,83.06
Niviventer fulvescens,82.55
Niviventer hinpoon,61.0
Niviventer langbianis,69.8
Niviventer lepturus,84.8
Niviventer niviventer,100.0
Niviventer rapit,86.75
Niviventer tenaster,103.0
Noctilio albiventris,33.225
Noctilio leporinus,58.74
Nomascus concolor,6455.235
Nomascus gabriellae,7129.69
Nomascus hainanus,6850.16
Nomascus leucogenys,6920.0
Nomascus nasutus,5700.0
Nomascus siki,6850.16
Noronhomys vespuccii,47.71
Notamacropus parma,4387.5
Notamacropus rufogriseus,16250.0
Notiomys edwardsii,21.3
Notiosorex cockrumi,4.82
Notiosorex crawfordi,5.195
Notiosorex evotis,5.28
Notiosorex villai,4.82
Notomys alexis,36.0
Notomys amplus,90.0
Notomys aquilo,39.0
Notomys cervinus,35.0
Notomys fuscus,35.0
Notomys longicaudatus,100.0
Notomys macrotis,90.0
Notomys mitchellii,52.0
Notomys mordax,90.0
Notopteris macdonaldi,67.66
Notopteris neocaledonica,65.14
Notoryctes caurinus,44.5
Notoryctes typhlops,55.0
Nyctalus aviator,21.85
Nyctalus azoreum,21.85
Nyctalus furvus,26.44
Nyctalus lasiopterus,49.73
Nyctalus leisleri,13.28
Nyctalus montanus,21.85
Nyctalus noctula,27.0
Nyctalus plancyi,26.44
Nyctereutes procyonoides,4030.0
Nycteris arge,11.3
Nycteris aurita,11.86
Nycteris gambiensis,6.95
Nycteris grandis,29.78
Nycteris hispida,8.215
Nycteris intermedia,10.65
Nycteris javanica,17.7
Nycteris macrotis,14.48
Nycteris madagascariensis,17.69
Nycteris major,11.21
Nycteris nana,6.95
Nycteris parisii,11.86
Nycteris thebaica,9.38
Nycteris tragata,14.4
Nycteris vinsoni,11.86
Nycteris woodi,7.55
Nycticebus bengalensis,1126.356
Nycticebus coucang,888.0
Nycticebus javanicus,656.46
Nycticebus pygmaeus,489.864
Nycticeinops schlieffeni,5.05
Nycticeius aenobarbus,8.99
Nycticeius cubanus,8.99
Nycticeius humeralis,8.99
Nyctiellus lepidus,4.48
Nyctimene aello,84.26
Nyctimene albiventer,29.79
Nyctimene cephalotes,44.47
Nyctimene certans,42.1
Nyctimene cyclotis,48.0
Nyctimene draconilla,29.0
Nyctimene keasti,51.64
Nyctimene major,104.15
Nyctimene malaitensis,75.39
Nyctimene masalai,52.3
Nyctimene minutus,45.56
Nyctimene rabori,67.5
Nyctimene robinsoni,48.255
Nyctimene sanctacrucis,51.64
Nyctimene vizcaccia,37.7
Nyctinomops aurispinosus,17.95
Nyctinomops femorosaccus,14.63
Nyctinomops laticaudatus,12.22
Nyctinomops macrotis,18.4
Nyctomys sumichrasti,54.72
Nyctophilus arnhemensis,6.65
Nyctophilus bifax,9.89
Nyctophilus geoffroyi,7.24
Nyctophilus gouldi,10.0
Nyctophilus heran,7.63
Nyctophilus howensis,7.78
Nyctophilus microdon,7.63
Nyctophilus microtis,7.1
Nyctophilus nebulosus,7.78
Nyctophilus timoriensis,11.315
Nyctophilus walkeri,4.34
Ochotona alpina,150.0
Ochotona argentata,142.15
Ochotona cansus,68.75
Ochotona collaris,129.0
Ochotona curzoniae,131.48
Ochotona dauurica,109.0
Ochotona erythrotis,181.0
Ochotona forresti,111.65
Ochotona gaoligongensis,111.61
Ochotona gloveri,181.97
Ochotona himalayana,189.31
Ochotona hoffmanni,142.15
Ochotona huangensis,105.33
Ochotona hyperborea,120.0
Ochotona iliensis,209.75
Ochotona koslowi,182.03
Ochotona ladacensis,182.19
Ochotona macrotis,260.0
Ochotona muliensis,182.0
Ochotona nigritia,142.15
Ochotona nubrica,116.21
Ochotona pallasi,149.62
Ochotona princeps,163.315
Ochotona pusilla,142.5
Ochotona roylei,260.0
Ochotona rufescens,250.0
Ochotona rutila,182.02
Ochotona thibetana,83.1
Ochotona thomasi,111.63
Ochotona turuchanensis,142.15
Ochrotomys nuttalli,21.485
Octodon bridgesi,150.0
Octodon degus,210.0
Octodon lunatus,233.0
Octodon pacificus,194.34
Octodontomys gliroides,150.0
Octomys mimax,131.0
Odobenus rosmarus,923612.5
Odocoileus hemionus,56601.285
Odocoileus virginianus,65499.937
Odocoileus virginiatus,87000.0
Oecomys auyantepui,67.41
Oecomys bicolor,34.0
Oecomys catherinae,67.41
Oecomys cleberi,73.4
Oecomys concolor,61.55
Oecomys flavicans,73.4
Oecomys mamorae,62.5
Oecomys paricola,73.4
Oecomys phaeotis,73.4
Oecomys rex,73.4
Oecomys roberti,73.4
Oecomys rutilus,73.4
Oecomys speciosus,73.4
Oecomys superans,73.4
Oecomys trinitatis,73.4
Oenomys hypoxanthus,90.0
Oenomys ornatus,85.5
Okapia johnstoni,233334.097
Olallamys albicauda,273.5
Olallamys edax,206.4
Oligoryzomys andinus,25.2
Oligoryzomys arenalis,25.2
Oligoryzomys brendae,23.96
Oligoryzomys chacoensis,23.0
Oligoryzomys delticola,29.4
Oligoryzomys destructor,25.2
Oligoryzomys eliurus,30.0
Oligoryzomys flavescens,21.3
Oligoryzomys fornesi,23.96
Oligoryzomys fulvescens,25.0
Oligoryzomys griseolus,25.2
Oligoryzomys longicaudatus,26.8
Oligoryzomys magellanicus,25.2
Oligoryzomys microtis,22.5
Oligoryzomys nigripes,20.5
Oligoryzomys stramineus,23.96
Oligoryzomys vegetus,15.0
Oligoryzomys victus,23.96
Ommatophoca rossii,214700.0
Ondatra zibethicus,1101.1
Onychogalea fraenata,5025.0
Onychogalea lunata,3500.0
Onychogalea unguifera,6650.0
Onychomys arenicola,30.0
Onychomys leucogaster,27.655
Onychomys torridus,22.495
Orcaella brevirostris,190000.0
Orcinus orca,3786500.0
Oreamnos americanus,72500.33
Oreonax flavicauda,8229.12
Oreotragus oreotragus,12495.483
Ornithorhynchus anatinus,1452.5
Orthogeomys cavator,650.0
Orthogeomys cherriei,315.0
Orthogeomys cuniculus,500.0
Orthogeomys dariensis,438.0
Orthogeomys grandis,500.0
Orthogeomys heterodus,622.5
Orthogeomys hispidus,521.05
Orthogeomys lanius,500.0
Orthogeomys matagalpae,293.0
Orthogeomys thaeleri,440.75
Orthogeomys underwoodi,250.0
Orycteropus afer,60000.0
Oryctolagus cuniculus,1800.0
Oryx beisa,187788.26
Oryx dammah,200000.0
Oryx gazella,174135.243
Oryx leucoryx,87700.0
Oryzomys albigularis,60.5
Oryzomys alfaroi,33.3
Oryzomys angouya,120.17
Oryzomys auriventer,60.5
Oryzomys balneator,60.5
Oryzomys bolivaris,60.5
Oryzomys caracolus,57.93
Oryzomys chapmani,50.0
Oryzomys couesi,69.3
Oryzomys curasoae,57.93
Oryzomys devius,57.93
Oryzomys dimidiatus,46.0
Oryzomys emmonsae,57.93
Oryzomys galapagoensis,63.51
Oryzomys gorgasi,60.5
Oryzomys hammondi,60.5
Oryzomys keaysi,58.3
Oryzomys lamia,60.5
Oryzomys laticeps,49.11
Oryzomys legatus,61.5
Oryzomys levipes,60.5
Oryzomys macconnelli,58.0
Oryzomys maracajuensis,57.93
Oryzomys marinhus,57.93
Oryzomys megacephalus,57.0
Oryzomys melanotis,50.0
Oryzomys meridensis,57.93
Oryzomys nelsoni,57.93
Oryzomys nitidus,55.2
Oryzomys palustris,50.49
Oryzomys perenensis,57.93
Oryzomys polius,60.5
Oryzomys rhabdops,54.88
Oryzomys rostratus,43.5
Oryzomys russatus,60.5
Oryzomys saturatior,54.82
Oryzomys scotti,57.93
Oryzomys seuanezi,57.93
Oryzomys subflavus,50.0
Oryzomys talamancae,55.0
Oryzomys tatei,57.93
Oryzomys xanthaeolus,79.79
Oryzomys yunganus,60.5
Oryzorictes hova,44.2
Oryzorictes tetradactylus,36.0
Osgoodomys banderanus,50.0
Otaria flavescens,207835.265
Otocyon megalotis,3742.51
Otolemur crassicaudatus,946.667
Otolemur garnettii,923.94
Otolemur monteiri,1404.887
Otomops formosus,21.4
Otomops johnstonei,24.19
Otomops madagascariensis,25.0
Otomops martiensseni,38.025
Otomops papuensis,16.5
Otomops secundus,21.4
Otomops wroughtoni,21.4
Otomys anchietae,115.9
Otomys angoniensis,108.45
Otomys barbouri,127.2
Otomys burtoni,127.2
Otomys cuanzensis,127.2
Otomys dartmouthi,127.2
Otomys denti,120.0
Otomys dollmani,127.2
Otomys irroratus,129.51
Otomys jacksoni,127.2
Otomys lacustris,127.2
Otomys laminatus,145.0
Otomys maximus,192.0
Otomys occidentalis,115.77
Otomys orestes,127.2
Otomys saundersiae,103.0
Otomys tropicalis,108.83
Otomys typus,115.44
Otomys uzungwensis,127.2
Otonycteris hemprichii,21.98
Otonyctomys hatti,36.2
Otopteropus cartilagonodus,16.75
Ototylomys phyllotis,91.5
Ourebia ourebi,15933.52
Ovibos moschatus,340501.06
Ovis ammon,117500.0
Ovis aries,80000.0
Ovis canadensis,74644.875
Ovis dalli,55650.62
Ovis nivicola,90000.0
Owl monkey,1198.5
Oxymycterus akodontius,68.0
Oxymycterus amazonicus,60.57
Oxymycterus angularis,68.0
Oxymycterus caparoae,60.57
Oxymycterus dasytrichus,60.57
Oxymycterus delator,81.5
Oxymycterus hiska,68.0
Oxymycterus hispidus,36.75
Oxymycterus hucucha,68.0
Oxymycterus inca,35.0
Oxymycterus josei,60.57
Oxymycterus nasutus,68.0
Oxymycterus paramensis,42.0
Oxymycterus quaestor,60.57
Oxymycterus roberti,83.4
Oxymycterus rufus,75.4
Ozotoceros bezoarticus,40000.0
P. cynoceph,21900.0
Pachyuromys duprasi,47.5
Pagophilus groenlandicus,132250.0
Paguma larvata,4550.0
Palawanomys furvus,73.91
Pan paniscus,38233.345
Pan troglodytes,43853.4
Panthera leo,145805.598
Panthera onca,86750.0
Panthera pardus,50019.11
Panthera tigris,166521.333
Pantholops hodgsonii,27500.0
Papagomys armandvillei,73.8
Papagomys theodorverhoeveni,71.33
Papio anubis,25000.0
Papio cynocephalus,13968.942
Papio cynocephalus anubis,20375.0
Papio hamadryas,16900.0
Papio papio,25000.0
Papio ursinus,16931.776
Pappogeomys alcorni,150.0
Pappogeomys bulleri,150.0
Paracoelops megalotis,5.67
Paracrocidura graueri,11.68
Paracrocidura maxima,11.68
Paracrocidura schoutedeni,13.0
Paracynictis selousi,1669.995
Paradipus ctenodactylus,109.01
Paradoxurus hermaphroditus,3043.387
Paradoxurus jerdoni,2780.75
Paradoxurus zeylonensis,2750.375
Paraechinus,500.0
Paraechinus aethiopicus,352.4
Paraechinus hypomelas,381.5
Paraechinus micropus,171.0
Paraechinus nudiventris,234.14
Parahydromys asper,540.0
Paraleptomys rufilatus,55.0
Paraleptomys wilhelmina,33.0
Paralomys gerbillus,17.4
Paramelomys gressitti,84.49
Paramelomys levipes,83.105
Paramelomys lorentzii,150.0
Paramelomys mollis,90.05
Paramelomys moncktoni,80.56
Paramelomys naso,84.49
Paramelomys platyops,85.6
Paramelomys rubex,48.43
Paramelomys steini,84.49
Paramurexia rothschildi,57.885
Parantechinus apicalis,68.875
Paranyctimene raptor,25.205
Paranyctimene tenax,24.31
Parascalops breweri,46.85
Parascaptor leucura,45.6
Paraxerus alexandri,52.0
Paraxerus boehmi,70.0
Paraxerus cepapi,198.0
Paraxerus cooperi,250.0
Paraxerus flavovittis,160.0
Paraxerus lucifer,700.0
Paraxerus ochraceus,104.3
Paraxerus palliatus,309.31
Paraxerus poensis,124.5
Paraxerus vexillarius,675.0
Paraxerus vincenti,190.19
Pardofelis marmorata,2854.25
Parotomys brantsii,129.5
Parotomys littledalei,127.0
Paruromys dominator,325.31
Passer domesticus,27.0
Paulamys naso,122.0
Pearsonomys annectens,38.74
Pecari tajacu,20236.46
Pectinator spekei,170.0
Pedetes capensis,3155.0
Pedetes surdaster,3155.0
Pelea capreolus,22000.0
Pelomys campanae,77.01
Pelomys fallax,130.0
Pelomys hopkinsi,76.94
Pelomys isseli,60.0
Pelomys minor,50.0
Pentalagus furnessi,2396.25
Penthetor lucasi,36.585
Peponocephala electra,206000.0
Perameles bougainville,226.0
Perameles eremiana,500.0
Perameles gunnii,810.0
Perameles nasuta,967.5
Perodicticus potto,1150.0
Perognathus alticolus,23.99
Perognathus amplus,11.7
Perognathus fasciatus,11.55
Perognathus flavescens,8.8
Perognathus flavus,8.065
Perognathus inornatus,10.88
Perognathus longimembris,7.875
Perognathus merriami,6.85
Perognathus parvus,19.54
Peromyscus attwateri,27.9
Peromyscus aztecus,39.865
Peromyscus beatae,33.0
Peromyscus boylii,24.41
Peromyscus bullatus,40.0
Peromyscus californicus,43.53
Peromyscus caniceps,33.16
Peromyscus crinitus,15.77
Peromyscus dickeyi,28.6
Peromyscus difficilis,28.0
Peromyscus eremicus,21.79
Peromyscus eva,22.0
Peromyscus fraterculus,33.0
Peromyscus furvus,33.0
Peromyscus gossypinus,28.82
Peromyscus grandis,74.16
Peromyscus gratus,27.35
Peromyscus guardia,32.13
Peromyscus guatemalensis,46.415
