"Species Name"	"Species name adjusted to 10kTrees"	"Species name in Perelman tree"	"Subfamily"	"Family"	"Terrestriality"	"logECV"	"logBodyMass"	"logInsects"	"logFruit"	"logLeaves"	"logCombiGroupSize"	"logHRS"	"Diurnality"	"ECV"	"N ECV"	"Sex ECV"	"Source ECV"	"Body mass"	"N Body mass"	"Sex Body mass"	"Source Body mass"	"Original source Body mass"	"%animal prey"	"%fruit"	"% seeds"	"%fruit and seeds"	"%nectar"	"%flowers"	"%nectar and flowers"	"% reproductive plant parts (fruits, flowers and nectar)"	"%gum"	"%leaves"	"%young leaves"	"%mature leaves"	"%nonreproctive plant parts (gum and leaves, bark etc.)"	"%other"	"sum"	"Calculation"	"Source diet composition"	"Sleeping group size"	"Remarks Sleeping group size"	"Foraging Group size: mean"	"Group size: range"	"Group size combined"	"Source group size"	"Day range (m)"	"male Home range (HR) size: mean (ha)"	"female Home range size: mean"	"HR size average"	"HR range"	"Source Home range size"
"Sciurocheirus_alleni_cameronensis"	"Sciurocheirus_cameronensis"	"Sciurocheirus_cameronensis"	NA	"Galagidae"	0	0.754348335711019	2.42975228000241	NA	NA	NA	0.397940008672038	0.381115080709851	0	5.68	13	"all individuals"	"van Woerden compilation"	269	13	"all individuals"	"Nekaris & Bearder 2007"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"single study"	"Pimley 2002, Cameroon from Nekaris review 2007 gives 55% fruits and 55% insects???"	2.5	"males alone, fem  3-6"	"1.5"	"50% of time with others"	2.5	"Nekaris & Bearder 07, HMW vol. 3"	NA	"2.84"	1.97	2.405	NA	NA
"Sciurocheirus_gabonensis"	"Sciurocheirus_gabonensis"	"Sciurocheirus_gabonensis"	NA	"Galagidae"	0	0.72895181511952	2.41497334797082	1.39794000867204	1.86332286012046	NA	0.397940008672038	1.41497334797082	0	5.35737214285714	7	"all individuals"	"Isler et al. 2008"	260	39	"all individuals"	"Smith&Jungers 1997"	NA	25	73	NA	73	2	0	2	75	0	0	0	0	0	0	100	"single study"	"Charles-Dominique,Gabon"	2.5	"males usually alone, fem 2-3 plus offspring"	NA	NA	2.5	"Nekaris & Bearder 07"	NA	"40"	12	26	NA	NA
"Semnopithecus_dussumieri"	"Semnopithecus_dussumieri"	"Semnopithecus_dussumieri"	"Colobinae"	"Cercopithecidae"	NA	1.94594056490388	4.00562373582875	NA	NA	NA	1.4666558210415	2.04727486738418	1	88.295905534766	6	"fem"	"van Woerden compilation"	10130.3333333333	6	"fem"	"van Woerden compilation (matching)"	"matching ECV"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"29.285714285714285"	"19 to 54, 15 to 81"	29.2857142857143	"Kirkpatrick 07 review, range ATWP 2011"	NA	NA	NA	111.5	NA	NA
"Semnopithecus_entellus"	"Semnopithecus_entellus"	"Semnopithecus_entellus"	"Colobinae"	"Cercopithecidae"	1	1.97880500025438	4.04044195956574	0.477121254719662	1.34733001531695	1.73759016628572	1.67806290497435	NA	1	95.2368451233632	4	"fem"	"van Woerden compilation"	10975.9459459459	37	"fem"	"ATWP 2011 diverse"	NA	3	22.25	NA	22.25	NA	8.65	8.65	30.9	1	54.65	8.8	40.65	65.05	10.4	99.95	"two studies"	"Koenig 2001, Newton 1992"	NA	NA	NA	"12.3 to 83"	47.65	"only range, Boggess 1980,Sugyjama 1976 in ATWP 2011"	NA	NA	NA	NA	NA	NA
"Semnopithecus_priam"	"Semnopithecus_priam"	"Semnopithecus_priam"	"Colobinae"	"Cercopithecidae"	NA	1.87674671036854	3.81802784185926	NA	1.65321251377534	1.68124123737559	1.48287358360875	2.18892848376085	1	75.2916319102293	7	"fem"	"van Woerden compilation"	6577	2	"fem"	"van Woerden compilation (matching)"	"matching ECV"	0	45	NA	45	NA	7	7	52	NA	48	27	21	48	0	100	"single study"	"Kirkpatrick 07 review"	NA	NA	"30.4"	NA	30.4	"Muckenhirn 1972, Ross 1993 in ATWP 2012"	"402"	NA	NA	154.5	NA	NA
"Semnopithecus_schistaceus"	"Semnopithecus_schistaceus"	"Semnopithecus_schistaceus"	"Colobinae"	"Cercopithecidae"	0	2.10080503171706	4.17026171539496	-0.301029995663981	1.30319605742049	1.78103693862113	1.44947839918736	2.67760695272049	1	126.12611881504	5	"fem"	"van Woerden compilation"	14800	9	"fem"	"Smith&Jungers 1997"	NA	0.5	20.1	NA	20.1	NA	7.8	7.8	27.9	0	60.4	14	46.4	60.4	11.2	100	NA	"König&Borries 2001 in ATWP 2012"	NA	NA	"28.15"	"12.3 to 43"	28.15	"diverse in ATWP 2012"	"839.66666666666663"	NA	NA	476	NA	NA
"Simias_concolor"	"Simias_concolor"	"Simias_concolor"	"Colobinae"	"Cercopithecidae"	0	1.71976524478195	3.83250891270624	0.301029995663981	1.47712125471966	1.54406804435028	0.653212513775344	NA	1	52.4523855453849	6	"fem"	"van Woerden compilation"	6800	3	"fem"	"Isler et al. 2008"	"Willis 1995 in Smith and Jungers 1997"	2	30	15	45	NA	15	15	60	0	35	30	5	35	3	100	"single study"	"Paciulli pers comm in ATWP 2012"	NA	NA	"4.5"	"1 to 8"	4.5	"Paciulli pers comm in ATWP 2012"	"700"	NA	NA	NA	NA	NA
"Symphalangus_syndactylus"	"Symphalangus_syndactylus"	"Symphalangus_syndactylus"	NA	"Hylobatidae"	0	2.09521105400055	4.05288623525638	0.973127853599699	1.61066016308988	1.65657729139611	0.554791909742049	1.4983105537896	1	124.511955526298	64	"all individuals"	"Isler et al. 2008"	11295	17	"all individuals"	"Isler et al. 2008"	"Smith&Jungers 1997"	9.4	40.8	NA	40.8	NA	4.4	4.4	45.2	NA	45.35	44.4	1	45.35	0	99.95	"average"	"Bartlett 07 review"	NA	NA	"3.5874999999999999"	"2 to 10"	3.5875	"diverse in ATWP 2012"	"906"	NA	NA	31.5	NA	NA
"Tarsius_bancanus"	"Tarsius_bancanus"	"Tarsius_bancanus"	NA	"Tarsiidae"	0	0.497998104151657	2.04425460313863	2	NA	NA	0	0.696640291303709	0	3.14773457310149	30	"all individuals"	"van Woerden compilation"	110.727272727273	11	"all individuals"	"van Woerden compilation (matching)"	"matching ECV"	100	0	NA	0	0	0	0	0	0	0	0	0	0	0	100	"average"	"Gursky 07, Yustin in prep in ATWP 2012"	1	"mother/off"	"1"	NA	1	"Gursky 1997"	"930.72499999999991"	"7.2675000000000001"	2.679	4.97325	NA	NA
"Tarsius_dentatus"	"Tarsius_dentatus"	"Tarsius_dentatus"	NA	"Tarsiidae"	0	0.476461639796465	NA	2	NA	NA	NA	0.161368002234975	0	2.995447	2	"all individuals"	"van Woerden compilation"	NA	NA	NA	NA	NA	100	NA	NA	0	NA	NA	0	0	0	0	NA	NA	NA	0	100	NA	"Merker 2007 pers comm in ATWP 2012"	NA	NA	NA	"2 to 7"	NA	"HMW vol. 3"	"930"	"1.8"	1.6	1.45	NA	NA
"Tarsius_lariang"	NA	NA	NA	"Tarsiidae"	0	NA	NA	2	NA	NA	0.544068044350276	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3.5"	"2 to 9"	3.5	"HMW vol. 3"	NA	NA	NA	NA	NA	NA
"Tarsius_syrichta"	"Tarsius_syrichta"	"Tarsius_syrichta"	NA	"Tarsiidae"	0	0.529282663999976	2.11058971029925	2	NA	NA	0	0.682145076373832	0	3.3828494	10	"all individuals"	"van Woerden compilation"	129	14	"all individuals"	"Gursky 07"	"Neri-Arboleda 2001 and Dagosto et al. 2001"	100	0	NA	0	0	0	0	0	0	0	0	0	0	0	100	"single study"	"Neri-Arboleda 2001 in ATWP 2012"	1	NA	"1"	"mother/off"	1	"Gursky 1997"	"1325.4"	"6.86"	2.76	4.81	NA	NA
"Tarsius_tarsier"	"Tarsius_tarsier"	"Tarsius_tarsier"	NA	"Tarsiidae"	0	0.512489766123066	2.06632592536204	2	NA	NA	0.477121254719662	0.430558769522757	0	3.25454114285714	7	"all individuals"	"van Woerden compilation"	116.5	39	"all individuals"	"Isler et al. 2008"	"Nietsch&Niemitz 1992, Gursky, pc in Smith and Jungers 1997"	100	0	NA	0	0	0	0	0	0	0	0	0	0	0	100	"single study"	"Gursky 1997"	NA	NA	"3"	"2 to 8"	3	"Gursky 1997"	"619.5"	"3.07"	2.32	2.695	NA	NA
"Theropithecus_gelada"	"Theropithecus_gelada"	"Theropithecus_gelada"	"Cercopithecinae"	"Cercopithecidae"	1	2.09069336396873	4.15141363213992	-1	0.311753861055754	1.97266559226611	2.01628102454283	2.65729493598007	1	123.22345	18	"fem"	"van Woerden compilation"	14171.4285714286	7	"fem"	"van Woerden compilation (matching)"	"matching ECV"	0.1	2.05	3.4	5.45	NA	0.5	0.5	5.95	NA	93.9	94.2	0	93.9	0	99.95	"two studies"	"Dunbar 1974, Hunter 2001 in ATWP 2011, young leaves is actually grass blades, roots, seeds and herbs)"	9.575	"harem size"	"103.82000000000001"	"30-300 band, 3-20 reproductive unit"	103.82	"ATWP 2011 diverse, band size"	NA	NA	NA	454.25	NA	NA
"Trachypithecus_auratus"	"Trachypithecus_auratus"	"Trachypithecus_auratus"	"Colobinae"	"Cercopithecidae"	0	1.79653097097367	3.85125834871908	0	1.45613819655029	1.71516735784846	1.20411998265592	0.985276743179294	1	62.59375	16	"fem"	"van Woerden compilation"	7100	NA	"fem"	"Kool 1992 in ATWP 2011"	NA	1	28.585	3.80666666666667	32.3916666666667	NA	9.315	9.315	41.7066666666667	NA	51.9	45.34	6.56	51.9	5.4	100.006666666667	"four studies"	"Kool 1993, Vogt 2003, Kool 1989, Beckwith 1995 in ATWP 2011"	NA	NA	"16"	NA	16	"Kool 1989, Vogt 2003 in ATWP 2011"	NA	NA	NA	9.66666666666667	NA	NA
"Trachypithecus_barbei"	"Trachypithecus_barbei"	"Trachypithecus_barbei"	"Colobinae"	"Cercopithecidae"	0	NA	NA	-0.221848749616356	1.55144999797288	1.59549622182557	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	35.6	NA	35.6	NA	6.4	6.4	42	NA	39.4	NA	NA	NA	18	100	"single study"	"Koenig 2004 in ATWP 2012"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Trachypithecus_cristatus"	"Trachypithecus_cristatus"	"Trachypithecus_cristatus"	"Colobinae"	"Cercopithecidae"	0	1.76642719995019	3.78244933217097	NA	NA	NA	1.54406804435028	1.35666311993682	1	58.4019300719041	50	"fem"	"van Woerden compilation"	6059.675	16	"fem"	"van Woerden compilation (matching)"	"matching ECV"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"35"	"12 to 35"	35	"Kirkpatrick 07 review, 11.9 Wilson and Wilson 1976, 28.8 Wolf 1984 in ATWP 2011"	NA	NA	NA	22.7333333333333	NA	NA
"Trachypithecus_francoisi"	"Trachypithecus_francoisi"	"Trachypithecus_francoisi"	"Colobinae"	"Cercopithecidae"	0	1.90848501887865	NA	-0.301029995663981	1.27951485352619	1.82650672166423	NA	NA	1	81	1	"fem"	"van Woerden compilation"	NA	NA	NA	NA	NA	0.5	19.0333333333333	7.1	26.1333333333333	NA	6.26666666666667	6.26666666666667	32.4	NA	67.0666666666667	55.3666666666667	17.3	67.0666666666667	0	99.9666666666667	"average"	"diverse in ATWP 2012"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Trachypithecus_geei"	"Trachypithecus_geei"	"Trachypithecus_geei"	"Colobinae"	"Cercopithecidae"	0	1.91009054559407	3.97772360528885	NA	NA	NA	0.944482672150169	1.44715803134222	1	81.3	NA	"brain: m/f mean (no dim data); body: female"	"Isler et al. 2008"	9500	1	"fem"	"Isler et al. 2008"	"Willis 1995 in Smith and Jungers 1997"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"8.8000000000000007"	"7 to 11"	8.8	"Kirkpatrick 07 review, 7.9 Biswas unpublished dissertation 2002 in ATWP 2011"	NA	NA	NA	28	NA	NA
"Trachypithecus_johnii"	"Trachypithecus_johnii"	"Trachypithecus_johnii"	"Colobinae"	"Cercopithecidae"	0	1.89209460269048	4.04921802267018	0.110589710299249	1.39140563204854	1.68767756497379	1.07465974048764	1.81094902792359	1	78	3	"fem"	"van Woerden compilation"	11200	3	"fem"	"Isler et al. 2008"	"Willis 1995 in Smith and Jungers 1997"	1.29	24.6266666666667	18.01	42.6366666666667	NA	6.48333333333333	6.48333333333333	49.12	0.91	48.7166666666667	38.87	9.84666666666667	48.7166666666667	0	100.036666666667	"three studies"	"Oates 1980, Ram unpublished, Sunderraj 2000 in ATWP 2011"	NA	NA	"11.875714285714285"	"3 to 25"	11.8757142857143	"ATWP 2011, diverse"	NA	NA	NA	64.7066666666667	NA	NA
"Trachypithecus_obscurus"	"Trachypithecus_obscurus"	"Trachypithecus_obscurus"	"Colobinae"	"Cercopithecidae"	0	1.77307695512676	3.83025353464096	-0.602059991327962	1.57863920996807	1.72509452108147	1.13033376849501	1.40082569690953	1	59.3030397723348	31	"fem"	"van Woerden compilation"	6764.77777777778	18	"fem"	"van Woerden compilation (matching)"	"matching ECV"	0.25	37.9	3	40.9	NA	5.75	5.75	46.65	NA	53.1	35.4	22.6	53.1	0	100	"average"	"Kirkpatrick 07 review (Curtin 1978, MacKinnon 1980)"	NA	NA	"13.5"	NA	13.5	"Bernstein 1967, Curtin 1978, MacKinnon 19080 in ATWP 2012"	"756.33333333333337"	NA	NA	25.1666666666667	NA	NA
"Trachypithecus_phayrei"	"Trachypithecus_phayrei"	"Trachypithecus_phayrei"	"Colobinae"	"Cercopithecidae"	0	1.84634980716274	3.85624540079005	NA	1.40053798939195	1.72098574415374	1.01619735351244	1.86033800657099	1	70.2020520738227	26	"fem"	"van Woerden compilation"	7182	3	"fem"	"van Woerden compilation (matching)"	"matching ECV"	0	25.15	22.2	47.35	NA	NA	0	47.35	NA	52.6	48.5	0.1	52.6	0	99.95	"average"	"Stanford 1988, Gupta 1994 in ATWP 2012"	NA	NA	"10.38"	"5 to 15"	10.38	"diverse in ATWP 2012"	NA	NA	NA	72.5	NA	NA
"Trachypithecus_pileatus"	"Trachypithecus_pileatus"	"Trachypithecus_pileatus"	"Colobinae"	"Cercopithecidae"	0	1.98836104712158	3.99387691494121	NA	1.41413736218448	1.70243053644553	0.921426341015266	1.63346845557959	1	97.3556245367224	11	"fem"	"van Woerden compilation"	9860	5	"fem"	"Smith&Jungers 1997"	"Willis 1995"	0	25.95	9	34.95	NA	12.95	12.95	47.9	NA	50.4	12.7	33.6	50.4	1.7	100	"average"	"Srivastava 2007, Stanford 1991 in ATWP 2012"	NA	NA	"8.3450000000000006"	"8 to 10"	8.345	"diverse in ATWP 2012, 9 Kirkpatrick 07 review"	"344"	NA	NA	43	NA	NA
"Trachypithecus_poliocephalus"	"Trachypithecus_poliocephalus"	"Trachypithecus_poliocephalus"	"Colobinae"	"Cercopithecidae"	0	NA	3.89320675305985	-0.602059991327962	0.832508912706236	1.94126290931895	0.814818160055593	1.66698571832966	1	NA	NA	NA	NA	7820	6	"fem"	"Huang 2005 in ATWP 2012"	NA	0.25	6.8	0.65	7.45	NA	1.9	1.9	9.35	NA	87.35	77	10.35	87.35	3	99.95	"average"	"diverse in ATWP 2012"	NA	NA	"6.5285714285714276"	"1 to 18"	6.52857142857143	"diverse in ATWP 2012"	"1000"	NA	NA	46.45	NA	NA
"Trachypithecus_vetulus"	"Trachypithecus_vetulus"	"Trachypithecus_vetulus"	"Colobinae"	"Cercopithecidae"	NA	1.77751916058263	3.75465406925543	NA	1.44715803134222	1.77815125038364	0.976197085327375	1.56374205829571	1	59.9127370852017	7	"fem"	"van Woerden compilation"	5684	9	"fem"	"Hill 1934 in ATWP 2012"	NA	0	28	NA	28	NA	12	12	40	NA	60	20	40	60	0	100	"single study"	"Kirkpatrick 07 review (Hladik 1977)"	NA	NA	"9.4666666666666668"	"8.5 to 11"	9.46666666666667	"Dela 1998, Rudran 1973 in ATWP 2012"	"624"	NA	NA	36.622	NA	NA
"Varecia_rubra"	"Varecia_rubra"	"Varecia_rubra"	NA	"Lemuridae"	0	1.47443734821201	3.54740545966749	NA	1.91619065998054	1.05499586152914	0.740362689494244	1.61410591095803	1	29.815174	10	"all individuals"	"van Woerden compilation"	3527	3	"all individuals"	"Vasey 2003"	NA	0	82.45	NA	82.45	NA	5.4	5.4	87.85	NA	11.35	1.7	9.65	11.35	0.8	100	"average"	"Rigamonti 1993, Vasey 2004"	NA	NA	"5.5"	"2 to 6"	5.5	"Gould and Sauther 07 review, Rigamonti 1993 iin ATWP 2012"	"1041"	NA	NA	41.125	NA	NA
"Varecia_variegata"	"Varecia_variegata_variegata"	"Varecia_variegata"	NA	"Lemuridae"	0	1.48404742142174	3.5532760461371	-1	1.89663643052958	0.968015713993642	0.765668554759014	1.86173747221544	1	30.4822781311774	28	"all individuals"	"van Woerden compilation"	3575	18	"all individuals"	"Isler et al. 2008"	NA	0.1	78.82	NA	78.82	10.3	1.395	11.695	90.515	NA	9.29	5.76	NA	9.29	0.1	100.005	"average"	"Morland 1991, Ratsimbazafy 2002, Balko 1998 in ATWP 2012"	NA	NA	"5.83"	"2 to  16"	5.83	"Gould and Sauther 07 review, Balko 1998 in ATWP 2012"	"958.39499999999998"	NA	NA	72.734	NA	NA
