"Species","Reference","n","Anesthesia","Mode","Region","CMRgl_umol_100g_min","CMRgl_SD","CMRO2_umol_100g_min","CMRO2_SD","CBF_ml_100g_min","CBF_SD","source"
"Rattus","(Wang et al., 1993)",12,"N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,316.96,13.4,85,17,"Kaufman__2004"
"Rattus","(Kochanek et al., 1988)",17,"Halothane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,424.1,55.8,149,17,"Kaufman__2004"
"Rattus","(Singh etal., 1992)",16,"N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,455.36,148.4,141.3,40.5,"Kaufman__2004"
"Rattus","(Kozniewska and Oseka, 1992)",10,"Chloral Hydrate","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,334.8,22.3,85,4,"Kaufman__2004"
"Rattus","(Nilsson and Siesjo, 1983)",4,"Halothane","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,321.4,NA,76,NA,"Kaufman__2004"
"Rattus","(Klementavicius et al., 1996a)",10,"Isoflurane, N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,288.39,95.1,169.88,37.61,"Kaufman__2004"
"Rattus","(Baughman et al., 1990)",8,"N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,511.16,53.6,NA,NA,"Kaufman__2004"
"Rattus","(Nemoto et al., 1988)",10,"N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,261.16,107.1,NA,NA,"Kaufman__2004"
"Rattus","(Matsumoto et al., 1975)",12,"N 20","Kety-Schmidt","Whole Brain (direct measurement)",NA,NA,NA,NA,86,15,"Kaufman__2004"
"Mus","(Itoh et al., 2001)",5,"none","Sokoloff","Whole Brain (direct measurement)",58,6,NA,NA,117,20,"Kaufman__2004"
"Mus","(Kamp et al., 1980)",10,"none","Sokoloff","Whole Brain (direct measurement)",71.6,11.4,NA,NA,NA,NA,"Kaufman__2004"
"Mus","(Kamp et al., 1980)",17,"none","Sokoloff","Whole Brain (direct measurement)",65,9,NA,NA,NA,NA,"Kaufman__2004"
"Mus","(Vannucci et al., 1997)",5,"none","Sokoloff","Whole Brain (direct measurement)",77.53,3.4,NA,NA,NA,NA,"Kaufman__2004"
"Equus","(Wagerle et al., 1983)",6,"none","Microspheres","Whole Brain (direct measurement)",NA,NA,NA,NA,68.8,13.5,"Kaufman__2004"
"Equus","(Busija et al., 1980)",12,"none","Microspheres","Whole Brain (direct measurement)",NA,NA,NA,NA,62,14.5,"Kaufman__2004"
"Ovis","(Rosenberg et al., 1982)",8,"none","Microspheres","Whole Brain (direct measurement)",NA,NA,204.9,21.5,NA,NA,"Kaufman__2004"
"Ovis","(Koehler et al., 1984)",7,"none","Microspheres","Whole Brain (direct measurement)",NA,NA,221,47.4,NA,NA,"Kaufman__2004"
"Ovis","(Donegan et al., 1985)",3,"none","Microspheres","Whole Brain (direct measurement)",NA,NA,245.5,84,78,17.3,"Kaufman__2004"
"Ovis","(Iwamoto et al., 1991)",8,"none","Microspheres","Whole Brain (direct measurement)",NA,NA,NA,NA,66.4,5.8,"Kaufman__2004"
"Ovis","(Yang and Krasney, 1995)",9,"none","Microspheres","Whole Brain (direct measurement)",NA,NA,NA,NA,55,17,"Kaufman__2004"
"Ovis","(Matalon et al., 1983)",10,"none","Microspheres","Whole Brain (direct measurement)",NA,NA,NA,NA,60,3.5,"Kaufman__2004"
"Capra","(Schwedler et al., 1982)",17,"none Probe 192.40 16.10 77.00 7.00",NA,"Whole Brain (direct measurement)",NA,NA,NA,NA,NA,NA,"Kaufman__2004"
"Capra","(Stanley and Chemiack, 1976)",6,"none Probe 154.46 4.50",NA,"Whole Brain (direct measurement)",NA,NA,NA,NA,NA,NA,"Kaufman__2004"
