Species,Species_printed,Compilation,Table,Region,Region_raw,Measure,Value,SD,n,Units,conscious,ref_raw,ref_keys_str
Macaca fascicularis,M fascic,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,50.3,NA,7,umol/100g/min,conscious,"(Kennedy et al., 1978)",kennedy1978
Macaca fascicularis,M fascic,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,35.5,NA,4,umol/100g/min,anesthetized,"(Kuge et al., 2001)",kuge2001
Macaca fascicularis,M fascic,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,47.4,NA,3,umol/100g/min,conscious,"(Lyons et al., 1996)",lyons1996
Macaca fascicularis,M fascic,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,40.1,NA,6,umol/100g/min,conscious,"(Schwartzman et al., 1988)",schwartzman1988
Macaca fascicularis,M fascic,Kaufman_2004,TableA5,White_matter,White Matter,CMRgl,12,NA,7,umol/100g/min,conscious,"(Kennedy et al., 1978)",kennedy1978
Macaca fascicularis,M fascic,Kaufman_2004,TableA5,White_matter,White Matter,CMRgl,18.5,NA,3,umol/100g/min,conscious,"(Lyons et al., 1996)",lyons1996
Macaca fascicularis,M fascic,Kaufman_2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRgl,31.64,NA,10,umol/100g/min,conscious,"(Rockoff et al., 1980)",rockoff1980
Macaca mulatta,monkey,Karbowski_2007,TableS17,Amygdala,Amygdala,CMRgl,33,1,NA,umol/100g/min,unknown,Porrino et al 2002,porrino2002
Macaca mulatta,monkey,Karbowski_2007,TableS17,Amygdala,Amygdala,CMRgl,38,2,NA,umol/100g/min,unknown,Palombo et al 1990,palombo1990
Macaca mulatta,monkey,Karbowski_2007,TableS17,Amygdala,Amygdala,CMRgl,25,2,NA,umol/100g/min,unknown,Kennedy et al 1978,kennedy1978
Macaca mulatta,M mulatta,Kaufman_2004,TableA1,Basal_ganglia,Basal Ganglia,CMRgl,50.6,NA,2,umol/100g/min,anesthetized,"(Brownell et al., 1994)",brownell1994
Macaca mulatta,M mulatta,Kaufman_2004,TableA1,Basal_ganglia,Basal Ganglia,CMRgl,37.1,NA,4,umol/100g/min,anesthetized,"(Enlund et al., 1997)",enlund1997
Macaca mulatta,M mulatta,Kaufman_2004,TableA1,Basal_ganglia,Basal Ganglia,CMRgl,40,NA,3,umol/100g/min,conscious,"(Palombo et al., 1988)",palombo1988
Macaca mulatta,M mulatta,Kaufman_2004,TableA1,Basal_ganglia,Basal Ganglia,CMRgl,51.3,NA,4,umol/100g/min,conscious,"(Palombo et al., 1990)",palombo1990
Macaca mulatta,M mulatta,Kaufman_2004,TableA1,Basal_ganglia,Basal Ganglia,CMRgl,46,NA,4,umol/100g/min,conscious,"(Palombo et al., 1991)",palombo1991
Macaca mulatta,M mulatta,Kaufman_2004,TableA1,Basal_ganglia,Basal Ganglia,CMRgl,40.8,NA,3,umol/100g/min,conscious,"(Porrino et al., 1987)",porrino1987
Macaca mulatta,M mulatta,Kaufman_2004,TableA1,Basal_ganglia,Basal Ganglia,CMRgl,40.9,NA,6,umol/100g/min,conscious,"(Noda et al., 2002)",noda2002
Macaca mulatta,monkey,Karbowski_2007,TableS22,Brain_stem,Brain stem,CMRgl,55.00000000000001,4,NA,umol/100g/min,unknown,Kennedy et al 1978,kennedy1978
Macaca mulatta,monkey,Karbowski_2007,TableS22,Brain_stem,Brain stem,CMRgl,55.00000000000001,3,NA,umol/100g/min,unknown,Palombo et al 1990,palombo1990
Macaca mulatta,monkey,Karbowski_2007,TableS22,Brain_stem,Brain stem,CMRgl,103,6,NA,umol/100g/min,unknown,Kennedy et al 1978,kennedy1978
Macaca mulatta,monkey,Karbowski_2007,TableS22,Brain_stem,Brain stem,CMRgl,130,5,NA,umol/100g/min,unknown,Palombo et al 1990,palombo1990
Macaca mulatta,monkey,Karbowski_2007,TableS19,Caudate_nucleus,Caudate,CMRgl,60,4,NA,umol/100g/min,unknown,Porrino et al 2002,porrino2002
Macaca mulatta,monkey,Karbowski_2007,TableS19,Caudate_nucleus,Caudate,CMRgl,52,3,NA,umol/100g/min,unknown,Kennedy et al 1978,kennedy1978
Macaca mulatta,monkey,Karbowski_2007,TableS19,Caudate_nucleus,Caudate,CMRgl,51,3,NA,umol/100g/min,unknown,Palombo et al 1990,palombo1990
Macaca mulatta,monkey,Karbowski_2007,TableS14,Cerebellum,Cerebellum,CMRgl,38,2,NA,umol/100g/min,unknown,Kennedy et al 1978,kennedy1978
Macaca mulatta,monkey,Karbowski_2007,TableS14,Cerebellum,Cerebellum,CMRgl,27,6,NA,umol/100g/min,unknown,Noda et al 2002,noda2002
Macaca mulatta,monkey,Karbowski_2007,TableS14,Cerebellum,Cerebellum,CMRgl,46,3,NA,umol/100g/min,unknown,Palombo et al 1990,palombo1990
Macaca mulatta,M mulatta,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,36,NA,2,umol/100g/min,anesthetized,"(Brownell et al., 1994)",brownell1994
Macaca mulatta,M mulatta,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,30.8,NA,6,umol/100g/min,conscious,"(Cross et al., 2000)",cross2000
Macaca mulatta,M mulatta,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,25.5,NA,3,umol/100g/min,conscious,"(Palombo et al., 1988)",palombo1988
Macaca mulatta,M mulatta,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,24.5,NA,4,umol/100g/min,conscious,"(Palombo et al., 1990)",palombo1990
Macaca mulatta,M mulatta,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,25,NA,3,umol/100g/min,conscious,"(Porrino et al., 1987)",porrino1987
Macaca mulatta,M mulatta,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,26.8,NA,6,umol/100g/min,conscious,"(Noda et al., 2002)",noda2002
Macaca mulatta,monkey,Karbowski_2007,TableS6,Cingulate_cortex,Cingulate cortex,CMRgl,37,9,NA,umol/100g/min,unknown,Noda et al 2002,noda2002
Macaca mulatta,monkey,Karbowski_2007,TableS6,Cingulate_cortex,Cingulate cortex,CMRgl,40,2,NA,umol/100g/min,unknown,Palombo et al 1990,palombo1990
Macaca mulatta,M mulatta,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,37.8,NA,6,umol/100g/min,conscious,"(Cross et al., 2000)",cross2000
Macaca mulatta,M mulatta,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,36.6,NA,6,umol/100g/min,conscious,"(Noda et al., 2002)",noda2002
Macaca mulatta,M mulatta,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,41,NA,3,umol/100g/min,conscious,"(Palombo et al., 1988)",palombo1988
Macaca mulatta,M mulatta,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,39,NA,4,umol/100g/min,conscious,"(Palombo et al., 1990)",palombo1990
Macaca mulatta,M mulatta,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,38,NA,3,umol/100g/min,conscious,"(Porrino et al., 1987)",porrino1987
Macaca mulatta,monkey,Karbowski_2007,TableS5,Frontal_cortex,Frontal cortex,CMRgl,34,8,NA,umol/100g/min,unknown,Noda et al 2002,noda2002
Macaca mulatta,monkey,Karbowski_2007,TableS5,Frontal_cortex,Frontal cortex,CMRgl,57.99999999999999,2,NA,umol/100g/min,unknown,Palombo et al 1990,palombo1990
Macaca mulatta,M mulatta,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,52,NA,2,umol/100g/min,anesthetized,"(Brownell et al., 1994)",brownell1994
Macaca mulatta,M mulatta,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,34,NA,6,umol/100g/min,conscious,"(Cross et al., 2000)",cross2000
Macaca mulatta,M mulatta,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,34.1,NA,6,umol/100g/min,conscious,"(Noda et al., 2002)",noda2002
Macaca mulatta,M mulatta,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,56.7,NA,3,umol/100g/min,conscious,"(Palombo et al., 1988)",palombo1988
Macaca mulatta,M mulatta,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,54.7,NA,4,umol/100g/min,conscious,"(Palombo et al., 1990)",palombo1990
Macaca mulatta,M mulatta,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,59,NA,3,umol/100g/min,conscious,"(Porrino et al., 1987)",porrino1987
Macaca mulatta,monkey,Karbowski_2007,TableS16,Hippocampus,Hippocampus,CMRgl,32,5,NA,umol/100g/min,unknown,Noda et al 2002,noda2002
Macaca mulatta,monkey,Karbowski_2007,TableS16,Hippocampus,Hippocampus,CMRgl,37,2,NA,umol/100g/min,unknown,Porrino et al 2002,porrino2002
Macaca mulatta,monkey,Karbowski_2007,TableS16,Hippocampus,Hippocampus,CMRgl,33,1,NA,umol/100g/min,unknown,Palombo et al 1990,palombo1990
Macaca mulatta,monkey,Karbowski_2007,TableS16,Hippocampus,Hippocampus,CMRgl,39,2,NA,umol/100g/min,unknown,Kennedy et al 1978,kennedy1978
Macaca mulatta,M mulatta,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,42,NA,4,umol/100g/min,conscious,"(Nakamura et al., 1983)",nakamura1983
Macaca mulatta,M mulatta,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,32.2,NA,6,umol/100g/min,conscious,"(Noda et al., 2002)",noda2002
Macaca mulatta,M mulatta,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,33,NA,3,umol/100g/min,conscious,"(Palombo et al., 1988)",palombo1988
Macaca mulatta,M mulatta,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,32,NA,4,umol/100g/min,conscious,"(Palombo et al., 1990)",palombo1990
Macaca mulatta,M mulatta,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,30.5,NA,4,umol/100g/min,conscious,"(Palombo et al., 1991)",palombo1991
Macaca mulatta,monkey,Karbowski_2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,30,3,NA,umol/100g/min,unknown,Porrino et al 2002,porrino2002
Macaca mulatta,monkey,Karbowski_2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,26,4,NA,umol/100g/min,unknown,Kennedy et al 1978,kennedy1978
Macaca mulatta,monkey,Karbowski_2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,56.99999999999999,6,NA,umol/100g/min,unknown,Palombo et al 1990,palombo1990
Macaca mulatta,monkey,Karbowski_2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,56.99999999999999,3,NA,umol/100g/min,unknown,Kennedy et al 1978,kennedy1978
Macaca mulatta,monkey,Karbowski_2007,TableS11,Neocortex,Cerebral cortex,CMRgl,46,6,NA,umol/100g/min,unknown,NA,anonNA
Macaca mulatta,monkey,Karbowski_2007,TableS12,Neocortex,Cerebral cortex,CMRgl,43,3,NA,umol/100g/min,unknown,Porrino et al 2002,porrino2002
Macaca mulatta,monkey,Karbowski_2007,TableS12,Neocortex,Cerebral cortex,CMRgl,51,3,NA,umol/100g/min,unknown,Palombo et al 1990,palombo1990
Macaca mulatta,monkey,Karbowski_2007,TableS12,Neocortex,Cerebral cortex,CMRgl,37,8,NA,umol/100g/min,unknown,Noda et al 2002,noda2002
Macaca mulatta,monkey,Karbowski_2007,TableS12,Neocortex,Cerebral cortex,CMRgl,56.99999999999999,3,NA,umol/100g/min,unknown,Kennedy et al 1978,kennedy1978
Macaca mulatta,M mulatta,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,37.2,NA,6,umol/100g/min,conscious,"(Cross et al., 2000)",cross2000
Macaca mulatta,M mulatta,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,51.1,NA,4,umol/100g/min,conscious,"(Palombo et al., 1991)",palombo1991
Macaca mulatta,monkey,Karbowski_2007,TableS9,Occipital_cortex,Occipital cortex,CMRgl,40,9,NA,umol/100g/min,unknown,Noda et al 2002,noda2002
Macaca mulatta,M mulatta,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,37.5,NA,6,umol/100g/min,conscious,"(Cross et al., 2000)",cross2000
Macaca mulatta,M mulatta,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,39.7,NA,6,umol/100g/min,conscious,"(Noda et al., 2002)",noda2002
Macaca mulatta,M mulatta,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,65,NA,3,umol/100g/min,conscious,"(Palombo et al., 1988)",palombo1988
Macaca mulatta,M mulatta,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,66,NA,4,umol/100g/min,conscious,"(Palombo et al., 1990)",palombo1990
Macaca mulatta,M mulatta,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,63.5,NA,3,umol/100g/min,conscious,"(Porrino et al., 1987)",porrino1987
Macaca mulatta,monkey,Karbowski_2007,TableS21,Pallidum,Globus pallidus,CMRgl,31,4,NA,umol/100g/min,unknown,Porrino et al 2002,porrino2002
Macaca mulatta,monkey,Karbowski_2007,TableS21,Pallidum,Globus pallidus,CMRgl,26,2,NA,umol/100g/min,unknown,Kennedy et al 1978,kennedy1978
Macaca mulatta,monkey,Karbowski_2007,TableS21,Pallidum,Globus pallidus,CMRgl,27,2,NA,umol/100g/min,unknown,Palombo et al 1990,palombo1990
Macaca mulatta,monkey,Karbowski_2007,TableS10,Parietal_cortex,Parietal cortex,CMRgl,47,4,NA,umol/100g/min,unknown,Kennedy et al 1978,kennedy1978
Macaca mulatta,M mulatta,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,37.2,NA,6,umol/100g/min,conscious,"(Cross et al., 2000)",cross2000
Macaca mulatta,monkey,Karbowski_2007,TableS4,Prefrontal_cortex,Prefrontal cortex,CMRgl,40,3,NA,umol/100g/min,unknown,Porrino et al 2002,porrino2002
Macaca mulatta,monkey,Karbowski_2007,TableS8,Sensorimotor_cortex,Sensorimotor cortex,CMRgl,44,3,NA,umol/100g/min,unknown,Kennedy et al 1978,kennedy1978
Macaca mulatta,M mulatta,Kaufman_2004,TableA12,Sensorimotor_cortex,Sensorimotor Cortex,CMRgl,47,NA,3,umol/100g/min,conscious,"(Palombo et al., 1988)",palombo1988
Macaca mulatta,M mulatta,Kaufman_2004,TableA12,Sensorimotor_cortex,Sensorimotor Cortex,CMRgl,46,NA,4,umol/100g/min,conscious,"(Palombo et al., 1990)",palombo1990
Macaca mulatta,M mulatta,Kaufman_2004,TableA12,Sensorimotor_cortex,Sensorimotor Cortex,CMRgl,47,NA,3,umol/100g/min,conscious,"(Porrino et al., 1987)",porrino1987
Macaca mulatta,monkey,Karbowski_2007,TableS18,Septum,Septum,CMRgl,30,3,NA,umol/100g/min,unknown,Porrino et al 2002,porrino2002
Macaca mulatta,monkey,Karbowski_2007,TableS18,Septum,Septum,CMRgl,27,1,NA,umol/100g/min,unknown,Palombo 1990,palombo1990
Macaca mulatta,monkey,Karbowski_2007,TableS18,Septum,Septum,CMRgl,26,2,NA,umol/100g/min,unknown,Kennedy 1978,kennedy1978
Macaca mulatta,monkey,Karbowski_2007,TableS20,Substantia_nigra,Substantia nigra,CMRgl,44,1,NA,umol/100g/min,unknown,Porrino et al 2002,porrino2002
Macaca mulatta,monkey,Karbowski_2007,TableS20,Substantia_nigra,Substantia nigra,CMRgl,28.999999999999996,3,NA,umol/100g/min,unknown,Kennedy et al 1978,kennedy1978
Macaca mulatta,monkey,Karbowski_2007,TableS20,Substantia_nigra,Substantia nigra,CMRgl,37,1,NA,umol/100g/min,unknown,Palombo et al 1990,palombo1990
Macaca mulatta,monkey,Karbowski_2007,TableS7,Temporal_cortex,Temporal cortex,CMRgl,36,7.000000000000001,NA,umol/100g/min,unknown,Noda et al 2002,noda2002
Macaca mulatta,monkey,Karbowski_2007,TableS7,Temporal_cortex,Temporal cortex,CMRgl,40,2,NA,umol/100g/min,unknown,Porrino et al 2002,porrino2002
Macaca mulatta,monkey,Karbowski_2007,TableS7,Temporal_cortex,Temporal cortex,CMRgl,79,4,NA,umol/100g/min,unknown,"Kennedy et al 1978, auditory",kennedy1978
Macaca mulatta,M mulatta,Kaufman_2004,TableA9,Temporal_cortex,Temporal Cortex,CMRgl,35.2,NA,6,umol/100g/min,conscious,"(Cross et at., 2000)",cross2000
Macaca mulatta,M mulatta,Kaufman_2004,TableA9,Temporal_cortex,Temporal Cortex,CMRgl,36,NA,6,umol/100g/min,conscious,"(Noda et al., 2002)",noda2002
Macaca mulatta,monkey,Karbowski_2007,TableS13,Thalamus,Thalamus,CMRgl,41,4,NA,umol/100g/min,unknown,Porrino et al 2002,porrino2002
Macaca mulatta,monkey,Karbowski_2007,TableS13,Thalamus,Thalamus,CMRgl,47,2,NA,umol/100g/min,unknown,Kennedy et al 1978,kennedy1978
Macaca mulatta,monkey,Karbowski_2007,TableS13,Thalamus,Thalamus,CMRgl,46,3,NA,umol/100g/min,unknown,Palombo et al 1990,palombo1990
Macaca mulatta,M mulatta,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,38.8,NA,6,umol/100g/min,conscious,"Cross et al., 2000)",cross2000
Macaca mulatta,M mulatta,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,38,NA,4,umol/100g/min,conscious,"Takamuxa et al., 1983)",takamuxa1983
Macaca mulatta,M mulatta,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,43.6,NA,3,umol/100g/min,conscious,"Palombo et al., 1988)",palombo1988
Macaca mulatta,M mulatta,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,47.5,NA,4,umol/100g/min,conscious,"Palombo et al., 1990)",palombo1990
Macaca mulatta,M mulatta,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,44.3,NA,4,umol/100g/min,conscious,"’alombo et al., 1991)",alombo1991
Macaca mulatta,M mulatta,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,54.3,NA,3,umol/100g/min,conscious,"’orrino et al., 1987)",orrino1987
Macaca mulatta,monkey,Karbowski_2007,TableS3,Visual_cortex,Visual cortex,CMRgl,59,2,NA,umol/100g/min,unknown,Kennedy et al 1978,kennedy1978
Macaca mulatta,monkey,Karbowski_2007,TableS3,Visual_cortex,Visual cortex,CMRgl,66,2,NA,umol/100g/min,unknown,Palombo et al 1990,palombo1990
Macaca mulatta,monkey,Karbowski_2007,TableS23,White_matter,White matter,CMRgl,11,0,NA,umol/100g/min,unknown,Kennedy et al 1978,kennedy1978
Macaca mulatta,monkey,Karbowski_2007,TableS23,White_matter,White matter,CMRgl,11,1,NA,umol/100g/min,unknown,Palombo et al 1990,palombo1990
Macaca mulatta,monkey,Karbowski_2007,TableS23,White_matter,White matter,CMRgl,13,1,NA,umol/100g/min,unknown,Kennedy et al 1978,kennedy1978
Macaca mulatta,monkey,Karbowski_2007,TableS23,White_matter,White matter,CMRgl,11,2,NA,umol/100g/min,unknown,Palombo et al 1990,palombo1990
Macaca mulatta,M mulatta,Kaufman_2004,TableA5,White_matter,White Matter,CMRgl,11,NA,3,umol/100g/min,conscious,"(Palombo et al., 1988)",palombo1988
Macaca mulatta,M mulatta,Kaufman_2004,TableA5,White_matter,White Matter,CMRgl,11,NA,4,umol/100g/min,conscious,"(Palombo et al., 1990)",palombo1990
Macaca mulatta,M mulatta,Kaufman_2004,TableA5,White_matter,White Matter,CMRgl,11.3,NA,4,umol/100g/min,conscious,"(Palombo et al., 1991)",palombo1991
Macaca mulatta,M mulatta,Kaufman_2004,TableA5,White_matter,White Matter,CMRgl,11.5,NA,3,umol/100g/min,conscious,"(Porrino et al., 1987)",porrino1987
Macaca mulatta,monkey,Karbowski_2007,TableS2,Whole_brain,Brain,CMRgl,36,3,NA,umol/100g/min,unknown,Kennedy et al 1978,kennedy1978
Macaca mulatta,M mulatta,Kaufman_2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRgl,32.75,NA,19,umol/100g/min,anesthetized,"(Fein, 1975)",fein1975
Macaca mulatta,M mulatta,Kaufman_2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRgl,61.3,NA,5,umol/100g/min,conscious,"(Mehta et al., 1980)",mehta1980
Macaca mulatta,M mulatta,Kaufman_2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRgl,44.9,NA,3,umol/100g/min,conscious,"(Nemoto et al., 1994)",nemoto1994
Macaca mulatta,M mulatta,Kaufman_2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRgl,43.3,NA,4,umol/100g/min,conscious,"(Yao et al., 1992)",yao1992
Macaca mulatta,M mulatta,Kaufman_2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRgl,34.6,NA,6,umol/100g/min,conscious,"(Cross et al., 2000)",cross2000
Meriones unguiculatus,Meriones,Kaufman_2004,TableA10,Auditory_cortex,Auditory Cortex,CMRgl,79,NA,NA,umol/100g/min,anesthetized,"(Choki et al., 1984)",choki1984
Meriones unguiculatus,Meriones,Kaufman_2004,TableA1,Basal_ganglia,Basal Ganglia,CMRgl,75,NA,5,umol/100g/min,conscious,"(Paschen et al., 1992)",paschen1992
Meriones unguiculatus,Meriones,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,44.4,NA,6,umol/100g/min,conscious,"(Choki et al., 1983)",choki1983
Meriones unguiculatus,Meriones,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,56,NA,3,umol/100g/min,anesthetized,"(Choki et al., 1984)",choki1984
Meriones unguiculatus,Meriones,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,67.8,NA,6,umol/100g/min,conscious,"(Choki et al., 1983)",choki1983
Meriones unguiculatus,Meriones,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,69,NA,6,umol/100g/min,conscious,"(Choki et al., 1983)",choki1983
Meriones unguiculatus,Meriones,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,38.9,NA,3,umol/100g/min,anesthetized,"(Choki et al., 1984)",choki1984
Meriones unguiculatus,Meriones,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,74.3,NA,4,umol/100g/min,anesthetized,"(Mies et al., 1990)",mies1990
Meriones unguiculatus,Gerbil,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,97.4,NA,2,umol/100g/min,conscious,"(Mies et al., 1984)",mies1984
Meriones unguiculatus,Gerbil,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,70,NA,5,umol/100g/min,conscious,"(Paschen et al., 1992)",paschen1992
Meriones unguiculatus,Meriones,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,69.4,NA,6,umol/100g/min,conscious,"(Choki et al., 1983)",choki1983
Meriones unguiculatus,Meriones,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,123,NA,3,umol/100g/min,anesthetized,"(Choki et al., 1984)",choki1984
Meriones unguiculatus,Meriones,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,107,NA,3,umol/100g/min,anesthetized,"(Choki etal., 1984)",choki1984
Meriones unguiculatus,Meriones,Kaufman_2004,TableA12,Sensorimotor_cortex,Sensorimotor Cortex,CMRgl,67.2,NA,6,umol/100g/min,conscious,"(Choki e ta l, 1983)",choki1983
Meriones unguiculatus,Meriones,Kaufman_2004,TableA12,Sensorimotor_cortex,Sensorimotor Cortex,CMRgl,102,NA,3,umol/100g/min,anesthetized,"(Choki et al., 1984)",choki1984
Meriones unguiculatus,Meriones,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,78.3,NA,6,umol/100g/min,conscious,"(Choki et al., 1983)",choki1983
Meriones unguiculatus,Meriones,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,107,NA,3,umol/100g/min,anesthetized,"(Choki et al., 1984)",choki1984
Meriones unguiculatus,Meriones,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,70.5,NA,2,umol/100g/min,conscious,"(Mies et al., 1984)",mies1984
Mus musculus,mouse,Karbowski_2007,TableS17,Amygdala,Amygdala,CMRgl,57.99999999999999,10,NA,umol/100g/min,unknown,Bouilleret et al 2000,bouilleret2000
Mus musculus,Mus,Kaufman_2004,TableA10,Auditory_cortex,Auditory Cortex,CMRgl,101,NA,8,umol/100g/min,conscious,"(Jay et al., 1985)",jay1985
Mus musculus,Mus,Kaufman_2004,TableA10,Auditory_cortex,Auditory Cortex,CMRgl,151,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,Mus,Kaufman_2004,TableA10,Auditory_cortex,Auditory Cortex,CMRgl,146,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,Mus,Kaufman_2004,TableA10,Auditory_cortex,Auditory Cortex,CMRgl,73,NA,4,umol/100g/min,conscious,"(Nowaczyk and Des Rosiers, 1981)",nowaczyk1981
Mus musculus,Mus,Kaufman_2004,TableA10,Auditory_cortex,Auditory Cortex,CMRgl,87,NA,6,umol/100g/min,conscious,"(Yamaguchi et al., 1992b)",yamaguchi1992
Mus musculus,Mus,Kaufman_2004,TableA10,Auditory_cortex,Auditory Cortex,CMRgl,78,NA,4,umol/100g/min,conscious,"(Zocchi et al., 2001)",zocchi2001
Mus musculus,Mus,Kaufman_2004,TableA10,Auditory_cortex,Auditory Cortex,CMRgl,64,NA,6,umol/100g/min,conscious,"(Zocchi et al., 2001)",zocchi2001
Mus musculus,Mus,Kaufman_2004,TableA1,Basal_ganglia,Basal Ganglia,CMRgl,66.5,NA,8,umol/100g/min,conscious,"(Jay etal., 1985)",jay1985
Mus musculus,Mus,Kaufman_2004,TableA1,Basal_ganglia,Basal Ganglia,CMRgl,118.5,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,Mus,Kaufman_2004,TableA1,Basal_ganglia,Basal Ganglia,CMRgl,119,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,Mus,Kaufman_2004,TableA1,Basal_ganglia,Basal Ganglia,CMRgl,54.7,NA,6,umol/100g/min,conscious,"(Yamaguchi et a l, 1992b)",yamaguchi1992
Mus musculus,Mus,Kaufman_2004,TableA1,Basal_ganglia,Basal Ganglia,CMRgl,73,NA,4,umol/100g/min,conscious,"(Zocchi et al., 2001)",zocchi2001
Mus musculus,Mus,Kaufman_2004,TableA1,Basal_ganglia,Basal Ganglia,CMRgl,50.9,NA,6,umol/100g/min,conscious,"(Zocchi et al., 2001)",zocchi2001
Mus musculus,mouse,Karbowski_2007,TableS22,Brain_stem,Brain stem,CMRgl,93,8,NA,umol/100g/min,unknown,Bouilleret et al 2000,bouilleret2000
Mus musculus,mouse,Karbowski_2007,TableS22,Brain_stem,Brain stem,CMRgl,87,10,NA,umol/100g/min,unknown,"Quelven et al 2004, estim.",quelven2004
Mus musculus,mouse,Karbowski_2007,TableS22,Brain_stem,Brain stem,CMRgl,99,5,NA,umol/100g/min,unknown,"Quelven et al 2004, estim.",quelven2004
Mus musculus,mouse,Karbowski_2007,TableS19,Caudate_nucleus,Caudate,CMRgl,125,16,NA,umol/100g/min,unknown,Bouilleret et al 2000,bouilleret2000
Mus musculus,mouse,Karbowski_2007,TableS14,Cerebellum,Cerebellum,CMRgl,98,10,NA,umol/100g/min,unknown,"Quelven et al 2004, estim.",quelven2004
Mus musculus,Mus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,80,NA,5,umol/100g/min,conscious,"(Ito et al., 1994)",ito1994
