Species,ref_column,Variable,reference,merged,status,ratio,likely,merge_source,merge_year,beat
Alouatta caraya,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,NA,53861,only_in_merge,NA,NA,Bauernfeind_etal_2013_Table1,2013,NA
Cercocebus agilis,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,NA,91988,only_in_merge,NA,NA,Bauernfeind_etal_2013_Table1,2013,NA
Colobus angolensis,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,NA,71815,only_in_merge,NA,NA,Bauernfeind_etal_2013_Table1,2013,NA
Hylobates muelleri,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,NA,98263,only_in_merge,NA,NA,Bauernfeind_etal_2013_Table1,2013,NA
Leontopithecus rosalia,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,NA,12259,only_in_merge,NA,NA,Bauernfeind_etal_2013_Table1,2013,NA
Macaca fascicularis,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,NA,55600,only_in_merge,NA,NA,deSousa_etal_2010_Table1,2010,NA
Macaca maura,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,NA,80405,only_in_merge,NA,NA,Bauernfeind_etal_2013_Table1,2013,NA
Pan paniscus,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,NA,339766.666666667,only_in_merge,NA,NA,Bauernfeind_etal_2013_Table1,2013,deSousa_etal_2010_Table1 (2010) = 338800
Pithecia pithecia,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,NA,28958,only_in_merge,NA,NA,Bauernfeind_etal_2013_Table1,2013,NA
Pongo sp.,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,NA,340925,only_in_merge,NA,NA,Bauernfeind_etal_2013_Table1,2013,deSousa_etal_2010_Table1 (2010) = 371300
Pongo sp.,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,NA,340925,only_in_merge,NA,NA,Bauernfeind_etal_2013_Table1,2013,deSousa_etal_2010_Table1 (2010) = 371300
Saguinus geoffroyi,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,NA,10135,only_in_merge,NA,NA,Bauernfeind_etal_2013_Table1,2013,NA
Symphalangus syndactylus,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,NA,133880,only_in_merge,NA,NA,Bauernfeind_etal_2013_Table1,2013,deSousa_etal_2010_Table1 (2010) = 133900
Trachypithecus francoisi,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,NA,98552,only_in_merge,NA,NA,Bauernfeind_etal_2013_Table1,2013,NA
Avahi occidentalis,Tractus_opticus,Tractus_opticus_Vol.mm3,NA,38.3,only_in_merge,NA,NA,Stephan_etal_1981_TableVIII,1981,NA
Alouatta caraya,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,42,42,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Ateles geoffroyi,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,135,135,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Cebus albifrons,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,34,34,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Cercocebus agilis,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,105,105,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Cercopithecus mitis,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,89,89,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Colobus angolensis,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,32,32,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Galagoides demidoff,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,2,2,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Gorilla sp.,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,570,570,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Homo sapiens,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,1200.6,1200.6,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Hylobates lar,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,40,40,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Hylobates muelleri,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,142,142,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Indri indri,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,33,33,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Leontopithecus rosalia,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,12,12,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Lophocebus albigena,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,95,95,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Loris tardigradus,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,3,3,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Macaca maura,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,71,71,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Pan paniscus,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,351,351,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Pan troglodytes,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,164.666667,164.666666666667,match,0.9999999979757106,NA,Bauernfeind_etal_2013_Table1,2013,NA
Perodicticus potto,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,4,4,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Piliocolobus badius,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,53,53,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Pithecia pithecia,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,104,104,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Saguinus geoffroyi,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,6,6,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Saguinus oedipus,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,6,6,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Symphalangus syndactylus,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,71,71,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Trachypithecus francoisi,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,160,160,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Varecia variegata,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,12,12,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Alouatta seniculus,Amygdala,Amygdala_Vol.mm3,413,413,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Aotus trivirgatus,Amygdala,Amygdala_Vol.mm3,201,201,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Callithrix jacchus,Amygdala,Amygdala_Vol.mm3,113,113,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Cebus albifrons,Amygdala,Amygdala_Vol.mm3,502,502,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Cercopithecus ascanius,Amygdala,Amygdala_Vol.mm3,601,601,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Cheirogaleus major,Amygdala,Amygdala_Vol.mm3,99.4,99.4,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Cheirogaleus medius,Amygdala,Amygdala_Vol.mm3,63.2,63.2,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Daubentonia madagascariensis,Amygdala,Amygdala_Vol.mm3,473,473,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Eulemur fulvus,Amygdala,Amygdala_Vol.mm3,251,251,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Galagoides demidoff,Amygdala,Amygdala_Vol.mm3,50.2,50.2,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Homo sapiens,Amygdala,Amygdala_Vol.mm3,3015,3015,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Lepilemur ruficaudatus,Amygdala,Amygdala_Vol.mm3,133,133,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Microcebus murinus,Amygdala,Amygdala_Vol.mm3,36.4,36.4,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Piliocolobus badius,Amygdala,Amygdala_Vol.mm3,479,479,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Pongo sp.,Amygdala,Amygdala_Vol.mm3,1400,1400,match,1,NA,Zilles_Rehkämper_1988_Table12-2,1988,NA
Propithecus verreauxi,Amygdala,Amygdala_Vol.mm3,251,251,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Saimiri sciureus,Amygdala,Amygdala_Vol.mm3,227,227,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Tarsius sp.,Amygdala,Amygdala_Vol.mm3,49.8,49.8,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Alouatta seniculus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1918,1918,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Aotus trivirgatus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,996,996,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Ateles geoffroyi,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,3753,3753,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Avahi laniger,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,475,475,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Avahi occidentalis,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,450,450,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Callicebus moloch,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1201,1201,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Callithrix jacchus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,566,566,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Callithrix pygmaea,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,363,363,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Cebus albifrons,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,3764,3764,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Cercopithecus ascanius,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,4272,4272,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Cercopithecus mitis,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,4232,4232,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Cheirogaleus major,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,433,433,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Cheirogaleus medius,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,199,199,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Daubentonia madagascariensis,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1113,1113,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Eulemur fulvus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1253,1253,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Galago senegalensis,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,301,301,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Galagoides demidoff,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,214,214,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Indri indri,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1648,1648,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Lagothrix lagothricha,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,4856,4856,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Lepilemur ruficaudatus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,326,326,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Lophocebus albigena,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,5420,5420,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Loris tardigradus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,529,529,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Macaca mulatta,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,5343,5343,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Microcebus murinus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,136,136,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Miopithecus talapoin,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,2339,2339,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Nycticebus coucang,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,696,696,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Otolemur crassicaudatus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,479,479,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Papio anubis,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,10001,10001,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Perodicticus potto,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,495,495,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Piliocolobus badius,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,3053,3053,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Pithecia monachus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1679,1679,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Propithecus verreauxi,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1106,1106,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Saguinus midas,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,841,841,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Saguinus oedipus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,807,807,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Saimiri sciureus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1884,1884,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Tarsius sp.,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,349,349,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Varecia variegata,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,1745,1745,match,1,NA,Frahm_etal_1984_Table1,1984,NA
Alouatta caraya,Body_weight,Body_Mass.g,6420,6420,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Alouatta seniculus,Body_weight,Body_Mass.g,6400,6400,match,1,NA,Stephan_etal_1981_TableIII,1981,Stephan_etal_1988_TABLE1 (1988) = 6400 | Matano__1986_TableI (1986) = 6400 | Matano_etal_1985_a_Table1 (1985) = 6400 | Matano_etal_1985_b_Table1 (1985) = 6400
Aotus trivirgatus,Body_weight,Body_Mass.g,830,830,match,1,NA,Stephan_etal_1981_TableIII,1981,Stephan_etal_1988_TABLE1 (1988) = 830 | Matano__1986_TableI (1986) = 830 | Matano_etal_1985_a_Table1 (1985) = 830 | Matano_etal_1985_b_Table1 (1985) = 830
Ateles geoffroyi,Body_weight,Body_Mass.g,8000,8000,match,1,NA,Stephan_etal_1981_TableIII,1981,Bauernfeind_etal_2013_Table1 (2013) = 7780 | Stephan_etal_1988_TABLE1 (1988) = 8000 | Matano__1986_TableI (1986) = 8000 | Matano_etal_1985_a_Table1 (1985) = 8000 | Matano_etal_1985_b_Table1 (1985) = 8000
Avahi laniger,Body_weight,Body_Mass.g,1285,1285,match,1,NA,Stephan_etal_1981_TableII,1981,Stephan_etal_1988_TABLE1 (1988) = 1285 | Matano__1986_TableI (1986) = 1285 | Matano_etal_1985_a_Table1 (1985) = 1285 | Matano_etal_1985_b_Table1 (1985) = 1285
Avahi occidentalis,Body_weight,Body_Mass.g,860,860,match,1,NA,Stephan_etal_1981_TableII,1981,Bauernfeind_etal_2013_Table1 (2013) = 1030 | Stephan_etal_1988_TABLE1 (1988) = 860 | Matano__1986_TableI (1986) = 860 | Matano_etal_1985_a_Table1 (1985) = 860 | Matano_etal_1985_b_Table1 (1985) = 860
Callicebus moloch,Body_weight,Body_Mass.g,900,900,match,1,NA,Stephan_etal_1981_TableIII,1981,Stephan_etal_1988_TABLE1 (1988) = 900 | Matano__1986_TableI (1986) = 900 | Matano_etal_1985_a_Table1 (1985) = 900 | Matano_etal_1985_b_Table1 (1985) = 900
Callimico goeldii,Body_weight,Body_Mass.g,480,480,match,1,NA,Stephan_etal_1981_TableIII,1981,Stephan_etal_1988_TABLE1 (1988) = 480
Callithrix jacchus,Body_weight,Body_Mass.g,280,280,match,1,NA,Stephan_etal_1981_TableIII,1981,Stephan_etal_1988_TABLE1 (1988) = 280 | Matano__1986_TableI (1986) = 280 | Matano_etal_1985_a_Table1 (1985) = 280 | Matano_etal_1985_b_Table1 (1985) = 280
Callithrix pygmaea,Body_weight,Body_Mass.g,140,140,match,1,NA,Stephan_etal_1981_TableIII,1981,Stephan_etal_1988_TABLE1 (1988) = 120 | Matano__1986_TableI (1986) = 140 | Matano_etal_1985_a_Table1 (1985) = 120 | Matano_etal_1985_b_Table1 (1985) = 120
Cebus albifrons,Body_weight,Body_Mass.g,3100,3100,match,1,NA,Stephan_etal_1981_TableIII,1981,Bauernfeind_etal_2013_Table1 (2013) = 3180 | Stephan_etal_1988_TABLE1 (1988) = 3100 | Matano__1986_TableI (1986) = 3100 | Matano_etal_1985_a_Table1 (1985) = 3100 | Matano_etal_1985_b_Table1 (1985) = 3100
Cercocebus agilis,Body_weight,Body_Mass.g,5660,5660,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Cercopithecus ascanius,Body_weight,Body_Mass.g,3400,3400,match,1,NA,Stephan_etal_1981_TableIII,1981,Stephan_etal_1988_TABLE1 (1988) = 3400 | Matano__1986_TableI (1986) = 3400 | Matano_etal_1985_a_Table1 (1985) = 3400 | Matano_etal_1985_b_Table1 (1985) = 3400
Cercopithecus mitis,Body_weight,Body_Mass.g,6300,6300,match,1,NA,Stephan_etal_1981_TableIII,1981,Bauernfeind_etal_2013_Table1 (2013) = 5480 | Stephan_etal_1988_TABLE1 (1988) = 6300 | Matano__1986_TableI (1986) = 6300 | Matano_etal_1985_a_Table1 (1985) = 6300 | Matano_etal_1985_b_Table1 (1985) = 6300
Cheirogaleus major,Body_weight,Body_Mass.g,450,450,match,1,NA,Stephan_etal_1981_TableII,1981,Stephan_etal_1988_TABLE1 (1988) = 450 | Matano__1986_TableI (1986) = 450 | Matano_etal_1985_a_Table1 (1985) = 450 | Matano_etal_1985_b_Table1 (1985) = 450
Cheirogaleus medius,Body_weight,Body_Mass.g,177,177,match,1,NA,Stephan_etal_1981_TableII,1981,Stephan_etal_1988_TABLE1 (1988) = 177 | Matano__1986_TableI (1986) = 177 | Matano_etal_1985_a_Table1 (1985) = 177 | Matano_etal_1985_b_Table1 (1985) = 177
Colobus angolensis,Body_weight,Body_Mass.g,9680,9680,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Daubentonia madagascariensis,Body_weight,Body_Mass.g,2800,2800,match,1,NA,Stephan_etal_1981_TableII,1981,Stephan_etal_1988_TABLE1 (1988) = 2800 | Matano__1986_TableI (1986) = 2800 | Matano_etal_1985_a_Table1 (1985) = 2800 | Matano_etal_1985_b_Table1 (1985) = 2800
Erythrocebus patas,Body_weight,Body_Mass.g,7800,7800,match,1,NA,Stephan_etal_1981_TableIII,1981,Stephan_etal_1988_TABLE1 (1988) = 7800 | Matano__1986_TableI (1986) = 7800 | Matano_etal_1985_a_Table1 (1985) = 7800 | Matano_etal_1985_b_Table1 (1985) = 7800
Eulemur fulvus,Body_weight,Body_Mass.g,1400,1400,match,1,NA,Stephan_etal_1981_TableII,1981,Stephan_etal_1988_TABLE1 (1988) = 1400 | Matano__1986_TableI (1986) = 1400 | Matano_etal_1985_a_Table1 (1985) = 1400 | Matano_etal_1985_b_Table1 (1985) = 1400
Galago senegalensis,Body_weight,Body_Mass.g,186,186,match,1,NA,Stephan_etal_1981_TableII,1981,Stephan_etal_1988_TABLE1 (1988) = 186 | Matano__1986_TableI (1986) = 186 | Matano_etal_1985_a_Table1 (1985) = 186 | Matano_etal_1985_b_Table1 (1985) = 186
Galagoides demidoff,Body_weight,Body_Mass.g,81,81,match,1,NA,Stephan_etal_1981_TableII,1981,Bauernfeind_etal_2013_Table1 (2013) = 63 | Stephan_etal_1988_TABLE1 (1988) = 81 | Matano__1986_TableI (1986) = 81 | Matano_etal_1985_a_Table1 (1985) = 81 | Matano_etal_1985_b_Table1 (1985) = 81
Gorilla sp.,Body_weight,Body_Mass.g,105000,105000,match,1,NA,Stephan_etal_1981_TableIII,1981,Bauernfeind_etal_2013_Table1 (2013) = 102342.5 | Stephan_etal_1988_TABLE1 (1988) = 105000 | Matano__1986_TableI (1986) = 105000 | Matano_etal_1985_a_Table1 (1985) = 105000 | Matano_etal_1985_b_Table1 (1985) = 105000
Homo sapiens,Body_weight,Body_Mass.g,65000,65000,match,1,NA,Stephan_etal_1981_TableIII,1981,Bauernfeind_etal_2013_Table1 (2013) = 70100 | Stephan_etal_1988_TABLE1 (1988) = 65000 | Matano__1986_TableI (1986) = 65000 | Matano_etal_1985_a_Table1 (1985) = 65000 | Matano_etal_1985_b_Table1 (1985) = 65000
Hylobates lar,Body_weight,Body_Mass.g,5700,5700,match,1,NA,Stephan_etal_1981_TableIII,1981,Bauernfeind_etal_2013_Table1 (2013) = 5340 | Stephan_etal_1988_TABLE1 (1988) = 5700 | Matano__1986_TableI (1986) = 5700 | Matano_etal_1985_a_Table1 (1985) = 5700 | Matano_etal_1985_b_Table1 (1985) = 5700
Hylobates muelleri,Body_weight,Body_Mass.g,5710,5710,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Indri indri,Body_weight,Body_Mass.g,6250,6250,match,1,NA,Stephan_etal_1981_TableII,1981,Bauernfeind_etal_2013_Table1 (2013) = 5830 | Stephan_etal_1988_TABLE1 (1988) = 6250 | Matano__1986_TableI (1986) = 6250 | Matano_etal_1985_a_Table1 (1985) = 6250 | Matano_etal_1985_b_Table1 (1985) = 6250
Lagothrix lagothricha,Body_weight,Body_Mass.g,5200,5200,match,1,NA,Stephan_etal_1981_TableIII,1981,Stephan_etal_1988_TABLE1 (1988) = 5200 | Matano__1986_TableI (1986) = 5200 | Matano_etal_1985_a_Table1 (1985) = 5200 | Matano_etal_1985_b_Table1 (1985) = 5200
Leontopithecus rosalia,Body_weight,Body_Mass.g,598,598,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Lepilemur ruficaudatus,Body_weight,Body_Mass.g,915,915,match,1,NA,Stephan_etal_1981_TableII,1981,Stephan_etal_1988_TABLE1 (1988) = 915 | Matano__1986_TableI (1986) = 915 | Matano_etal_1985_a_Table1 (1985) = 915 | Matano_etal_1985_b_Table1 (1985) = 915
Lophocebus albigena,Body_weight,Body_Mass.g,7900,7900,match,1,NA,Stephan_etal_1981_TableIII,1981,Bauernfeind_etal_2013_Table1 (2013) = 8250 | Stephan_etal_1988_TABLE1 (1988) = 7900 | Matano__1986_TableI (1986) = 7900 | Matano_etal_1985_a_Table1 (1985) = 7900 | Matano_etal_1985_b_Table1 (1985) = 7900
Loris tardigradus,Body_weight,Body_Mass.g,322,322,match,1,NA,Stephan_etal_1981_TableII,1981,Bauernfeind_etal_2013_Table1 (2013) = 264 | Stephan_etal_1988_TABLE1 (1988) = 322 | Matano__1986_TableI (1986) = 322 | Matano_etal_1985_a_Table1 (1985) = 322 | Matano_etal_1985_b_Table1 (1985) = 322
Macaca maura,Body_weight,Body_Mass.g,6050,6050,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Macaca mulatta,Body_weight,Body_Mass.g,7800,7800,match,1,NA,Stephan_etal_1981_TableIII,1981,Stephan_etal_1988_TABLE1 (1988) = 7800 | Matano__1986_TableI (1986) = 7800 | Matano_etal_1985_a_Table1 (1985) = 7800 | Matano_etal_1985_b_Table1 (1985) = 7800
Microcebus murinus,Body_weight,Body_Mass.g,54,54,match,1,NA,Stephan_etal_1981_TableII,1981,Stephan_etal_1988_TABLE1 (1988) = 54 | Matano__1986_TableI (1986) = 54 | Matano_etal_1985_a_Table1 (1985) = 54 | Matano_etal_1985_b_Table1 (1985) = 54
Miopithecus talapoin,Body_weight,Body_Mass.g,1200,1200,match,1,NA,Stephan_etal_1981_TableIII,1981,Stephan_etal_1988_TABLE1 (1988) = 1200 | Matano__1986_TableI (1986) = 1200 | Matano_etal_1985_a_Table1 (1985) = 1200 | Matano_etal_1985_b_Table1 (1985) = 1200
Nasalis larvatus,Body_weight,Body_Mass.g,14000,14000,match,1,NA,Stephan_etal_1981_TableIII,1981,Stephan_etal_1988_TABLE1 (1988) = 14000 | Matano__1986_TableI (1986) = 14000 | Matano_etal_1985_a_Table1 (1985) = 14000 | Matano_etal_1985_b_Table1 (1985) = 14000
Nycticebus coucang,Body_weight,Body_Mass.g,800,800,match,1,NA,Stephan_etal_1981_TableII,1981,Stephan_etal_1988_TABLE1 (1988) = 800 | Matano__1986_TableI (1986) = 800 | Matano_etal_1985_a_Table1 (1985) = 800 | Matano_etal_1985_b_Table1 (1985) = 800
Otolemur crassicaudatus,Body_weight,Body_Mass.g,850,850,match,1,NA,Stephan_etal_1981_TableII,1981,Stephan_etal_1988_TABLE1 (1988) = 850 | Matano__1986_TableI (1986) = 850 | Matano_etal_1985_a_Table1 (1985) = 850 | Matano_etal_1985_b_Table1 (1985) = 850
Pan paniscus,Body_weight,Body_Mass.g,37133.33333,37133.3333333333,match,1.0000000000897658,NA,Bauernfeind_etal_2013_Table1,2013,NA
Pan troglodytes,Body_weight,Body_Mass.g,46000,46000,match,1,NA,Stephan_etal_1981_TableIII,1981,Bauernfeind_etal_2013_Table1 (2013) = 46503.3333333333 | Stephan_etal_1988_TABLE1 (1988) = 46000 | Matano__1986_TableI (1986) = 46000 | Matano_etal_1985_a_Table1 (1985) = 46000 | Matano_etal_1985_b_Table1 (1985) = 46000
Papio anubis,Body_weight,Body_Mass.g,25000,25000,match,1,NA,Stephan_etal_1981_TableIII,1981,Stephan_etal_1988_TABLE1 (1988) = 25000 | Matano__1986_TableI (1986) = 25000 | Matano_etal_1985_a_Table1 (1985) = 25000 | Matano_etal_1985_b_Table1 (1985) = 25000
Perodicticus potto,Body_weight,Body_Mass.g,1150,1150,match,1,NA,Stephan_etal_1981_TableII,1981,Bauernfeind_etal_2013_Table1 (2013) = 1250 | Stephan_etal_1988_TABLE1 (1988) = 1150 | Matano__1986_TableI (1986) = 1150 | Matano_etal_1985_a_Table1 (1985) = 1150 | Matano_etal_1985_b_Table1 (1985) = 1150
Piliocolobus badius,Body_weight,Body_Mass.g,7000,7000,match,1,NA,Stephan_etal_1981_TableIII,1981,Bauernfeind_etal_2013_Table1 (2013) = 7050 | Stephan_etal_1988_TABLE1 (1988) = 7000 | Matano__1986_TableI (1986) = 7000 | Matano_etal_1985_a_Table1 (1985) = 7000 | Matano_etal_1985_b_Table1 (1985) = 7000
Pithecia monachus,Body_weight,Body_Mass.g,1500,1500,match,1,NA,Stephan_etal_1981_TableIII,1981,Stephan_etal_1988_TABLE1 (1988) = 1500 | Matano__1986_TableI (1986) = 1500 | Matano_etal_1985_a_Table1 (1985) = 1500 | Matano_etal_1985_b_Table1 (1985) = 1500
Pithecia pithecia,Body_weight,Body_Mass.g,1580,1580,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Propithecus verreauxi,Body_weight,Body_Mass.g,3480,3480,match,1,NA,Stephan_etal_1981_TableII,1981,Stephan_etal_1988_TABLE1 (1988) = 3480 | Matano__1986_TableI (1986) = 3480 | Matano_etal_1985_a_Table1 (1985) = 3480 | Matano_etal_1985_b_Table1 (1985) = 3480
