Species,Variable,Value,Source,Team,Year
Colobus angolensis,Total_brain_net_volume_Vol.mm3,71815,Bauernfeind_etal_2013_Table1,Zilles,2013
Colobus angolensis,Brain_Mass.mg,74.4,Bauernfeind_etal_2013_Table1,Zilles,2013
Colobus angolensis,Body_Mass.g,9680,Bauernfeind_etal_2013_Table1,Zilles,2013
Galagoides demidoff,Granular_insular_cortex_left_Vol.mm3,5,Bauernfeind_etal_2013_Table1,Zilles,2013
Galagoides demidoff,Dysgranular_insular_cortex_left_Vol.mm3,5,Bauernfeind_etal_2013_Table1,Zilles,2013
Galagoides demidoff,Agranular_insular_cortex_left_Vol.mm3,2,Bauernfeind_etal_2013_Table1,Zilles,2013
Galagoides demidoff,Insula_left_Vol.mm3,12,Bauernfeind_etal_2013_Table1,Zilles,2013
Galagoides demidoff,Total_brain_net_volume_Vol.mm3,3185.3,Bauernfeind_etal_2013_Table1,Zilles,2013
Galagoides demidoff,Brain_Mass.mg,3.3,Bauernfeind_etal_2013_Table1,Zilles,2013
Galagoides demidoff,Body_Mass.g,63,Bauernfeind_etal_2013_Table1,Zilles,2013
Gorilla sp.,Granular_insular_cortex_left_Vol.mm3,394.5,Bauernfeind_etal_2013_Table1,Zilles,2013
Gorilla sp.,Dysgranular_insular_cortex_left_Vol.mm3,948.75,Bauernfeind_etal_2013_Table1,Zilles,2013
Gorilla sp.,Agranular_insular_cortex_left_Vol.mm3,570,Bauernfeind_etal_2013_Table1,Zilles,2013
Gorilla sp.,fronto_insular_cortex_left_Vol.mm3,232,Bauernfeind_etal_2013_Table1,Zilles,2013
Gorilla sp.,Insula_left_Vol.mm3,2145.5,Bauernfeind_etal_2013_Table1,Zilles,2013
Gorilla sp.,Total_brain_net_volume_Vol.mm3,401785,Bauernfeind_etal_2013_Table1,Zilles,2013
Gorilla sp.,Brain_Mass.mg,416.25,Bauernfeind_etal_2013_Table1,Zilles,2013
Gorilla sp.,Body_Mass.g,102342.5,Bauernfeind_etal_2013_Table1,Zilles,2013
Homo sapiens,Granular_insular_cortex_left_Vol.mm3,1873.8,Bauernfeind_etal_2013_Table1,Zilles,2013
Homo sapiens,Dysgranular_insular_cortex_left_Vol.mm3,2960.2,Bauernfeind_etal_2013_Table1,Zilles,2013
Homo sapiens,Agranular_insular_cortex_left_Vol.mm3,1200.6,Bauernfeind_etal_2013_Table1,Zilles,2013
Homo sapiens,fronto_insular_cortex_left_Vol.mm3,444.6,Bauernfeind_etal_2013_Table1,Zilles,2013
Homo sapiens,Insula_left_Vol.mm3,6479,Bauernfeind_etal_2013_Table1,Zilles,2013
Homo sapiens,Total_brain_net_volume_Vol.mm3,1357820,Bauernfeind_etal_2013_Table1,Zilles,2013
Homo sapiens,Brain_Mass.mg,1406.72,Bauernfeind_etal_2013_Table1,Zilles,2013
Homo sapiens,Body_Mass.g,70100,Bauernfeind_etal_2013_Table1,Zilles,2013
Hylobates lar,Granular_insular_cortex_left_Vol.mm3,117,Bauernfeind_etal_2013_Table1,Zilles,2013
Hylobates lar,Dysgranular_insular_cortex_left_Vol.mm3,131,Bauernfeind_etal_2013_Table1,Zilles,2013
Hylobates lar,Agranular_insular_cortex_left_Vol.mm3,40,Bauernfeind_etal_2013_Table1,Zilles,2013
Hylobates lar,Insula_left_Vol.mm3,289,Bauernfeind_etal_2013_Table1,Zilles,2013
Hylobates lar,Total_brain_net_volume_Vol.mm3,88803,Bauernfeind_etal_2013_Table1,Zilles,2013
Hylobates lar,Brain_Mass.mg,92,Bauernfeind_etal_2013_Table1,Zilles,2013
Hylobates lar,Body_Mass.g,5340,Bauernfeind_etal_2013_Table1,Zilles,2013
Hylobates muelleri,Granular_insular_cortex_left_Vol.mm3,111,Bauernfeind_etal_2013_Table1,Zilles,2013
Hylobates muelleri,Dysgranular_insular_cortex_left_Vol.mm3,286,Bauernfeind_etal_2013_Table1,Zilles,2013
Hylobates muelleri,Agranular_insular_cortex_left_Vol.mm3,142,Bauernfeind_etal_2013_Table1,Zilles,2013
Hylobates muelleri,Insula_left_Vol.mm3,539,Bauernfeind_etal_2013_Table1,Zilles,2013
Hylobates muelleri,Total_brain_net_volume_Vol.mm3,98263,Bauernfeind_etal_2013_Table1,Zilles,2013
Hylobates muelleri,Brain_Mass.mg,101.8,Bauernfeind_etal_2013_Table1,Zilles,2013
Hylobates muelleri,Body_Mass.g,5710,Bauernfeind_etal_2013_Table1,Zilles,2013
Indri indri,Granular_insular_cortex_left_Vol.mm3,50,Bauernfeind_etal_2013_Table1,Zilles,2013
Indri indri,Dysgranular_insular_cortex_left_Vol.mm3,85,Bauernfeind_etal_2013_Table1,Zilles,2013
Indri indri,Agranular_insular_cortex_left_Vol.mm3,33,Bauernfeind_etal_2013_Table1,Zilles,2013
Indri indri,Insula_left_Vol.mm3,167,Bauernfeind_etal_2013_Table1,Zilles,2013
Indri indri,Total_brain_net_volume_Vol.mm3,32481,Bauernfeind_etal_2013_Table1,Zilles,2013
Indri indri,Brain_Mass.mg,33.7,Bauernfeind_etal_2013_Table1,Zilles,2013
Indri indri,Body_Mass.g,5830,Bauernfeind_etal_2013_Table1,Zilles,2013
Leontopithecus rosalia,Granular_insular_cortex_left_Vol.mm3,4,Bauernfeind_etal_2013_Table1,Zilles,2013
Leontopithecus rosalia,Dysgranular_insular_cortex_left_Vol.mm3,21,Bauernfeind_etal_2013_Table1,Zilles,2013
Leontopithecus rosalia,Agranular_insular_cortex_left_Vol.mm3,12,Bauernfeind_etal_2013_Table1,Zilles,2013
Leontopithecus rosalia,Insula_left_Vol.mm3,37,Bauernfeind_etal_2013_Table1,Zilles,2013
Leontopithecus rosalia,Total_brain_net_volume_Vol.mm3,12259,Bauernfeind_etal_2013_Table1,Zilles,2013
Leontopithecus rosalia,Brain_Mass.mg,12.7,Bauernfeind_etal_2013_Table1,Zilles,2013
Leontopithecus rosalia,Body_Mass.g,598,Bauernfeind_etal_2013_Table1,Zilles,2013
Lophocebus albigena,Granular_insular_cortex_left_Vol.mm3,171,Bauernfeind_etal_2013_Table1,Zilles,2013
Lophocebus albigena,Dysgranular_insular_cortex_left_Vol.mm3,270,Bauernfeind_etal_2013_Table1,Zilles,2013
Lophocebus albigena,Agranular_insular_cortex_left_Vol.mm3,95,Bauernfeind_etal_2013_Table1,Zilles,2013
Lophocebus albigena,Insula_left_Vol.mm3,536,Bauernfeind_etal_2013_Table1,Zilles,2013
Lophocebus albigena,Total_brain_net_volume_Vol.mm3,106660,Bauernfeind_etal_2013_Table1,Zilles,2013
Lophocebus albigena,Brain_Mass.mg,110.5,Bauernfeind_etal_2013_Table1,Zilles,2013
Lophocebus albigena,Body_Mass.g,8250,Bauernfeind_etal_2013_Table1,Zilles,2013
Loris tardigradus,Granular_insular_cortex_left_Vol.mm3,3,Bauernfeind_etal_2013_Table1,Zilles,2013
Loris tardigradus,Dysgranular_insular_cortex_left_Vol.mm3,6,Bauernfeind_etal_2013_Table1,Zilles,2013
Loris tardigradus,Agranular_insular_cortex_left_Vol.mm3,3,Bauernfeind_etal_2013_Table1,Zilles,2013
Loris tardigradus,Insula_left_Vol.mm3,12,Bauernfeind_etal_2013_Table1,Zilles,2013
Loris tardigradus,Total_brain_net_volume_Vol.mm3,6612,Bauernfeind_etal_2013_Table1,Zilles,2013
Loris tardigradus,Brain_Mass.mg,6.9,Bauernfeind_etal_2013_Table1,Zilles,2013
Loris tardigradus,Body_Mass.g,264,Bauernfeind_etal_2013_Table1,Zilles,2013
Macaca maura,Granular_insular_cortex_left_Vol.mm3,181,Bauernfeind_etal_2013_Table1,Zilles,2013
Macaca maura,Dysgranular_insular_cortex_left_Vol.mm3,240,Bauernfeind_etal_2013_Table1,Zilles,2013
Macaca maura,Agranular_insular_cortex_left_Vol.mm3,71,Bauernfeind_etal_2013_Table1,Zilles,2013
Macaca maura,Insula_left_Vol.mm3,492,Bauernfeind_etal_2013_Table1,Zilles,2013
Macaca maura,Total_brain_net_volume_Vol.mm3,80405,Bauernfeind_etal_2013_Table1,Zilles,2013
Macaca maura,Brain_Mass.mg,83.3,Bauernfeind_etal_2013_Table1,Zilles,2013
Macaca maura,Body_Mass.g,6050,Bauernfeind_etal_2013_Table1,Zilles,2013
Pan paniscus,Granular_insular_cortex_left_Vol.mm3,260.666666666667,Bauernfeind_etal_2013_Table1,Zilles,2013
Pan paniscus,Dysgranular_insular_cortex_left_Vol.mm3,934.333333333333,Bauernfeind_etal_2013_Table1,Zilles,2013
Pan paniscus,Agranular_insular_cortex_left_Vol.mm3,351,Bauernfeind_etal_2013_Table1,Zilles,2013
Pan paniscus,fronto_insular_cortex_left_Vol.mm3,144.666666666667,Bauernfeind_etal_2013_Table1,Zilles,2013
Pan paniscus,Insula_left_Vol.mm3,1690.33333333333,Bauernfeind_etal_2013_Table1,Zilles,2013
Pan paniscus,Total_brain_net_volume_Vol.mm3,339766.666666667,Bauernfeind_etal_2013_Table1,Zilles,2013
Pan paniscus,Brain_Mass.mg,352,Bauernfeind_etal_2013_Table1,Zilles,2013
Pan paniscus,Body_Mass.g,37133.3333333333,Bauernfeind_etal_2013_Table1,Zilles,2013
Pan troglodytes,Granular_insular_cortex_left_Vol.mm3,667.333333333333,Bauernfeind_etal_2013_Table1,Zilles,2013
Pan troglodytes,Dysgranular_insular_cortex_left_Vol.mm3,703.666666666667,Bauernfeind_etal_2013_Table1,Zilles,2013
Pan troglodytes,Agranular_insular_cortex_left_Vol.mm3,164.666666666667,Bauernfeind_etal_2013_Table1,Zilles,2013
Pan troglodytes,fronto_insular_cortex_left_Vol.mm3,65.6666666666667,Bauernfeind_etal_2013_Table1,Zilles,2013
Pan troglodytes,Insula_left_Vol.mm3,1600.66666666667,Bauernfeind_etal_2013_Table1,Zilles,2013
Pan troglodytes,Total_brain_net_volume_Vol.mm3,330790,Bauernfeind_etal_2013_Table1,Zilles,2013
Pan troglodytes,Brain_Mass.mg,342.7,Bauernfeind_etal_2013_Table1,Zilles,2013
Pan troglodytes,Body_Mass.g,46503.3333333333,Bauernfeind_etal_2013_Table1,Zilles,2013
Perodicticus potto,Granular_insular_cortex_left_Vol.mm3,16,Bauernfeind_etal_2013_Table1,Zilles,2013
Perodicticus potto,Dysgranular_insular_cortex_left_Vol.mm3,10,Bauernfeind_etal_2013_Table1,Zilles,2013
Perodicticus potto,Agranular_insular_cortex_left_Vol.mm3,4,Bauernfeind_etal_2013_Table1,Zilles,2013
Perodicticus potto,Insula_left_Vol.mm3,31,Bauernfeind_etal_2013_Table1,Zilles,2013
Perodicticus potto,Total_brain_net_volume_Vol.mm3,11100,Bauernfeind_etal_2013_Table1,Zilles,2013
Perodicticus potto,Brain_Mass.mg,11.5,Bauernfeind_etal_2013_Table1,Zilles,2013
Perodicticus potto,Body_Mass.g,1250,Bauernfeind_etal_2013_Table1,Zilles,2013
Piliocolobus badius,Granular_insular_cortex_left_Vol.mm3,72,Bauernfeind_etal_2013_Table1,Zilles,2013
Piliocolobus badius,Dysgranular_insular_cortex_left_Vol.mm3,116,Bauernfeind_etal_2013_Table1,Zilles,2013
Piliocolobus badius,Agranular_insular_cortex_left_Vol.mm3,53,Bauernfeind_etal_2013_Table1,Zilles,2013
Piliocolobus badius,Insula_left_Vol.mm3,241,Bauernfeind_etal_2013_Table1,Zilles,2013
Piliocolobus badius,Total_brain_net_volume_Vol.mm3,72394,Bauernfeind_etal_2013_Table1,Zilles,2013
Piliocolobus badius,Brain_Mass.mg,75,Bauernfeind_etal_2013_Table1,Zilles,2013
Piliocolobus badius,Body_Mass.g,7050,Bauernfeind_etal_2013_Table1,Zilles,2013
Pithecia pithecia,Granular_insular_cortex_left_Vol.mm3,40,Bauernfeind_etal_2013_Table1,Zilles,2013
Pithecia pithecia,Dysgranular_insular_cortex_left_Vol.mm3,135,Bauernfeind_etal_2013_Table1,Zilles,2013
Pithecia pithecia,Agranular_insular_cortex_left_Vol.mm3,104,Bauernfeind_etal_2013_Table1,Zilles,2013
Pithecia pithecia,Insula_left_Vol.mm3,279,Bauernfeind_etal_2013_Table1,Zilles,2013
Pithecia pithecia,Total_brain_net_volume_Vol.mm3,28958,Bauernfeind_etal_2013_Table1,Zilles,2013
Pithecia pithecia,Brain_Mass.mg,30,Bauernfeind_etal_2013_Table1,Zilles,2013
Pithecia pithecia,Body_Mass.g,1580,Bauernfeind_etal_2013_Table1,Zilles,2013
Pongo sp.,Granular_insular_cortex_left_Vol.mm3,208.75,Bauernfeind_etal_2013_Table1,Zilles,2013
Pongo sp.,Dysgranular_insular_cortex_left_Vol.mm3,828.25,Bauernfeind_etal_2013_Table1,Zilles,2013
Pongo sp.,Agranular_insular_cortex_left_Vol.mm3,254.75,Bauernfeind_etal_2013_Table1,Zilles,2013
Pongo sp.,fronto_insular_cortex_left_Vol.mm3,39.75,Bauernfeind_etal_2013_Table1,Zilles,2013
Pongo sp.,Insula_left_Vol.mm3,1331.5,Bauernfeind_etal_2013_Table1,Zilles,2013
Pongo sp.,Total_brain_net_volume_Vol.mm3,340925,Bauernfeind_etal_2013_Table1,Zilles,2013
Pongo sp.,Brain_Mass.mg,353.2,Bauernfeind_etal_2013_Table1,Zilles,2013
Pongo sp.,Body_Mass.g,46325,Bauernfeind_etal_2013_Table1,Zilles,2013
Saguinus geoffroyi,Granular_insular_cortex_left_Vol.mm3,9,Bauernfeind_etal_2013_Table1,Zilles,2013
Saguinus geoffroyi,Dysgranular_insular_cortex_left_Vol.mm3,9,Bauernfeind_etal_2013_Table1,Zilles,2013
Saguinus geoffroyi,Agranular_insular_cortex_left_Vol.mm3,6,Bauernfeind_etal_2013_Table1,Zilles,2013
Saguinus geoffroyi,Insula_left_Vol.mm3,23,Bauernfeind_etal_2013_Table1,Zilles,2013
Saguinus geoffroyi,Total_brain_net_volume_Vol.mm3,10135,Bauernfeind_etal_2013_Table1,Zilles,2013
Saguinus geoffroyi,Brain_Mass.mg,10.5,Bauernfeind_etal_2013_Table1,Zilles,2013
Saguinus geoffroyi,Body_Mass.g,482,Bauernfeind_etal_2013_Table1,Zilles,2013
Saguinus oedipus,Granular_insular_cortex_left_Vol.mm3,7,Bauernfeind_etal_2013_Table1,Zilles,2013
Saguinus oedipus,Dysgranular_insular_cortex_left_Vol.mm3,13,Bauernfeind_etal_2013_Table1,Zilles,2013
Saguinus oedipus,Agranular_insular_cortex_left_Vol.mm3,6,Bauernfeind_etal_2013_Table1,Zilles,2013
Saguinus oedipus,Insula_left_Vol.mm3,26,Bauernfeind_etal_2013_Table1,Zilles,2013
Saguinus oedipus,Total_brain_net_volume_Vol.mm3,8938.2,Bauernfeind_etal_2013_Table1,Zilles,2013
Saguinus oedipus,Brain_Mass.mg,9.3,Bauernfeind_etal_2013_Table1,Zilles,2013
Saguinus oedipus,Body_Mass.g,418,Bauernfeind_etal_2013_Table1,Zilles,2013
Symphalangus syndactylus,Granular_insular_cortex_left_Vol.mm3,198,Bauernfeind_etal_2013_Table1,Zilles,2013
Symphalangus syndactylus,Dysgranular_insular_cortex_left_Vol.mm3,147,Bauernfeind_etal_2013_Table1,Zilles,2013
Symphalangus syndactylus,Agranular_insular_cortex_left_Vol.mm3,71,Bauernfeind_etal_2013_Table1,Zilles,2013
Symphalangus syndactylus,Insula_left_Vol.mm3,416,Bauernfeind_etal_2013_Table1,Zilles,2013
Symphalangus syndactylus,Total_brain_net_volume_Vol.mm3,133880,Bauernfeind_etal_2013_Table1,Zilles,2013
Symphalangus syndactylus,Brain_Mass.mg,138.7,Bauernfeind_etal_2013_Table1,Zilles,2013
Symphalangus syndactylus,Body_Mass.g,11900,Bauernfeind_etal_2013_Table1,Zilles,2013
Trachypithecus francoisi,Granular_insular_cortex_left_Vol.mm3,249,Bauernfeind_etal_2013_Table1,Zilles,2013
Trachypithecus francoisi,Dysgranular_insular_cortex_left_Vol.mm3,217,Bauernfeind_etal_2013_Table1,Zilles,2013
Trachypithecus francoisi,Agranular_insular_cortex_left_Vol.mm3,160,Bauernfeind_etal_2013_Table1,Zilles,2013
Trachypithecus francoisi,Insula_left_Vol.mm3,625,Bauernfeind_etal_2013_Table1,Zilles,2013
Trachypithecus francoisi,Total_brain_net_volume_Vol.mm3,98552,Bauernfeind_etal_2013_Table1,Zilles,2013
Trachypithecus francoisi,Brain_Mass.mg,102.1,Bauernfeind_etal_2013_Table1,Zilles,2013
Trachypithecus francoisi,Body_Mass.g,7700,Bauernfeind_etal_2013_Table1,Zilles,2013
Varecia variegata,Granular_insular_cortex_left_Vol.mm3,44,Bauernfeind_etal_2013_Table1,Zilles,2013
Varecia variegata,Dysgranular_insular_cortex_left_Vol.mm3,44,Bauernfeind_etal_2013_Table1,Zilles,2013
Varecia variegata,Agranular_insular_cortex_left_Vol.mm3,12,Bauernfeind_etal_2013_Table1,Zilles,2013
Varecia variegata,Insula_left_Vol.mm3,100,Bauernfeind_etal_2013_Table1,Zilles,2013
Varecia variegata,Total_brain_net_volume_Vol.mm3,30405,Bauernfeind_etal_2013_Table1,Zilles,2013
Varecia variegata,Brain_Mass.mg,31.5,Bauernfeind_etal_2013_Table1,Zilles,2013
Varecia variegata,Body_Mass.g,3550,Bauernfeind_etal_2013_Table1,Zilles,2013
Gorilla sp.,Granular_insular_cortex_right_Vol.mm3,315.5,Bauernfeind_etal_2013_Table2,Zilles,2013
Gorilla sp.,Dysgranular_insular_cortex_right_Vol.mm3,964.5,Bauernfeind_etal_2013_Table2,Zilles,2013
Gorilla sp.,Agranular_insular_cortex_right_Vol.mm3,537,Bauernfeind_etal_2013_Table2,Zilles,2013
Gorilla sp.,fronto_insular_cortex_right_Vol.mm3,103.5,Bauernfeind_etal_2013_Table2,Zilles,2013
Gorilla sp.,Insula_right_Vol.mm3,1920.5,Bauernfeind_etal_2013_Table2,Zilles,2013
Homo sapiens,Granular_insular_cortex_right_Vol.mm3,1432.6,Bauernfeind_etal_2013_Table2,Zilles,2013
Homo sapiens,Dysgranular_insular_cortex_right_Vol.mm3,2773,Bauernfeind_etal_2013_Table2,Zilles,2013
Homo sapiens,Agranular_insular_cortex_right_Vol.mm3,1576.6,Bauernfeind_etal_2013_Table2,Zilles,2013
Homo sapiens,fronto_insular_cortex_right_Vol.mm3,368,Bauernfeind_etal_2013_Table2,Zilles,2013
Homo sapiens,Insula_right_Vol.mm3,6150.2,Bauernfeind_etal_2013_Table2,Zilles,2013
Pan paniscus,Granular_insular_cortex_right_Vol.mm3,270.666666666667,Bauernfeind_etal_2013_Table2,Zilles,2013
Pan paniscus,Dysgranular_insular_cortex_right_Vol.mm3,795.333333333333,Bauernfeind_etal_2013_Table2,Zilles,2013
Pan paniscus,Agranular_insular_cortex_right_Vol.mm3,368,Bauernfeind_etal_2013_Table2,Zilles,2013
Pan paniscus,fronto_insular_cortex_right_Vol.mm3,155,Bauernfeind_etal_2013_Table2,Zilles,2013
Pan paniscus,Insula_right_Vol.mm3,1588.66666666667,Bauernfeind_etal_2013_Table2,Zilles,2013
Pan troglodytes,Granular_insular_cortex_right_Vol.mm3,465.5,Bauernfeind_etal_2013_Table2,Zilles,2013
Pan troglodytes,Dysgranular_insular_cortex_right_Vol.mm3,591,Bauernfeind_etal_2013_Table2,Zilles,2013
Pan troglodytes,Agranular_insular_cortex_right_Vol.mm3,157.5,Bauernfeind_etal_2013_Table2,Zilles,2013
Pan troglodytes,fronto_insular_cortex_right_Vol.mm3,114,Bauernfeind_etal_2013_Table2,Zilles,2013
Pan troglodytes,Insula_right_Vol.mm3,1328,Bauernfeind_etal_2013_Table2,Zilles,2013
Pongo sp.,Granular_insular_cortex_right_Vol.mm3,192,Bauernfeind_etal_2013_Table2,Zilles,2013
Pongo sp.,Dysgranular_insular_cortex_right_Vol.mm3,734.5,Bauernfeind_etal_2013_Table2,Zilles,2013
Pongo sp.,Agranular_insular_cortex_right_Vol.mm3,462.5,Bauernfeind_etal_2013_Table2,Zilles,2013
Pongo sp.,fronto_insular_cortex_right_Vol.mm3,18,Bauernfeind_etal_2013_Table2,Zilles,2013
Pongo sp.,Insula_right_Vol.mm3,1407,Bauernfeind_etal_2013_Table2,Zilles,2013
Gorilla sp.,Cerebral_hemispheres_Vol.mm3,300000,Barger_etal_2007_TABLE1,Zilles,2007
Gorilla sp.,Amygdala_Vol.mm3,1306,Barger_etal_2007_TABLE1,Zilles,2007
Gorilla sp.,Amygdala_basolateral_division_Vol.mm3,865,Barger_etal_2007_TABLE1,Zilles,2007
Gorilla sp.,Amygdala_lateral_nucleus_Vol.mm3,200,Barger_etal_2007_TABLE1,Zilles,2007
Gorilla sp.,Amygdala_basal_nucleus_Vol.mm3,485,Barger_etal_2007_TABLE1,Zilles,2007
Gorilla sp.,Amygdala_accessory_basal_nucleus_Vol.mm3,181.3,Barger_etal_2007_TABLE1,Zilles,2007
Homo sapiens,Cerebral_hemispheres_Vol.mm3,1151000,Barger_etal_2007_TABLE1,Zilles,2007
Homo sapiens,Amygdala_Vol.mm3,3805,Barger_etal_2007_TABLE1,Zilles,2007
Homo sapiens,Amygdala_basolateral_division_Vol.mm3,2424,Barger_etal_2007_TABLE1,Zilles,2007
Homo sapiens,Amygdala_lateral_nucleus_Vol.mm3,1146,Barger_etal_2007_TABLE1,Zilles,2007
Homo sapiens,Amygdala_basal_nucleus_Vol.mm3,881,Barger_etal_2007_TABLE1,Zilles,2007
Homo sapiens,Amygdala_accessory_basal_nucleus_Vol.mm3,396.4,Barger_etal_2007_TABLE1,Zilles,2007
Hylobates lar,Cerebral_hemispheres_Vol.mm3,80750,Barger_etal_2007_TABLE1,Zilles,2007
Hylobates lar,Amygdala_Vol.mm3,522,Barger_etal_2007_TABLE1,Zilles,2007
Hylobates lar,Amygdala_basolateral_division_Vol.mm3,303.5,Barger_etal_2007_TABLE1,Zilles,2007
Hylobates lar,Amygdala_lateral_nucleus_Vol.mm3,100.5,Barger_etal_2007_TABLE1,Zilles,2007
Hylobates lar,Amygdala_basal_nucleus_Vol.mm3,150,Barger_etal_2007_TABLE1,Zilles,2007
Hylobates lar,Amygdala_accessory_basal_nucleus_Vol.mm3,52.6,Barger_etal_2007_TABLE1,Zilles,2007
Pan paniscus,Cerebral_hemispheres_Vol.mm3,276000,Barger_etal_2007_TABLE1,Zilles,2007
Pan paniscus,Amygdala_Vol.mm3,1285.5,Barger_etal_2007_TABLE1,Zilles,2007
Pan paniscus,Amygdala_basolateral_division_Vol.mm3,853.5,Barger_etal_2007_TABLE1,Zilles,2007
Pan paniscus,Amygdala_lateral_nucleus_Vol.mm3,292,Barger_etal_2007_TABLE1,Zilles,2007
Pan paniscus,Amygdala_basal_nucleus_Vol.mm3,426.5,Barger_etal_2007_TABLE1,Zilles,2007
Pan paniscus,Amygdala_accessory_basal_nucleus_Vol.mm3,134.95,Barger_etal_2007_TABLE1,Zilles,2007
Pan troglodytes,Cerebral_hemispheres_Vol.mm3,310000,Barger_etal_2007_TABLE1,Zilles,2007
Pan troglodytes,Amygdala_Vol.mm3,1315,Barger_etal_2007_TABLE1,Zilles,2007
Pan troglodytes,Amygdala_basolateral_division_Vol.mm3,820.5,Barger_etal_2007_TABLE1,Zilles,2007
Pan troglodytes,Amygdala_lateral_nucleus_Vol.mm3,252.5,Barger_etal_2007_TABLE1,Zilles,2007
Pan troglodytes,Amygdala_basal_nucleus_Vol.mm3,424.5,Barger_etal_2007_TABLE1,Zilles,2007
Pan troglodytes,Amygdala_accessory_basal_nucleus_Vol.mm3,144.35,Barger_etal_2007_TABLE1,Zilles,2007
Pongo sp.,Cerebral_hemispheres_Vol.mm3,313000,Barger_etal_2007_TABLE1,Zilles,2007
Pongo sp.,Amygdala_Vol.mm3,1182.33333333333,Barger_etal_2007_TABLE1,Zilles,2007
Pongo sp.,Amygdala_basolateral_division_Vol.mm3,795.5,Barger_etal_2007_TABLE1,Zilles,2007
Pongo sp.,Amygdala_lateral_nucleus_Vol.mm3,238.5,Barger_etal_2007_TABLE1,Zilles,2007
Pongo sp.,Amygdala_basal_nucleus_Vol.mm3,381,Barger_etal_2007_TABLE1,Zilles,2007
Pongo sp.,Amygdala_accessory_basal_nucleus_Vol.mm3,111.1,Barger_etal_2007_TABLE1,Zilles,2007
Gorilla gorilla,Amygdala_Vol.mm3,1442,Barger_etal_2014_Table1,Zilles,2014
Gorilla gorilla,Hippocampus_Vol.mm3,2700,Barger_etal_2014_Table1,Zilles,2014
Gorilla gorilla,Striatum_Vol.mm3,9252,Barger_etal_2014_Table1,Zilles,2014
Gorilla gorilla,Amygdala_lateral_nucleus_Vol.mm3,269.333333333333,Barger_etal_2014_Table1,Zilles,2014
Gorilla gorilla,Amygdala_basal_nucleus_Vol.mm3,455.333333333333,Barger_etal_2014_Table1,Zilles,2014
Gorilla gorilla,Amygdala_accessory_basal_nucleus_Vol.mm3,208.666666666667,Barger_etal_2014_Table1,Zilles,2014
Gorilla gorilla,Amygdala_central_nucleus_Vol.mm3,88.6666666666667,Barger_etal_2014_Table1,Zilles,2014
Homo sapiens,Amygdala_Vol.mm3,4062,Barger_etal_2014_Table1,Zilles,2014
Homo sapiens,Hippocampus_Vol.mm3,10360,Barger_etal_2014_Table1,Zilles,2014
Homo sapiens,Striatum_Vol.mm3,21774,Barger_etal_2014_Table1,Zilles,2014
Homo sapiens,Amygdala_lateral_nucleus_Vol.mm3,1102,Barger_etal_2014_Table1,Zilles,2014
Homo sapiens,Amygdala_basal_nucleus_Vol.mm3,904,Barger_etal_2014_Table1,Zilles,2014
Homo sapiens,Amygdala_accessory_basal_nucleus_Vol.mm3,376,Barger_etal_2014_Table1,Zilles,2014
Homo sapiens,Amygdala_central_nucleus_Vol.mm3,78,Barger_etal_2014_Table1,Zilles,2014
Hylobates lar,Amygdala_Vol.mm3,406,Barger_etal_2014_Table1,Zilles,2014
Hylobates lar,Hippocampus_Vol.mm3,1610,Barger_etal_2014_Table1,Zilles,2014
Hylobates lar,Striatum_Vol.mm3,3020,Barger_etal_2014_Table1,Zilles,2014
Hylobates lar,Amygdala_lateral_nucleus_Vol.mm3,92,Barger_etal_2014_Table1,Zilles,2014
Hylobates lar,Amygdala_basal_nucleus_Vol.mm3,126,Barger_etal_2014_Table1,Zilles,2014
Hylobates lar,Amygdala_accessory_basal_nucleus_Vol.mm3,42,Barger_etal_2014_Table1,Zilles,2014
Hylobates lar,Amygdala_central_nucleus_Vol.mm3,18,Barger_etal_2014_Table1,Zilles,2014
Hylobates muelleri,Amygdala_Vol.mm3,512,Barger_etal_2014_Table1,Zilles,2014
Hylobates muelleri,Amygdala_lateral_nucleus_Vol.mm3,138,Barger_etal_2014_Table1,Zilles,2014
Hylobates muelleri,Amygdala_basal_nucleus_Vol.mm3,158,Barger_etal_2014_Table1,Zilles,2014
Hylobates muelleri,Amygdala_accessory_basal_nucleus_Vol.mm3,60,Barger_etal_2014_Table1,Zilles,2014
Hylobates muelleri,Amygdala_central_nucleus_Vol.mm3,34,Barger_etal_2014_Table1,Zilles,2014
Nomascus concolor,Amygdala_Vol.mm3,540,Barger_etal_2014_Table1,Zilles,2014
Nomascus concolor,Hippocampus_Vol.mm3,1900,Barger_etal_2014_Table1,Zilles,2014
Nomascus concolor,Striatum_Vol.mm3,3988,Barger_etal_2014_Table1,Zilles,2014
Nomascus concolor,Amygdala_lateral_nucleus_Vol.mm3,120,Barger_etal_2014_Table1,Zilles,2014
Nomascus concolor,Amygdala_basal_nucleus_Vol.mm3,172,Barger_etal_2014_Table1,Zilles,2014
Nomascus concolor,Amygdala_accessory_basal_nucleus_Vol.mm3,44,Barger_etal_2014_Table1,Zilles,2014
Nomascus concolor,Amygdala_central_nucleus_Vol.mm3,24,Barger_etal_2014_Table1,Zilles,2014
Pan paniscus,Amygdala_Vol.mm3,1257,Barger_etal_2014_Table1,Zilles,2014
