Species,Variable,Value,Source,Team,Year
Talpa europaea,Cerebellum_Vol.mm3,174,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Talpa europaea,Mesencephalon_Vol.mm3,49.8,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Talpa europaea,Diencephalon_Vol.mm3,80.2,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Talpa europaea,Telencephalon_Vol.mm3,554,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Talpa europaea,Bulbus_olfactorius_Vol.mm3,60,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Talpa europaea,Palaeocortex_plus_amygdala_Vol.mm3,112,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Talpa europaea,Septum_Vol.mm3,14.9,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Talpa europaea,Striatum_Vol.mm3,60.2,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Talpa europaea,Schizo_cortex_Vol.mm3,39.6,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Talpa europaea,Hippocampus_Vol.mm3,86.7,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Talpa europaea,Neocortex_Vol.mm3,181,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Galemys pyrenaicus,Body_Mass.g,57.5,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Galemys pyrenaicus,Brain_Mass.mg,1330,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Galemys pyrenaicus,Total_brain_net_volume_Vol.mm3,1230,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Galemys pyrenaicus,Medulla_oblongata_Vol.mm3,147,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Galemys pyrenaicus,Cerebellum_Vol.mm3,184,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Galemys pyrenaicus,Mesencephalon_Vol.mm3,62.2,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Galemys pyrenaicus,Diencephalon_Vol.mm3,105,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Galemys pyrenaicus,Telencephalon_Vol.mm3,733,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Galemys pyrenaicus,Bulbus_olfactorius_Vol.mm3,39.2,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Galemys pyrenaicus,Palaeocortex_plus_amygdala_Vol.mm3,107,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Galemys pyrenaicus,Septum_Vol.mm3,20.1,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Galemys pyrenaicus,Striatum_Vol.mm3,74.4,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Galemys pyrenaicus,Schizo_cortex_Vol.mm3,44.9,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Galemys pyrenaicus,Hippocampus_Vol.mm3,109,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Galemys pyrenaicus,Neocortex_Vol.mm3,339,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Desmana moschata,Body_Mass.g,440,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Desmana moschata,Brain_Mass.mg,4000,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Desmana moschata,Total_brain_net_volume_Vol.mm3,3620,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Desmana moschata,Medulla_oblongata_Vol.mm3,402,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Desmana moschata,Cerebellum_Vol.mm3,514,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Desmana moschata,Mesencephalon_Vol.mm3,219,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Desmana moschata,Diencephalon_Vol.mm3,344,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Desmana moschata,Telencephalon_Vol.mm3,2140,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Desmana moschata,Bulbus_olfactorius_Vol.mm3,142,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Desmana moschata,Palaeocortex_plus_amygdala_Vol.mm3,320,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Desmana moschata,Septum_Vol.mm3,42.6,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Desmana moschata,Striatum_Vol.mm3,222,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Desmana moschata,Schizo_cortex_Vol.mm3,163,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Desmana moschata,Hippocampus_Vol.mm3,267,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Desmana moschata,Neocortex_Vol.mm3,983,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Chrysochloris stuhlmanni,Body_Mass.g,39.8,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Chrysochloris stuhlmanni,Brain_Mass.mg,740,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Chrysochloris stuhlmanni,Total_brain_net_volume_Vol.mm3,693,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Chrysochloris stuhlmanni,Medulla_oblongata_Vol.mm3,68.3,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Chrysochloris stuhlmanni,Cerebellum_Vol.mm3,74.7,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Chrysochloris stuhlmanni,Mesencephalon_Vol.mm3,42,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Chrysochloris stuhlmanni,Diencephalon_Vol.mm3,51.8,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Chrysochloris stuhlmanni,Telencephalon_Vol.mm3,457,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Chrysochloris stuhlmanni,Bulbus_olfactorius_Vol.mm3,60.8,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Chrysochloris stuhlmanni,Palaeocortex_plus_amygdala_Vol.mm3,131,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Chrysochloris stuhlmanni,Septum_Vol.mm3,11.3,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Chrysochloris stuhlmanni,Striatum_Vol.mm3,43.5,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Chrysochloris stuhlmanni,Schizo_cortex_Vol.mm3,21.4,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Chrysochloris stuhlmanni,Hippocampus_Vol.mm3,59.1,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Chrysochloris stuhlmanni,Neocortex_Vol.mm3,129,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Elephantulus fuscipes,Body_Mass.g,57,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Elephantulus fuscipes,Brain_Mass.mg,1330,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Elephantulus fuscipes,Total_brain_net_volume_Vol.mm3,1233,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Elephantulus fuscipes,Medulla_oblongata_Vol.mm3,120,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Elephantulus fuscipes,Cerebellum_Vol.mm3,183,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Elephantulus fuscipes,Mesencephalon_Vol.mm3,117,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Elephantulus fuscipes,Diencephalon_Vol.mm3,112,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Elephantulus fuscipes,Telencephalon_Vol.mm3,700,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Elephantulus fuscipes,Bulbus_olfactorius_Vol.mm3,63.9,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Elephantulus fuscipes,Palaeocortex_plus_amygdala_Vol.mm3,121,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Elephantulus fuscipes,Septum_Vol.mm3,16.8,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Elephantulus fuscipes,Striatum_Vol.mm3,44.5,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Elephantulus fuscipes,Schizo_cortex_Vol.mm3,46.8,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Elephantulus fuscipes,Hippocampus_Vol.mm3,171,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Elephantulus fuscipes,Neocortex_Vol.mm3,236,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Rhynchocyon stuhlmanni,Body_Mass.g,490,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Rhynchocyon stuhlmanni,Brain_Mass.mg,6100,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Rhynchocyon stuhlmanni,Total_brain_net_volume_Vol.mm3,5680,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Rhynchocyon stuhlmanni,Medulla_oblongata_Vol.mm3,507,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Rhynchocyon stuhlmanni,Cerebellum_Vol.mm3,798,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Rhynchocyon stuhlmanni,Mesencephalon_Vol.mm3,523,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Rhynchocyon stuhlmanni,Diencephalon_Vol.mm3,524,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Rhynchocyon stuhlmanni,Telencephalon_Vol.mm3,3328,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Rhynchocyon stuhlmanni,Bulbus_olfactorius_Vol.mm3,427,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Rhynchocyon stuhlmanni,Palaeocortex_plus_amygdala_Vol.mm3,705,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Rhynchocyon stuhlmanni,Septum_Vol.mm3,81.5,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Rhynchocyon stuhlmanni,Striatum_Vol.mm3,222,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Rhynchocyon stuhlmanni,Schizo_cortex_Vol.mm3,220,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Rhynchocyon stuhlmanni,Hippocampus_Vol.mm3,582,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Rhynchocyon stuhlmanni,Neocortex_Vol.mm3,1089,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Tupaia glis,Body_Mass.g,150,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Tupaia glis,Brain_Mass.mg,3150,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Tupaia glis,Total_brain_net_volume_Vol.mm3,2959,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Tupaia glis,Medulla_oblongata_Vol.mm3,230,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Tupaia glis,Cerebellum_Vol.mm3,406,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Tupaia glis,Mesencephalon_Vol.mm3,261,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Tupaia glis,Diencephalon_Vol.mm3,285,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Tupaia glis,Telencephalon_Vol.mm3,1778,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Tupaia glis,Bulbus_olfactorius_Vol.mm3,128,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Tupaia glis,Palaeocortex_plus_amygdala_Vol.mm3,256,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Tupaia glis,Septum_Vol.mm3,32.1,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Tupaia glis,Striatum_Vol.mm3,133,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Tupaia glis,Schizo_cortex_Vol.mm3,84.2,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Tupaia glis,Hippocampus_Vol.mm3,138,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Tupaia glis,Neocortex_Vol.mm3,1007,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Urogale everetti,Body_Mass.g,275,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Urogale everetti,Brain_Mass.mg,4280,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Urogale everetti,Total_brain_net_volume_Vol.mm3,3997,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Urogale everetti,Medulla_oblongata_Vol.mm3,355,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Urogale everetti,Cerebellum_Vol.mm3,513,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Urogale everetti,Mesencephalon_Vol.mm3,307,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Urogale everetti,Diencephalon_Vol.mm3,394,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Urogale everetti,Telencephalon_Vol.mm3,2428,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Urogale everetti,Bulbus_olfactorius_Vol.mm3,186,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Urogale everetti,Palaeocortex_plus_amygdala_Vol.mm3,362,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Urogale everetti,Septum_Vol.mm3,45.1,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Urogale everetti,Striatum_Vol.mm3,199,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Urogale everetti,Schizo_cortex_Vol.mm3,124,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Urogale everetti,Hippocampus_Vol.mm3,173,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Urogale everetti,Neocortex_Vol.mm3,1338,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Microcebus murinus,Body_Mass.g,54,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Microcebus murinus,Brain_Mass.mg,1780,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Microcebus murinus,Total_brain_net_volume_Vol.mm3,1663,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Microcebus murinus,Medulla_oblongata_Vol.mm3,82.6,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Microcebus murinus,Cerebellum_Vol.mm3,226,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Microcebus murinus,Mesencephalon_Vol.mm3,70.1,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Microcebus murinus,Diencephalon_Vol.mm3,127,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Microcebus murinus,Telencephalon_Vol.mm3,1157,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Microcebus murinus,Bulbus_olfactorius_Vol.mm3,40.3,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Microcebus murinus,Palaeocortex_plus_amygdala_Vol.mm3,94.5,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Microcebus murinus,Septum_Vol.mm3,15.5,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Microcebus murinus,Striatum_Vol.mm3,94.3,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Microcebus murinus,Schizo_cortex_Vol.mm3,39.4,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Microcebus murinus,Hippocampus_Vol.mm3,100,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Microcebus murinus,Neocortex_Vol.mm3,773,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus medius,Body_Mass.g,177,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus medius,Brain_Mass.mg,3140,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus medius,Total_brain_net_volume_Vol.mm3,2941,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus medius,Medulla_oblongata_Vol.mm3,206,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus medius,Cerebellum_Vol.mm3,401,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus medius,Mesencephalon_Vol.mm3,144,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus medius,Diencephalon_Vol.mm3,245,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus medius,Telencephalon_Vol.mm3,1945,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus medius,Bulbus_olfactorius_Vol.mm3,99.3,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus medius,Palaeocortex_plus_amygdala_Vol.mm3,181,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus medius,Septum_Vol.mm3,31.5,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus medius,Striatum_Vol.mm3,146,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus medius,Schizo_cortex_Vol.mm3,59.5,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus medius,Hippocampus_Vol.mm3,175,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus medius,Neocortex_Vol.mm3,1252,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus major,Body_Mass.g,450,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus major,Brain_Mass.mg,6800,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus major,Total_brain_net_volume_Vol.mm3,6323,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus major,Medulla_oblongata_Vol.mm3,370,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus major,Cerebellum_Vol.mm3,938,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus major,Mesencephalon_Vol.mm3,224,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus major,Diencephalon_Vol.mm3,482,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus major,Telencephalon_Vol.mm3,4309,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus major,Bulbus_olfactorius_Vol.mm3,155,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus major,Palaeocortex_plus_amygdala_Vol.mm3,315,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus major,Septum_Vol.mm3,64.1,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus major,Striatum_Vol.mm3,336,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus major,Schizo_cortex_Vol.mm3,144,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus major,Hippocampus_Vol.mm3,332,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Cheirogaleus major,Neocortex_Vol.mm3,2963,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Lepilemur ruficaudatus,Body_Mass.g,915,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Lepilemur ruficaudatus,Brain_Mass.mg,7600,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Lepilemur ruficaudatus,Total_brain_net_volume_Vol.mm3,7167,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Lepilemur ruficaudatus,Medulla_oblongata_Vol.mm3,433,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Lepilemur ruficaudatus,Cerebellum_Vol.mm3,1107,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Lepilemur ruficaudatus,Mesencephalon_Vol.mm3,283,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Lepilemur ruficaudatus,Diencephalon_Vol.mm3,614,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Lepilemur ruficaudatus,Telencephalon_Vol.mm3,4729,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Lepilemur ruficaudatus,Bulbus_olfactorius_Vol.mm3,131,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Lepilemur ruficaudatus,Palaeocortex_plus_amygdala_Vol.mm3,287,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Lepilemur ruficaudatus,Septum_Vol.mm3,57.1,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Lepilemur ruficaudatus,Striatum_Vol.mm3,388,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Lepilemur ruficaudatus,Schizo_cortex_Vol.mm3,199,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Lepilemur ruficaudatus,Hippocampus_Vol.mm3,380,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Lepilemur ruficaudatus,Neocortex_Vol.mm3,3287,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Prolemur simus,Body_Mass.g,1300,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Prolemur simus,Brain_Mass.mg,9530,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Prolemur simus,Total_brain_net_volume_Vol.mm3,8868,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Prolemur simus,Medulla_oblongata_Vol.mm3,485,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Prolemur simus,Cerebellum_Vol.mm3,1419,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Prolemur simus,Mesencephalon_Vol.mm3,313,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Prolemur simus,Diencephalon_Vol.mm3,777,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Prolemur simus,Telencephalon_Vol.mm3,5875,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Prolemur simus,Bulbus_olfactorius_Vol.mm3,79.4,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Prolemur simus,Palaeocortex_plus_amygdala_Vol.mm3,223,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Prolemur simus,Septum_Vol.mm3,62.1,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Prolemur simus,Striatum_Vol.mm3,441,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Prolemur simus,Schizo_cortex_Vol.mm3,214,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Prolemur simus,Hippocampus_Vol.mm3,525,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Prolemur simus,Neocortex_Vol.mm3,4331,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Eulemur fulvus,Body_Mass.g,1400,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Eulemur fulvus,Brain_Mass.mg,23300,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Eulemur fulvus,Total_brain_net_volume_Vol.mm3,22053,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Eulemur fulvus,Medulla_oblongata_Vol.mm3,802,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Eulemur fulvus,Cerebellum_Vol.mm3,3411,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Eulemur fulvus,Mesencephalon_Vol.mm3,536,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Eulemur fulvus,Diencephalon_Vol.mm3,1580,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Eulemur fulvus,Telencephalon_Vol.mm3,15724,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Eulemur fulvus,Bulbus_olfactorius_Vol.mm3,229,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Eulemur fulvus,Palaeocortex_plus_amygdala_Vol.mm3,638,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Eulemur fulvus,Septum_Vol.mm3,121,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Eulemur fulvus,Striatum_Vol.mm3,1152,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Eulemur fulvus,Schizo_cortex_Vol.mm3,433,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Eulemur fulvus,Hippocampus_Vol.mm3,709,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Eulemur fulvus,Neocortex_Vol.mm3,12442,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Varecia variegata,Body_Mass.g,3000,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Varecia variegata,Brain_Mass.mg,31500,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Varecia variegata,Total_brain_net_volume_Vol.mm3,29713,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Varecia variegata,Medulla_oblongata_Vol.mm3,1420,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Varecia variegata,Cerebellum_Vol.mm3,4286,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Varecia variegata,Mesencephalon_Vol.mm3,1018,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Varecia variegata,Diencephalon_Vol.mm3,2529,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Varecia variegata,Telencephalon_Vol.mm3,20461,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Varecia variegata,Bulbus_olfactorius_Vol.mm3,374,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Varecia variegata,Palaeocortex_plus_amygdala_Vol.mm3,985,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Varecia variegata,Septum_Vol.mm3,206,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Varecia variegata,Striatum_Vol.mm3,1591,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Varecia variegata,Schizo_cortex_Vol.mm3,608,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Varecia variegata,Hippocampus_Vol.mm3,1404,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Varecia variegata,Neocortex_Vol.mm3,15293,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Avahi laniger,Body_Mass.g,860,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Avahi laniger,Brain_Mass.mg,9670,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Avahi laniger,Total_brain_net_volume_Vol.mm3,9075,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
Avahi laniger,Medulla_oblongata_Vol.mm3,549,Stephan_etal_1970_Tables1-6,Stephan_collection,1970
