Species,Variable,Value,Teams
Pygathrix nemaeus,Cerebellum_Vol.mm3,8063.0,Stephan_collection
Pygathrix nemaeus,Commissura_anterior_Vol.mm3,98.9,Stephan_collection
Pygathrix nemaeus,Complexus_centromedialis_Vol.mm3,151.6,Stephan_collection
Pygathrix nemaeus,Complexus_corticobasolateralis_Vol.mm3,337.5,Stephan_collection
Pygathrix nemaeus,Complexus_sensorius_trigeminalis_Vol.mm3,82.3,Stephan_collection
Pygathrix nemaeus,Complexus_vestibularis_Vol.mm3,117.0,Stephan_collection
Pygathrix nemaeus,Corpus_geniculatum_laterale_Vol.mm3,114.8,Zilles
Pygathrix nemaeus,Diencephalon_Vol.mm3,4727.0,Stephan_collection
Pygathrix nemaeus,Facial_motor_nucleus_left_Vol.mm3,2.79,Sherwood
Pygathrix nemaeus,Fascia_dentata_Vol.mm3,253.07,Stephan_collection
Pygathrix nemaeus,HP_HS_fibers_Vol.mm3,445.75,Stephan_collection
Pygathrix nemaeus,Hilus_Vol.mm3,227.64,Stephan_collection
Pygathrix nemaeus,Hippocampus_Vol.mm3,2295.41,Stephan_collection
Pygathrix nemaeus,Hippocampus_retrocommissuralis_Vol.mm3,1849.66,Stephan_collection
Pygathrix nemaeus,Hypoglossal_nucleus_left_Vol.mm3,1.57,Sherwood
Pygathrix nemaeus,Interpositus_cerebellar_nuclei_Vol.mm3,80.76,Stephan_collection
Pygathrix nemaeus,Lateral_cerebellar_nuclei_Vol.mm3,137.05,Stephan_collection
Pygathrix nemaeus,Lobus_piriformis_Vol.mm3,942.0,Stephan_collection
Pygathrix nemaeus,Medial_cerebellar_nuclei_Vol.mm3,47.94,Stephan_collection
Pygathrix nemaeus,Medulla_oblongata_Vol.mm3,2206.0550000000003,Sherwood; Stephan_collection
Pygathrix nemaeus,Mesencephalon_Vol.mm3,1345.0,Stephan_collection
Pygathrix nemaeus,Neocortex_Vol.mm3,48763.0,Stephan_collection
Pygathrix nemaeus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,51.2,Stephan_collection
Pygathrix nemaeus,Nucleus_vestibularis_descendens_Vol.mm3,32.9,Stephan_collection
Pygathrix nemaeus,Nucleus_vestibularis_lateralis_Vol.mm3,24.3,Stephan_collection
Pygathrix nemaeus,Nucleus_vestibularis_medialis_Vol.mm3,35.1,Stephan_collection
Pygathrix nemaeus,Nucleus_vestibularis_superior_Vol.mm3,24.4,Stephan_collection
Pygathrix nemaeus,Prepiriform_cortex_Vol.mm3,151.8,Stephan_collection
Pygathrix nemaeus,Retrobulbar_cortex_Vol.mm3,13.0,Stephan_collection
Pygathrix nemaeus,Schizo_cortex_Vol.mm3,723.0,Stephan_collection
Pygathrix nemaeus,Septum_Vol.mm3,290.0,Stephan_collection
Pygathrix nemaeus,Striatum_Vol.mm3,3166.0,Stephan_collection
Pygathrix nemaeus,Subiculum_Vol.mm3,117.14,Stephan_collection
Pygathrix nemaeus,Substantia_innominata_Vol.mm3,54.2,Stephan_collection
Pygathrix nemaeus,Telencephalon_Vol.mm3,56189.0,Stephan_collection
Pygathrix nemaeus,Total_brain_net_volume_Vol.mm3,72530.0,Stephan_collection
Pygathrix nemaeus,Tractus_olfactorius_lateralis_Vol.mm3,13.1,Stephan_collection
Pygathrix nemaeus,Trigeminal_motor_nucleus_left_Vol.mm3,2.18,Sherwood
Pygathrix nemaeus,Tuberculum_olfactorium_Vol.mm3,121.5,Stephan_collection
Pygathrix nemaeus,Ventral_pons_Vol.mm3,708.5,Stephan_collection
Pygathrix nemaeus,Ventricles_Vol.mm3,911.0,Stephan_collection
Rattus norvegicus,Amygdala_Vol.mm3,34.5,Stephan_collection
Rattus norvegicus,Body_Mass.g,233.7,Stephan_collection
Rattus norvegicus,Brain_Mass.mg,1770.0,Stephan_collection
Rattus norvegicus,Bulbus_olfactorius_Vol.mm3,62.23,Stephan_collection
Rattus norvegicus,Cerebellum_Vol.mm3,232.33,Stephan_collection
Rattus norvegicus,Cerebellum_grey_matter_Vol.mm3,183.0,Bush
Rattus norvegicus,Cerebellum_white_matter_Vol.mm3,28.7,Bush
Rattus norvegicus,Diencephalon_Vol.mm3,153.06,Stephan_collection
Rattus norvegicus,Hippocampus_Vol.mm3,97.46,Stephan_collection
Rattus norvegicus,Neocortex_Vol.mm3,495.12,Stephan_collection
Rattus norvegicus,Neocortex_grey_matter_Vol.mm3,529.0,Bush
Rattus norvegicus,Neocortex_white_matter_Vol.mm3,53.400000000000006,Bush
Rattus norvegicus,Palaeocortex_Vol.mm3,81.73,Stephan_collection
Rattus norvegicus,Schizo_cortex_Vol.mm3,63.18,Stephan_collection
Rattus norvegicus,Septum_Vol.mm3,18.82,Stephan_collection
Rattus norvegicus,Striatum_Vol.mm3,90.48,Stephan_collection
Rattus norvegicus,Telencephalon_Vol.mm3,943.52,Stephan_collection
Rhynchocyon cirnei,AccessoryOlfactoryBulb_Vol.mm3,0.666,Stephan_collection
Rhynchocyon cirnei,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.09,Stephan_collection
Rhynchocyon cirnei,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.222,Stephan_collection
Rhynchocyon cirnei,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.354,Stephan_collection
Rhynchocyon cirnei,Amygdala_Vol.mm3,176.0,Stephan_collection
Rhynchocyon cirnei,Body_Mass.g,490.0,Stephan_collection
Rhynchocyon cirnei,Brain_Mass.mg,6100.0,Stephan_collection
Rhynchocyon cirnei,Bulbus_olfactorius_Vol.mm3,426.0,Stephan_collection
Rhynchocyon cirnei,Bulbus_olfactorius_accessorius_Vol.mm3,0.666,Stephan_collection
Rhynchocyon cirnei,Cerebellum_Vol.mm3,798.0,Stephan_collection
Rhynchocyon cirnei,Commissura_anterior_Vol.mm3,21.6,Stephan_collection
Rhynchocyon cirnei,Complexus_centromedialis_Vol.mm3,82.9,Stephan_collection
Rhynchocyon cirnei,Complexus_corticobasolateralis_Vol.mm3,93.2,Stephan_collection
Rhynchocyon cirnei,Corpus_pineal_Vol.mm3,1.41,Stephan_collection
Rhynchocyon cirnei,Corpus_subcommissurale_Vol.mm3,0.403,Stephan_collection
Rhynchocyon cirnei,Corpus_subfornicale_Vol.mm3,0.0576,Stephan_collection
Rhynchocyon cirnei,Diencephalon_Vol.mm3,524.0,Stephan_collection
Rhynchocyon cirnei,Hippocampus_Vol.mm3,582.0,Stephan_collection
Rhynchocyon cirnei,Lobus_piriformis_Vol.mm3,705.0,Stephan_collection
Rhynchocyon cirnei,Medulla_oblongata_Vol.mm3,507.0,Stephan_collection
Rhynchocyon cirnei,Mesencephalon_Vol.mm3,523.0,Stephan_collection
Rhynchocyon cirnei,Neocortex_Vol.mm3,1089.0,Stephan_collection
Rhynchocyon cirnei,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,5.4,Stephan_collection
Rhynchocyon cirnei,Nucleus_habenularis_medialis_Vol.mm3,2.09,Stephan_collection
Rhynchocyon cirnei,Nucleus_septalis_triangularis_Vol.mm3,0.937,Stephan_collection
Rhynchocyon cirnei,Nucleus_tractus_olfactorius_Vol.mm3,6.1,Stephan_collection
Rhynchocyon cirnei,Prepiriform_cortex_Vol.mm3,301.5,Stephan_collection
Rhynchocyon cirnei,Retrobulbar_cortex_Vol.mm3,77.4,Stephan_collection
Rhynchocyon cirnei,Schizo_cortex_Vol.mm3,220.0,Stephan_collection
Rhynchocyon cirnei,Septum_Vol.mm3,81.5,Stephan_collection
Rhynchocyon cirnei,Striatum_Vol.mm3,222.0,Stephan_collection
Rhynchocyon cirnei,Substantia_innominata_Vol.mm3,17.5,Stephan_collection
Rhynchocyon cirnei,Telencephalon_Vol.mm3,3328.0,Stephan_collection
Rhynchocyon cirnei,Total_brain_net_volume_Vol.mm3,5680.0,Stephan_collection
Rhynchocyon cirnei,Tractus_olfactorius_lateralis_Vol.mm3,23.4,Stephan_collection
Rhynchocyon cirnei,Tuberculum_olfactorium_Vol.mm3,87.8,Stephan_collection
Rhynchocyon cirnei,Ventricles_Vol.mm3,97.2,Stephan_collection
Rhynchocyon stuhlmanni,Body_Mass.g,490.0,Stephan_collection
Rhynchocyon stuhlmanni,Brain_Mass.mg,6100.0,Stephan_collection
Rhynchocyon stuhlmanni,Bulbus_olfactorius_Vol.mm3,427.0,Stephan_collection
Rhynchocyon stuhlmanni,Cerebellum_Vol.mm3,798.0,Stephan_collection
Rhynchocyon stuhlmanni,Diencephalon_Vol.mm3,524.0,Stephan_collection
Rhynchocyon stuhlmanni,Hippocampus_Vol.mm3,582.0,Stephan_collection
Rhynchocyon stuhlmanni,Medulla_oblongata_Vol.mm3,507.0,Stephan_collection
Rhynchocyon stuhlmanni,Mesencephalon_Vol.mm3,523.0,Stephan_collection
Rhynchocyon stuhlmanni,Neocortex_Vol.mm3,1089.0,Stephan_collection
Rhynchocyon stuhlmanni,Palaeocortex_plus_amygdala_Vol.mm3,705.0,Stephan_collection
Rhynchocyon stuhlmanni,Schizo_cortex_Vol.mm3,220.0,Stephan_collection
Rhynchocyon stuhlmanni,Septum_Vol.mm3,81.5,Stephan_collection
Rhynchocyon stuhlmanni,Striatum_Vol.mm3,222.0,Stephan_collection
Rhynchocyon stuhlmanni,Telencephalon_Vol.mm3,3328.0,Stephan_collection
Rhynchocyon stuhlmanni,Total_brain_net_volume_Vol.mm3,5680.0,Stephan_collection
Rhyncholestes raphanurus,CerebellarCortex_Vol.mm3,88.9,Ashwell
Rhyncholestes raphanurus,CerebellarHemisphere_Vol.mm3,13.6,Ashwell
Rhyncholestes raphanurus,CerebellarVermis_Vol.mm3,71.5,Ashwell
Rhyncholestes raphanurus,Cerebellar_nuclei_total_Vol.mm3,2.09,Ashwell
Rhyncholestes raphanurus,Cerebellum_Vol.mm3,106.0,Ashwell
Rhyncholestes raphanurus,Cerebellum_white_matter_Vol.mm3,14.6,Ashwell
Rhyncholestes raphanurus,FlocculonodularLobe_Vol.mm3,3.87,Ashwell
Rhyncholestes raphanurus,Pontine_and_reticulotegmental_nuclei_Vol.mm3,1.82,Ashwell
Rhyncholestes raphanurus,Total_brain_net_volume_Vol.mm3,957.0,Ashwell
Ruwenzorisorex suncoides,Amygdala_Vol.mm3,10.2,Stephan_collection
Ruwenzorisorex suncoides,Bulbus_olfactorius_Vol.mm3,17.5,Stephan_collection
Ruwenzorisorex suncoides,Commissura_anterior_Vol.mm3,0.63,Stephan_collection
Ruwenzorisorex suncoides,Complexus_centromedialis_Vol.mm3,4.7,Stephan_collection
Ruwenzorisorex suncoides,Complexus_corticobasolateralis_Vol.mm3,5.5,Stephan_collection
Ruwenzorisorex suncoides,Complexus_sensorius_trigeminalis_Vol.mm3,12.0,Stephan_collection
Ruwenzorisorex suncoides,Complexus_vestibularis_Vol.mm3,2.51,Stephan_collection
Ruwenzorisorex suncoides,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,0.69,Stephan_collection
Ruwenzorisorex suncoides,Nucleus_tractus_olfactorius_Vol.mm3,0.18,Stephan_collection
Ruwenzorisorex suncoides,Nucleus_vestibularis_descendens_Vol.mm3,0.886,Stephan_collection
Ruwenzorisorex suncoides,Nucleus_vestibularis_lateralis_Vol.mm3,0.235,Stephan_collection
Ruwenzorisorex suncoides,Nucleus_vestibularis_medialis_Vol.mm3,1.13,Stephan_collection
Ruwenzorisorex suncoides,Nucleus_vestibularis_superior_Vol.mm3,0.259,Stephan_collection
Ruwenzorisorex suncoides,Prepiriform_cortex_Vol.mm3,17.8,Stephan_collection
Ruwenzorisorex suncoides,Retrobulbar_cortex_Vol.mm3,4.1,Stephan_collection
Ruwenzorisorex suncoides,Substantia_innominata_Vol.mm3,0.63,Stephan_collection
Ruwenzorisorex suncoides,Tractus_olfactorius_lateralis_Vol.mm3,0.71,Stephan_collection
Ruwenzorisorex suncoides,Tuberculum_olfactorium_Vol.mm3,5.1,Stephan_collection
Saguinus geoffroyi,Agranular_insular_cortex_Vol.mm3,12.0,Zilles
Saguinus geoffroyi,Agranular_insular_cortex_left_Vol.mm3,6.0,Zilles
Saguinus geoffroyi,Body_Mass.g,482.0,Zilles
Saguinus geoffroyi,Brain_Mass.mg,10.5,Zilles
Saguinus geoffroyi,Dysgranular_insular_cortex_Vol.mm3,18.0,Zilles
Saguinus geoffroyi,Dysgranular_insular_cortex_left_Vol.mm3,9.0,Zilles
Saguinus geoffroyi,Granular_insular_cortex_Vol.mm3,18.0,Zilles
Saguinus geoffroyi,Granular_insular_cortex_left_Vol.mm3,9.0,Zilles
Saguinus geoffroyi,Insula_Vol.mm3,46.0,Zilles
Saguinus geoffroyi,Insula_left_Vol.mm3,23.0,Zilles
Saguinus geoffroyi,Total_brain_net_volume_Vol.mm3,10135.0,Zilles
Saguinus midas,AccessoryOlfactoryBulb_Vol.mm3,0.29,Stephan_collection
Saguinus midas,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.042,Stephan_collection
Saguinus midas,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.116,Stephan_collection
Saguinus midas,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.132,Stephan_collection
Saguinus midas,Amygdala_Vol.mm3,144.9,Stephan_collection
Saguinus midas,Area_striata_Vol.mm3,1061.0,Stephan_collection
Saguinus midas,Area_striata_grey_matter_Vol.mm3,841.0,Stephan_collection; Zilles
Saguinus midas,Area_striata_white_matter_Vol.mm3,220.0,Stephan_collection
Saguinus midas,Body_Mass.g,340.0,Stephan_collection
Saguinus midas,Brain_Mass.mg,10300.0,Stephan_collection
Saguinus midas,Bulbus_olfactorius_Vol.mm3,17.3,Stephan_collection
Saguinus midas,Bulbus_olfactorius_accessorius_Vol.mm3,0.29,Stephan_collection
Saguinus midas,CA1_Vol.mm3,78.04,Stephan_collection
Saguinus midas,CA2_Vol.mm3,10.95,Stephan_collection
Saguinus midas,CA3_Vol.mm3,68.92,Stephan_collection
Saguinus midas,Cerebellar_nuclei_total_Vol.mm3,21.57,Stephan_collection
Saguinus midas,Cerebellum_Vol.mm3,1061.0,Stephan_collection
Saguinus midas,Commissura_anterior_Vol.mm3,22.4,Stephan_collection
Saguinus midas,Complexus_centromedialis_Vol.mm3,38.8,Stephan_collection
Saguinus midas,Complexus_corticobasolateralis_Vol.mm3,106.1,Stephan_collection
Saguinus midas,Complexus_sensorius_trigeminalis_Vol.mm3,20.8,Stephan_collection
Saguinus midas,Complexus_vestibularis_Vol.mm3,33.1,Stephan_collection
Saguinus midas,Corpus_geniculatum_laterale_Vol.mm3,36.0,Stephan_collection; Zilles
Saguinus midas,Corpus_pineal_Vol.mm3,0.216,Stephan_collection
Saguinus midas,Corpus_subcommissurale_Vol.mm3,0.0994,Stephan_collection
Saguinus midas,Corpus_subfornicale_Vol.mm3,0.0795,Stephan_collection
Saguinus midas,Diencephalon_Vol.mm3,692.0,Stephan_collection
Saguinus midas,Facial_motor_nucleus_left_Vol.mm3,0.63,Sherwood
Saguinus midas,Fascia_dentata_Vol.mm3,38.98,Stephan_collection
Saguinus midas,HP_HS_fibers_Vol.mm3,53.55,Stephan_collection
Saguinus midas,Hilus_Vol.mm3,13.97,Stephan_collection
Saguinus midas,Hippocampus_Vol.mm3,280.26,Stephan_collection
Saguinus midas,Hippocampus_retrocommissuralis_Vol.mm3,226.71,Stephan_collection
Saguinus midas,Hypoglossal_nucleus_left_Vol.mm3,0.56,Sherwood
Saguinus midas,Interpositus_cerebellar_nuclei_Vol.mm3,6.94,Stephan_collection
Saguinus midas,Lateral_cerebellar_nuclei_Vol.mm3,7.75,Stephan_collection
Saguinus midas,Lobus_piriformis_Vol.mm3,243.0,Stephan_collection
Saguinus midas,Medial_cerebellar_nuclei_Vol.mm3,6.88,Stephan_collection
Saguinus midas,Medulla_oblongata_Vol.mm3,428.235,Sherwood; Stephan_collection
Saguinus midas,Mesencephalon_Vol.mm3,332.0,Stephan_collection
Saguinus midas,Middle_temporal_visual_area_Vol.mm3,91.0,Stephan_collection
Saguinus midas,Neocortex_Vol.mm3,5883.0,Stephan_collection; Zilles
Saguinus midas,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,8.8,Stephan_collection
Saguinus midas,Nucleus_habenularis_medialis_Vol.mm3,1.18,Stephan_collection
Saguinus midas,Nucleus_septalis_triangularis_Vol.mm3,0.559,Stephan_collection
Saguinus midas,Nucleus_vestibularis_descendens_Vol.mm3,7.74,Stephan_collection
Saguinus midas,Nucleus_vestibularis_lateralis_Vol.mm3,6.5,Stephan_collection
Saguinus midas,Nucleus_vestibularis_medialis_Vol.mm3,12.3,Stephan_collection
Saguinus midas,Nucleus_vestibularis_superior_Vol.mm3,6.59,Stephan_collection
Saguinus midas,Palaeocortex_plus_amygdala_Vol.mm3,203.0,Stephan_collection
Saguinus midas,Prepiriform_cortex_Vol.mm3,40.3,Stephan_collection
Saguinus midas,Retrobulbar_cortex_Vol.mm3,4.4,Stephan_collection
Saguinus midas,Schizo_cortex_Vol.mm3,120.0,Stephan_collection
Saguinus midas,Septum_Vol.mm3,40.9,Stephan_collection
Saguinus midas,Striatum_Vol.mm3,471.0,Stephan_collection
Saguinus midas,Subiculum_Vol.mm3,15.85,Stephan_collection
Saguinus midas,Substantia_innominata_Vol.mm3,9.9,Stephan_collection
Saguinus midas,Telencephalon_Vol.mm3,7055.0,Stephan_collection
Saguinus midas,Total_brain_net_volume_Vol.mm3,9755.55,Stephan_collection; Zilles
Saguinus midas,Tractus_olfactorius_lateralis_Vol.mm3,4.2,Stephan_collection
Saguinus midas,Trigeminal_motor_nucleus_left_Vol.mm3,0.52,Sherwood
Saguinus midas,Tuberculum_olfactorium_Vol.mm3,16.8,Stephan_collection
Saguinus midas,Ventral_pons_Vol.mm3,45.7,Stephan_collection
Saguinus midas,Ventricles_Vol.mm3,251.0,Stephan_collection
Saguinus oedipus,AccessoryOlfactoryBulb_Vol.mm3,0.406,Stephan_collection
Saguinus oedipus,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.05,Stephan_collection
Saguinus oedipus,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.168,Stephan_collection
Saguinus oedipus,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.188,Stephan_collection
Saguinus oedipus,Agranular_insular_cortex_Vol.mm3,12.0,Zilles
Saguinus oedipus,Agranular_insular_cortex_left_Vol.mm3,6.0,Zilles
Saguinus oedipus,Amygdala_Vol.mm3,141.8,Stephan_collection
Saguinus oedipus,Area_striata_Vol.mm3,977.0,Stephan_collection
Saguinus oedipus,Area_striata_grey_matter_Vol.mm3,807.0,Stephan_collection; Zilles
Saguinus oedipus,Area_striata_white_matter_Vol.mm3,170.0,Stephan_collection
Saguinus oedipus,Body_Mass.g,380.0,Stephan_collection; Zilles
Saguinus oedipus,Brain_Mass.mg,10000.0,Stephan_collection; Zilles
Saguinus oedipus,Bulbus_olfactorius_Vol.mm3,19.1,Stephan_collection
Saguinus oedipus,Bulbus_olfactorius_accessorius_Vol.mm3,0.406,Stephan_collection
Saguinus oedipus,CA1_Vol.mm3,85.42,Stephan_collection
Saguinus oedipus,CA2_Vol.mm3,9.66,Stephan_collection
Saguinus oedipus,CA3_Vol.mm3,49.77,Stephan_collection
Saguinus oedipus,Capsula_interna_Vol.mm3,62.7,Stephan_collection
Saguinus oedipus,Cerebellar_nuclei_total_Vol.mm3,24.6,Stephan_collection
Saguinus oedipus,Cerebellum_Vol.mm3,984.0,Stephan_collection
Saguinus oedipus,Commissura_anterior_Vol.mm3,16.0,Stephan_collection
Saguinus oedipus,Complexus_centromedialis_Vol.mm3,31.6,Stephan_collection
Saguinus oedipus,Complexus_corticobasolateralis_Vol.mm3,110.2,Stephan_collection
Saguinus oedipus,Complexus_sensorius_trigeminalis_Vol.mm3,20.0,Stephan_collection
Saguinus oedipus,Complexus_vestibularis_Vol.mm3,35.2,Stephan_collection
Saguinus oedipus,Complexus_vestibularis_unilateral_Vol.mm3,18.4,Stephan_collection
Saguinus oedipus,Corpus_geniculatum_laterale_Vol.mm3,34.2,Stephan_collection; Zilles
Saguinus oedipus,Corpus_pineal_Vol.mm3,0.392,Stephan_collection
Saguinus oedipus,Corpus_subcommissurale_Vol.mm3,0.0921,Stephan_collection
Saguinus oedipus,Corpus_subfornicale_Vol.mm3,0.167,Stephan_collection
Saguinus oedipus,Diencephalon_Vol.mm3,754.0,Stephan_collection
Saguinus oedipus,Dysgranular_insular_cortex_Vol.mm3,26.0,Zilles
Saguinus oedipus,Dysgranular_insular_cortex_left_Vol.mm3,13.0,Zilles
Saguinus oedipus,Epithalamus_Vol.mm3,4.93,Stephan_collection
Saguinus oedipus,Facial_motor_nucleus_left_Vol.mm3,0.5,Sherwood
Saguinus oedipus,Fascia_dentata_Vol.mm3,31.55,Stephan_collection
Saguinus oedipus,Granular_insular_cortex_Vol.mm3,14.0,Zilles
Saguinus oedipus,Granular_insular_cortex_left_Vol.mm3,7.0,Zilles
Saguinus oedipus,HP_HS_fibers_Vol.mm3,53.1,Stephan_collection
Saguinus oedipus,Hilus_Vol.mm3,9.14,Stephan_collection
Saguinus oedipus,Hippocampus_Vol.mm3,262.09,Stephan_collection
Saguinus oedipus,Hippocampus_retrocommissuralis_Vol.mm3,208.99,Stephan_collection
Saguinus oedipus,Hypoglossal_nucleus_left_Vol.mm3,0.62,Sherwood
Saguinus oedipus,Hypothalamus_Vol.mm3,152.0,Stephan_collection
Saguinus oedipus,Insula_Vol.mm3,52.0,Zilles
Saguinus oedipus,Insula_left_Vol.mm3,26.0,Zilles
Saguinus oedipus,Interpositus_cerebellar_nuclei_Vol.mm3,7.19,Stephan_collection
Saguinus oedipus,Lateral_cerebellar_nuclei_Vol.mm3,8.8,Stephan_collection
Saguinus oedipus,Lobus_piriformis_Vol.mm3,256.0,Stephan_collection
Saguinus oedipus,Medial_cerebellar_nuclei_Vol.mm3,8.61,Stephan_collection
Saguinus oedipus,Medulla_oblongata_Vol.mm3,413.155,Sherwood; Stephan_collection
Saguinus oedipus,Mesencephalon_Vol.mm3,333.0,Stephan_collection
Saguinus oedipus,Middle_temporal_visual_area_Vol.mm3,103.1,Stephan_collection
Saguinus oedipus,Neocortex_Vol.mm3,5894.0,Stephan_collection; Zilles
Saguinus oedipus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,11.4,Stephan_collection
Saguinus oedipus,Nucleus_habenularis_medialis_Vol.mm3,1.55,Stephan_collection
Saguinus oedipus,Nucleus_septalis_triangularis_Vol.mm3,1.08,Stephan_collection
Saguinus oedipus,Nucleus_subthalamicus_Vol.mm3,4.45,Stephan_collection
Saguinus oedipus,Nucleus_tractus_olfactorius_Vol.mm3,0.12,Stephan_collection
Saguinus oedipus,Nucleus_vestibularis_descendens_Vol.mm3,8.8,Stephan_collection
Saguinus oedipus,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,4.49,Stephan_collection
Saguinus oedipus,Nucleus_vestibularis_lateralis_Vol.mm3,7.02,Stephan_collection
Saguinus oedipus,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,3.63,Stephan_collection
Saguinus oedipus,Nucleus_vestibularis_medialis_Vol.mm3,14.0,Stephan_collection
Saguinus oedipus,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,7.25,Stephan_collection
Saguinus oedipus,Nucleus_vestibularis_superior_Vol.mm3,5.42,Stephan_collection
Saguinus oedipus,Nucleus_vestibularis_superior_unilateral_Vol.mm3,2.98,Stephan_collection
Saguinus oedipus,Palaeocortex_plus_amygdala_Vol.mm3,282.0,Stephan_collection
Saguinus oedipus,Pallidum_Vol.mm3,73.2,Stephan_collection
Saguinus oedipus,Prepiriform_cortex_Vol.mm3,54.0,Stephan_collection
Saguinus oedipus,Retrobulbar_cortex_Vol.mm3,3.9,Stephan_collection
Saguinus oedipus,Schizo_cortex_Vol.mm3,107.0,Stephan_collection
Saguinus oedipus,Septum_Vol.mm3,60.5,Stephan_collection
Saguinus oedipus,Striatum_Vol.mm3,453.0,Stephan_collection
Saguinus oedipus,Subiculum_Vol.mm3,23.45,Stephan_collection
Saguinus oedipus,Substantia_innominata_Vol.mm3,11.2,Stephan_collection
Saguinus oedipus,Subthalamus_Vol.mm3,77.6,Stephan_collection
Saguinus oedipus,Telencephalon_Vol.mm3,7052.0,Stephan_collection
Saguinus oedipus,Thalamus_Vol.mm3,410.0,Stephan_collection
Saguinus oedipus,Total_brain_net_volume_Vol.mm3,9416.175,Stephan_collection; Zilles
Saguinus oedipus,Tractus_olfactorius_lateralis_Vol.mm3,5.4,Stephan_collection
Saguinus oedipus,Tractus_opticus_Vol.mm3,50.5,Stephan_collection
Saguinus oedipus,Trigeminal_motor_nucleus_left_Vol.mm3,0.54,Sherwood
Saguinus oedipus,Tuberculum_olfactorium_Vol.mm3,23.9,Stephan_collection
Saguinus oedipus,Ventral_pons_Vol.mm3,50.9,Stephan_collection
Saguinus oedipus,Ventricles_Vol.mm3,62.6,Stephan_collection
Saimiri sciureus,AccessoryOlfactoryBulb_Vol.mm3,0.985,Stephan_collection
Saimiri sciureus,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.104,Stephan_collection
Saimiri sciureus,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.429,Stephan_collection
Saimiri sciureus,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.452,Stephan_collection
Saimiri sciureus,Amygdala_Vol.mm3,242.4,Stephan_collection
Saimiri sciureus,Area_striata_Vol.mm3,2326.0,Stephan_collection
Saimiri sciureus,Area_striata_grey_matter_Vol.mm3,1732.6666666666667,Bush; Stephan_collection; Zilles
Saimiri sciureus,Area_striata_lamina_1_Vol.mm3,175.0,Stephan_collection
Saimiri sciureus,Area_striata_laminae_2_6_Vol.mm3,1709.0,Stephan_collection
Saimiri sciureus,Area_striata_white_matter_Vol.mm3,442.0,Stephan_collection
Saimiri sciureus,Body_Mass.g,660.0,RillingInsel; Stephan_collection
Saimiri sciureus,Brain_Mass.mg,24000.0,Stephan_collection
