"Species","Measure","Units","Value_g","raw_value","raw_unit","Source","first_author","Year","Team","role","paper","column","poolable_group","basis","measure_emitted"
"Pan troglodytes","Brain_Mass","g",407.5,"407.5","g","10.1002%2Fcne.25669_TABLE1.tsv","Karl","2024","Karl","primary","Karl_etal_2024","Brain mass (g)","mass_measured_specimen","mass_specimen","Brain_Mass_measured"
"Papio anubis","Brain_Mass","g",174.3,"174.3","g","10.1002%2Fcne.25669_TABLE1.tsv","Karl","2024","Karl","primary","Karl_etal_2024","Brain mass (g)","mass_measured_specimen","mass_specimen","Brain_Mass_measured"
"Procavia capensis","Brain_Mass","g",18.1,"18.1","g","10.1002%2Fcne.25669_TABLE1.tsv","Karl","2024","Karl","primary","Karl_etal_2024","Brain mass (g)","mass_measured_specimen","mass_specimen","Brain_Mass_measured"
"Rangifer tarandus","Brain_Mass","g",252.9,"252.9","g","10.1002%2Fcne.25669_TABLE1.tsv","Karl","2024","Karl","primary","Karl_etal_2024","Brain mass (g)","mass_measured_specimen","mass_specimen","Brain_Mass_measured"
"Saimiri sciureus","Brain_Mass","g",24.9,"24.9","g","10.1002%2Fcne.25669_TABLE1.tsv","Karl","2024","Karl","primary","Karl_etal_2024","Brain mass (g)","mass_measured_specimen","mass_specimen","Brain_Mass_measured"
"Trichechus manatus","Brain_Mass","g",350,"350.0","g","10.1002%2Fcne.25669_TABLE1.tsv","Karl","2024","Karl","primary","Karl_etal_2024","Brain mass (g)","mass_measured_specimen","mass_specimen","Brain_Mass_measured"
"Ursus arctos","Brain_Mass","g",385,"385.0","g","10.1002%2Fcne.25669_TABLE1.tsv","Karl","2024","Karl","primary","Karl_etal_2024","Brain mass (g)","mass_measured_specimen","mass_specimen","Brain_Mass_measured"
"Balaenoptera acutorostrata","Brain_Mass","g",2683.9,"2683.9","g","10.1002%2Fcne.70089_TABLE1.tsv","AvelinodeSouza","2025","AvelinodeSouza","secondary","AvelinodeSouza_etal_2025","Whole brain_Mass, g","mass_measured_excl_ob","mass_excl_olfactory_bulb","Brain_Mass_excl_olfactory_bulb"
"Homo sapiens","Brain_Mass","g",1273.7,"1273.7","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Pongo pygmaeus","Brain_Mass","g",316,"316","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Blackheaded parrot (Adapornis personata)","Brain_Mass","g",1.92,"1.92","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Cerkof monkey (Macacus sinicus)","Brain_Mass","g",67.5,"67.5","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Sparrow (Passer domesticus)","Brain_Mass","g",1,"1","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Swallow (Hirundo rustica)","Brain_Mass","g",0.535,"0.535","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Swallow (Hirundo rustica)","Brain_Mass","g",0.492,"0.492","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Dog (Canis familiaris)","Brain_Mass","g",62,"62","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Dog (Canis familiaris)","Brain_Mass","g",83,"83","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"White mouse (mus musculus albus)","Brain_Mass","g",0.425,"0.425","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"White mouse (mus musculus albus)","Brain_Mass","g",0.43,"0.43","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Grey rat (Mus decomanus gris)","Brain_Mass","g",1.66,"1.66","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Domestic mouse (Mus musculus)","Brain_Mass","g",0.35,"0.35","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Grey rat (Mus decomanus gris)","Brain_Mass","g",1.75,"1.75","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"White rat (Mus decom. alb.)","Brain_Mass","g",1.93,"1.93","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Guinea-pig (Cavia porcellus)","Brain_Mass","g",4,"4","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Sheep (Ovis aries)","Brain_Mass","g",102,"102","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Cat (Felis domestica)","Brain_Mass","g",32,"32","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"White rat (Mus decom. alb.)","Brain_Mass","g",1.793,"1.793","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Pigeon (Columba domest.)","Brain_Mass","g",2.03,"2.03","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Marmot (Arctomys marmota)","Brain_Mass","g",13.2,"13.2","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Pigeon (Columba domest.)","Brain_Mass","g",1.79,"1.79","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Horse (Equus caballus)","Brain_Mass","g",532,"532","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Rabbit (Race X) (Oryctolagus cuniculus)","Brain_Mass","g",9.1,"9.1","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Hen (Gallus domest.)","Brain_Mass","g",3.3,"3.3","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Frog (Rana esculenta)","Brain_Mass","g",0.117,"0.117","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Rabbit (Race III) (Oryctolagus cuniculus)","Brain_Mass","g",11.7,"11.7","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Cock (Gallus domest.)","Brain_Mass","g",11.5,"11.5","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Cock (Gallus domest.)","Brain_Mass","g",3.68,"3.68","g","10.1002%2Fcne.901270108_Table2.tsv","Krompecher","1966","Krompecher","secondary","Krompecher_Lipak_1966","brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Rattus norvegicus","Brain_Mass","g",1.5,"1500","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Dasypus novemcinctus","Brain_Mass","g",7.54,"7540","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Galago senegalensis","Brain_Mass","g",2.4,"2400","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Felis catus","Brain_Mass","g",19.08,"19080","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Sciurus carolinensis","Brain_Mass","g",4.93,"4930","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Spermophilus tridecemlineatus","Brain_Mass","g",1.53,"1530","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Atelerix albiventris","Brain_Mass","g",1.3,"1300","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Erinaceus europaeus","Brain_Mass","g",2.26,"2260","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Hemiechinus auritus","Brain_Mass","g",0.965,"965","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Procavia capensis","Brain_Mass","g",12.42,"12420","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Cryptotis parva","Brain_Mass","g",0.08,"80","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Callithrix jacchus","Brain_Mass","g",5.48,"5480","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Scalopus aquaticus","Brain_Mass","g",0.57,"570","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Chlorocebus aethiops","Brain_Mass","g",36.54,"36540","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Macaca fascicularis","Brain_Mass","g",38.03,"38030","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Macaca mulatta","Brain_Mass","g",53.7,"53700","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Saimiri sciureus","Brain_Mass","g",17.04,"17040","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Didelphis virginiana","Brain_Mass","g",4.36,"4360","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Monodelphis domestica","Brain_Mass","g",0.79,"790","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Oryctolagus cuniculus","Brain_Mass","g",7.57,"7570","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Procyon lotor","Brain_Mass","g",31.87,"31870","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Nycticebus coucang","Brain_Mass","g",7.88,"7880","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Tupaia glis","Brain_Mass","g",2.48,"2480","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Microtus pinetorum","Brain_Mass","g",0.37,"370","mg","10.1002%2Fcne.903580203_TABLE1.tsv","Nudo","1995","Nudo","primary","Nudo_etal_1995","Brain_Mass.mg","mass_measured","mass_unspecified","Brain_Mass_measured"
"Canis lupus familiaris","Brain_Mass","g",11.03,"11030","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus familiaris","Brain_Mass","g",17.25,"17250","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus familiaris","Brain_Mass","g",27.23,"27230","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus familiaris","Brain_Mass","g",37.1,"37100","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus familiaris","Brain_Mass","g",39.17,"39170","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus familiaris","Brain_Mass","g",58,"58000","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus familiaris","Brain_Mass","g",73.12,"73120","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus familiaris","Brain_Mass","g",75.98,"75980","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus familiaris","Brain_Mass","g",85.41,"85410","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus familiaris","Brain_Mass","g",8.46,"8460","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus familiaris","Brain_Mass","g",9.31,"9310","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus familiaris","Brain_Mass","g",7.97,"7970","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus familiaris","Brain_Mass","g",15.28,"15280","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus familiaris","Brain_Mass","g",35.1,"35100","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus familiaris","Brain_Mass","g",37.33,"37330","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus familiaris","Brain_Mass","g",59.65,"59650","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus familiaris","Brain_Mass","g",74.69,"74690","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus familiaris","Brain_Mass","g",90.25,"90250","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus","Brain_Mass","g",13,"13000","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus","Brain_Mass","g",75.2,"75200","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus","Brain_Mass","g",121.2,"121200","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus","Brain_Mass","g",135,"135000","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus","Brain_Mass","g",49.2,"49200","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
"Canis lupus","Brain_Mass","g",102,"102000","mg","10.1007%2FBF00519885_Tables1-2.tsv","Schleifenbaum","1973","Schleifenbaum","primary","Schleifenbaum__1973","brain_mass_mg","mass_measured","mass_fresh_or_fixed_mixed","Brain_Mass_measured"
