"Species","Measure","Units","Value_g","raw_value","raw_unit","Source","first_author","Year","Team","role","paper","column","poolable_group","basis","measure_emitted"
"Myotis fortidens","Brain_Mass","g",0.1325,"0.1325","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Aselliscus tricuspidatus","Brain_Mass","g",0.134,"0.134","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Hypsugo imbricatus","Brain_Mass","g",0.137,"0.137","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Hypsugo pulveratus","Brain_Mass","g",0.143,"0.143","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Scotozous dormeri","Brain_Mass","g",0.143,"0.143","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Glauconycteris beatrix","Brain_Mass","g",0.144,"0.144","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Peropteryx trinitatis","Brain_Mass","g",0.1495,"0.1495","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Aselliscus stoliczkanus","Brain_Mass","g",0.15,"0.15","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Hipposideros halophyllus","Brain_Mass","g",0.152,"0.152","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Peropteryx macrotis","Brain_Mass","g",0.1566,"0.1566","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Eptesicus pachyotis","Brain_Mass","g",0.158,"0.158","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Hesperoptenus blanfordi","Brain_Mass","g",0.158,"0.158","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Scotorepens sanborni","Brain_Mass","g",0.158,"0.158","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Saccopteryx leptura","Brain_Mass","g",0.1605,"0.1605","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Myotis lucifugus","Brain_Mass","g",0.16133,"0.16133","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Emballonura monticola","Brain_Mass","g",0.163,"0.163","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhinolophus pusillus","Brain_Mass","g",0.164,"0.164","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Pipistrellus kuhlii","Brain_Mass","g",0.166,"0.166","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Nyctophilus geoffroyi","Brain_Mass","g",0.167,"0.167","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Miniopterus australis","Brain_Mass","g",0.17,"0.17","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Lasiurus borealis","Brain_Mass","g",0.17,"0.17","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Myotis montivagus","Brain_Mass","g",0.17,"0.17","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Myotis riparius","Brain_Mass","g",0.173,"0.173","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Emballonura raffrayana","Brain_Mass","g",0.174,"0.174","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Cyttarops alecto","Brain_Mass","g",0.175,"0.175","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Molossops temminckii","Brain_Mass","g",0.181,"0.181","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Pipistrellus ceylonicus","Brain_Mass","g",0.182,"0.182","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Barbastella barbastellus","Brain_Mass","g",0.184,"0.184","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Emballonura semicaudata","Brain_Mass","g",0.184,"0.184","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Chalinolobus morio","Brain_Mass","g",0.1845,"0.1845","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Cynomops planirostris","Brain_Mass","g",0.185,"0.185","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Phoniscus atrox","Brain_Mass","g",0.188,"0.188","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Myotis hasseltii","Brain_Mass","g",0.188,"0.188","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhinolophus lepidus","Brain_Mass","g",0.18833,"0.18833","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Eptesicus furinalis","Brain_Mass","g",0.1895,"0.1895","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Neoromicia flavescens","Brain_Mass","g",0.19,"0.19","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhinolophus cornutus","Brain_Mass","g",0.194,"0.194","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Myotis horsfieldii","Brain_Mass","g",0.197,"0.197","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Hipposideros ater","Brain_Mass","g",0.198,"0.198","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Eptesicus brasiliensis","Brain_Mass","g",0.19833,"0.19833","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Myotis bocagii","Brain_Mass","g",0.2,"0.2","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Myotis velifer","Brain_Mass","g",0.2,"0.2","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhinolophus malayanus","Brain_Mass","g",0.202,"0.202","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Kerivoula pellucida","Brain_Mass","g",0.203,"0.203","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Glauconycteris poensis","Brain_Mass","g",0.205,"0.205","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhinolophus macrotis","Brain_Mass","g",0.208,"0.208","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Hipposideros cervinus","Brain_Mass","g",0.214,"0.214","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Eptesicus fuscus","Brain_Mass","g",0.21433,"0.21433","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Miniopterus pusillus","Brain_Mass","g",0.216,"0.216","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Murina tubinaris","Brain_Mass","g",0.217,"0.217","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Cormura brevirostris","Brain_Mass","g",0.219,"0.219","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Mormopterus jugularis","Brain_Mass","g",0.22,"0.22","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Myotis annectans","Brain_Mass","g",0.221,"0.221","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Thyroptera tricolor","Brain_Mass","g",0.23,"0.23","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Myotis daubentonii","Brain_Mass","g",0.23,"0.23","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Eptesicus dimissus","Brain_Mass","g",0.231,"0.231","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Hipposideros pomona","Brain_Mass","g",0.233,"0.233","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhinolophus thomasi","Brain_Mass","g",0.233,"0.233","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Mormopterus beccarii","Brain_Mass","g",0.233,"0.233","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Pteronotus personatus","Brain_Mass","g",0.234,"0.234","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Hipposideros fulvus","Brain_Mass","g",0.236,"0.236","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Plecotus auritus","Brain_Mass","g",0.238,"0.238","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Nycteris nana","Brain_Mass","g",0.239,"0.239","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Myotis altarium","Brain_Mass","g",0.24,"0.24","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Chalinolobus gouldii","Brain_Mass","g",0.24,"0.24","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Asellia tridens","Brain_Mass","g",0.24,"0.24","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhinolophus clivosus","Brain_Mass","g",0.242,"0.242","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Natalus tumidirostris","Brain_Mass","g",0.245,"0.245","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhinonicteris aurantia","Brain_Mass","g",0.249,"0.249","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Nyctophilus timoriensis","Brain_Mass","g",0.254,"0.254","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Myotis adversus","Brain_Mass","g",0.2545,"0.2545","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhinolophus capensis","Brain_Mass","g",0.256,"0.256","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Murina huttoni","Brain_Mass","g",0.258,"0.258","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Coleura afra","Brain_Mass","g",0.2585,"0.2585","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhinolophus coelophyllus","Brain_Mass","g",0.259,"0.259","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Myotis tricolor","Brain_Mass","g",0.259,"0.259","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Myotis bechsteinii","Brain_Mass","g",0.26,"0.26","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhinolophus megaphyllus","Brain_Mass","g",0.2605,"0.2605","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Hipposideros ruber","Brain_Mass","g",0.265,"0.265","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Murina cyclotis","Brain_Mass","g",0.265,"0.265","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Miniopterus fuscus","Brain_Mass","g",0.265,"0.265","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhinolophus paradoxolophus","Brain_Mass","g",0.267,"0.267","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Hipposideros ridleyi","Brain_Mass","g",0.269,"0.269","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Miniopterus schreibersii","Brain_Mass","g",0.2703,"0.2703","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Triaenops persicus","Brain_Mass","g",0.2705,"0.2705","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Miniopterus medius","Brain_Mass","g",0.27122,"0.27122","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Micronycteris megalotis","Brain_Mass","g",0.274,"0.274","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Mops pumilus","Brain_Mass","g",0.274,"0.274","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhinopoma hardwickii","Brain_Mass","g",0.275,"0.275","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhinolophus landeri","Brain_Mass","g",0.276,"0.276","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhinolophus robinsoni","Brain_Mass","g",0.2785,"0.2785","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Nycteris thebaica","Brain_Mass","g",0.2785,"0.2785","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Hipposideros galeritus","Brain_Mass","g",0.279,"0.279","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Nycteris hispida","Brain_Mass","g",0.284,"0.284","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
