record_id,Species,Species_printed,Compilation,Table,source_row,source_snapshot_row,Region,Region_raw,Subregion_raw,Measure,measure_class,Value_raw,Units_raw,Value,SD,n,Units,conscious,condition_group,include_in_primary_merge,source_granularity,arm_identity_status,arm_ambiguity_group_id,derivation_role,exclusion_reason,primary_reference_ids,primary_references,primary_reference_raw,source_reference_ids,source_references,source_reference_levels,source_reference_types,reference_resolution_status,ref_raw,ref_keys_str
1888,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,43,43,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,90,umol/100g/min,90.0,,12.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,frietsch2000,"(Frietsch et al., 2000)","(Frietsch et al., 2000)",frietsch2000,"(Frietsch et al., 2000)",primary,journal_article,resolved,"(Frietsch et al., 2000)",frietsch2000
1889,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,44,44,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,33,umol/100g/min,33.0,,12.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,frietsch2000,"(Frietsch et al., 2000)","(Frietsch et al., 2000)",frietsch2000,"(Frietsch et al., 2000)",primary,journal_article,resolved,"(Frietsch et al., 2000)",frietsch2000
1890,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,45,45,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,90,umol/100g/min,90.0,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,grome1983,"(Grome and McCulloch, 1983)","(Grome and McCulloch, 1983)",grome1983,"(Grome and McCulloch, 1983)",primary,journal_article,resolved,"(Grome and McCulloch, 1983)",grome1983
1891,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,46,46,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,116,umol/100g/min,116.0,,7.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,hakim1983,"(Hakim et al., 1983)","(Hakim et al., 1983)",hakim1983,"(Hakim et al., 1983)",primary,journal_article,resolved,"(Hakim et al., 1983)",hakim1983
1892,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,47,47,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,69,umol/100g/min,69.0,,10.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,ingvar1980,"(Ingvar et al., 1980)","(Ingvar et al., 1980)",ingvar1980,"(Ingvar et al., 1980)",primary,journal_article,resolved,"(Ingvar et al., 1980)",ingvar1980
1893,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,48,48,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,72,umol/100g/min,72.0,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,ingvar1982,"(Ingvar and Siesjo, 1982)","(Ingvar and Siesjo, 1982)",ingvar1982,"(Ingvar and Siesjo, 1982)",primary,journal_article,resolved,"(Ingvar and Siesjo, 1982)",ingvar1982
1894,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,49,49,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,64,umol/100g/min,64.0,,10.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,ingvar1982,"(Ingvar and Siesjo, 1982)","(Ingvar and Siesjo, 1982)",ingvar1982,"(Ingvar and Siesjo, 1982)",primary,journal_article,resolved,"(Ingvar and Siesjo, 1982)",ingvar1982
1895,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,50,50,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,102,umol/100g/min,102.0,,7.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,kadekaro1983,"(Kadekaro et al., 1983)","(Kadekaro et al., 1983)",kadekaro1983,"(Kadekaro et al., 1983)",primary,journal_article,resolved,"(Kadekaro et al., 1983)",kadekaro1983
1896,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,51,51,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,92.8,umol/100g/min,92.8,,5.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,katsumata2001,"(Katsumata et al., 2001)","(Katsumata et al., 2001)",katsumata2001,"(Katsumata et al., 2001)",primary,journal_article,resolved,"(Katsumata et al., 2001)",katsumata2001
1897,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,52,52,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,96.1,umol/100g/min,96.1,,8.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,knapp2002,"(Knapp et al., 2002)","(Knapp et al., 2002)",knapp2002,"(Knapp et al., 2002)",primary,journal_article,resolved,"(Knapp et al., 2002)",knapp2002
1898,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,53,53,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,81,umol/100g/min,81.0,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,lenzetal1998,"(Lenzetal., 1998)","(Lenzetal., 1998)",lenzetal1998,"(Lenzetal., 1998)",primary,journal_article,resolved,"(Lenzetal., 1998)",lenzetal1998
1899,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,54,54,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,95,umol/100g/min,95.0,,10.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,macneill1988,"(MacNeill and Bryan, 1988)","(MacNeill and Bryan, 1988)",macneill1988,"(MacNeill and Bryan, 1988)",primary,journal_article,resolved,"(MacNeill and Bryan, 1988)",macneill1988
1900,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,55,55,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,80,umol/100g/min,80.0,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,maekawa1986,"(Maekawa et al., 1986)","(Maekawa et al., 1986)",maekawa1986,"(Maekawa et al., 1986)",primary,journal_article,resolved,"(Maekawa et al., 1986)",maekawa1986
1901,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,56,56,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,112,umol/100g/min,112.0,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,nehlig1985,"(Nehlig et al., 1985)","(Nehlig et al., 1985)",nehlig1985,"(Nehlig et al., 1985)",primary,journal_article,resolved,"(Nehlig et al., 1985)",nehlig1985
1902,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,57,57,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,89,umol/100g/min,89.0,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,o1986,"(O rietal., 1986)","(O rietal., 1986)",o1986,"(O rietal., 1986)",primary,journal_article,resolved,"(O rietal., 1986)",o1986
1903,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,58,58,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,90,umol/100g/min,90.0,,5.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,orzi1983,"(Orzi et al., 1983)","(Orzi et al., 1983)",orzi1983,"(Orzi et al., 1983)",primary,journal_article,resolved,"(Orzi et al., 1983)",orzi1983
1904,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,59,59,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,104,umol/100g/min,104.0,,7.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,poindessous1998,"(Poindessous-Jazat et a l, 1998)","(Poindessous-Jazat et a l, 1998)",poindessous1998,"(Poindessous-Jazat et a l, 1998)",primary,journal_article,resolved,"(Poindessous-Jazat et a l, 1998)",poindessous1998
1905,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,60,60,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,94.7,umol/100g/min,94.7,,5.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,poindessous1998,"(Poindessous-Jazat et al., 1998)","(Poindessous-Jazat et al., 1998)",poindessous1998,"(Poindessous-Jazat et al., 1998)",primary,journal_article,resolved,"(Poindessous-Jazat et al., 1998)",poindessous1998
1906,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,61,61,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,80,umol/100g/min,80.0,,5.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,sakurada1978,"(Sakurada et al., 1978)","(Sakurada et al., 1978)",sakurada1978,"(Sakurada et al., 1978)",primary,journal_article,resolved,"(Sakurada et al., 1978)",sakurada1978
1907,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,62,62,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,95,umol/100g/min,95.0,,7.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,savaki1983,"(Savaki et al., 1983)","(Savaki et al., 1983)",savaki1983,"(Savaki et al., 1983)",primary,journal_article,resolved,"(Savaki et al., 1983)",savaki1983
1908,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,63,63,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,101,umol/100g/min,101.0,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,schwartz1985,"(Schwartz and Crosby, 1985)","(Schwartz and Crosby, 1985)",schwartz1985,"(Schwartz and Crosby, 1985)",primary,journal_article,resolved,"(Schwartz and Crosby, 1985)",schwartz1985
1909,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,64,64,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,1977,umol/100g/min,1977.0,,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,anonNA,(,(,anonNA,(,primary,journal_article,unresolved,(,anonNA
1910,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,65,65,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,93.5,umol/100g/min,93.5,,16.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,soncrant1992,"(Soncrant et al., 1992)","(Soncrant et al., 1992)",soncrant1992,"(Soncrant et al., 1992)",primary,journal_article,resolved,"(Soncrant et al., 1992)",soncrant1992
1911,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,66,66,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,118,umol/100g/min,118.0,,5.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,wechsler1979,"(Wechsler et al., 1979)","(Wechsler et al., 1979)",wechsler1979,"(Wechsler et al., 1979)",primary,journal_article,resolved,"(Wechsler et al., 1979)",wechsler1979
1912,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,67,67,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,93,umol/100g/min,93.0,,16.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,grome1981,"(Grome and McCulloch, 1981)","(Grome and McCulloch, 1981)",grome1981,"(Grome and McCulloch, 1981)",primary,journal_article,resolved,"(Grome and McCulloch, 1981)",grome1981
1913,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,68,68,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,101.6,umol/100g/min,101.6,,5.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,whitlow2002,"(Whitlow et al., 2002)","(Whitlow et al., 2002)",whitlow2002,"(Whitlow et al., 2002)",primary,journal_article,resolved,"(Whitlow et al., 2002)",whitlow2002
1914,Rattus norvegicus,Rattus,Kaufman__2004,TableA12,69,69,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,117.7,umol/100g/min,117.7,,5.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,walker1999,"(Walker et al., 1999)","(Walker et al., 1999)",walker1999,"(Walker et al., 1999)",primary,journal_article,resolved,"(Walker et al., 1999)",walker1999
1915,Rattus norvegicus,rat,Karbowski__2007,TableS18,4,4,Septum,Septum,Septum,CMRgl,cerebral_metabolic_rate,0.48,umol/g/min,48.0,3.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,waschke1993,Waschke et al 1993,Waschke et al 1993,waschke1993,Waschke et al 1993,primary,journal_article,resolved,Waschke et al 1993,waschke1993
1916,Rattus norvegicus,rat,Karbowski__2007,TableS18,5,5,Septum,Septum,Septum,CMRgl,cerebral_metabolic_rate,0.47,umol/g/min,47.0,8.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,dube2001,Dube et al 2001,Dube et al 2001,dube2001,Dube et al 2001,primary,journal_article,resolved,Dube et al 2001,dube2001
1917,Rattus norvegicus,rat,Karbowski__2007,TableS18,6,6,Septum,Septum,Septum,CMRgl,cerebral_metabolic_rate,0.61,umol/g/min,61.0,2.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,nehling1988,Nehling et al 1988,Nehling et al 1988,nehling1988,Nehling et al 1988,primary,journal_article,resolved,Nehling et al 1988,nehling1988
1918,Rattus norvegicus,rat,Karbowski__2007,TableS18,7,7,Septum,Septum,Septum,CMRgl,cerebral_metabolic_rate,0.45,umol/g/min,45.0,5.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,nehling2000,Nehling et al 2000,Nehling et al 2000,nehling2000,Nehling et al 2000,primary,journal_article,resolved,Nehling et al 2000,nehling2000
1919,Rattus norvegicus,rat,Karbowski__2007,TableS18,8,8,Septum,Septum,Septum,CMRgl,cerebral_metabolic_rate,0.45,umol/g/min,45.0,3.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,levant2004,Levant et al 2004,Levant et al 2004,levant2004,Levant et al 2004,primary,journal_article,resolved,Levant et al 2004,levant2004
1920,Rattus norvegicus,rat,Karbowski__2007,TableS18,9,9,Septum,Septum,Septum,CMRgl,cerebral_metabolic_rate,0.61,umol/g/min,61.0,7.000000000000001,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,zocchi2001,Zocchi et al 2001,Zocchi et al 2001,zocchi2001,Zocchi et al 2001,primary,journal_article,resolved,Zocchi et al 2001,zocchi2001
1921,Rattus norvegicus,rat,Karbowski__2007,TableS20,2,2,Substantia_nigra,Substantia nigra,Substantia nigra,CMRgl,cerebral_metabolic_rate,0.57,umol/g/min,56.99999999999999,1.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,nehling1988,Nehling et al 1988,Nehling et al 1988,nehling1988,Nehling et al 1988,primary,journal_article,resolved,Nehling et al 1988,nehling1988
1922,Rattus norvegicus,rat,Karbowski__2007,TableS20,3,3,Substantia_nigra,Substantia nigra,Substantia nigra,CMRgl,cerebral_metabolic_rate,0.52,umol/g/min,52.0,8.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,waschke1993,Waschke et al 1993,Waschke et al 1993,waschke1993,Waschke et al 1993,primary,journal_article,resolved,Waschke et al 1993,waschke1993
1923,Rattus norvegicus,rat,Karbowski__2007,TableS20,4,4,Substantia_nigra,Substantia nigra,Substantia nigra,CMRgl,cerebral_metabolic_rate,0.56,umol/g/min,56.00000000000001,4.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,nehling2000,Nehling et al 2000,Nehling et al 2000,nehling2000,Nehling et al 2000,primary,journal_article,resolved,Nehling et al 2000,nehling2000
1924,Rattus norvegicus,rat,Karbowski__2007,TableS20,5,5,Substantia_nigra,Substantia nigra,Substantia nigra,CMRgl,cerebral_metabolic_rate,0.52,umol/g/min,52.0,3.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,levant2004,Levant et al 2004,Levant et al 2004,levant2004,Levant et al 2004,primary,journal_article,resolved,Levant et al 2004,levant2004
1925,Rattus norvegicus,rat,Karbowski__2007,TableS20,6,6,Substantia_nigra,Substantia nigra,Substantia nigra,CMRgl,cerebral_metabolic_rate,0.49,umol/g/min,49.0,9.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,blin1991,Blin et al 1991,Blin et al 1991,blin1991,Blin et al 1991,primary,journal_article,resolved,Blin et al 1991,blin1991
1926,Rattus norvegicus,rat,Karbowski__2007,TableS7,2,2,Temporal_cortex,Temporal cortex,Temporal cortex,CMRgl,cerebral_metabolic_rate,1.08,umol/g/min,108.0,12.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,waschke1993,"Waschke et al 1993, auditory","Waschke et al 1993, auditory",waschke1993,"Waschke et al 1993, auditory",primary,journal_article,resolved,"Waschke et al 1993, auditory",waschke1993
1927,Rattus norvegicus,rat,Karbowski__2007,TableS7,3,3,Temporal_cortex,Temporal cortex,Temporal cortex,CMRgl,cerebral_metabolic_rate,0.94,umol/g/min,94.0,13.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,dube2001,Dube et al 2001,Dube et al 2001,dube2001,Dube et al 2001,primary,journal_article,resolved,Dube et al 2001,dube2001
1928,Rattus norvegicus,rat,Karbowski__2007,TableS7,4,4,Temporal_cortex,Temporal cortex,Temporal cortex,CMRgl,cerebral_metabolic_rate,1.45,umol/g/min,145.0,4.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,nehling1988,"Nehling et al 1988, auditory","Nehling et al 1988, auditory",nehling1988,"Nehling et al 1988, auditory",primary,journal_article,resolved,"Nehling et al 1988, auditory",nehling1988
1929,Rattus norvegicus,rat,Karbowski__2007,TableS7,5,5,Temporal_cortex,Temporal cortex,Temporal cortex,CMRgl,cerebral_metabolic_rate,1.34,umol/g/min,134.0,11.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,nehling2000,"Nehling et al 2000, auditory","Nehling et al 2000, auditory",nehling2000,"Nehling et al 2000, auditory",primary,journal_article,resolved,"Nehling et al 2000, auditory",nehling2000
1930,Rattus norvegicus,rat,Karbowski__2007,TableS7,6,6,Temporal_cortex,Temporal cortex,Temporal cortex,CMRgl,cerebral_metabolic_rate,1.22,umol/g/min,122.0,8.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,levant2004,Levant et al 2004,Levant et al 2004,levant2004,Levant et al 2004,primary,journal_article,resolved,Levant et al 2004,levant2004
1931,Rattus norvegicus,rat,Karbowski__2007,TableS7,7,7,Temporal_cortex,Temporal cortex,Temporal cortex,CMRgl,cerebral_metabolic_rate,1.34,umol/g/min,134.0,8.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,zocchi2001,"Zocchi et al 2001, auditory","Zocchi et al 2001, auditory",zocchi2001,"Zocchi et al 2001, auditory",primary,journal_article,resolved,"Zocchi et al 2001, auditory",zocchi2001
1932,Rattus norvegicus,Rattus,Kaufman__2004,TableA9,62,62,Temporal_cortex,Temporal Cortex,,CMRgl,cerebral_metabolic_rate,112,umol/100g/min,112.0,,7.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,bassant1996,"(Bassant et al., 1996)","(Bassant et al., 1996)",bassant1996,"(Bassant et al., 1996)",primary,journal_article,resolved,"(Bassant et al., 1996)",bassant1996
1933,Rattus norvegicus,Rattus,Kaufman__2004,TableA9,63,63,Temporal_cortex,Temporal Cortex,,CMRgl,cerebral_metabolic_rate,86,umol/100g/min,86.0,,8.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,bassant1996,"(Bassant et al., 1996)","(Bassant et al., 1996)",bassant1996,"(Bassant et al., 1996)",primary,journal_article,resolved,"(Bassant et al., 1996)",bassant1996
1934,Rattus norvegicus,Rattus,Kaufman__2004,TableA9,64,64,Temporal_cortex,Temporal Cortex,,CMRgl,cerebral_metabolic_rate,80.3,umol/100g/min,80.3,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,otori2003,"(Otori et al., 2003)","(Otori et al., 2003)",otori2003,"(Otori et al., 2003)",primary,journal_article,resolved,"(Otori et al., 2003)",otori2003
1935,Rattus norvegicus,Rattus,Kaufman__2004,TableA9,65,65,Temporal_cortex,Temporal Cortex,,CMRgl,cerebral_metabolic_rate,116,umol/100g/min,116.0,,5.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,walker1999,"(Walker et al., 1999)","(Walker et al., 1999)",walker1999,"(Walker et al., 1999)",primary,journal_article,resolved,"(Walker et al., 1999)",walker1999
1936,Rattus norvegicus,rat,Karbowski__2007,TableS13,4,4,Thalamus,Thalamus,Thalamus,CMRgl,cerebral_metabolic_rate,0.92,umol/g/min,92.0,3.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,nehling1988,Nehling et al 1988,Nehling et al 1988,nehling1988,Nehling et al 1988,primary,journal_article,resolved,Nehling et al 1988,nehling1988
1937,Rattus norvegicus,rat,Karbowski__2007,TableS13,5,5,Thalamus,Thalamus,Thalamus,CMRgl,cerebral_metabolic_rate,0.88,umol/g/min,88.0,8.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,nehling2000,Nehling et al 2000,Nehling et al 2000,nehling2000,Nehling et al 2000,primary,journal_article,resolved,Nehling et al 2000,nehling2000
1938,Rattus norvegicus,rat,Karbowski__2007,TableS13,6,6,Thalamus,Thalamus,Thalamus,CMRgl,cerebral_metabolic_rate,0.94,umol/g/min,94.0,14.000000000000002,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,dube2001,Dube et al 2001,Dube et al 2001,dube2001,Dube et al 2001,primary,journal_article,resolved,Dube et al 2001,dube2001
1939,Rattus norvegicus,rat,Karbowski__2007,TableS13,7,7,Thalamus,Thalamus,Thalamus,CMRgl,cerebral_metabolic_rate,0.98,umol/g/min,98.0,5.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,levant2004,Levant et al 2004,Levant et al 2004,levant2004,Levant et al 2004,primary,journal_article,resolved,Levant et al 2004,levant2004
1940,Rattus norvegicus,rat,Karbowski__2007,TableS13,8,8,Thalamus,Thalamus,Thalamus,CMRgl,cerebral_metabolic_rate,0.72,umol/g/min,72.0,9.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,waschke1993,Waschke et al 1993,Waschke et al 1993,waschke1993,Waschke et al 1993,primary,journal_article,resolved,Waschke et al 1993,waschke1993
1941,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,70,70,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,89,umol/100g/min,89.0,,7.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,bassant1996,"(Bassant et al., 1996)","(Bassant et al., 1996)",bassant1996,"(Bassant et al., 1996)",primary,journal_article,resolved,"(Bassant et al., 1996)",bassant1996
1942,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,71,71,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,84,umol/100g/min,84.0,,8.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,bassant1996,"(Bassant et al., 1996)","(Bassant et al., 1996)",bassant1996,"(Bassant et al., 1996)",primary,journal_article,resolved,"(Bassant et al., 1996)",bassant1996
1943,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,72,72,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,67.4,umol/100g/min,67.4,,10.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,blin1991,"(Blin et al., 1991)","(Blin et al., 1991)",blin1991,"(Blin et al., 1991)",primary,journal_article,resolved,"(Blin et al., 1991)",blin1991
1944,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,73,73,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,88,umol/100g/min,88.0,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,bryan1983,"(Bryan et al., 1983)","(Bryan et al., 1983)",bryan1983,"(Bryan et al., 1983)",primary,journal_article,resolved,"(Bryan et al., 1983)",bryan1983
1945,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,74,74,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,86,umol/100g/min,86.0,,10.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,bryan1988,"(Bryan and Lehman, 1988)","(Bryan and Lehman, 1988)",bryan1988,"(Bryan and Lehman, 1988)",primary,journal_article,resolved,"(Bryan and Lehman, 1988)",bryan1988
1946,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,75,75,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,93.6,umol/100g/min,93.6,,8.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,chang2001,"Chang et al., 2001)","Chang et al., 2001)",chang2001,"Chang et al., 2001)",primary,journal_article,resolved,"Chang et al., 2001)",chang2001
1947,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,76,76,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,103.5,umol/100g/min,103.5,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,crane1989,"Crane and Porrino, 1989)","Crane and Porrino, 1989)",crane1989,"Crane and Porrino, 1989)",primary,journal_article,resolved,"Crane and Porrino, 1989)",crane1989
