"file","identifier","id_type","table_label","url","readme","n_rows","n_cols","columns","citation","citation_short","first_author","year"
"10.1523%2FJNEUROSCI.2339-19.2020_Table1.tsv","10.1523/JNEUROSCI.2339-19.2020","DOI","Table1","https://doi.org/10.1523/JNEUROSCI.2339-19.2020","",33,57,"Species name; Br_C; Br_I; Br_I/mg; Br_I/N; Br_N; Br_N/mg; Br_No. of samples; Br_Structure mass (g); Cb_C; Cb_I; Cb_I/mg; Cb_I/N; Cb_N; Cb_N/mg; Cb_No. of samples; Cb_Structure mass (g); Ctx_C; Ctx_I; Ctx_I/mg; Ctx_I/N; Ctx_N; Ctx_N/mg; Ctx_No. of samples; Ctx_Structure mass (g); Cx_C; Cx_I; Cx_I/mg; Cx_I/N; Cx_N; Cx_N/mg; Cx_No. of samples; Cx_Structure mass (g); Hp_C; Hp_I; Hp_I/mg; Hp_I/N; Hp_N; Hp_N/mg; Hp_No. of samples; Hp_Structure mass (g); P+M_C; P+M_I; P+M_I/mg; P+M_I/N; P+M_N; P+M_N/mg; P+M_No. of samples; P+M_Structure mass (g); RoB_C; RoB_I; RoB_I/mg; RoB_I/N; RoB_N; RoB_N/mg; RoB_No. of samples; RoB_Structure mass (g)","Dos Santos, S. E., Medeiros, M., Porfirio, J., Tavares, W., Pessoa, L., Grinberg, L., Leite, R. E. P., Ferretti-Rebustini, R. E. L., Suemoto, C. K., Filho, W. J., Noctor, S. C., Sherwood, C. C., Kaas, J. H., Manger, P. R., & Herculano-Houzel, S. (2020). Similar Microglial Cell Densities across Brain Structures and Mammalian Species: Implications for Brain Tissue Function. J Neurosci, 40(24), 4622-4643. https://doi.org/10.1523/JNEUROSCI.2339-19.2020","DosSantos et al. (2020)","DosSantos","2020"
"10.1523%2FJNEUROSCI.2339-19.2020_unpublished.tsv","10.1523/JNEUROSCI.2339-19.2020","DOI","unpublished","https://doi.org/10.1523/JNEUROSCI.2339-19.2020","",33,7,"Species; Br_I/C; Cb_I/C; Ctx_I/C; Cx_I/C; Hp_I/C; RoB_I/C","Dos Santos, S. E., Medeiros, M., Porfirio, J., Tavares, W., Pessoa, L., Grinberg, L., Leite, R. E. P., Ferretti-Rebustini, R. E. L., Suemoto, C. K., Filho, W. J., Noctor, S. C., Sherwood, C. C., Kaas, J. H., Manger, P. R., & Herculano-Houzel, S. (2020). Similar Microglial Cell Densities across Brain Structures and Mammalian Species: Implications for Brain Tissue Function. J Neurosci, 40(24), 4622-4643. https://doi.org/10.1523/JNEUROSCI.2339-19.2020","DosSantos et al. (2020)","DosSantos","2020"
"10.1890%2F13-1917.1_MamFuncDat.tsv","10.1890/13-1917.1","DOI","MamFuncDat","https://doi.org/10.1890/13-1917.1","",5400,28,"species_sci; Species; MSW3_ID; Family; Diet_Inv; Diet_Vend; Diet_Vect; Diet_Vfish; Diet_Vunk; Diet_Scav; Diet_Fruit; Diet_Nect; Diet_Seed; Diet_PlantO; Diet_dominant; Diet_breadth; Trophic_guild; Diet_Certainty; ForStrat_Value; ForStrat_stratum; ForStrat_Certainty; Activity_Nocturnal; Activity_Crepuscular; Activity_Diurnal; Activity_pattern; Activity_Certainty; BodyMass.g; BodyMass_SpecLevel","Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species‐level foraging attributes of the world's birds and mammals. Ecology, 95(7), 2027-2027. https://doi.org/10.1890/13-1917.1","Wilman et al. (2014)","Wilman","2014"
"10.26451%2Fabc.09.04.06.2022_speciespredictors.tsv","10.26451/abc.09.04.06.2022","DOI","speciespredictors","https://doi.org/10.26451/abc.09.04.06.2022","",41,8,"Species; common_name; family; superordinate_group; vocal_repertoire_types; vocal_repertoire_source; vocal_repertoire_comment; source","ManyPrimates, Aguenounon, G., Allritz, M., Altschul, D., Ballesta, S., Beaud, A., Bohn, M., Bornbusch, S., Brandão, A., Brooks, J., Bugnyar, T., Burkart, J., Bustamante, L., Call, J., Canteloup, C., Cao, C., Caspar, K., da Silva, D., de Sousa, A., . . . Zablocki-Thomas, P. (2022). The Evolution of Primate Short-Term Memory. Animal Behavior and Cognition, 9(4), 428-516. https://doi.org/10.26451/abc.09.04.06.2022","ManyPrimates et al. (2022)","ManyPrimates","2022"
"10.3389%2Ffnana.2013.00035_Figure2TopLeft.tsv","10.3389/fnana.2013.00035","DOI","Figure2TopLeft","https://doi.org/10.3389/fnana.2013.00035","10.3389%2Ffnana.2013.00035_Figure2TopLeft.ReadMe.md",18,3,"region; neurones; vol mm^3","Herculano-Houzel, S., Watson, C., & Paxinos, G. (2013). Distribution of neurons in functional areas of the mouse cerebral cortex reveals quantitatively different cortical zones. Front Neuroanat, 7, 35. https://doi.org/10.3389/fnana.2013.00035","HerculanoHouzel et al. (2013)","HerculanoHouzel","2013"
"10.3389%2Ffnana.2013.00035_Table1-a.tsv","10.3389/fnana.2013.00035","DOI","Table1-a","https://doi.org/10.3389/fnana.2013.00035","10.3389%2Ffnana.2013.00035.ReadMe.md",18,10,"Area; Areas in atlas; % cortical area; % cortical volume; Neurons; % cortical neurons; N/mm2; N/mm3; Other cells; T (mm)","Herculano-Houzel, S., Watson, C., & Paxinos, G. (2013). Distribution of neurons in functional areas of the mouse cerebral cortex reveals quantitatively different cortical zones. Front Neuroanat, 7, 35. https://doi.org/10.3389/fnana.2013.00035","HerculanoHouzel et al. (2013)","HerculanoHouzel","2013"
"10.3389%2Ffnana.2013.00035_Table1-b.tsv","10.3389/fnana.2013.00035","DOI","Table1-b","https://doi.org/10.3389/fnana.2013.00035","10.3389%2Ffnana.2013.00035.ReadMe.md",7,5,"Area; % cortical area; % cortical volume; Neurons; % cortical neurons","Herculano-Houzel, S., Watson, C., & Paxinos, G. (2013). Distribution of neurons in functional areas of the mouse cerebral cortex reveals quantitatively different cortical zones. Front Neuroanat, 7, 35. https://doi.org/10.3389/fnana.2013.00035","HerculanoHouzel et al. (2013)","HerculanoHouzel","2013"
"10.3389%2Ffnana.2017.00118_Table1.tsv","10.3389/fnana.2017.00118","DOI","Table1","https://doi.org/10.3389/fnana.2017.00118","",8,32,"Species; Common Name; MBD.kg; MBR.g; MCxT.g; MHP.g; MCB.g; MRoB.g; MOB.g; NBR; NCxT; NHP; NCB; NRoB; NOB; OBR; OCxT; OHP; OCB; ORoB; OOB; DNCxT; DNHP; DNCB; DNRoB; DNOB; O/NBR; O/NCXT; O/NHP; O/NCB; O/NRoB; O/NOB","Jardim-Messeder, D., Lambert, K., Noctor, S., Pestana, F. M., de Castro Leal, M. E., Bertelsen, M. F., Alagaili, A. N., Mohammad, O. B., Manger, P. R., & Herculano-Houzel, S. (2017). Dogs Have the Most Neurons, Though Not the Largest Brain: Trade-Off between Body Mass and Number of Neurons in the Cerebral Cortex of Large Carnivoran Species. Front Neuroanat, 11, 118. https://doi.org/10.3389/fnana.2017.00118","JardimMesseder et al. (2017)","JardimMesseder","2017"
"10.3389%2Ffncir.2013.00030_Table1.tsv","10.3389/fncir.2013.00030","DOI","Table1","https://doi.org/10.3389/fncir.2013.00030","",7,27,"Species; species_as_published; species_note; specimen_source; n_hemispheres; M1_mass_g; M1_mass_g_sd; M1_pct_total_mass; M1_pct_total_mass_sd; M1_area_mm2; M1_area_mm2_sd; M1_pct_total_area; M1_pct_total_area_sd; M1_cell_density_per_g_M; M1_cell_density_per_g_M_sd; M1_cell_density_per_mm2_M; M1_cell_density_per_mm2_M_sd; M1_pct_neurons; M1_pct_neurons_sd; M1_neuron_density_per_g_M; M1_neuron_density_per_g_M_sd; M1_neuron_density_per_mm2_M; M1_neuron_density_per_mm2_M_sd; M1_pct_neuron_diff_from_avg; M1_pct_neuron_diff_from_avg_sd; specimen_overlap_Collins2010; source","Young, N. A., Collins, C. E., & Kaas, J. H. (2013). Cell and neuron densities in the primary motor cortex of primates [Original Research]. Front Neural Circuits, 7(30), 30. https://doi.org/10.3389/fncir.2013.00030","Young et al. (2013)","Young","2013"
"10.3389%2Ffnhum.2013.00424_TableS2partial.tsv","10.3389/fnhum.2013.00424","DOI","TableS2partial","https://doi.org/10.3389/fnhum.2013.00424","10.3389%2Ffnhum.2013.00424.ReadMe.md",66,8,"species_sci; Species; Brain_weight_g; Neuron_density_per_mm3; Astrocyte_density_per_mm3; Gray_matter_thickness_mm; Ventricle_1_2_volume_mm3; GI","Lewitus, E., Kelava, I., & Huttner, W. B. (2013). Conical expansion of the outer subventricular zone and the role of neocortical folding in evolution and development. Front Hum Neurosci, 7, 424. https://doi.org/10.3389/fnhum.2013.00424","Lewitus et al. (2013)","Lewitus","2013"
"10.3389%2Ffnhum.2014.00277_Table1.tsv","10.3389/fnhum.2014.00277","DOI","Table1","https://doi.org/10.3389/fnhum.2014.00277","",20,12,"case_index; species; processing; in_barger2007; amygdala_lateral_cc; amygdala_basal_cc; amygdala_accessory_basal_cc; amygdala_central_cc; amygdala_total_cc; hippocampus_cc; striatum_cc; source","Barger, N., Hanson, K. L., Teffer, K., Schenker-Ahmed, N. M., & Semendeferi, K. (2014). Evidence for evolutionary specialization in human limbic structures. Front Hum Neurosci, 8, 277. https://doi.org/10.3389/fnhum.2014.00277","Barger et al. (2014)","Barger","2014"
"10.3389%2Ffnins.2021.632853_TABLE1.tsv","10.3389/fnins.2021.632853","DOI","TABLE1","https://doi.org/10.3389/fnins.2021.632853","",25,6,"Species; Time_to_locomotion_days; Time_to_weaning_days; Time_to_adolescence_months; REM_sleep_percent; Phylogenetic_distance_Mya","Eagleman, D. M., & Vaughn, D. A. (2021). The Defensive Activation Theory: REM Sleep as a Mechanism to Prevent Takeover of the Visual Cortex [Hypothesis and Theory]. Front Neurosci, 15(598), 632853. https://doi.org/10.3389/fnins.2021.632853","Eagleman et al. (2021)","Eagleman","2021"
"10.6084%2Fm9.figshare.c.3899422.v1_Dataset1.tsv","10.6084/m9.figshare.c.3899422.v1","DOI","Dataset1","https://doi.org/10.6084/m9.figshare.c.3899422.v1","",289,52,"Species Name; Species name adjusted to 10kTrees; Species name in Perelman tree; Subfamily; Family; Terrestriality; logECV; logBodyMass; logInsects; logFruit; logLeaves; logCombiGroupSize; logHRS; Diurnality; ECV; N ECV; Sex ECV; Source ECV; Body mass; N Body mass; Sex Body mass; Source Body mass; Original source Body mass; %animal prey; %fruit; % seeds; %fruit and seeds; %nectar; %flowers; %nectar and flowers; % reproductive plant parts (fruits, flowers and nectar); %gum; %leaves; %young leaves; %mature leaves; %nonreproctive plant parts (gum and leaves, bark etc.); %other; sum; Calculation; Source diet composition; Sleeping group size; Remarks Sleeping group size; Foraging Group size: mean; Group size: range; Group size combined; Source group size; Day range (m); male Home range (HR) size: mean (ha); female Home range size: mean; HR size average; HR range; Source Home range size","Powell, L. E., Isler, K., & Barton, R. A. (2017). Re-evaluating the link between brain size and behavioural ecology in primates. Proc Biol Sci, 284(1865). https://doi.org/10.1098/rspb.2017.1765","Powell et al. (2017)","Powell","2017"
"10.7554%2FeLife.77875_Supplementaryfile3.tsv","10.7554/eLife.77875","DOI","Supplementaryfile3","https://doi.org/10.7554/eLife.77875","",40,12,"Family; Species; ecology; ecology_ref; female_endocranial_volume_ml; endocranial_volume_ref; endocranial_volume_notes; habitual_tool_use; tool_use_ref; tool_use_notes; name_in_tree; source","Caspar, K. R., Pallasdies, F., Mader, L., Sartorelli, H., & Begall, S. (2022). The evolution and biological correlates of hand preferences in anthropoid primates. Elife, 11, e77875. https://doi.org/10.7554/eLife.77875","Caspar et al. (2022)","Caspar","2022"
"10.7554%2FeLife.77875_Table1.tsv","10.7554/eLife.77875","DOI","Table1","https://doi.org/10.7554/eLife.77875","",38,16,"Species; N; # Left; # Left %; # Right; # Right %; # Ambipreferent; # Ambipreferent %; MeanHI; MeanAbsHI; Species direction bias (HI), p value; Species L/R/A distribution, p value; nGenus; Genus direction bias (HI), p value; Genus L/R/A distribution, p value; Species note","Caspar, K. R., Pallasdies, F., Mader, L., Sartorelli, H., & Begall, S. (2022). The evolution and biological correlates of hand preferences in anthropoid primates. Elife, 11, e77875. https://doi.org/10.7554/eLife.77875","Caspar et al. (2022)","Caspar","2022"
"ISBN%3A0390672505_TABLE1.tsv","ISBN:0390672505","Other","TABLE1","","",22,11,"species; group; body_weight_g; brain_weight_mg; total_brain_net_mm3; medulla_oblongata_mm3; cerebellum_mm3; mesencephalon_mm3; diencephalon_mm3; telencephalon_mm3; source","Stephan, H., Bauchot, R., & Andy, O. J. (1970). Data on the size of the brain and of the various brain parts in insectivores and primates. In C. R. Noback & W. Montagna (Eds.), The Primate Brain (pp. 289-296). Appleton-Century-Crofts","Stephan et al. (1970)","Stephan","1970"
"ISBN%3A0390672505_TABLE2.tsv","ISBN:0390672505","Other","TABLE2","","",20,11,"species; group; body_weight_g; brain_weight_mg; total_brain_net_mm3; medulla_oblongata_mm3; cerebellum_mm3; mesencephalon_mm3; diencephalon_mm3; telencephalon_mm3; source","Stephan, H., Bauchot, R., & Andy, O. J. (1970). Data on the size of the brain and of the various brain parts in insectivores and primates. In C. R. Noback & W. Montagna (Eds.), The Primate Brain (pp. 289-296). Appleton-Century-Crofts","Stephan et al. (1970)","Stephan","1970"
"ISBN%3A0390672505_TABLE3.tsv","ISBN:0390672505","Other","TABLE3","","",21,11,"species; group; body_weight_g; brain_weight_mg; total_brain_net_mm3; medulla_oblongata_mm3; cerebellum_mm3; mesencephalon_mm3; diencephalon_mm3; telencephalon_mm3; source","Stephan, H., Bauchot, R., & Andy, O. J. (1970). Data on the size of the brain and of the various brain parts in insectivores and primates. In C. R. Noback & W. Montagna (Eds.), The Primate Brain (pp. 289-296). Appleton-Century-Crofts","Stephan et al. (1970)","Stephan","1970"
"ISBN%3A0390672505_TABLE4.tsv","ISBN:0390672505","Other","TABLE4","","",22,10,"species; group; bulbus_olfactorius_mm3; palaeocortex_plus_amygdala_mm3; septum_mm3; striatum_mm3; schizocortex_mm3; hippocampus_mm3; neocortex_mm3; source","Stephan, H., Bauchot, R., & Andy, O. J. (1970). Data on the size of the brain and of the various brain parts in insectivores and primates. In C. R. Noback & W. Montagna (Eds.), The Primate Brain (pp. 289-296). Appleton-Century-Crofts","Stephan et al. (1970)","Stephan","1970"
"ISBN%3A0390672505_TABLE5.tsv","ISBN:0390672505","Other","TABLE5","","",20,10,"species; group; bulbus_olfactorius_mm3; palaeocortex_plus_amygdala_mm3; septum_mm3; striatum_mm3; schizocortex_mm3; hippocampus_mm3; neocortex_mm3; source","Stephan, H., Bauchot, R., & Andy, O. J. (1970). Data on the size of the brain and of the various brain parts in insectivores and primates. In C. R. Noback & W. Montagna (Eds.), The Primate Brain (pp. 289-296). Appleton-Century-Crofts","Stephan et al. (1970)","Stephan","1970"
"ISBN%3A0390672505_TABLE6.tsv","ISBN:0390672505","Other","TABLE6","","",21,10,"species; group; bulbus_olfactorius_mm3; palaeocortex_plus_amygdala_mm3; septum_mm3; striatum_mm3; schizocortex_mm3; hippocampus_mm3; neocortex_mm3; source","Stephan, H., Bauchot, R., & Andy, O. J. (1970). Data on the size of the brain and of the various brain parts in insectivores and primates. In C. R. Noback & W. Montagna (Eds.), The Primate Brain (pp. 289-296). Appleton-Century-Crofts","Stephan et al. (1970)","Stephan","1970"
"ISBN%3A0390672505_Tables1-6.tsv","ISBN:0390672505","Other","Tables1-6","","",63,17,"species; body_weight_g; brain_weight_mg; total_brain_net_mm3; medulla_oblongata_mm3; cerebellum_mm3; mesencephalon_mm3; diencephalon_mm3; telencephalon_mm3; bulbus_olfactorius_mm3; palaeocortex_plus_amygdala_mm3; septum_mm3; striatum_mm3; schizocortex_mm3; hippocampus_mm3; neocortex_mm3; source","Stephan, H., Bauchot, R., & Andy, O. J. (1970). Data on the size of the brain and of the various brain parts in insectivores and primates. In C. R. Noback & W. Montagna (Eds.), The Primate Brain (pp. 289-296). Appleton-Century-Crofts","Stephan et al. (1970)","Stephan","1970"
"ISBN%3A0845140000_TABLE1.tsv","ISBN:0845140000","Other","TABLE1","","",52,10,"Stephan_code; Species; BoW_g; BrW_mg; EI; activity; diet_category; locomotion; ecoethology_refs; source","Stephan, H., Baron, G., & Frahm, H. D. (1988). Comparative size of brains and brain components. In H. D. Stelis & J. Erwin (Eds.), Neurosciences (Vol. 4, pp. 1-38). Liss.","Stephan et al. (1988)","Stephan","1988"
"ISBN%3A9780195043716_Table12-2.tsv","ISBN:9780195043716","Other","Table12-2","","",18,5,"Species; structure; fresh_volume_cc3; volume_mm3; pct_total_brain","Zilles, K., & Rehkämper, G. (1988). The brain, with special reference to the telencephalon. In J. H. Schwartz (Ed.), Orang-Utan Biology (pp. 157-176). Oxford University Press","Zilles et al. (1988)","Zilles","1988"
"NQ%3A61662_APPENDIXI.tsv","NQ:61662","Other","APPENDIXI","","",106,34,"species; taxon_common_printed; specimen; specimen_name; record_note; primary_identifier; alternate_identifiers; identification_number; identifier_raw; specimen_printed; specimen_printed_raw; sex; sample; body_weight_kg; body_weight_raw; brain_weight_g; brain_weight_raw; fixed_volume_cm3; fixed_volume_raw; age; age_years; age_class; collection_source; cause_of_death; section_plane; section_plane_raw; stains_measured; stephan_database_specimen; stephan_related_note; semendeferi_record; brainweight_known; taxonomic_issue; taxonomic_note; source","MacLeod, C. E. (2000). The cerebellum and its part in the evolution of the hominoid brain (Publication No. NQ61662) [Doctoral dissertation, Simon Fraser University]. Library and Archives Canada.","MacLeod et al. (2000)","MacLeod","2000"
"PMID%3A15534048_TABLE1.tsv","PMID:15534048","PubMed","TABLE1","https://pubmed.ncbi.nlm.nih.gov/15534048/","",26,8,"category; Region; Both hemispheres Mean; Both hemispheres SD; Left minus right hemisphere Difference; Left minus right hemisphere SD; P; Data of Heiss et al. (21)","Heiss, W. D., Habedank, B., Klein, J. C., Herholz, K., Wienhard, K., Lenox, M., & Nutt, R. (2004). Metabolic rates in small brain nuclei determined by high-resolution PET. J Nucl Med, 45(11), 1811-1815. https://www.ncbi.nlm.nih.gov/pubmed/15534048","Heiss et al. (2004)","Heiss","2004"
"PMID%3A2358663_Table1.tsv","PMID:2358663","PubMed","Table1","https://pubmed.ncbi.nlm.nih.gov/2358663/","",78,2,"Species; Complexus_sensorius_trigeminalis_mm3","Baron, G., Stephan, H., & Frahm, H. D. (1990). Comparison of brain structure volumes in Insectivora and primates. IX. Trigeminal complex. J Hirnforsch, 31(2), 193-200. https://www.ncbi.nlm.nih.gov/pubmed/2358663","Baron et al. (1990)","Baron","1990"
"PMID%3A3116076_Table1.tsv","PMID:3116076","PubMed","Table1","https://pubmed.ncbi.nlm.nih.gov/3116076/","",89,8,"Species; BOL; RB; PRPI; TOL; TRL; COA; SIN","Baron, G., Stephan, H., & Frahm, H. D. (1987). Comparison of brain structure volumes in Insectivora and Primates. VI. Paleocortical components. J Hirnforsch, 28(4), 463-477. http://www.ncbi.nlm.nih.gov/pubmed/3116076","Baron et al. (1987)","Baron","1987"
"PMID%3A3216099_Table1.tsv","PMID:3216099","PubMed","Table1","https://pubmed.ncbi.nlm.nih.gov/3216099/","",76,6,"Species; VC; VI; VL; VM; VS","Baron, G., Frahm, H. D., & Stephan, H. (1988). Comparison of brain structure volumes in Insectivora and Primates. VIII. Vestibular complex. J Hirnforsch, 29(5), 509-523. http://www.ncbi.nlm.nih.gov/pubmed/3216099","Baron et al. (1988)","Baron","1988"
"PMID%3A3693895_Table1.tsv","PMID:3693895","PubMed","Table1","https://pubmed.ncbi.nlm.nih.gov/3693895/","",89,7,"species; amygdala_mm3; complexus_centromedialis_mm3; complexus_corticobasolateralis_mm3; nucleus_amygdalae_basalis_pars_magnocellularis_mm3; nucleus_tractus_olfactorius_mm3; source","Stephan, H., Frahm, H. D., & Baron, G. (1987). Comparison of brain structure volumes in Insectivora and primates. VII. Amygdaloid components. J Hirnforsch, 28(5), 571-584. https://www.ncbi.nlm.nih.gov/pubmed/3693895","Stephan et al. (1987)","Stephan","1987"
"PMID%3A6481154_Table1.tsv","PMID:6481154","PubMed","Table1","https://pubmed.ncbi.nlm.nih.gov/6481154/","",53,5,"code; species; n; corpus_geniculatum_laterale_mm3; source","Stephan, H., Frahm, H. D., & Baron, G. (1984). Comparison of brain structure volumes in insectivora and primates. IV. Non-cortical visual structures. J Hirnforsch, 25(4), 385-403. https://www.ncbi.nlm.nih.gov/pubmed/6481154","Stephan et al. (1984)","Stephan","1984"
"PMID%3A6501869_Table1.tsv","PMID:6501869","PubMed","Table1","https://pubmed.ncbi.nlm.nih.gov/6501869/","",44,8,"Species; n; Area_striata_mm3; Area_striata_grey_matter_mm3; Area_striata_lamina_1_mm3; Area_striata_laminae_2_6_mm3; Area_striata_white_matter_mm3; source","Frahm, H. D., Stephan, H., & Baron, G. (1984). Comparison of brain structure volumes in insectivora and primates. V. Area striata (AS). J Hirnforsch, 25(5), 537-557. https://www.ncbi.nlm.nih.gov/pubmed/6501869","Frahm et al. (1984)","Frahm","1984"
"PMID%3A6663055_Table1.tsv","PMID:6663055","PubMed","Table1","https://pubmed.ncbi.nlm.nih.gov/6663055/","",76,12,"code_Baron1983; Anatomy_code; Species; Species_former_synonym; n; n_note; volume_mm3; volume_note; SEM_pct; size_index; permille_net_brain; permille_telencephalon","Baron, G., Frahm, H. D., Bhatnagar, K. P., & Stephan, H. (1983). Comparison of brain structure volumes in Insectivora and Primates. III. Main olfactory bulb (MOB). J Hirnforsch, 24(5), 551-568. https://www.ncbi.nlm.nih.gov/pubmed/6663055","Baron et al. (1983)","Baron","1983"
"PMID%3A7161477_Table2.tsv","PMID:7161477","PubMed","Table2","https://pubmed.ncbi.nlm.nih.gov/7161477/","",38,9,"Species; n; total_neocortex_mm3; white_matter_mm3; white_pct_neocortex; grey_matter_mm3; lamina_1_mm3; lamina_1_pct_grey; laminae_2_6_mm3","Frahm, H. D., Stephan, H., & Stephan, M. (1982). Comparison of brain structure volumes in Insectivora and Primates. I. Neocortex. J Hirnforsch, 23(4), 375-389. https://www.ncbi.nlm.nih.gov/pubmed/7161477","Frahm et al. (1982)","Frahm","1982"
"PMID%3A7161483_Table1.tsv","PMID:7161483","PubMed","Table1","https://pubmed.ncbi.nlm.nih.gov/7161483/","",61,19,"Species; former_name_ref; former_name; n_note; n; AOB_volume_mm3; SEM_pct; size_index; permille_net_brain; permille_MOB; AOB_layer_1_2_mm3; AOB_layer_3_5_mm3; AOB_layer_6_mm3; pct_AOB_1_2; pct_AOB_3_5; pct_AOB_6; size_index_1_2; size_index_3_5; size_index_6","Stephan, H., Baron, G., & Frahm, H. D. (1982). Comparison of brain structure volumes in Insectivora and Primates. II. Accessory olfactory bulb (AOB). J Hirnforsch, 23(5), 575-591. https://www.ncbi.nlm.nih.gov/pubmed/7161483","Stephan et al. (1982)","Stephan","1982"
"PMID%3A7983368_Table1.tsv","PMID:7983368","PubMed","Table1","https://pubmed.ncbi.nlm.nih.gov/7983368/","",48,11,"Species; body_weight_g; hippocampus_total_mm3; HP_HS_fibers_mm3; hippocampus_retrocommissuralis_mm3; subiculum_mm3; CA1_mm3; CA2_mm3; CA3_mm3; hilus_mm3; fascia_dentata_mm3","Frahm, H. D., & Zilles, K. (1994). Volumetric comparison of hippocampal regions in 44 primate species. J Hirnforsch, 35(3), 343-354. https://www.ncbi.nlm.nih.gov/pubmed/7983368","Frahm et al. (1994)","Frahm","1994"
"PMID%3A9176733_Table1.tsv","PMID:9176733","PubMed","Table1","https://pubmed.ncbi.nlm.nih.gov/9176733/","",2,13,"species; cerebellum_mm3; diencephalon_mm3; telencephalon_mm3; bulbus_olfactorius_mm3; septum_mm3; striatum_mm3; schizo_cortex_mm3; hippocampus_mm3; neocortex_mm3; palaeocortex_mm3; amygdala_mm3; source","Frahm, H. D., Rehkamper, G., & Nevo, E. (1997). Brain structure volumes in the mole rat, Spalax ehrenbergi (Spalacidae, Rodentia) in comparison to the rat and subterrestrial insectivores. J Hirnforsch, 38(2), 209-222. https://www.ncbi.nlm.nih.gov/pubmed/9176733","Frahm et al. (1997)","Frahm","1997"
"PMID%3A9672110_Table1.tsv","PMID:9672110","PubMed","Table1","https://pubmed.ncbi.nlm.nih.gov/9672110/","",27,8,"species; n; middle_temporal_visual_area_mm3; area_striata_grey_matter_mm3; corpus_geniculatum_laterale_mm3; body_weight_g; brain_weight_mg; source","Frahm, H. D., Zilles, K., Schleicher, A., & Stephan, H. (1998). The size of the middle temporal area in primates. J Hirnforsch, 39(1), 45-54. https://www.ncbi.nlm.nih.gov/pubmed/9672110","Frahm et al. (1998)","Frahm","1998"
"UMI%3A3017523_NotesforTableA-15.tsv","UMI:3017523","Dissertation (ProQuest)","NotesforTableA-15","","",7,6,"note_id; variable; taxon_group; data_source; note_text; source","Weaver, A. G. H. (2001). The cerebellum and cognitive evolution in Pliocene and Pleistocene hominids (Publication No. 3017523) [Doctoral dissertation, The University of New Mexico]. ProQuest Dissertations & Theses Global.","Weaver et al. (2001)","Weaver","2001"
"UMI%3A3017523_TableA-11.tsv","UMI:3017523","Dissertation (ProQuest)","TableA-11","","",34,9,"Specimen; Taxon_code; Taxon; PCF_cc; PCF_Vol.mm3; CBLM_cc; CBLM_Vol.mm3; CBLM_PCF; source","Weaver, A. G. H. (2001). The cerebellum and cognitive evolution in Pliocene and Pleistocene hominids (Publication No. 3017523) [Doctoral dissertation, The University of New Mexico]. ProQuest Dissertations & Theses Global.","Weaver et al. (2001)","Weaver","2001"
"UMI%3A3017523_TableA-15.tsv","UMI:3017523","Dissertation (ProQuest)","TableA-15","","",29,16,"Specimen; Specimen_printed; Group_code; Group_label; n; CBLM_cc; CBLM_Vol.mm3; BoMass_kg; Body_Mass.g; BrMass_g; Brain_Mass.mg; NetBrain_g; NetBrain_Mass.mg; CQ; EQ; source","Weaver, A. G. H. (2001). The cerebellum and cognitive evolution in Pliocene and Pleistocene hominids (Publication No. 3017523) [Doctoral dissertation, The University of New Mexico]. ProQuest Dissertations & Theses Global.","Weaver et al. (2001)","Weaver","2001"
"UMI%3A3147447_TableA1.tsv","UMI:3147447","Dissertation (ProQuest)","TableA1","","",121,13,"Species; Reference; n; Anesthesia; Mode; Region; CMRgl_umol_100g_min; CMRgl_SD; CMRO2_umol_100g_min; CMRO2_SD; CBF_ml_100g_min; CBF_SD; source","Kaufman, J. A. (2004). Pattern and scaling of regional cerebral glucose metabolism in mammals (Publication No. 3147447) [Doctoral dissertation, Washington University in St. Louis]. ProQuest Dissertations & Theses Global.","Kaufman et al. (2004)","Kaufman","2004"
"UMI%3A3147447_TableA10.tsv","UMI:3147447","Dissertation (ProQuest)","TableA10","","",51,13,"Species; Reference; n; Anesthesia; Mode; Region; CMRgl_umol_100g_min; CMRgl_SD; CMRO2_umol_100g_min; CMRO2_SD; CBF_ml_100g_min; CBF_SD; source","Kaufman, J. A. (2004). Pattern and scaling of regional cerebral glucose metabolism in mammals (Publication No. 3147447) [Doctoral dissertation, Washington University in St. Louis]. ProQuest Dissertations & Theses Global.","Kaufman et al. (2004)","Kaufman","2004"
"UMI%3A3147447_TableA11.tsv","UMI:3147447","Dissertation (ProQuest)","TableA11","","",111,13,"Species; Reference; n; Anesthesia; Mode; Region; CMRgl_umol_100g_min; CMRgl_SD; CMRO2_umol_100g_min; CMRO2_SD; CBF_ml_100g_min; CBF_SD; source","Kaufman, J. A. (2004). Pattern and scaling of regional cerebral glucose metabolism in mammals (Publication No. 3147447) [Doctoral dissertation, Washington University in St. Louis]. ProQuest Dissertations & Theses Global.","Kaufman et al. (2004)","Kaufman","2004"
