"Species","Variable","Value","Source"
"Pongo pygmaeus","species_basis","as_printed","Heffner & Masterton 1975 (dexterity)"
"Pongo pygmaeus","Digital dexterity","6","Heffner & Masterton 1975 (dexterity)"
"Pongo pygmaeus","Body weight kg","60","Heffner & Masterton 1975 (dexterity)"
"Pongo pygmaeus","Area of tract mmˆ2","2.61","Heffner & Masterton 1975 (dexterity)"
"Manis pentadactyla","Species_as_printed","Manis pentadactyla","Heffner & Masterton 1975 (dexterity)"
"Manis pentadactyla","species_basis","as_printed","Heffner & Masterton 1975 (dexterity)"
"Manis pentadactyla","Digital dexterity","1","Heffner & Masterton 1975 (dexterity)"
"Manis pentadactyla","Body weight kg","18","Heffner & Masterton 1975 (dexterity)"
"Manis pentadactyla","Largest fiber diameter µm","2.5","VERHAART, 1970"
"Manis pentadactyla","Area of tract mmˆ2","0.16","Heffner & Masterton 1975 (dexterity)"
"Trichosurus vulpecula","Species_as_printed","Trichosurus vulpecula","Heffner & Masterton 1975 (dexterity)"
"Trichosurus vulpecula","species_basis","as_printed","Heffner & Masterton 1975 (dexterity)"
"Trichosurus vulpecula","Digital dexterity","3","Heffner & Masterton 1975 (dexterity)"
"Trichosurus vulpecula","Body weight kg","3.5","Heffner & Masterton 1975 (dexterity)"
"Trichosurus vulpecula","Area of tract mmˆ2","0.54","Heffner & Masterton 1975 (dexterity)"
"Trichosurus vulpecula","Penetration down spinal cord","Lower T","REES and HORE, 1970; MARTIN et al., 1970"
"Trichosurus vulpecula","Lamina of axon terminals deepest","8","REES and HORE, 1970; MARTIN et al., 1970"
"Trichosurus vulpecula","Lamina of axon terminals densest","6","REES and HORE, 1970; MARTIN et al., 1970"
"Microsorex hoyi","Species_as_printed","Microsorex hoyi","Heffner & Masterton 1975 (dexterity)"
"Microsorex hoyi","species_basis","as_printed","Heffner & Masterton 1975 (dexterity)"
"Microsorex hoyi","Digital dexterity","2","Heffner & Masterton 1975 (dexterity)"
"Microsorex hoyi","Body weight kg","0.003","Heffner & Masterton 1975 (dexterity)"
"Microsorex hoyi","Largest fiber diameter µm","1","VERHAART, 1970"
"Microsorex hoyi","Area of tract mmˆ2","0.02","Heffner & Masterton 1975 (dexterity)"
"Setonix brachyurus","Species_as_printed","Setonix brachyurus","Heffner & Masterton 1975 (dexterity)"
"Setonix brachyurus","species_basis","as_printed","Heffner & Masterton 1975 (dexterity)"
"Setonix brachyurus","Digital dexterity","3","Heffner & Masterton 1975 (dexterity)"
"Setonix brachyurus","Body weight kg","3.5","Heffner & Masterton 1975 (dexterity)"
"Setonix brachyurus","Area of tract mmˆ2","0.1","Heffner & Masterton 1975 (dexterity)"
"Setonix brachyurus","Penetration down spinal cord","T7","WATSON, 1971"
"Setonix brachyurus","Lamina of axon terminals deepest","6","WATSON, 1971"
"Setonix brachyurus","Lamina of axon terminals densest","5","WATSON, 1971"
"Oryctolagus cuniculus","Species_as_printed","Oryctolagus cuniculus","Heffner & Masterton 1975 (dexterity)"
"Oryctolagus cuniculus","species_basis","as_printed","Heffner & Masterton 1975 (dexterity)"
"Oryctolagus cuniculus","Digital dexterity","2","Heffner & Masterton 1975 (dexterity)"
"Oryctolagus cuniculus","Body weight kg","1.8","Heffner & Masterton 1975 (dexterity)"
"Oryctolagus cuniculus","Number of fibers per tract","101700","LASSEK and RASMUSSEN, 1940"
"Oryctolagus cuniculus","Largest fiber diameter µm","4","VERHAART, 1970"
"Oryctolagus cuniculus","Average fiber size x 10ˆ5 K","0.27","Heffner & Masterton 1975 (dexterity)"
"Oryctolagus cuniculus","Area of tract mmˆ2","0.28","Heffner & Masterton 1975 (dexterity)"
"Oryctolagus cuniculus","Penetration down spinal cord","C4","VERHAART, 1970"
"Procyon lotor","Species_as_printed","Procyon lotor","Heffner & Masterton 1975 (dexterity)"
"Procyon lotor","species_basis","as_printed","Heffner & Masterton 1975 (dexterity)"
"Procyon lotor","Digital dexterity","3","Heffner & Masterton 1975 (dexterity)"
"Procyon lotor","Body weight kg","12","Heffner & Masterton 1975 (dexterity)"
"Procyon lotor","Penetration down spinal cord","S","SIMPSON, 1912"
"Procyon lotor","Lamina of axon terminals deepest","10","PETRAS and LEHMAN, 1966"
"Rattus norvegicus","species_basis","Iwaniuk_etal_1999_imputed","Heffner & Masterton 1975 (dexterity)"
"Rattus norvegicus","Digital dexterity","3","Heffner & Masterton 1975 (dexterity)"
"Rattus norvegicus","Body weight kg","0.4","Heffner & Masterton 1975 (dexterity)"
"Rattus norvegicus","Number of fibers per tract","137000","BROWN, 1971"
"Rattus norvegicus","Largest fiber diameter µm","5","BISHOP et al., 1971"
"Rattus norvegicus","Average fiber size x 10ˆ5 K","0.1","Heffner & Masterton 1975 (dexterity)"
"Rattus norvegicus","Area of tract mmˆ2","0.14","Heffner & Masterton 1975 (dexterity)"
"Rattus norvegicus","Penetration down spinal cord","S","GOODMAN et al., 1966"
"Rattus norvegicus","Lamina of axon terminals deepest","8","GOODMAN et al., 1966"
"Rattus norvegicus","Lamina of axon terminals densest","5","BROWN, 1971"
"Procavia capensis","Species_as_printed","Procavia capensis","Heffner & Masterton 1975 (dexterity)"
"Procavia capensis","species_basis","as_printed","Heffner & Masterton 1975 (dexterity)"
"Procavia capensis","Digital dexterity","2","Heffner & Masterton 1975 (dexterity)"
"Procavia capensis","Body weight kg","17","Heffner & Masterton 1975 (dexterity)"
"Procavia capensis","Largest fiber diameter µm","9","VERHAART, 1967"
"Procavia capensis","Area of tract mmˆ2","0.72","Heffner & Masterton 1975 (dexterity)"
"Procavia capensis","Penetration down spinal cord","S","VERHAART, 1967"
"Procavia capensis","Lamina of axon terminals densest","6","VERHAART, 1967"
"Callorhinus ursinus","Species_as_printed","Callorhinus ursinus","Heffner & Masterton 1975 (dexterity)"
"Callorhinus ursinus","species_basis","as_printed","Heffner & Masterton 1975 (dexterity)"
"Callorhinus ursinus","Digital dexterity","1","Heffner & Masterton 1975 (dexterity)"
"Callorhinus ursinus","Body weight kg","52","Heffner & Masterton 1975 (dexterity)"
"Callorhinus ursinus","Number of fibers per tract","748000","LASSEK and KARLSBERG, 1956"
"Callorhinus ursinus","Largest fiber diameter µm","25","LASSEK and KARLSBERG, 1956"
"Callorhinus ursinus","Average fiber size x 10ˆ5 K","0.27","Heffner & Masterton 1975 (dexterity)"
"Callorhinus ursinus","Area of tract mmˆ2","2.08","Heffner & Masterton 1975 (dexterity)"
"Ovis aries","Species_as_printed","Ovis aries","Heffner & Masterton 1975 (dexterity)"
"Ovis aries","species_basis","as_printed","Heffner & Masterton 1975 (dexterity)"
"Ovis aries","Digital dexterity","1","Heffner & Masterton 1975 (dexterity)"
"Ovis aries","Body weight kg","80","Heffner & Masterton 1975 (dexterity)"
"Ovis aries","Number of fibers per tract","238000","LASSEK, 1942"
"Ovis aries","Largest fiber diameter µm","5","VERHAART, 1970"
"Ovis aries","Average fiber size x 10ˆ5 K","0.59","Heffner & Masterton 1975 (dexterity)"
"Ovis aries","Area of tract mmˆ2","1.42","Heffner & Masterton 1975 (dexterity)"
"Ovis aries","Penetration down spinal cord","C1","KING, 1911"
"Ovis aries","Lamina of axon terminals densest","6","KING, 1911"
"Nycticebus coucang","Species_as_printed","Nycticebus coucang","Heffner & Masterton 1975 (dexterity)"
"Nycticebus coucang","species_basis","as_printed","Heffner & Masterton 1975 (dexterity)"
"Nycticebus coucang","Digital dexterity","5","Heffner & Masterton 1975 (dexterity)"
"Nycticebus coucang","Body weight kg","1.3","Heffner & Masterton 1975 (dexterity)"
"Nycticebus coucang","Largest fiber diameter µm","4.5","VERHAART, 1970"
"Nycticebus coucang","Area of tract mmˆ2","0.28","Heffner & Masterton 1975 (dexterity)"
"Nycticebus coucang","Penetration down spinal cord","S","CAMPBELL, 1967"
"Nycticebus coucang","Lamina of axon terminals deepest","10","CAMPBELL et al., 1966"
"Nycticebus coucang","Lamina of axon terminals densest","6","CAMPBELL et al., 1966"
"Tachyglossus aculeatus","Species_as_printed","Tachyglossus aculeata","Heffner & Masterton 1975 (dexterity)"
"Tachyglossus aculeatus","species_basis","spelling_correction","Heffner & Masterton 1975 (dexterity)"
"Tachyglossus aculeatus","Digital dexterity","2","Heffner & Masterton 1975 (dexterity)"
"Tachyglossus aculeatus","Body weight kg","4.2","Heffner & Masterton 1975 (dexterity)"
"Tachyglossus aculeatus","Area of tract mmˆ2","0.39","Heffner & Masterton 1975 (dexterity)"
"Tachyglossus aculeatus","Penetration down spinal cord","T16","GOLDBY, 1939"
"Sciurus hudsonius","Species_as_printed","Sciurrrus hudsonius","Heffner & Masterton 1975 (dexterity)"
"Sciurus hudsonius","species_basis","spelling_correction","Heffner & Masterton 1975 (dexterity)"
"Sciurus hudsonius","Digital dexterity","3","Heffner & Masterton 1975 (dexterity)"
"Sciurus hudsonius","Body weight kg","0.6","Heffner & Masterton 1975 (dexterity)"
"Sciurus hudsonius","Area of tract mmˆ2","0.4","Heffner & Masterton 1975 (dexterity)"
"Sciurus hudsonius","Penetration down spinal cord","S","SIMPSON, 1914"
"Tapirus","Species_as_printed","Tapirus","Heffner & Masterton 1975 (dexterity)"
"Tapirus","species_basis","as_printed","Heffner & Masterton 1975 (dexterity)"
"Tapirus","Digital dexterity","1","Heffner & Masterton 1975 (dexterity)"
"Tapirus","Body weight kg","250","Heffner & Masterton 1975 (dexterity)"
"Tapirus","Largest fiber diameter µm","5","VERHAART, 1970"
"Tapirus","Area of tract mmˆ2","1.48","Heffner & Masterton 1975 (dexterity)"
"Tarsius","Species_as_printed","Tarsius","Heffner & Masterton 1975 (dexterity)"
"Tarsius","species_basis","as_printed","Heffner & Masterton 1975 (dexterity)"
"Tarsius","Digital dexterity","4","Heffner & Masterton 1975 (dexterity)"
"Tarsius","Body weight kg","0.12","Heffner & Masterton 1975 (dexterity)"
"Tarsius","Area of tract mmˆ2","0.16","Heffner & Masterton 1975 (dexterity)"
"Potorous apicalis","Species_as_printed","Potorous apicalis","Heffner & Masterton 1975 (dexterity)"
"Potorous apicalis","species_basis","as_printed","Heffner & Masterton 1975 (dexterity)"
"Potorous apicalis","Digital dexterity","2","Heffner & Masterton 1975 (dexterity)"
"Potorous apicalis","Body weight kg","1.35","Heffner & Masterton 1975 (dexterity)"
"Potorous apicalis","Penetration down spinal cord","T12","MARTIN et al., 1972"
"Potorous apicalis","Lamina of axon terminals deepest","7","MARTIN et al., 1972"
"Potorous apicalis","Lamina of axon terminals densest","5","MARTIN et al., 1972"
"Tupaia belangeri","Species_as_printed","Tupaia glis","Heffner & Masterton 1975 (dexterity)"
"Tupaia belangeri","species_basis","as_printed","Heffner & Masterton 1975 (dexterity)"
"Tupaia belangeri","Digital dexterity","3","Heffner & Masterton 1975 (dexterity)"
"Tupaia belangeri","Body weight kg","0.16","Heffner & Masterton 1975 (dexterity)"
"Tupaia belangeri","Largest fiber diameter µm","2","VERHAART, 1966"
"Tupaia belangeri","Area of tract mmˆ2","0.12","Heffner & Masterton 1975 (dexterity)"
"Tupaia belangeri","Penetration down spinal cord","Lower T","SHRIVER and NOBACK, 1967"
"Tupaia belangeri","Lamina of axon terminals deepest","6","JANE et al., 1969"
"Tupaia belangeri","Lamina of axon terminals densest","5","CAMPBELL, 1967"
"Phocoena phocoena","Species_as_printed","Phocaena phocoena","Heffner & Masterton 1975 (dexterity)"
"Phocoena phocoena","species_basis","spelling_correction","Heffner & Masterton 1975 (dexterity)"
"Phocoena phocoena","Digital dexterity","1","Heffner & Masterton 1975 (dexterity)"
"Phocoena phocoena","Body weight kg","60","Heffner & Masterton 1975 (dexterity)"
"Phocoena phocoena","Largest fiber diameter µm","5","VERHAART, 1970"
"Phocoena phocoena","Area of tract mmˆ2","1.27","Heffner & Masterton 1975 (dexterity)"
"Marmota monax","Species_as_printed","Marmota monax","Heffner & Masterton 1975 (dexterity)"
"Marmota monax","species_basis","as_printed","Heffner & Masterton 1975 (dexterity)"
"Marmota monax","Body weight kg","5.3","Heffner & Masterton 1975 (dexterity)"
"Marmota monax","Area of tract mmˆ2","0.37","Heffner & Masterton 1975 (dexterity)"
"Marmota monax","Penetration down spinal cord","S","DOUGLAS and BARR, 1950"
"Ateles ater","Depth","5","51"
"Ateles ater","Length","8","53"
"Ateles ater","Dexterity","4","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Ateles ater","Arboreality","4","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Ateles ater","Diet","0","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Ateles ater","Hand–eye","2","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Canis latrans","Depth","3","6"
"Canis latrans","Length","6","6"
"Canis latrans","Dexterity","2","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Canis latrans","Arboreality","0","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Canis latrans","Diet","2","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Canis latrans","Hand–eye","1","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Capra hircus","Depth","1","28"
"Capra hircus","Length","1","28"
"Capra hircus","Dexterity","1","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Capra hircus","Arboreality","0","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Capra hircus","Diet","0","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Capra hircus","Hand–eye","0","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Sapajus apella","Depth","5","52"
"Sapajus apella","Length","8","53"
"Sapajus apella","Dexterity","5","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Sapajus apella","Arboreality","3","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Sapajus apella","Diet","2","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Sapajus apella","Hand–eye","2","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Chlorocebus sabaeus","Depth","5","52"
"Chlorocebus sabaeus","Length","8","53"
"Chlorocebus sabaeus","Dexterity","6","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Chlorocebus sabaeus","Arboreality","3","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Chlorocebus sabaeus","Diet","1","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Chlorocebus sabaeus","Hand–eye","2","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Dasypus novemcinctus","Depth","3","18"
"Dasypus novemcinctus","Length","2","18"
"Dasypus novemcinctus","Dexterity","1","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Dasypus novemcinctus","Arboreality","0","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Dasypus novemcinctus","Diet","3","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Dasypus novemcinctus","Hand–eye","1","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Didelphis virginiana","Depth","3","2"
"Didelphis virginiana","Length","2","42"
"Didelphis virginiana","Dexterity","3","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Didelphis virginiana","Arboreality","2","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Didelphis virginiana","Diet","2","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Didelphis virginiana","Hand–eye","0","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Felis catus","Depth","3","51"
"Felis catus","Length","7","51"
"Felis catus","Dexterity","2","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Felis catus","Arboreality","1","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Felis catus","Diet","4","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Felis catus","Hand–eye","2","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Otolemur garnettii","Depth","4","17"
"Otolemur garnettii","Length","7","17"
"Otolemur garnettii","Dexterity","5","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Otolemur garnettii","Arboreality","4","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Otolemur garnettii","Diet","2","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Otolemur garnettii","Hand–eye","1","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Homo sapiens","Depth","5","39"
"Homo sapiens","Length","8","39"
"Homo sapiens","Dexterity","7","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Homo sapiens","Arboreality","1","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Homo sapiens","Diet","2","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Homo sapiens","Hand–eye","2","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Hylobates lar","Depth","5","52"
"Hylobates lar","Length","7","53"
"Hylobates lar","Dexterity","6","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Hylobates lar","Arboreality","4","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Hylobates lar","Diet","0","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Hylobates lar","Hand–eye","2","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Lagothrix lagotricha","Depth","5","53"
"Lagothrix lagotricha","Length","8","53"
"Lagothrix lagotricha","Dexterity","5","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Lagothrix lagotricha","Arboreality","4","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Lagothrix lagotricha","Diet","1","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Lagothrix lagotricha","Hand–eye","2","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Macaca mulatta","Depth","5","52"
"Macaca mulatta","Length","8","53"
"Macaca mulatta","Dexterity","6","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Macaca mulatta","Arboreality","3","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Macaca mulatta","Diet","2","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Macaca mulatta","Hand–eye","2","Iwaniuk et al. 1999 (corticospinal tract & ecology)"
"Myocastor coypus","Depth","1","25"
"Myocastor coypus","Length","7","25"
