"Species","Variable","Value","Source"
"Macaca radiata","Diet_Vunk","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca radiata","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca radiata","Diet_Fruit","30","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca radiata","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca radiata","Diet_Seed","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca radiata","Diet_PlantO","40","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca radiata","Diet_dominant","Other plant","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca radiata","Diet_breadth","4","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca radiata","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca radiata","ForStrat_stratum","Scansorial","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca radiata","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca fascicularis","Diet_Inv","50","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca fascicularis","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca fascicularis","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca fascicularis","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca fascicularis","Diet_Vunk","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca fascicularis","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca fascicularis","Diet_Fruit","40","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca fascicularis","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca fascicularis","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca fascicularis","Diet_PlantO","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca fascicularis","Diet_dominant","Invertebrates","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca fascicularis","Diet_breadth","3","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca fascicularis","Trophic_guild","Omnivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca fascicularis","ForStrat_stratum","Scansorial","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca fascicularis","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus agilis","Diet_Inv","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus agilis","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus agilis","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus agilis","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus agilis","Diet_Vunk","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus agilis","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus agilis","Diet_Fruit","70","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus agilis","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus agilis","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus agilis","Diet_PlantO","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus agilis","Diet_dominant","Fruit","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus agilis","Diet_breadth","3","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus agilis","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus agilis","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus agilis","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus torquatus","Diet_Inv","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus torquatus","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus torquatus","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus torquatus","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus torquatus","Diet_Vunk","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus torquatus","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus torquatus","Diet_Fruit","70","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus torquatus","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus torquatus","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus torquatus","Diet_PlantO","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus torquatus","Diet_dominant","Fruit","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus torquatus","Diet_breadth","3","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus torquatus","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus torquatus","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercocebus torquatus","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus nictitans","Diet_Inv","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus nictitans","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus nictitans","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus nictitans","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus nictitans","Diet_Vunk","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus nictitans","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus nictitans","Diet_Fruit","50","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus nictitans","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus nictitans","Diet_Seed","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus nictitans","Diet_PlantO","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus nictitans","Diet_dominant","Fruit","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus nictitans","Diet_breadth","5","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus nictitans","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus nictitans","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus nictitans","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Diet_Inv","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Diet_Vunk","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Diet_Fruit","50","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Diet_Seed","30","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Diet_PlantO","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Diet_dominant","Fruit","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Diet_breadth","4","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Diet_Inv","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Diet_Vunk","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Diet_Fruit","60","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Diet_PlantO","30","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus mitis","Diet_breadth","3","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus ascanius","Diet_Inv","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus ascanius","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus ascanius","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus ascanius","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus ascanius","Diet_Vunk","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus ascanius","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus ascanius","Diet_Fruit","50","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus ascanius","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus ascanius","Diet_Seed","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus ascanius","Diet_PlantO","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus ascanius","Diet_dominant","Fruit","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus ascanius","Diet_breadth","5","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus ascanius","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus ascanius","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cercopithecus ascanius","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Erythrocebus patas","Diet_Inv","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Erythrocebus patas","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Erythrocebus patas","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Erythrocebus patas","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Erythrocebus patas","Diet_Vunk","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Erythrocebus patas","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Erythrocebus patas","Diet_Fruit","40","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Erythrocebus patas","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Erythrocebus patas","Diet_Seed","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Erythrocebus patas","Diet_PlantO","40","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Erythrocebus patas","Diet_dominant","Fruit","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Erythrocebus patas","Diet_breadth","3","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Erythrocebus patas","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Erythrocebus patas","ForStrat_stratum","Ground","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Erythrocebus patas","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lophocebus albigena","Diet_Inv","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lophocebus albigena","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lophocebus albigena","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lophocebus albigena","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lophocebus albigena","Diet_Vunk","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lophocebus albigena","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lophocebus albigena","Diet_Fruit","50","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lophocebus albigena","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lophocebus albigena","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lophocebus albigena","Diet_PlantO","50","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lophocebus albigena","Diet_dominant","Fruit","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lophocebus albigena","Diet_breadth","2","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lophocebus albigena","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lophocebus albigena","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lophocebus albigena","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Mandrillus sphinx","Diet_Inv","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Mandrillus sphinx","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Mandrillus sphinx","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Mandrillus sphinx","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Mandrillus sphinx","Diet_Vunk","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Mandrillus sphinx","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Mandrillus sphinx","Diet_Fruit","40","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Mandrillus sphinx","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Mandrillus sphinx","Diet_Seed","30","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Mandrillus sphinx","Diet_PlantO","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Mandrillus sphinx","Diet_dominant","Fruit","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Mandrillus sphinx","Diet_breadth","5","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Mandrillus sphinx","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Mandrillus sphinx","ForStrat_stratum","Scansorial","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Mandrillus sphinx","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Miopithecus talapoin","Diet_Inv","50","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Miopithecus talapoin","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Miopithecus talapoin","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Miopithecus talapoin","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Miopithecus talapoin","Diet_Vunk","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Miopithecus talapoin","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Miopithecus talapoin","Diet_Fruit","50","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Miopithecus talapoin","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Miopithecus talapoin","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Miopithecus talapoin","Diet_PlantO","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Miopithecus talapoin","Diet_dominant","Invertebrates","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Miopithecus talapoin","Diet_breadth","2","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Miopithecus talapoin","Trophic_guild","Omnivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Miopithecus talapoin","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Miopithecus talapoin","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio cynocephalus","Diet_Inv","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio cynocephalus","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio cynocephalus","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio cynocephalus","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio cynocephalus","Diet_Vunk","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio cynocephalus","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio cynocephalus","Diet_Fruit","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio cynocephalus","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio cynocephalus","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio cynocephalus","Diet_PlantO","60","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio cynocephalus","Diet_dominant","Other plant","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio cynocephalus","Diet_breadth","4","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio cynocephalus","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio cynocephalus","ForStrat_stratum","Ground","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio cynocephalus","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio hamadryas","Diet_Inv","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio hamadryas","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio hamadryas","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio hamadryas","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio hamadryas","Diet_Vunk","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio hamadryas","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio hamadryas","Diet_Fruit","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio hamadryas","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio hamadryas","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio hamadryas","Diet_PlantO","80","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio hamadryas","Diet_dominant","Other plant","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio hamadryas","Diet_breadth","3","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio hamadryas","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio hamadryas","ForStrat_stratum","Ground","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio hamadryas","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio anubis","Diet_Inv","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio anubis","Diet_Vend","40","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio anubis","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio anubis","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio anubis","Diet_Vunk","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio anubis","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio anubis","Diet_Fruit","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio anubis","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio anubis","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio anubis","Diet_PlantO","30","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio anubis","Diet_dominant","Endotherm vertebrates","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Papio anubis","Diet_breadth","4","Wilman et al. 2014 (EltonTraits diet & foraging)"
