"species_sci","Species","MSW3_ID","Family","Diet_Inv","Diet_Vend","Diet_Vect","Diet_Vfish","Diet_Vunk","Diet_Scav","Diet_Fruit","Diet_Nect","Diet_Seed","Diet_PlantO","Diet_dominant","Diet_breadth","Trophic_guild","Diet_Certainty","ForStrat_Value","ForStrat_stratum","ForStrat_Certainty","Activity_Nocturnal","Activity_Crepuscular","Activity_Diurnal","Activity_pattern","Activity_Certainty","BodyMass.g","BodyMass_SpecLevel"
"Crocidura nigeriae","Crocidura nigeriae","3265","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",23,"1"
"Crocidura pergrisea","Crocidura pergrisea","3266","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.1,"1"
"Crocidura nana","Crocidura nana","3267","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura picea","Crocidura picea","3268","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura pitmani","Crocidura pitmani","3269","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura planiceps","Crocidura planiceps","3270","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",2.5,"1"
"Crocidura poensis","Crocidura poensis","3271","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",16.57,"1"
"Crocidura pasha","Crocidura pasha","3272","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",6.5,"1"
"Crocidura miya","Crocidura miya","3273","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.2,"1"
"Crocidura macarthuri","Crocidura macarthuri","3274","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura zimmermanni","Crocidura zimmermanni","3275","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura macmillani","Crocidura macmillani","3276","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura macowi","Crocidura macowi","3277","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura malayana","Crocidura malayana","3278","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",12.7,"1"
"Crocidura manengubae","Crocidura manengubae","3279","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura maquassiensis","Crocidura maquassiensis","3280","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",6,"1"
"Crocidura mariquensis","Crocidura mariquensis","3281","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",11.25,"1"
"Crocidura maurisca","Crocidura maurisca","3282","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",14,"1"
"Crocidura negligens","Crocidura negligens","3283","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura mindorus","Crocidura mindorus","3284","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",18,"1"
"Crocidura nicobarica","Crocidura nicobarica","3285","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",28.9,"1"
"Crocidura monax","Crocidura monax","3286","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",16,"1"
"Crocidura monticola","Crocidura monticola","3287","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",6.6,"1"
"Crocidura montis","Crocidura montis","3288","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",14.5,"1"
"Crocidura muricauda","Crocidura muricauda","3289","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura musseri","Crocidura musseri","3290","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura mutesae","Crocidura mutesae","3291","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",23.91,"1"
"Crocidura religiosa","Crocidura religiosa","3292","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",7,"1"
"Crocidura nanilla","Crocidura nanilla","3293","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",6.5,"1"
"Crocidura polia","Crocidura polia","3294","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura negrina","Crocidura negrina","3295","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",11.33,"1"
"Crocidura maxi","Crocidura maxi","3296","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",7.53,"1"
"Crocidura vosmaeri","Crocidura vosmaeri","3297","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura rapax","Crocidura rapax","3298","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura theresae","Crocidura theresae","3299","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",17.6,"1"
"Crocidura thomensis","Crocidura thomensis","3300","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura trichura","Crocidura trichura","3301","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura turba","Crocidura turba","3302","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",14.5,"1"
"Crocidura ultima","Crocidura ultima","3303","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",16,"1"
"Crocidura usambarae","Crocidura usambarae","3304","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",9.7,"1"
"Crocidura viaria","Crocidura viaria","3305","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",17,"1"
"Crocidura virgata","Crocidura virgata","3306","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura tenuis","Crocidura tenuis","3307","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",9.43,"1"
"Crocidura vorax","Crocidura vorax","3308","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura telfordi","Crocidura telfordi","3309","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura watasei","Crocidura watasei","3310","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura whitakeri","Crocidura whitakeri","3311","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",5.5,"1"
"Crocidura wimmeri","Crocidura wimmeri","3312","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",23.5,"1"
"Crocidura wuchihensis","Crocidura wuchihensis","3313","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",4.3,"1"
"Crocidura xantippe","Crocidura xantippe","3314","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura yankariensis","Crocidura yankariensis","3315","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",5,"1"
"Crocidura zaphiri","Crocidura zaphiri","3316","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura zarudnyi","Crocidura zarudnyi","3317","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",6.71,"1"
"Crocidura lucina","Crocidura lucina","3318","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura voi","Crocidura voi","3319","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura silacea","Crocidura silacea","3320","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",8,"1"
"Crocidura raineyi","Crocidura raineyi","3321","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",14.5,"1"
"Crocidura ramona","Crocidura ramona","3322","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura zimmeri","Crocidura zimmeri","3323","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",14.5,"1"
"Crocidura rhoditis","Crocidura rhoditis","3324","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",14,"1"
"Crocidura roosevelti","Crocidura roosevelti","3325","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura russula","Crocidura russula","3326","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",8.2,"1"
"Crocidura selina","Crocidura selina","3327","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura serezkyensis","Crocidura serezkyensis","3328","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura shantungensis","Crocidura shantungensis","3329","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura thalia","Crocidura thalia","3330","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura sicula","Crocidura sicula","3331","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",6.9,"1"
"Crocidura pullata","Crocidura pullata","3332","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura smithii","Crocidura smithii","3333","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura somalica","Crocidura somalica","3334","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",11.5,"1"
"Crocidura stenocephala","Crocidura stenocephala","3335","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",21,"1"
"Crocidura suaveolens","Crocidura suaveolens","3336","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",5.19,"1"
"Crocidura susiana","Crocidura susiana","3337","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura tanakae","Crocidura tanakae","3338","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura tansaniana","Crocidura tansaniana","3339","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura tarella","Crocidura tarella","3340","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura tarfayensis","Crocidura tarfayensis","3341","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",6.5,"1"
"Crocidura sibirica","Crocidura sibirica","3342","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura eisentrauti","Crocidura eisentrauti","3343","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura floweri","Crocidura floweri","3344","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura crossei","Crocidura crossei","3345","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",6.9,"1"
"Crocidura cyanea","Crocidura cyanea","3346","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",9.35,"1"
"Crocidura denti","Crocidura denti","3347","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",7,"1"
"Crocidura desperata","Crocidura desperata","3348","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura dhofarensis","Crocidura dhofarensis","3349","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",5.8,"1"
"Crocidura dolichura","Crocidura dolichura","3350","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",5.7,"1"
"Crocidura congobelgica","Crocidura congobelgica","3351","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura dsinezumi","Crocidura dsinezumi","3352","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.21,"1"
"Crocidura cinderella","Crocidura cinderella","3353","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura elgonius","Crocidura elgonius","3354","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",6.5,"1"
"Crocidura allex","Crocidura allex","3355","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura aleksandrisi","Crocidura aleksandrisi","3356","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura luna","Crocidura luna","3357","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",14.5,"1"
"Crocidura lusitania","Crocidura lusitania","3358","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",2,"1"
"Crocidura elongata","Crocidura elongata","3359","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",17.8,"1"
"Crocidura andamanensis","Crocidura andamanensis","3360","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura fischeri","Crocidura fischeri","3361","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura douceti","Crocidura douceti","3362","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",4.3,"1"
"Crocidura beatus","Crocidura beatus","3363","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.55,"1"
"Crocidura ansellorum","Crocidura ansellorum","3364","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura arabica","Crocidura arabica","3365","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",5.86,"1"
"Crocidura arispa","Crocidura arispa","3366","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura armenica","Crocidura armenica","3367","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura attenuata","Crocidura attenuata","3368","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",14.27,"1"
"Crocidura attila","Crocidura attila","3369","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura baileyi","Crocidura baileyi","3370","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura crenata","Crocidura crenata","3371","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",6.52,"1"
"Crocidura batesi","Crocidura batesi","3372","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",15.5,"1"
"Crocidura flavescens","Crocidura flavescens","3373","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",28.49,"1"
"Crocidura beccarii","Crocidura beccarii","3374","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura bottegi","Crocidura bottegi","3375","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",3.5,"1"
"Crocidura bottegoides","Crocidura bottegoides","3376","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",3.07,"1"
"Crocidura brunnea","Crocidura brunnea","3377","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura buettikoferi","Crocidura buettikoferi","3378","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura caliginea","Crocidura caliginea","3379","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura canariensis","Crocidura canariensis","3380","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",7.5,"1"
"Crocidura caspica","Crocidura caspica","3381","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura baluensis","Crocidura baluensis","3382","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",16.9,"1"
"Crocidura lanosa","Crocidura lanosa","3383","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",22.6,"1"
"Crocidura hispida","Crocidura hispida","3384","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura horsfieldii","Crocidura horsfieldii","3385","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",5,"1"
"Crocidura hutanis","Crocidura hutanis","3386","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura ichnusae","Crocidura ichnusae","3387","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura indochinensis","Crocidura indochinensis","3388","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura jacksoni","Crocidura jacksoni","3389","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",7,"1"
"Crocidura jenkinsi","Crocidura jenkinsi","3390","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",12.6,"1"
"Crocidura jouvenetae","Crocidura jouvenetae","3391","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",9.79,"1"
"Crocidura katinka","Crocidura katinka","3392","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",10.42,"0"
"Crocidura erica","Crocidura erica","3393","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura lamottei","Crocidura lamottei","3394","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",20.5,"1"
"Crocidura hildegardeae","Crocidura hildegardeae","3395","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",9.5,"1"
"Crocidura latona","Crocidura latona","3397","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",10.35,"2"
"Crocidura lea","Crocidura lea","3398","Soricidae",50,0,10,0,0,40,0,0,0,0,"Invertebrates",3,"Faunivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",6.6,"1"
