source,species,weighting,region,measure,stat,built,manual,status,diff
weights_compilation,Macaca,unweighted,Hippocampus,CMRgl,SD,4.57,4.57,match,
weights_compilation,Macaca,unweighted,Hippocampus,CMRgl,CV,13.41,13.41,match,
weights_compilation,Macaca,unweighted,Hippocampus,CMRgl,CVstar,13.89,13.89,match,
weights_compilation,Macaca,unweighted,Occipital Cortex,CMRgl,N,7.0,7.0,match,
weights_compilation,Macaca,unweighted,Occipital Cortex,CMRgl,Mean,55.79,55.79,match,
weights_compilation,Macaca,unweighted,Occipital Cortex,CMRgl,SD,12.05,12.05,match,
weights_compilation,Macaca,unweighted,Occipital Cortex,CMRgl,CV,21.61,21.61,match,
weights_compilation,Macaca,unweighted,Occipital Cortex,CMRgl,CVstar,22.38,22.38,match,
weights_compilation,Macaca,unweighted,Parietal Cortex,CMRgl,N,2.0,2.0,match,
weights_compilation,Macaca,unweighted,Parietal Cortex,CMRgl,Mean,42.73,42.73,match,
weights_compilation,Macaca,unweighted,Parietal Cortex,CMRgl,SD,7.81,7.81,match,
weights_compilation,Macaca,unweighted,Parietal Cortex,CMRgl,CV,18.29,18.29,match,
weights_compilation,Macaca,unweighted,Parietal Cortex,CMRgl,CVstar,20.57,20.57,match,
weights_compilation,Macaca,unweighted,Sensorimotor Cortex,CMRgl,N,6.0,6.0,match,
weights_compilation,Macaca,unweighted,Sensorimotor Cortex,CMRgl,Mean,51.61,51.61,match,
weights_compilation,Macaca,unweighted,Sensorimotor Cortex,CMRgl,SD,7.39,7.39,match,
weights_compilation,Macaca,unweighted,Sensorimotor Cortex,CMRgl,CV,14.32,14.32,match,
weights_compilation,Macaca,unweighted,Sensorimotor Cortex,CMRgl,CVstar,14.92,14.92,match,
weights_compilation,Macaca,unweighted,Temporal Cortex,CMRgl,N,3.0,3.0,match,
weights_compilation,Macaca,unweighted,Temporal Cortex,CMRgl,Mean,36.4,36.4,match,
weights_compilation,Macaca,unweighted,Temporal Cortex,CMRgl,SD,1.44,1.44,match,
weights_compilation,Macaca,unweighted,Temporal Cortex,CMRgl,CV,3.96,3.96,match,
weights_compilation,Macaca,unweighted,Temporal Cortex,CMRgl,CVstar,4.29,4.29,match,
weights_compilation,Macaca,unweighted,Thalamus,CMRgl,N,10.0,10.0,match,
weights_compilation,Macaca,unweighted,Thalamus,CMRgl,Mean,45.22,45.22,match,
weights_compilation,Macaca,unweighted,Thalamus,CMRgl,SD,5.26,5.26,match,
weights_compilation,Macaca,unweighted,Thalamus,CMRgl,CV,11.63,11.63,match,
weights_compilation,Macaca,unweighted,Thalamus,CMRgl,CVstar,11.92,11.92,match,
weights_compilation,Macaca,unweighted,White Matter,CMRgl,N,6.0,6.0,match,
weights_compilation,Macaca,unweighted,White Matter,CMRgl,Mean,12.55,12.55,match,
weights_compilation,Macaca,unweighted,White Matter,CMRgl,SD,2.94,2.94,match,
weights_compilation,Macaca,unweighted,White Matter,CMRgl,CV,23.41,23.41,match,
weights_compilation,Macaca,unweighted,White Matter,CMRgl,CVstar,24.39,24.39,match,
weights_compilation,Macaca,unweighted,Whole Brain,CBF,N,4.0,4.0,match,
weights_compilation,Macaca,unweighted,Whole Brain,CBF,Mean,74.93,74.93,match,
weights_compilation,Macaca,unweighted,Whole Brain,CBF,SD,23.84,23.84,match,
weights_compilation,Macaca,unweighted,Whole Brain,CBF,CV,31.82,31.82,match,
weights_compilation,Macaca,unweighted,Whole Brain,CBF,CVstar,33.81,33.81,match,
weights_compilation,Macaca,unweighted,Whole Brain,CMRO2,N,4.0,4.0,match,
weights_compilation,Macaca,unweighted,Whole Brain,CMRO2,Mean,244.19,244.19,match,
weights_compilation,Macaca,unweighted,Whole Brain,CMRO2,SD,74.13,74.13,match,
weights_compilation,Macaca,unweighted,Whole Brain,CMRO2,CV,30.36,30.36,match,
weights_compilation,Macaca,unweighted,Whole Brain,CMRO2,CVstar,32.25,32.25,match,
weights_compilation,Macaca,unweighted,Whole Brain,CMRgl,N,5.0,5.0,match,
weights_compilation,Macaca,unweighted,Whole Brain,CMRgl,Mean,43.15,43.15,match,
weights_compilation,Macaca,unweighted,Whole Brain,CMRgl,SD,11.6,11.6,match,
weights_compilation,Macaca,unweighted,Whole Brain,CMRgl,CV,26.88,26.88,match,
weights_compilation,Macaca,unweighted,Whole Brain,CMRgl,CVstar,28.22,28.22,match,
weights_compilation,Macaca,weighted,Auditory Cortex,CMRgl,N,6.0,6.0,match,
weights_compilation,Macaca,weighted,Auditory Cortex,CMRgl,Mean,70.3,70.3,match,
weights_compilation,Macaca,weighted,Auditory Cortex,CMRgl,SD,12.2,12.2,match,
weights_compilation,Macaca,weighted,Auditory Cortex,CMRgl,CV,17.35,17.35,match,
weights_compilation,Macaca,weighted,Auditory Cortex,CMRgl,CVstar,18.08,18.08,match,
weights_compilation,Macaca,weighted,Basal Ganglia,CBF,N,6.0,6.0,match,
weights_compilation,Macaca,weighted,Basal Ganglia,CBF,Mean,60.5,60.5,match,
weights_compilation,Macaca,weighted,Basal Ganglia,CBF,SD,11.1,11.1,match,
weights_compilation,Macaca,weighted,Basal Ganglia,CBF,CV,18.35,18.35,match,
weights_compilation,Macaca,weighted,Basal Ganglia,CBF,CVstar,19.11,19.11,match,
weights_compilation,Macaca,weighted,Basal Ganglia,CMRO2,N,6.0,6.0,match,
weights_compilation,Macaca,weighted,Basal Ganglia,CMRO2,Mean,255.0,255.0,match,
weights_compilation,Macaca,weighted,Basal Ganglia,CMRO2,SD,32.0,32.0,match,
weights_compilation,Macaca,weighted,Basal Ganglia,CMRO2,CV,12.55,12.55,match,
weights_compilation,Macaca,weighted,Basal Ganglia,CMRO2,CVstar,13.07,13.07,match,
weights_compilation,Macaca,weighted,Basal Ganglia,CMRgl,N,40.0,40.0,match,
weights_compilation,Macaca,weighted,Basal Ganglia,CMRgl,Mean,44.33,44.33,match,
weights_compilation,Macaca,weighted,Basal Ganglia,CMRgl,SD,5.65,5.65,match,
weights_compilation,Macaca,weighted,Basal Ganglia,CMRgl,CV,12.74,12.74,match,
weights_compilation,Macaca,weighted,Basal Ganglia,CMRgl,CVstar,12.82,12.82,match,
weights_compilation,Macaca,weighted,Cerebellum,CBF,N,6.0,6.0,match,
weights_compilation,Macaca,weighted,Cerebellum,CBF,Mean,47.8,47.8,match,
weights_compilation,Macaca,weighted,Cerebellum,CBF,SD,5.1,5.1,match,
weights_compilation,Macaca,weighted,Cerebellum,CBF,CV,10.67,10.67,match,
weights_compilation,Macaca,weighted,Cerebellum,CBF,CVstar,11.11,11.11,match,
weights_compilation,Macaca,weighted,Cerebellum,CMRgl,N,25.0,25.0,match,
weights_compilation,Macaca,weighted,Cerebellum,CMRgl,Mean,28.12,28.12,match,
weights_compilation,Macaca,weighted,Cerebellum,CMRgl,SD,4.64,4.64,match,
weights_compilation,Macaca,weighted,Cerebellum,CMRgl,CV,16.5,16.5,match,
weights_compilation,Macaca,weighted,Cerebellum,CMRgl,CVstar,16.66,16.66,match,
weights_compilation,Macaca,weighted,Cingulate Cortex,CMRgl,N,29.0,29.0,match,
weights_compilation,Macaca,weighted,Cingulate Cortex,CMRgl,Mean,42.35,42.35,match,
weights_compilation,Macaca,weighted,Cingulate Cortex,CMRgl,SD,6.59,6.59,match,
weights_compilation,Macaca,weighted,Cingulate Cortex,CMRgl,CV,15.56,15.56,match,
weights_compilation,Macaca,weighted,Cingulate Cortex,CMRgl,CVstar,15.7,15.7,match,
weights_compilation,Macaca,weighted,Cortex,CBF,N,6.0,6.0,match,
weights_compilation,Macaca,weighted,Cortex,CBF,Mean,53.0,53.0,match,
weights_compilation,Macaca,weighted,Cortex,CBF,SD,7.5,7.5,match,
weights_compilation,Macaca,weighted,Cortex,CBF,CV,14.15,14.15,match,
weights_compilation,Macaca,weighted,Cortex,CBF,CVstar,14.74,14.74,match,
weights_compilation,Macaca,weighted,Cortex,CMRgl,N,46.0,46.0,match,
weights_compilation,Macaca,weighted,Cortex,CMRgl,Mean,49.99,49.99,match,
weights_compilation,Macaca,weighted,Cortex,CMRgl,SD,6.02,6.02,match,
weights_compilation,Macaca,weighted,Cortex,CMRgl,CV,12.04,12.04,match,
weights_compilation,Macaca,weighted,Cortex,CMRgl,CVstar,12.11,12.11,match,
weights_compilation,Macaca,weighted,Frontal Cortex,CMRgl,N,25.0,25.0,match,
weights_compilation,Macaca,weighted,Frontal Cortex,CMRgl,Mean,44.86,44.86,match,
weights_compilation,Macaca,weighted,Frontal Cortex,CMRgl,SD,6.93,6.93,match,
weights_compilation,Macaca,weighted,Frontal Cortex,CMRgl,CV,15.45,15.45,match,
weights_compilation,Macaca,weighted,Frontal Cortex,CMRgl,CVstar,15.6,15.6,match,
weights_compilation,Macaca,weighted,Hippocampus,CBF,N,6.0,6.0,match,
weights_compilation,Macaca,weighted,Hippocampus,CBF,Mean,53.9,53.9,match,
weights_compilation,Macaca,weighted,Hippocampus,CBF,SD,7.6,7.6,match,
weights_compilation,Macaca,weighted,Hippocampus,CBF,CV,14.1,14.1,match,
weights_compilation,Macaca,weighted,Hippocampus,CBF,CVstar,14.69,14.69,match,
weights_compilation,Macaca,weighted,Hippocampus,CMRgl,N,31.0,31.0,match,
weights_compilation,Macaca,weighted,Hippocampus,CMRgl,Mean,34.62,34.62,match,
weights_compilation,Macaca,weighted,Hippocampus,CMRgl,SD,3.15,3.15,match,
weights_compilation,Macaca,weighted,Hippocampus,CMRgl,CV,9.1,9.1,match,
weights_compilation,Macaca,weighted,Hippocampus,CMRgl,CVstar,9.17,9.17,match,
weights_compilation,Macaca,weighted,Occipital Cortex,CMRgl,N,31.0,31.0,match,
weights_compilation,Macaca,weighted,Occipital Cortex,CMRgl,Mean,53.27,53.27,match,
weights_compilation,Macaca,weighted,Occipital Cortex,CMRgl,SD,7.04,7.04,match,
weights_compilation,Macaca,weighted,Occipital Cortex,CMRgl,CV,13.21,13.21,match,
weights_compilation,Macaca,weighted,Occipital Cortex,CMRgl,CVstar,13.32,13.32,match,
weights_compilation,Macaca,weighted,Parietal Cortex,CMRgl,N,10.0,10.0,match,
weights_compilation,Macaca,weighted,Parietal Cortex,CMRgl,Mean,41.62,41.62,match,
weights_compilation,Macaca,weighted,Parietal Cortex,CMRgl,SD,7.8,7.8,match,
weights_compilation,Macaca,weighted,Parietal Cortex,CMRgl,CV,18.74,18.74,match,
weights_compilation,Macaca,weighted,Parietal Cortex,CMRgl,CVstar,19.21,19.21,match,
weights_compilation,Macaca,weighted,Sensorimotor Cortex,CMRgl,N,23.0,23.0,match,
weights_compilation,Macaca,weighted,Sensorimotor Cortex,CMRgl,Mean,51.58,51.58,match,
weights_compilation,Macaca,weighted,Sensorimotor Cortex,CMRgl,SD,3.97,3.97,match,
weights_compilation,Macaca,weighted,Sensorimotor Cortex,CMRgl,CV,7.7,7.7,match,
weights_compilation,Macaca,weighted,Sensorimotor Cortex,CMRgl,CVstar,7.78,7.78,match,
weights_compilation,Macaca,weighted,Temporal Cortex,CMRgl,N,15.0,15.0,match,
weights_compilation,Macaca,weighted,Temporal Cortex,CMRgl,Mean,36.08,36.08,match,
weights_compilation,Macaca,weighted,Temporal Cortex,CMRgl,SD,6.67,6.67,match,
weights_compilation,Macaca,weighted,Temporal Cortex,CMRgl,CV,18.49,18.49,match,
weights_compilation,Macaca,weighted,Temporal Cortex,CMRgl,CVstar,18.79,18.79,match,
weights_compilation,Macaca,weighted,Thalamus,CMRgl,N,44.0,44.0,match,
weights_compilation,Macaca,weighted,Thalamus,CMRgl,Mean,44.82,44.82,match,
weights_compilation,Macaca,weighted,Thalamus,CMRgl,SD,4.41,4.41,match,
weights_compilation,Macaca,weighted,Thalamus,CMRgl,CV,9.84,9.84,match,
weights_compilation,Macaca,weighted,Thalamus,CMRgl,CVstar,9.9,9.9,match,
weights_compilation,Macaca,weighted,White Matter,CMRgl,N,24.0,24.0,match,
weights_compilation,Macaca,weighted,White Matter,CMRgl,Mean,12.34,12.34,match,
weights_compilation,Macaca,weighted,White Matter,CMRgl,SD,2.22,2.22,match,
weights_compilation,Macaca,weighted,White Matter,CMRgl,CV,17.99,17.99,match,
weights_compilation,Macaca,weighted,White Matter,CMRgl,CVstar,18.18,18.18,match,
weights_compilation,Macaca,weighted,Whole Brain,CBF,N,22.0,22.0,match,
weights_compilation,Macaca,weighted,Whole Brain,CBF,Mean,67.33,67.33,match,
weights_compilation,Macaca,weighted,Whole Brain,CBF,SD,11.55,11.55,match,
weights_compilation,Macaca,weighted,Whole Brain,CBF,CV,17.15,17.15,match,
weights_compilation,Macaca,weighted,Whole Brain,CBF,CVstar,17.35,17.35,match,
weights_compilation,Macaca,weighted,Whole Brain,CMRO2,N,22.0,22.0,match,
weights_compilation,Macaca,weighted,Whole Brain,CMRO2,Mean,214.93,214.93,match,
weights_compilation,Macaca,weighted,Whole Brain,CMRO2,SD,57.89,57.89,match,
weights_compilation,Macaca,weighted,Whole Brain,CMRO2,CV,26.93,26.93,match,
weights_compilation,Macaca,weighted,Whole Brain,CMRO2,CVstar,27.24,27.24,match,
weights_compilation,Macaca,weighted,Whole Brain,CMRgl,N,28.0,28.0,match,
weights_compilation,Macaca,weighted,Whole Brain,CMRgl,Mean,40.66,40.66,match,
weights_compilation,Macaca,weighted,Whole Brain,CMRgl,SD,11.05,11.05,match,
weights_compilation,Macaca,weighted,Whole Brain,CMRgl,CV,27.18,27.18,match,
weights_compilation,Macaca,weighted,Whole Brain,CMRgl,CVstar,27.42,27.42,match,
weights_compilation,Meriones,unweighted,Basal Ganglia,CBF,N,2.0,2.0,match,
weights_compilation,Meriones,unweighted,Basal Ganglia,CBF,Mean,113.75,113.75,match,
weights_compilation,Meriones,unweighted,Basal Ganglia,CBF,SD,47.73,47.73,match,
weights_compilation,Meriones,unweighted,Basal Ganglia,CBF,CV,41.96,41.96,match,
weights_compilation,Meriones,unweighted,Basal Ganglia,CBF,CVstar,47.21,47.21,match,
weights_compilation,Meriones,unweighted,Basal Ganglia,CMRgl,N,3.0,3.0,match,
weights_compilation,Meriones,unweighted,Basal Ganglia,CMRgl,Mean,83.8,83.8,match,
weights_compilation,Meriones,unweighted,Basal Ganglia,CMRgl,SD,27.86,27.86,match,
weights_compilation,Meriones,unweighted,Basal Ganglia,CMRgl,CV,33.25,33.25,match,
weights_compilation,Meriones,unweighted,Basal Ganglia,CMRgl,CVstar,36.02,36.02,match,
weights_compilation,Meriones,unweighted,Cerebellum,CBF,N,1.0,1.0,match,
weights_compilation,Meriones,unweighted,Cerebellum,CBF,Mean,93.0,93.0,match,
weights_compilation,Meriones,unweighted,Cerebellum,CBF,SD,15.8,15.8,match,
weights_compilation,Meriones,unweighted,Cerebellum,CBF,CV,16.99,16.99,match,
weights_compilation,Meriones,unweighted,Cerebellum,CBF,CVstar,21.24,21.24,match,
weights_compilation,Meriones,unweighted,Cerebellum,CMRgl,N,1.0,1.0,match,
weights_compilation,Meriones,unweighted,Cerebellum,CMRgl,Mean,44.4,44.4,match,
weights_compilation,Meriones,unweighted,Cerebellum,CMRgl,SD,14.4,14.4,match,
weights_compilation,Meriones,unweighted,Cerebellum,CMRgl,CV,32.43,32.43,match,
weights_compilation,Meriones,unweighted,Cerebellum,CMRgl,CVstar,40.54,40.54,match,
weights_compilation,Meriones,unweighted,Cortex,CBF,N,2.0,2.0,match,
weights_compilation,Meriones,unweighted,Cortex,CBF,Mean,112.8,112.8,match,
weights_compilation,Meriones,unweighted,Cortex,CBF,SD,32.24,32.24,match,
weights_compilation,Meriones,unweighted,Cortex,CBF,CV,28.59,28.59,match,
weights_compilation,Meriones,unweighted,Cortex,CBF,CVstar,32.16,32.16,match,
weights_compilation,Meriones,unweighted,Cortex,CMRgl,N,3.0,3.0,match,
weights_compilation,Meriones,unweighted,Cortex,CMRgl,Mean,78.51,78.51,match,
weights_compilation,Meriones,unweighted,Cortex,CMRgl,SD,16.38,16.38,match,
weights_compilation,Meriones,unweighted,Cortex,CMRgl,CV,20.87,20.87,match,
weights_compilation,Meriones,unweighted,Cortex,CMRgl,CVstar,22.61,22.61,match,
weights_compilation,Meriones,unweighted,Frontal Cortex,CMRgl,N,1.0,1.0,match,
weights_compilation,Meriones,unweighted,Frontal Cortex,CMRgl,Mean,67.8,67.8,match,
weights_compilation,Meriones,unweighted,Frontal Cortex,CMRgl,SD,15.0,15.0,match,
weights_compilation,Meriones,unweighted,Frontal Cortex,CMRgl,CV,22.12,22.12,match,
weights_compilation,Meriones,unweighted,Frontal Cortex,CMRgl,CVstar,27.65,27.65,match,
weights_compilation,Meriones,unweighted,Hippocampus,CBF,N,1.0,1.0,match,
weights_compilation,Meriones,unweighted,Hippocampus,CBF,Mean,109.0,109.0,match,
weights_compilation,Meriones,unweighted,Hippocampus,CBF,SD,9.0,9.0,match,
weights_compilation,Meriones,unweighted,Hippocampus,CBF,CV,8.26,8.26,match,
weights_compilation,Meriones,unweighted,Hippocampus,CBF,CVstar,10.32,10.32,match,
weights_compilation,Meriones,unweighted,Hippocampus,CMRgl,N,1.0,1.0,match,
weights_compilation,Meriones,unweighted,Hippocampus,CMRgl,Mean,69.0,69.0,match,
weights_compilation,Meriones,unweighted,Hippocampus,CMRgl,SD,19.0,19.0,match,
weights_compilation,Meriones,unweighted,Hippocampus,CMRgl,CV,27.54,27.54,match,
weights_compilation,Meriones,unweighted,Hippocampus,CMRgl,CVstar,34.42,34.42,match,
weights_compilation,Meriones,unweighted,Occipital Cortex,CMRgl,N,1.0,1.0,match,
weights_compilation,Meriones,unweighted,Occipital Cortex,CMRgl,Mean,69.4,69.4,match,
weights_compilation,Meriones,unweighted,Occipital Cortex,CMRgl,SD,20.6,20.6,match,
weights_compilation,Meriones,unweighted,Occipital Cortex,CMRgl,CV,29.68,29.68,match,
weights_compilation,Meriones,unweighted,Occipital Cortex,CMRgl,CVstar,37.1,37.1,match,
weights_compilation,Meriones,unweighted,Sensorimotor Cortex,CMRgl,N,1.0,1.0,match,
weights_compilation,Meriones,unweighted,Sensorimotor Cortex,CMRgl,Mean,67.2,67.2,match,
weights_compilation,Meriones,unweighted,Sensorimotor Cortex,CMRgl,SD,16.7,16.7,match,
weights_compilation,Meriones,unweighted,Sensorimotor Cortex,CMRgl,CV,24.85,24.85,match,
weights_compilation,Meriones,unweighted,Sensorimotor Cortex,CMRgl,CVstar,31.06,31.06,match,
weights_compilation,Meriones,unweighted,Thalamus,CBF,N,1.0,1.0,match,
weights_compilation,Meriones,unweighted,Thalamus,CBF,Mean,117.0,117.0,match,
weights_compilation,Meriones,unweighted,Thalamus,CBF,SD,10.0,10.0,match,
weights_compilation,Meriones,unweighted,Thalamus,CBF,CV,8.55,8.55,match,
weights_compilation,Meriones,unweighted,Thalamus,CBF,CVstar,10.68,10.68,match,
weights_compilation,Meriones,unweighted,Thalamus,CMRgl,N,2.0,2.0,match,
weights_compilation,Meriones,unweighted,Thalamus,CMRgl,Mean,74.4,74.4,match,
weights_compilation,Meriones,unweighted,Thalamus,CMRgl,SD,5.52,5.52,match,
weights_compilation,Meriones,unweighted,Thalamus,CMRgl,CV,7.41,7.41,match,
weights_compilation,Meriones,unweighted,Thalamus,CMRgl,CVstar,8.34,8.34,match,
weights_compilation,Meriones,unweighted,White Matter,CBF,N,1.0,1.0,match,
weights_compilation,Meriones,unweighted,White Matter,CBF,Mean,62.0,62.0,match,
weights_compilation,Meriones,unweighted,White Matter,CBF,SD,12.0,12.0,match,
weights_compilation,Meriones,unweighted,White Matter,CBF,CV,19.35,19.35,match,
weights_compilation,Meriones,unweighted,White Matter,CBF,CVstar,24.19,24.19,match,
weights_compilation,Meriones,unweighted,Whole Brain,CBF,N,1.0,1.0,match,
weights_compilation,Meriones,unweighted,Whole Brain,CBF,Mean,102.0,102.0,match,
weights_compilation,Meriones,unweighted,Whole Brain,CBF,SD,12.6,12.6,match,
weights_compilation,Meriones,unweighted,Whole Brain,CBF,CV,12.35,12.35,match,
weights_compilation,Meriones,unweighted,Whole Brain,CBF,CVstar,15.44,15.44,match,
weights_compilation,Meriones,weighted,Basal Ganglia,CBF,N,7.0,7.0,match,
weights_compilation,Meriones,weighted,Basal Ganglia,CBF,Mean,99.29,99.29,match,
weights_compilation,Meriones,weighted,Basal Ganglia,CBF,SD,10.0,10.0,match,
weights_compilation,Meriones,weighted,Basal Ganglia,CBF,CV,10.07,10.07,match,
weights_compilation,Meriones,weighted,Basal Ganglia,CBF,CVstar,10.43,10.43,match,
weights_compilation,Meriones,weighted,Basal Ganglia,CMRgl,N,13.0,13.0,match,
weights_compilation,Meriones,weighted,Basal Ganglia,CMRgl,Mean,74.88,74.88,match,
weights_compilation,Meriones,weighted,Basal Ganglia,CMRgl,SD,13.8,13.8,match,
weights_compilation,Meriones,weighted,Basal Ganglia,CMRgl,CV,18.43,18.43,match,
weights_compilation,Meriones,weighted,Basal Ganglia,CMRgl,CVstar,18.78,18.78,match,
weights_compilation,Meriones,weighted,Cerebellum,CBF,N,10.0,10.0,match,
weights_compilation,Meriones,weighted,Cerebellum,CBF,Mean,93.0,93.0,match,
weights_compilation,Meriones,weighted,Cerebellum,CBF,SD,15.8,15.8,match,
weights_compilation,Meriones,weighted,Cerebellum,CBF,CV,16.99,16.99,match,
weights_compilation,Meriones,weighted,Cerebellum,CBF,CVstar,17.41,17.41,match,
weights_compilation,Meriones,weighted,Cerebellum,CMRgl,N,6.0,6.0,match,
weights_compilation,Meriones,weighted,Cerebellum,CMRgl,Mean,44.4,44.4,match,
weights_compilation,Meriones,weighted,Cerebellum,CMRgl,SD,14.4,14.4,match,
weights_compilation,Meriones,weighted,Cerebellum,CMRgl,CV,32.43,32.43,match,
weights_compilation,Meriones,weighted,Cerebellum,CMRgl,CVstar,33.78,33.78,match,
weights_compilation,Meriones,weighted,Cortex,CBF,N,7.0,7.0,match,
weights_compilation,Meriones,weighted,Cortex,CBF,Mean,103.03,103.03,match,
weights_compilation,Meriones,weighted,Cortex,CBF,SD,6.8,6.8,match,
weights_compilation,Meriones,weighted,Cortex,CBF,CV,6.6,6.6,match,
weights_compilation,Meriones,weighted,Cortex,CBF,CVstar,6.84,6.84,match,
weights_compilation,Meriones,weighted,Cortex,CMRgl,N,13.0,13.0,match,
weights_compilation,Meriones,weighted,Cortex,CMRgl,Mean,73.35,73.35,match,
weights_compilation,Meriones,weighted,Cortex,CMRgl,SD,15.62,15.62,match,
weights_compilation,Meriones,weighted,Cortex,CMRgl,CV,21.29,21.29,match,
weights_compilation,Meriones,weighted,Cortex,CMRgl,CVstar,21.7,21.7,match,
weights_compilation,Meriones,weighted,Frontal Cortex,CMRgl,N,6.0,6.0,match,
weights_compilation,Meriones,weighted,Frontal Cortex,CMRgl,Mean,67.8,67.8,match,
weights_compilation,Meriones,weighted,Frontal Cortex,CMRgl,SD,15.0,15.0,match,
weights_compilation,Meriones,weighted,Frontal Cortex,CMRgl,CV,22.12,22.12,match,
weights_compilation,Meriones,weighted,Frontal Cortex,CMRgl,CVstar,23.05,23.05,match,
weights_compilation,Meriones,weighted,Hippocampus,CBF,N,2.0,2.0,match,
weights_compilation,Meriones,weighted,Hippocampus,CBF,Mean,109.0,109.0,match,
weights_compilation,Meriones,weighted,Hippocampus,CBF,SD,9.0,9.0,match,
weights_compilation,Meriones,weighted,Hippocampus,CBF,CV,8.26,8.26,match,
weights_compilation,Meriones,weighted,Hippocampus,CBF,CVstar,9.29,9.29,match,
weights_compilation,Meriones,weighted,Hippocampus,CMRgl,N,6.0,6.0,match,
weights_compilation,Meriones,weighted,Hippocampus,CMRgl,Mean,69.0,69.0,match,
weights_compilation,Meriones,weighted,Hippocampus,CMRgl,SD,19.0,19.0,match,
weights_compilation,Meriones,weighted,Hippocampus,CMRgl,CV,27.54,27.54,match,
weights_compilation,Meriones,weighted,Hippocampus,CMRgl,CVstar,28.68,28.68,match,
weights_compilation,Meriones,weighted,Occipital Cortex,CMRgl,N,6.0,6.0,match,
weights_compilation,Meriones,weighted,Occipital Cortex,CMRgl,Mean,69.4,69.4,match,
weights_compilation,Meriones,weighted,Occipital Cortex,CMRgl,SD,20.6,20.6,match,
weights_compilation,Meriones,weighted,Occipital Cortex,CMRgl,CV,29.68,29.68,match,
weights_compilation,Meriones,weighted,Occipital Cortex,CMRgl,CVstar,30.92,30.92,match,
weights_compilation,Meriones,weighted,Sensorimotor Cortex,CMRgl,N,6.0,6.0,match,
weights_compilation,Meriones,weighted,Sensorimotor Cortex,CMRgl,Mean,67.2,67.2,match,
weights_compilation,Meriones,weighted,Sensorimotor Cortex,CMRgl,SD,16.7,16.7,match,
weights_compilation,Meriones,weighted,Sensorimotor Cortex,CMRgl,CV,24.85,24.85,match,
weights_compilation,Meriones,weighted,Sensorimotor Cortex,CMRgl,CVstar,25.89,25.89,match,
weights_compilation,Meriones,weighted,Thalamus,CBF,N,2.0,2.0,match,
weights_compilation,Meriones,weighted,Thalamus,CBF,Mean,117.0,117.0,match,
weights_compilation,Meriones,weighted,Thalamus,CBF,SD,10.0,10.0,match,
weights_compilation,Meriones,weighted,Thalamus,CBF,CV,8.55,8.55,match,
weights_compilation,Meriones,weighted,Thalamus,CBF,CVstar,9.62,9.62,match,
weights_compilation,Meriones,weighted,Thalamus,CMRgl,N,8.0,8.0,match,
weights_compilation,Meriones,weighted,Thalamus,CMRgl,Mean,76.35,76.35,match,
weights_compilation,Meriones,weighted,Thalamus,CMRgl,SD,13.84,13.84,match,
weights_compilation,Meriones,weighted,Thalamus,CMRgl,CV,18.13,18.13,match,
weights_compilation,Meriones,weighted,Thalamus,CMRgl,CVstar,18.69,18.69,match,
weights_compilation,Meriones,weighted,White Matter,CBF,N,2.0,2.0,match,
weights_compilation,Meriones,weighted,White Matter,CBF,Mean,62.0,62.0,match,
weights_compilation,Meriones,weighted,White Matter,CBF,SD,12.0,12.0,match,
weights_compilation,Meriones,weighted,White Matter,CBF,CV,19.35,19.35,match,
weights_compilation,Meriones,weighted,White Matter,CBF,CVstar,21.77,21.77,match,
weights_compilation,Meriones,weighted,Whole Brain,CBF,N,10.0,10.0,match,
weights_compilation,Meriones,weighted,Whole Brain,CBF,Mean,102.0,102.0,match,
weights_compilation,Meriones,weighted,Whole Brain,CBF,SD,12.6,12.6,match,
weights_compilation,Meriones,weighted,Whole Brain,CBF,CV,12.35,12.35,match,
weights_compilation,Meriones,weighted,Whole Brain,CBF,CVstar,12.66,12.66,match,
weights_compilation,Mus,unweighted,Auditory Cortex,CMRgl,N,6.0,6.0,match,
weights_compilation,Mus,unweighted,Auditory Cortex,CMRgl,Mean,102.17,102.17,match,
weights_compilation,Mus,unweighted,Auditory Cortex,CMRgl,SD,37.94,37.94,match,
weights_compilation,Mus,unweighted,Auditory Cortex,CMRgl,CV,37.14,37.14,match,
weights_compilation,Mus,unweighted,Auditory Cortex,CMRgl,CVstar,38.69,38.69,match,
weights_compilation,Mus,unweighted,Basal Ganglia,CMRgl,N,5.0,5.0,match,
weights_compilation,Mus,unweighted,Basal Ganglia,CMRgl,Mean,85.64,85.64,match,
weights_compilation,Mus,unweighted,Basal Ganglia,CMRgl,SD,31.31,31.31,match,
weights_compilation,Mus,unweighted,Basal Ganglia,CMRgl,CV,36.56,36.56,match,
weights_compilation,Mus,unweighted,Basal Ganglia,CMRgl,CVstar,38.38,38.38,match,
weights_compilation,Mus,unweighted,Cerebellum,CMRgl,N,4.0,4.0,match,
weights_compilation,Mus,unweighted,Cerebellum,CMRgl,Mean,90.5,90.5,match,
weights_compilation,Mus,unweighted,Cerebellum,CMRgl,SD,7.59,7.59,match,
weights_compilation,Mus,unweighted,Cerebellum,CMRgl,CV,8.39,8.39,match,
weights_compilation,Mus,unweighted,Cerebellum,CMRgl,CVstar,8.92,8.92,match,
weights_compilation,Mus,unweighted,Cingulate Cortex,CMRgl,N,3.0,3.0,match,
