Species,Domain,Standardized_Term,Value,source,team,dependency_group
Pan paniscus,Handedness,Handedness_strength_mean,0.529,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Pan troglodytes,Handedness,Handedness_strength_mean,0.507,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Papio anubis,Handedness,Handedness_strength_mean,0.527,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Papio hamadryas,Handedness,Handedness_strength_mean,0.408,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Pithecia pithecia,Handedness,Handedness_strength_mean,0.9340000000000001,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Pongo sp.,Handedness,Handedness_strength_mean,0.487,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Pygathrix cinerea,Handedness,Handedness_strength_mean,0.499,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Rhinopithecus roxellana,Handedness,Handedness_strength_mean,0.729,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Saimiri sciureus,Handedness,Handedness_strength_mean,0.757,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Sapajus apella,Handedness,Handedness_strength_mean,0.6870000000000001,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Sapajus flavius,Handedness,Handedness_strength_mean,0.769,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Sapajus xanthosternos,Handedness,Handedness_strength_mean,0.677,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Semnopithecus entellus,Handedness,Handedness_strength_mean,0.5600000000000001,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Symphalangus syndactylus,Handedness,Handedness_strength_mean,0.482,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Theropithecus gelada,Handedness,Handedness_strength_mean,0.257,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Trachypithecus auratus,Handedness,Handedness_strength_mean,0.984,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Trachypithecus hatinhensis,Handedness,Handedness_strength_mean,0.8169999999999999,Caspar_etal_2022_Table1,Caspar_2022,Caspar_2022
Ateles fusciceps,Manipulation,Manipulation_complexity,1.35,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Ateles geoffroyi,Manipulation,Manipulation_complexity,2.48,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Callicebus cupreus,Manipulation,Manipulation_complexity,1.85,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Callimico goeldii,Manipulation,Manipulation_complexity,1.43,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Callithrix geoffroyi,Manipulation,Manipulation_complexity,1.32,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Callithrix jacchus,Manipulation,Manipulation_complexity,1.33,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Cercocebus atys,Manipulation,Manipulation_complexity,2.24,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Cercopithecus diana,Manipulation,Manipulation_complexity,2.03,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Cercopithecus hamlyni,Manipulation,Manipulation_complexity,3.84,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Cercopithecus lhoesti,Manipulation,Manipulation_complexity,2.77,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Colobus guereza,Manipulation,Manipulation_complexity,2.38,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Eulemur coronatus,Manipulation,Manipulation_complexity,1.6,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Eulemur macaco,Manipulation,Manipulation_complexity,1.23,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Gorilla gorilla,Manipulation,Manipulation_complexity,5,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Hapalemur griseus,Manipulation,Manipulation_complexity,1.78,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Homo sapiens,Manipulation,Manipulation_complexity,5.4,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Hylobates pileatus,Manipulation,Manipulation_complexity,2.14,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Lemur catta,Manipulation,Manipulation_complexity,1.48,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Leontopithecus chrysomelas,Manipulation,Manipulation_complexity,1.63,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Leontopithecus rosalia,Manipulation,Manipulation_complexity,1.2,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Macaca fascicularis,Manipulation,Manipulation_complexity,4.11,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Macaca sylvanus,Manipulation,Manipulation_complexity,3.76,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Macaca tonkeana,Manipulation,Manipulation_complexity,3,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Mandrillus sphinx,Manipulation,Manipulation_complexity,2.21,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Pan troglodytes,Manipulation,Manipulation_complexity,4.38,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Pithecia pithecia,Manipulation,Manipulation_complexity,1.86,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Pongo sp.,Manipulation,Manipulation_complexity,3.89,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Propithecus verreauxi,Manipulation,Manipulation_complexity,1.44,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Saguinus bicolor,Manipulation,Manipulation_complexity,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Saguinus imperator,Manipulation,Manipulation_complexity,1.62,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Saguinus labiatus,Manipulation,Manipulation_complexity,2.27,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Saguinus oedipus,Manipulation,Manipulation_complexity,1.7,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Saimiri sciureus,Manipulation,Manipulation_complexity,1.94,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Sapajus apella,Manipulation,Manipulation_complexity,2.54,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Symphalangus syndactylus,Manipulation,Manipulation_complexity,3.08,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Theropithecus gelada,Manipulation,Manipulation_complexity,4.17,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Varecia rubra,Manipulation,Manipulation_complexity,1.33,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Ateles fusciceps,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Ateles geoffroyi,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Callicebus cupreus,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Callimico goeldii,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Callithrix geoffroyi,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Callithrix jacchus,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Cercocebus atys,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Cercopithecus diana,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Cercopithecus hamlyni,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Cercopithecus lhoesti,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Colobus guereza,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Eulemur coronatus,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Eulemur macaco,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Gorilla gorilla,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Hapalemur griseus,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Homo sapiens,Manipulation,Tool_use,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Hylobates pileatus,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Lemur catta,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Leontopithecus chrysomelas,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Leontopithecus rosalia,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Macaca fascicularis,Manipulation,Tool_use,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Macaca sylvanus,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Macaca tonkeana,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Mandrillus sphinx,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Pan troglodytes,Manipulation,Tool_use,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Pithecia pithecia,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Pongo sp.,Manipulation,Tool_use,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Propithecus verreauxi,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Saguinus bicolor,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Saguinus imperator,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Saguinus labiatus,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Saguinus oedipus,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Saimiri sciureus,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Sapajus apella,Manipulation,Tool_use,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Symphalangus syndactylus,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Theropithecus gelada,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Varecia rubra,Manipulation,Tool_use,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Ateles fusciceps,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Ateles geoffroyi,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Callicebus cupreus,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Callimico goeldii,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Callithrix geoffroyi,Manipulation,Extractive_foraging,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Callithrix jacchus,Manipulation,Extractive_foraging,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Cercocebus atys,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Cercopithecus diana,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Cercopithecus hamlyni,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Cercopithecus lhoesti,Manipulation,Extractive_foraging,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Colobus guereza,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Eulemur coronatus,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Eulemur macaco,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Gorilla gorilla,Manipulation,Extractive_foraging,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Hapalemur griseus,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Homo sapiens,Manipulation,Extractive_foraging,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Hylobates pileatus,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Lemur catta,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Leontopithecus chrysomelas,Manipulation,Extractive_foraging,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Leontopithecus rosalia,Manipulation,Extractive_foraging,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Macaca fascicularis,Manipulation,Extractive_foraging,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Macaca sylvanus,Manipulation,Extractive_foraging,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Macaca tonkeana,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Mandrillus sphinx,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Pan troglodytes,Manipulation,Extractive_foraging,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Pithecia pithecia,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Pongo sp.,Manipulation,Extractive_foraging,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Propithecus verreauxi,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Saguinus bicolor,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Saguinus imperator,Manipulation,Extractive_foraging,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Saguinus labiatus,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Saguinus oedipus,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Saimiri sciureus,Manipulation,Extractive_foraging,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Sapajus apella,Manipulation,Extractive_foraging,1,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Symphalangus syndactylus,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Theropithecus gelada,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
Varecia rubra,Manipulation,Extractive_foraging,0,Heldstab_etal_2016_TableS1,Heldstab_2016,Heldstab_2016
