source,Domain,Standardized_Term,Species,Value
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Piliocolobus badius,1.35034733690939
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Colobus guereza,1.17402880124957
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Colobus guereza,1.29758530370833
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Colobus guereza,1.66796169081866
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Colobus polykomos,1.28263841381107
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Colobus vellerosus,1.41868231852566
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Colobus vellerosus,1.45030358547205
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Procolobus verus,1.27276673020437
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Presbytis melalophos,1.35929449357798
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Presbytis siamensis,0.914285581467099
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Pygathrix cinerea,1.01677920543083
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Pygathrix nemaeus,1.09113888121898
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Trachypithecus delacouri,0.880966134812287
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Trachypithecus francoisi,1.27772088326507
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Trachypithecus francoisi,1.339198489722
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Trachypithecus leucocephalus,1.11352363236587
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Trachypithecus obscurus,0.930549435609321
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Hylobates agilis,1.46623688969866
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Hylobates agilis,0.906064001662483
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Hylobates lar,1.08697816813994
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Hylobates lar,1.13906067375477
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Hylobates pileatus,0.566784872290849
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Nomascus nasutus,1.12300989482099
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Symphalangus syndactylus,0.6390318596501769
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Symphalangus syndactylus,0.9583789783973931
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Gorilla gorilla,0.188053654103712
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Pan paniscus,1.64480703854916
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Pan paniscus,1.47027618755211
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Pan troglodytes,0.375029668019445
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Pan troglodytes,0.0880625034256728
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Pan troglodytes,0.08824635905080359
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Pan troglodytes,0.308668325547446
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Pan troglodytes,0.283014430815863
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Pan troglodytes,0.503824234295893
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Pan troglodytes,0.962557200938976
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Pongo sp.,2.03067787197455
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Pongo pygmaeus,1.38150120846112
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Pongo pygmaeus,1.47334647078267
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Pongo pygmaeus,1.44966380886263
Granatosky__2018_TableS1,Locomotion,Locomotor_diversity_index,Pongo pygmaeus,1.64527536380398
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Galagoides demidoff,68
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Galagoides thomasi,67
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Galago senegalensis,52
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Loris tardigradus,90
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Loris tardigradus,90
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Nycticebus coucang,88
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Nycticebus coucang,88
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Perodicticus potto,88
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Daubentonia madagascariensis,71
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Cheirogaleus major,72
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Cheirogaleus medius,68
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Microcebus murinus,72
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Mirza coquereli,70
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Eulemur coronatus,69
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Eulemur fulvus,72
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Eulemur fulvus,72
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Eulemur fulvus,72
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Eulemur fulvus,72
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Eulemur macaco,71
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Eulemur mongoz,72
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Eulemur rubriventer,68
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Eulemur rubriventer,68
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Eulemur rubriventer,68
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Eulemur rubriventer,68
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Hapalemur griseus,64
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Lemur catta,70
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Varecia variegata rubra,72
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Varecia variegata,72
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Varecia variegata,72
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Lepilemur edwardsi,60
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Propithecus diadema,64
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Propithecus diadema,64
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Propithecus verreauxi,59
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Propithecus verreauxi verreauxi,59
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Propithecus verreauxi verreauxi,59
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Propithecus verreauxi verreauxi,59
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Tarsius bancanus,52
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Tarsius bancanus,52
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Tarsius bancanus,52
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Tarsius dentatus,55
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Tarsius tarsier,55
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Carlito syrichta,58
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Carlito syrichta,58
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Carlito syrichta,58
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Callimico goeldii,69
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Callimico goeldii,69
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Callithrix pygmaea,69
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Callithrix pygmaea,69
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Leontopithecus rosalia,89
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Saguinus fuscicollis,79
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Saguinus fuscicollis,79
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Saguinus geoffroyi,76
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Saguinus labiatus,73
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Saguinus midas,77
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Saguinus mystax,74
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Saguinus mystax,74
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Saguinus mystax,74
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Callicebus brunneus,79
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Callicebus torquatus,79
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Cacajao calvus,83
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Pithecia pithecia,75
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Pithecia pithecia,75
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Sapajus apella,81
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Sapajus apella,81
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Sapajus apella,81
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Cebus capucinus,81
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Cebus capucinus,81
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Cebus capucinus,81
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Cebus capucinus,81
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Cebus olivaceus,83
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Cebus olivaceus,83
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Saimiri oerstedii,80
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Saimiri oerstedii,80
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Saimiri sciureus,80
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Alouatta caraya,97
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Alouatta palliata,98
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Alouatta palliata,98
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Alouatta palliata,98
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Alouatta palliata,98
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Alouatta seniculus,97
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Alouatta seniculus,97
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Ateles geoffroyi,105
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Ateles geoffroyi,105
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Ateles geoffroyi,105
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Ateles geoffroyi,105
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Ateles paniscus,105
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Ateles paniscus,105
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Ateles paniscus,105
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Lagothrix lagothricha,98
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Chlorocebus aethiops,83
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Chlorocebus aethiops,83
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Cercopithecus ascanius,79
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Cercopithecus diana,79
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Cercopithecus mitis,82
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Cercopithecus nictitans,82
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Erythrocebus patas,92
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Lophocebus albigena,78
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Papio anubis,97
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Macaca fascicularis,93
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Macaca fascicularis,93
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Macaca mulatta,93
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Piliocolobus badius,79
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Piliocolobus badius,79
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Colobus guereza,79
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Colobus guereza,79
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Colobus guereza,79
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Colobus polykomos,78
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Procolobus verus,80
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Presbytis melalophos,78
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Presbytis siamensis,80
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Pygathrix nemaeus,94
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Trachypithecus delacouri,77
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Trachypithecus leucocephalus,80
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Trachypithecus obscurus,83
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Hylobates agilis,129
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Hylobates agilis,129
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Hylobates lar,130
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Hylobates lar,130
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Hylobates pileatus,129.5
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Symphalangus syndactylus,147
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Symphalangus syndactylus,147
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Gorilla gorilla,116
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Pan paniscus,102
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Pan paniscus,102
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Pan troglodytes,106
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Pan troglodytes,106
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Pan troglodytes,106
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Pan troglodytes,106
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Pan troglodytes,106
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Pan troglodytes,106
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Pan troglodytes,106
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Pongo sp.,139
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Pongo pygmaeus,139
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Pongo pygmaeus,139
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Pongo pygmaeus,139
Granatosky__2018_TableS1,Locomotion,Intermembral_index,Pongo pygmaeus,139
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Galagoides demidoff,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Galagoides thomasi,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Galago senegalensis,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Galago matschiei,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Loris tardigradus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Loris tardigradus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Nycticebus coucang,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Nycticebus coucang,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Perodicticus potto,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Daubentonia madagascariensis,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Cheirogaleus major,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Cheirogaleus medius,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Microcebus murinus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Mirza coquereli,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Eulemur coronatus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Eulemur fulvus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Eulemur fulvus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Eulemur fulvus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Eulemur fulvus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Eulemur macaco,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Eulemur mongoz,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Eulemur rubriventer,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Eulemur rubriventer,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Eulemur rubriventer,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Eulemur rubriventer,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Hapalemur griseus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Lemur catta,T
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Varecia variegata rubra,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Varecia variegata,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Varecia variegata,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Lepilemur edwardsi,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Avahi occidentalis,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Propithecus diadema,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Propithecus diadema,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Propithecus verreauxi,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Propithecus verreauxi verreauxi,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Propithecus verreauxi verreauxi,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Propithecus verreauxi verreauxi,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Tarsius bancanus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Tarsius bancanus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Tarsius bancanus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Tarsius dentatus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Tarsius tarsier,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Carlito syrichta,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Carlito syrichta,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Carlito syrichta,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Callimico goeldii,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Callimico goeldii,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Callithrix pygmaea,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Callithrix pygmaea,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Leontopithecus rosalia,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Saguinus fuscicollis,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Saguinus fuscicollis,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Saguinus geoffroyi,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Saguinus labiatus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Saguinus midas,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Saguinus mystax,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Saguinus mystax,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Saguinus mystax,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Callicebus brunneus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Callicebus torquatus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Cacajao calvus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Chiropotes satanus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Pithecia pithecia,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Pithecia pithecia,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Sapajus apella,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Sapajus apella,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Sapajus apella,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Cebus capucinus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Cebus capucinus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Cebus capucinus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Cebus capucinus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Cebus olivaceus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Cebus olivaceus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Saimiri boliviensis,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Saimiri oerstedii,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Saimiri oerstedii,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Saimiri sciureus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Alouatta caraya,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Alouatta palliata,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Alouatta palliata,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Alouatta palliata,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Alouatta palliata,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Alouatta pigra,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Alouatta seniculus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Alouatta seniculus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Ateles belzebuth,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Ateles geoffroyi,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Ateles geoffroyi,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Ateles geoffroyi,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Ateles geoffroyi,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Ateles paniscus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Ateles paniscus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Ateles paniscus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Lagothrix lagothricha,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Chlorocebus aethiops,T
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Chlorocebus aethiops,T
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Cercopithecus ascanius,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Cercopithecus campbelli,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Cercopithecus campbelli lowei,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Cercopithecus campbelli lowei,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Cercopithecus diana,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Cercopithecus mitis,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Cercopithecus nictitans,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Cercopithecus petaurista,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Erythrocebus patas,T
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Lophocebus albigena,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Papio anubis,T
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Cercocebus atys,T
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Macaca fascicularis,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Macaca fascicularis,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Macaca fuscata,T
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Macaca mulatta,T
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Colobus angolensis palliatus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Colobus angolensis palliatus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Colobus angolensis palliatus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Piliocolobus badius,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Piliocolobus badius,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Colobus guereza,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Colobus guereza,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Colobus guereza,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Colobus polykomos,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Colobus vellerosus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Colobus vellerosus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Procolobus verus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Presbytis melalophos,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Presbytis siamensis,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Pygathrix cinerea,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Pygathrix nemaeus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Trachypithecus delacouri,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Trachypithecus francoisi,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Trachypithecus francoisi,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Trachypithecus leucocephalus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Trachypithecus obscurus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Hylobates agilis,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Hylobates agilis,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Hylobates lar,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Hylobates lar,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Hylobates pileatus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Nomascus nasutus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Symphalangus syndactylus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Symphalangus syndactylus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Gorilla gorilla,T
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Pan paniscus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Pan paniscus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Pan troglodytes,T
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Pan troglodytes,T
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Pan troglodytes,T
