Species,measure_class,Measure,Team,role,Value
Tupaia minor,locomotion,Locomotor_diversity_index,Granatosky,primary,1.16912339604188
Tupaia tana,gait,Duty_Factor,Wimberly,primary,64.62
Tupaia tana,gait,Foot_Posture,Wimberly,primary,digitigrade
Tupaia tana,gait,Gait,Wimberly,primary,LSDC
Tupaia tana,locomotion,Locomotor_diversity_index,Granatosky,primary,0.673597909201366
Tupaia tana,gait,Phase,Wimberly,primary,38.08
Ursus americanus,gait,Duty_Factor,Wimberly,primary,67
Ursus americanus,gait,Foot_Posture,Wimberly,primary,plantigrade
Ursus americanus,gait,Gait,Wimberly,primary,LSLC
Ursus americanus,gait,Phase,Wimberly,primary,18
Ursus arctos,gait,Duty_Factor,Wimberly,primary,65
Ursus arctos,gait,Foot_Posture,Wimberly,primary,plantigrade
Ursus arctos,gait,Gait,Wimberly,primary,LSLC
Ursus arctos,gait,Phase,Wimberly,primary,17
Ursus maritimus,gait,Duty_Factor,Wimberly,primary,68
Ursus maritimus,gait,Foot_Posture,Wimberly,primary,plantigrade
Ursus maritimus,gait,Gait,Wimberly,primary,LSLC
Ursus maritimus,gait,Phase,Wimberly,primary,16
Varecia rubra,manipulation,Extractive_foraging,Heldstab,primary,0
Varecia rubra,manipulation,Manipulation_complexity,Heldstab,primary,1.33
Varecia rubra,manipulation,Tool_use,Heldstab,primary,0
Varecia rubra,vocalization,VocalRepertoire,ManyPrimates,secondary,13
Varecia variegata,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Varecia variegata,gait,Duty_Factor,Wimberly,primary,57.19757351
Varecia variegata,gait,Foot_Posture,Wimberly,primary,plantigrade
Varecia variegata,gait,Gait,Wimberly,primary,DSDC
Varecia variegata,locomotion,Intermembral_index,Granatosky,primary,72
Varecia variegata,locomotion,Locomotor_diversity_index,Granatosky,primary,1.40007561095226
Varecia variegata,gait,Phase,Wimberly,primary,64.53997173
Varecia variegata,vocalization,VocalRepertoire,ManyPrimates,secondary,13
Varecia variegata,vocalization,VocalRepertoire,Schniter,primary,11
Varecia variegata rubra,locomotion,Arboreal_terrestrial,Granatosky,primary,A
Varecia variegata rubra,locomotion,Intermembral_index,Granatosky,primary,72
Varecia variegata rubra,locomotion,Locomotor_diversity_index,Granatosky,primary,1.49699401198051
Vicugna pacos,gait,Duty_Factor,Wimberly,primary,55.80683333
Vicugna pacos,gait,Gait,Wimberly,primary,LSLC
Vicugna pacos,gait,Phase,Wimberly,primary,12.92514634
Vombatus ursinus,gait,Duty_Factor,Wimberly,primary,67.33333333
Vombatus ursinus,gait,Foot_Posture,Wimberly,primary,plantigrade
Vombatus ursinus,gait,Gait,Wimberly,primary,LSLC
Vombatus ursinus,gait,Phase,Wimberly,primary,22.41667
Vulpes vulpes,gait,Duty_Factor,Wimberly,primary,63.69606004
Vulpes vulpes,gait,Foot_Posture,Wimberly,primary,digitigrade
Vulpes vulpes,gait,Gait,Wimberly,primary,LSDC
Vulpes vulpes,gait,Phase,Wimberly,primary,32.52033
Zaglossus bruijni,gait,Duty_Factor,Wimberly,primary,67.1637005
Zaglossus bruijni,gait,Foot_Posture,Wimberly,primary,plantigrade
Zaglossus bruijni,gait,Gait,Wimberly,primary,LSLC
Zaglossus bruijni,gait,Phase,Wimberly,primary,24.28250762
Zalophus wollebaeki,gait,Duty_Factor,Wimberly,primary,59.48
Zalophus wollebaeki,gait,Gait,Wimberly,primary,LSLC
Zalophus wollebaeki,gait,Phase,Wimberly,primary,19.11
NA,dexterity,Dexterity,Heffner,primary,2
